name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"1,820,207,303","1,714,320,889","1,527,346,548","1,364,467,790","1,530,688,006","1,469,159,380","1,302,466,361","1,385,521,574"
TotalLiabilitiesNetMinorityInterest,"428,568,396","437,495,637","403,659,671","355,111,773","354,168,583","363,067,017","352,146,322","351,252,664"
TotalEquityGrossMinorityInterest,"1,391,638,907","1,276,825,252","1,123,686,877","1,009,356,017","1,176,519,423","1,106,092,363","950,320,039","1,034,268,910"
	StockholdersEquity,"1,391,638,907","1,276,825,252","1,123,686,877","1,009,356,017","1,176,519,423","1,106,092,363","950,320,039","1,034,268,910"
		CapitalStock,"809,202,895","808,735,609","808,522,003","806,399,044","806,399,044","804,849,914","804,849,914","804,854,753"
			CommonStock,"809,202,895","808,735,609","808,522,003","806,399,044","806,399,044","804,849,914","804,849,914","804,854,753"
		RetainedEarnings,"582,436,012","468,089,643","315,164,874","202,956,973","370,120,379","301,242,449","145,470,125","-11,270,857"
TotalCapitalization,"1,816,638,907","1,701,825,252","1,523,686,877","1,359,356,017","1,526,519,423","1,456,092,363","1,300,320,039","1,384,268,910"
CommonStockEquity,"1,391,638,907","1,276,825,252","1,123,686,877","1,009,356,017","1,176,519,423","1,106,092,363","950,320,039","1,034,268,910"
NetTangibleAssets,"1,391,638,907","1,276,825,252","1,123,686,877","1,009,356,017","1,176,519,423","1,106,092,363","950,320,039","1,034,268,910"
InvestedCapital,"1,816,638,907","1,701,825,252","1,523,686,877","1,359,356,017","1,526,519,423","1,456,092,363","1,300,320,039","1,384,268,910"
TangibleBookValue,"1,391,638,907","1,276,825,252","1,123,686,877","1,009,356,017","1,176,519,423","1,106,092,363","950,320,039","1,034,268,910"
TotalDebt,"425,000,000","425,000,000","400,000,000","350,000,000","350,000,000","350,000,000","350,000,000","350,000,000"
NetDebt,"419,965,490","424,930,774","399,455,618","349,770,031","349,485,889","349,938,726","348,740,482","350,000,000"
ShareIssued,"47,595,257","47,590,154","47,582,193","47,582,193","47,582,193","47,566,736","47,566,736","47,566,736"
OrdinarySharesNumber,"47,595,257","47,590,154","47,582,193","47,582,193","47,582,193","47,566,736","47,566,736","47,566,736"
