name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,07/31/1993
TotalAssets,"3,701,518,000","3,786,643,000","3,750,015,000","3,495,022,000","3,400,666,000","3,434,806,000","3,498,215,000","3,627,976,000","3,630,111,000","3,328,679,000","3,452,252,000","3,359,159,000","3,255,353,000","1,903,378,000","1,981,482,000","1,850,749,000","1,730,914,000","1,816,313,000","1,801,780,000","1,686,323,000","1,633,193,000","1,782,660,000","1,822,540,000","1,693,188,000","1,596,296,000","1,612,246,000","1,887,836,000","1,760,209,000","1,672,760,000","1,696,908,000","1,772,072,000","1,680,061,000","1,651,877,000","1,694,164,000","1,840,086,000","1,780,085,000","1,667,044,000","1,756,053,000","1,833,133,000","1,978,882,000","1,916,452,000","1,950,802,000","1,910,452,000","1,866,502,000","1,832,338,000","1,879,998,000","1,909,124,000","1,849,703,000","1,975,190,000","2,138,148,000","2,095,908,000","2,010,314,000","1,913,297,000","1,963,676,000","1,971,419,000","1,945,324,000","1,868,495,000","1,867,680,000","1,982,823,000","1,847,515,000","1,841,083,000","1,987,484,000","1,840,294,000","1,736,566,000","1,617,258,000","1,605,649,000","1,428,583,000","1,463,940,000","1,356,623,000","1,293,659,000","1,057,225,000","950,872,000","889,049,000","865,071,000","833,363,000","773,984,000","760,026,000","741,339,000","741,107,000","701,740,000","684,563,000","672,721,000","627,424,000","570,303,000","550,783,000","543,046,000","420,822,000","356,799,000","348,512,000","354,628,000","315,503,000","263,682,000","226,947,000","210,948,000","194,999,000","159,720,000","149,785,000","144,795,000","134,570,000","105,410,000","99,730,000","110,438,000","115,594,000","97,360,000","87,901,000","139,700,000","134,500,000","107,300,000","104,100,000","108,400,000","82,900,000","71,400,000","44,300,000","40,100,000"
	CurrentAssets,"1,280,539,000","1,396,924,000","1,775,530,000","1,601,583,000","1,495,780,000","1,522,643,000","1,507,786,000","1,582,367,000","1,558,938,000","1,047,930,000","1,078,574,000","1,020,073,000","950,603,000","1,046,253,000","1,123,468,000","997,080,000","874,596,000","968,530,000","930,212,000","817,185,000","763,672,000","901,229,000","936,849,000","826,219,000","729,327,000","723,375,000","1,050,347,000","922,975,000","859,639,000","890,513,000","931,488,000","830,673,000","857,581,000","923,560,000","1,093,863,000","1,073,982,000","1,036,606,000","1,141,800,000","1,197,852,000","1,346,463,000","1,259,981,000","1,287,488,000","1,205,841,000","1,155,141,000","1,101,943,000","1,174,410,000","1,187,997,000","962,811,000","1,046,004,000","1,167,030,000","1,094,452,000","1,031,443,000","899,360,000","925,359,000","907,586,000","859,334,000","806,779,000","1,020,834,000","1,155,856,000","1,091,198,000","1,070,374,000","1,198,254,000","1,208,834,000","1,165,695,000","1,064,806,000","1,080,672,000","916,543,000","950,591,000","847,198,000","827,640,000","677,067,000","588,518,000","549,894,000","525,623,000","484,614,000","441,817,000","434,627,000","427,878,000","424,232,000","393,273,000","376,997,000","378,030,000","337,763,000","294,450,000","305,222,000","318,661,000","265,700,000","219,683,000","226,573,000","262,562,000","229,710,000","187,135,000","162,980,000","154,504,000","139,040,000","109,824,000","103,404,000","102,473,000","93,503,000","65,353,000","60,614,000","73,760,000","80,136,000","62,863,000","52,701,000","99,800,000","95,800,000","72,500,000","72,800,000","82,200,000","59,900,000","52,200,000","27,700,000","27,300,000"
		CashCashEquivalentsAndShortTermInvestments,"228,775,000","434,770,000","740,668,000","823,994,000","791,679,000","850,477,000","692,356,000","898,787,000","885,725,000","416,930,000","264,514,000","317,166,000","349,671,000","425,465,000","359,728,000","363,322,000","309,700,000","413,613,000","257,527,000","192,558,000","225,197,000","378,613,000","291,667,000","247,934,000","238,976,000","260,067,000","363,116,000","327,290,000","326,907,000","410,697,000","280,445,000","262,628,000","327,699,000","428,935,000","357,214,000","404,866,000","496,216,000","630,992,000","544,683,000","702,072,000","722,030,000","745,044,000","481,320,000","513,996,000","605,181,000","734,695,000","634,475,000","431,323,000","544,264,000","698,635,000","515,903,000","529,788,000","449,332,000","483,853,000","343,937,000","380,326,000","369,433,000","619,939,000","640,782,000","634,605,000","658,717,000","827,113,000","757,927,000","814,090,000","771,368,000","751,518,000","556,375,000","625,174,000","561,297,000","589,607,000","384,640,000","332,611,000","326,268,000","337,812,000","206,078,000","208,966,000","214,021,000","241,573,000","172,972,000","177,002,000","182,431,000","225,483,000","84,804,000","75,497,000","124,010,000","161,373,000","99,189,000","66,255,000","97,968,000","168,492,000","115,854,000","70,896,000","75,026,000","85,300,000","44,045,000","36,266,000","44,274,000","48,359,000","12,627,000","4,386,000","14,261,000","34,326,000","8,918,000","16,327,000","17,857,000","3,300,000","500,000","200,000","10,400,000","200,000","200,000","11,700,000","100,000","300,000"
			CashAndCashEquivalents,"228,775,000","434,770,000","740,668,000","773,994,000","716,679,000","850,477,000","692,356,000","898,787,000","855,769,000","361,930,000","214,514,000","267,166,000","304,671,000","333,330,000","279,872,000","323,322,000","289,700,000","413,613,000","257,527,000","192,558,000","225,197,000","378,613,000","291,667,000","247,934,000","238,976,000","260,067,000","363,116,000","327,290,000","326,907,000","410,697,000","280,445,000","262,628,000","327,699,000","418,933,000","354,284,000","345,188,000","383,175,000","509,119,000","544,683,000","696,077,000","713,443,000","719,545,000","380,284,000","389,299,000","474,668,000","667,593,000","630,775,000","425,523,000","535,239,000","693,960,000","512,603,000","500,263,000","418,807,000","473,342,000","332,837,000","353,390,000","338,238,000","116,061,000","104,877,000","123,717,000","69,791,000","59,737,000","121,216,000","331,358,000","168,572,000","130,529,000","216,047,000","202,538,000","250,298,000","275,061,000","273,755,000","223,353,000","212,449,000","251,324,000","92,754,000","119,328,000","106,955,000","194,526,000","115,396,000","109,246,000","120,054,000","180,398,000","72,951,000","75,497,000","113,865,000","133,446,000","70,959,000","19,865,000","34,004,000","76,581,000","52,028,000","49,099,000","63,168,000","71,940,000","44,045,000","36,266,000","44,274,000","48,359,000","12,627,000","4,386,000","14,261,000","34,326,000","8,918,000","16,327,000","17,857,000","3,300,000","500,000","200,000","10,400,000","200,000","200,000","11,700,000","100,000","300,000"
				CashFinancial,"145,173,000","138,758,000","364,769,000","498,211,000","466,014,000","524,970,000","317,027,000","124,648,000","149,205,000","126,087,000","134,602,000","144,241,000","91,853,000","108,216,000","156,250,000","184,280,000","209,927,000","184,107,000","185,546,000",,"143,878,000","265,332,000","209,581,000","173,921,000","177,820,000","205,359,000","283,035,000","248,824,000","234,190,000","370,692,000","185,212,000","186,840,000","217,117,000","330,013,000","306,572,000","289,444,000","302,188,000","257,191,000",,"623,277,000","625,398,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"83,602,000","296,012,000","375,899,000","275,783,000","250,665,000","325,507,000","375,329,000","774,139,000","706,563,000","235,843,000","79,912,000","122,925,000","212,818,000","225,114,000","123,622,000","139,042,000","79,773,000","229,506,000","71,981,000",,"81,319,000","113,281,000","82,086,000","74,013,000","61,156,000","54,708,000","80,081,000","78,466,000","92,717,000","40,005,000","95,233,000","75,788,000","110,582,000","88,920,000","47,712,000","55,744,000","80,987,000","251,928,000",,"72,800,000","88,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"0","0",,"50,000,000","75,000,000","0","0","0","29,956,000","55,000,000","50,000,000","50,000,000","45,000,000","92,135,000","79,856,000","40,000,000","20,000,000",,,,,,,,,,,,,"0","0","0","0","10,002,000","2,930,000","59,678,000","113,041,000","121,873,000","0","5,995,000","8,587,000","25,499,000","101,036,000","124,697,000","130,513,000","67,102,000","3,700,000","5,800,000","9,025,000","4,675,000","3,300,000","29,525,000","30,525,000","10,511,000","11,100,000","26,936,000","31,195,000","503,878,000","535,905,000","510,888,000","588,926,000","767,376,000","636,711,000","482,732,000","602,796,000","620,989,000","340,328,000","422,636,000","310,999,000","314,546,000","110,885,000","109,258,000","113,819,000","86,488,000","113,324,000","89,638,000","107,066,000","47,047,000","57,576,000","67,756,000","62,377,000","45,085,000","11,853,000",,"10,145,000","27,927,000","28,230,000","46,390,000","63,964,000","91,911,000","63,826,000","21,797,000","11,858,000","13,360,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"230,469,000","286,683,000","228,461,000","155,361,000","149,056,000","146,102,000","124,560,000","107,243,000","106,751,000","119,064,000","112,304,000","98,604,000","73,836,000","93,477,000","84,074,000","74,153,000","72,800,000","78,304,000","77,113,000","80,673,000","79,432,000","86,634,000","74,812,000","65,282,000","73,283,000","80,912,000","63,775,000","50,693,000","64,010,000","67,894,000","55,875,000","47,028,000","67,720,000","73,882,000","59,277,000","45,965,000","55,193,000","46,321,000","47,432,000","40,202,000","37,472,000","40,310,000","41,138,000","31,530,000","31,464,000","36,721,000","40,346,000","41,793,000","39,637,000","34,746,000","46,584,000","40,799,000","62,176,000","41,471,000","44,634,000","26,697,000","41,651,000","31,920,000","33,603,000","29,783,000","39,553,000","26,045,000","25,762,000","13,290,000","30,645,000","29,146,000","31,332,000","22,151,000","27,417,000","26,432,000","25,493,000","24,945,000","26,249,000","22,820,000","33,039,000","25,230,000","21,474,000","13,598,000","22,182,000","17,971,000","35,172,000","17,627,000","29,693,000","13,859,000","27,561,000","29,466,000","24,508,000","28,546,000","15,031,000","13,471,000","13,020,000","13,276,000","9,733,000","8,560,000","6,086,000","5,153,000","5,771,000","7,647,000","10,968,000","9,021,000","1,637,000","3,556,000","4,094,000","2,667,000","2,467,000","10,800,000","7,300,000","6,100,000","8,700,000","9,500,000","5,400,000",,,
			AccountsReceivable,"230,469,000","121,849,000","228,461,000","155,361,000","149,056,000","88,146,000","124,560,000","107,243,000","106,751,000","62,328,000","112,304,000","98,604,000","73,836,000","47,931,000","84,074,000","74,153,000","72,800,000","50,471,000","77,113,000","80,673,000","79,432,000","62,639,000","74,812,000","65,282,000","73,283,000","53,584,000","63,775,000","50,693,000","64,010,000","42,351,000","55,875,000","47,028,000","67,720,000","36,673,000","59,277,000","45,965,000","55,193,000","32,485,000","47,432,000","40,202,000","37,472,000","40,310,000","41,138,000","31,530,000","31,464,000","36,721,000","40,346,000","41,793,000","39,637,000","34,746,000","46,584,000",,"62,176,000","41,471,000","44,634,000","26,697,000","41,651,000","31,920,000","33,603,000","29,783,000","39,553,000","26,045,000","25,762,000","13,290,000","30,645,000","29,146,000","31,332,000","22,151,000","27,417,000","26,432,000","25,493,000","24,945,000","26,249,000","22,820,000","33,039,000","25,230,000","21,474,000","13,598,000","22,182,000","17,971,000","35,172,000","17,627,000","29,693,000","13,859,000","27,561,000","29,466,000","24,508,000","28,546,000","15,031,000","13,471,000","13,020,000","13,276,000","9,733,000","8,560,000","6,086,000","5,153,000","5,771,000","7,647,000","10,968,000","9,021,000","1,637,000","3,556,000","4,094,000","2,667,000","2,467,000",,,,,,,,,
			TaxesReceivable,,"75,137,000",,,,"12,394,000",,,,"4,868,000",,,,"7,483,000",,,,"8,271,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
