name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
MarketCap,"1,186,797,528","1,372,729,140","1,402,901,260","1,182,320,155","1,008,892,414","1,050,589,356","893,353,000","583,266,054","729,177,794","455,970,062","777,270,928","682,072,237","599,703,968","603,886,888","572,218,650","693,481,686","821,215,691","722,895,513","708,371,981","616,556,576","561,145,603","511,947,798","465,338,253","402,141,550","348,453,940","359,982,008","376,980,608","363,470,360","171,317,893","155,636,695","142,311,601"
PeRatio,"8.537","10.079","10.358","11.637","10.77","12.479","11.628","9.27","12.667","8.176","14.146","12.836","13.049","13.436","17.378","23.313","22.337","23.769","19.935","19.237","21.338","22.157","21.429","26.815","20.093","19.336","33.218","17.809","16.077","19.175","30.695"
ForwardPeRatio,,,,,,,,,,,,"11.403","11.013","10.684","9.452","10.929","15.576","15.576","15.723","15.823","19.57","18.051","16.475","15.038","15.456","13.038","15.823","18.215",,,
PegRatio,,,,,,,,,,,,,,"1.526","1.351","1.56","2.226","2.226","2.245","2.262","2.794","2.576","2.353","2.149","2.21","1.863","2.262","2.602",,,
PsRatio,"3.185","3.744","3.955","4.401","3.964","4.32","3.867","2.797","3.656","2.368","4.1","3.621","3.249","3.276","2.964","3.676","4.252","4.3","4.481","4.272","4.207","4.186","4.015","3.782","3.079","2.986","4.803","2.705","2.185","2.387","4.273"
PbRatio,"1.096","1.29","1.829","1.611","1.412","1.51","1.318","0.913","1.17","0.743","1.286","1.163","1.056","1.083","1.078","1.34","1.997","1.833","2.081","1.985","1.923","1.801","1.623","1.449","1.29","1.386","1.465","2.979","1.655","1.564","1.516"
