name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
			FinishedGoods,"1,368,000","1,881,000","2,388,000","1,718,000","447,000","320,000","417,000","418,000","175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"11,547,000","12,311,000","11,314,000","10,420,000","34,606,000","24,798,000","17,994,000","12,387,000","12,543,000","10,005,000","8,411,000","4,769,000","5,315,000","6,609,000","8,992,000","8,710,000","4,185,000","3,725,000","3,452,000","3,540,000","6,129,000","1,994,000","3,366,000","1,910,000","2,584,000","2,133,000","3,249,000","931,000","1,718,000","926,000","1,618,000","1,595,000","1,577,000","557,165","1,039,110","283,519","531,730","517,541","1,426,000","378,000","590,000","410,000","753,000","580,000","910,000","1,000,000","840,000","756,000","826,000",,,,
		RestrictedCash,,"50,000,000",,,,"0","0","0","928,000","928,000","928,000","928,000","1,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,449,637","623,029","0",,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,108","29,108","82,344","109,344",,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,"260,000","198,000","185,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,112,000","766,000","399,000","409,148"
	TotalNonCurrentAssets,"52,034,000","52,618,000","54,588,000","5,287,000","6,031,000","7,362,000","8,166,000","8,981,000","7,013,000","2,733,000","1,810,000","1,693,000","1,261,000","819,000","5,820,000","21,998,000","42,780,000","73,911,000","106,270,000","14,294,000","26,599,000","31,636,000","50,324,000","68,378,000","88,982,000","81,178,000","87,549,000","90,245,000","45,395,000","36,577,000","5,951,000","7,968,000","11,944,000","17,674,211","13,611,766","145,014","141,757","174,035","5,612,000","5,550,000","5,824,000","6,144,000","6,588,000","6,963,000","7,387,000","7,054,000","7,138,000","6,803,000","6,909,000","6,537,000","6,468,000","2,793,000","2,381,495"
		NetPPE,"1,978,000","2,562,000","4,532,000","5,231,000","5,975,000","7,306,000","8,110,000","7,687,000","6,957,000","2,677,000","1,754,000","1,637,000","1,205,000","520,000","583,000","311,000","374,000","435,000","497,000","558,000","623,000","674,000","622,000","685,000","743,000","807,000","722,000","680,000","728,000","780,000","840,000","851,000","360,000","80,808","78,749","89,274","87,932","120,210","2,498,000","2,432,000","2,710,000","3,001,000","3,436,000","3,809,000","4,228,000","3,313,000","3,400,000","3,242,000","2,620,000","2,503,000","2,222,000","2,138,000","1,925,495"
			GrossPPE,"1,978,000","4,613,000","4,532,000","5,231,000","5,975,000","8,877,000","8,110,000","7,687,000","6,957,000","3,708,000","1,754,000","1,637,000","1,205,000","1,516,000",,,,"1,279,000",,,,"1,281,000",,,,"1,162,000",,,,"1,183,000",,,,"768,607",,,"1,286,046","1,286,046","6,188,000","6,122,000","6,400,000","6,691,000","5,851,000","6,224,000","6,643,000","5,728,000","4,656,000","4,498,000","3,876,000","3,759,000","3,210,000","2,937,000","2,551,118"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"2,416,000",,,,"2,548,000",,,,"1,779,000",,,,"1,207,000",,,,"1,120,000",,,,"1,008,000",,,,"1,003,000",,,,"1,023,000",,,,"740,696",,,"1,264,665","1,264,665",,"6,122,000",,"6,691,000",,,,,,,,,,,
				OtherProperties,"1,978,000","1,898,000","4,532,000","5,231,000","5,975,000","6,030,000","8,110,000","7,687,000","6,957,000","1,532,000","1,754,000","1,637,000","1,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,"0",,,,"99,000",,,,,,,,"0",,,,"114,000",,,,,,,,"2,000",,,,"6,530",,,,,,,,,,,,,,,,,,,
				Leases,,"299,000",,,,"299,000",,,,"298,000",,,,"309,000",,,,"159,000",,,,"159,000",,,,"159,000",,,,"158,000",,,,"21,381",,,"21,381","21,381",,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-2,051,000",,,,"-1,571,000",,,,"-1,031,000",,,,"-996,000",,,,"-844,000",,,,"-607,000",,,,"-355,000",,,,"-403,000",,,,"-687,799",,,"-1,198,114","-1,165,836","-3,690,000","-3,690,000","-3,690,000","-3,690,000","-2,415,000","-2,415,000","-2,415,000","-2,415,000","-1,256,000","-1,256,000","-1,256,000","-1,256,000","-988,000","-799,000","-625,623"
		GoodwillAndOtherIntangibleAssets,"56,000","56,000","56,000","56,000","56,000","56,000",,,"56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","55,740","55,740","55,740","53,825","53,825","3,108,000","3,108,000","3,108,000","3,108,000","3,108,000","3,108,000","3,108,000","3,108,000","3,317,000","3,527,000","3,737,000","3,500,000","3,687,000",,
			Goodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,108,000",,,,"3,108,000",,,,,,,
			OtherIntangibleAssets,,,,,,"56,000",,,"56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","55,740","55,740","55,740","53,825","53,825","3,108,000","3,108,000","3,108,000",,"3,108,000","3,108,000","3,108,000",,"3,317,000","3,527,000","3,737,000","3,500,000","3,687,000",,
		InvestmentsAndAdvances,,"50,441,000",,,,"0",,,,"0","0","0","0","243,000","5,181,000","21,631,000","42,350,000","73,420,000","105,717,000","13,680,000","25,920,000","30,906,000","49,646,000","67,637,000","88,183,000","80,315,000","86,771,000","89,509,000","44,611,000","35,741,000","5,055,000","7,061,000","11,528,000","17,537,663","13,477,277",,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"50,000,000","50,000,000","50,000,000",,,,"56,000","1,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"591,893,000","578,534,000","587,961,000","584,771,000","548,000,000","449,392,000","242,009,000","244,863,000","229,888,000","194,497,000","186,758,000","179,480,000","61,472,000","64,333,000","42,285,000","34,964,000","30,048,000","33,144,000","34,997,000","31,135,000","22,190,000","16,611,000","9,611,000","9,506,000","8,276,000","8,313,000","9,912,000","10,502,000","10,794,000","9,790,000","10,307,000","10,378,000","3,188,000","4,202,491","3,342,956","6,644,425","2,521,249","24,702,144","14,372,000","14,480,000","12,679,000","12,664,000","12,026,000","12,535,000","12,789,000","11,842,000","12,206,000","11,879,000","9,972,000","10,186,000","10,020,000","7,345,000","5,403,580"
	CurrentLiabilities,"79,085,000","73,352,000","78,485,000","82,644,000","97,893,000","94,069,000","75,947,000","83,881,000","73,453,000","66,080,000","57,518,000","54,312,000","60,025,000","64,333,000","42,285,000","34,964,000","30,048,000","33,144,000","34,997,000","30,995,000","21,605,000","15,589,000","8,160,000","7,635,000","5,993,000","5,625,000","6,828,000","7,029,000","6,939,000","5,491,000","5,631,000","5,456,000","3,188,000","4,202,491","3,342,956","6,644,425","2,521,249","17,173,299","6,298,000","6,532,000","4,958,000","4,933,000","4,805,000","5,098,000","5,868,000","6,360,000","6,820,000","6,750,000","6,665,000","7,159,000","7,537,000","5,370,000","3,280,111"
		PayablesAndAccruedExpenses,"67,743,000","57,468,000","62,095,000","63,949,000","81,767,000","74,659,000","59,498,000","69,647,000","63,027,000","55,656,000","54,633,000","50,514,000","55,915,000","62,500,000","42,285,000","34,812,000","29,445,000","31,517,000","33,518,000","29,231,000","19,868,000","13,424,000","6,478,000","5,979,000","4,364,000","3,450,000","5,250,000","5,602,000","5,909,000","4,540,000","5,378,000","5,456,000","3,188,000","3,461,119","3,342,956","3,792,237","1,908,050","1,606,244","1,110,000","1,389,000","1,878,000","1,687,000","1,489,000","2,282,000","2,969,000","2,925,000","2,621,000","1,409,000","2,525,000","3,936,000","2,642,000","1,143,000","1,038,421"
			Payables,"26,829,000","17,559,000","20,745,000","29,353,000","30,342,000","51,975,000","17,584,000","29,690,000","15,114,000","28,893,000","23,735,000","28,404,000","33,270,000","44,937,000","18,630,000","22,482,000","11,962,000","20,413,000","19,503,000","18,714,000","11,636,000","4,635,000","1,783,000","1,566,000","1,540,000","744,000","1,979,000","3,305,000","2,899,000","2,147,000","3,299,000","4,211,000","2,098,000","2,326,490","1,944,604","1,655,762","929,576","488,974","1,110,000","1,389,000","1,878,000","1,687,000","1,489,000","2,282,000","2,969,000","2,925,000","2,621,000","1,409,000","2,525,000","3,936,000","2,642,000","1,143,000","1,038,421"
				AccountsPayable,"26,829,000","17,559,000","20,745,000","29,353,000","30,342,000","51,975,000","17,584,000","29,690,000","15,114,000","28,856,000","23,735,000","28,404,000","33,270,000","44,893,000","18,630,000","22,482,000","11,962,000","20,375,000","19,503,000","18,714,000","11,636,000","4,595,000","1,783,000","1,566,000","1,540,000","707,000","1,979,000","3,305,000","2,899,000","2,040,000","3,299,000","4,211,000","2,098,000","2,231,890","1,944,604","1,655,762","926,819","476,277","1,110,000","1,389,000","1,878,000","1,687,000","1,489,000","2,282,000","2,969,000","2,925,000","2,621,000","1,409,000","2,525,000","3,936,000","2,642,000","1,143,000","1,038,421"
				TotalTaxPayable,,,,,,,,,,"37,000",,,,"44,000",,,,"38,000",,,,"40,000",,,,"37,000",,,,"107,000",,,,"94,600",,,"2,757","12,697",,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"40,914,000","39,909,000","41,350,000","34,596,000","51,425,000","22,684,000","41,914,000","39,957,000","47,913,000","26,763,000","30,898,000","22,110,000","22,645,000","17,563,000","23,655,000","12,330,000","17,483,000","11,104,000","14,015,000","10,517,000","8,232,000","8,789,000","4,695,000","4,413,000","2,824,000","2,706,000","3,271,000","2,297,000","3,010,000","2,393,000","2,079,000","1,245,000","1,090,000","1,134,629","1,398,352","2,136,475","978,474","1,117,270",,,,,,,,,,,,,,,
				InterestPayable,"17,367,000","12,620,000","18,248,000","13,869,000","10,522,000","5,392,000","10,926,000","9,276,000","8,999,000","5,236,000",,,,"0",,,,"397,000",,,,"350,000",,,,"250,000",,,,"104,000",,,,"0","0","0","0","738,192",,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"6,330,000","8,809,000","10,920,000","12,419,000","11,243,000","15,161,000","12,156,000","10,868,000","7,343,000","7,818,000",,,,"1,833,000",,,,"582,000",,,,"456,000",,,,"571,000",,,,"313,000",,,,"741,372",,,"305,918","60,725",,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,217,000","1,392,000","2,402,000","2,346,000","2,340,000","2,587,000","2,631,000","2,232,000","1,913,000","454,000","267,000","199,000","184,000",,,"152,000","603,000","1,045,000","1,479,000","1,764,000","1,737,000","1,709,000","1,682,000","1,656,000","1,629,000","1,604,000","1,578,000","1,427,000","1,030,000","638,000","253,000",,,,,,,"15,241,007","1,052,000","1,102,000","1,081,000","1,061,000","975,000","955,000","1,067,000","863,000","952,000","1,076,000","697,000","697,000","495,000","495,000","495,495"
			CurrentDebt,,,,,,,,,,,,,,,,"152,000","603,000","1,045,000","1,479,000","1,764,000","1,737,000","1,709,000","1,682,000","1,656,000","1,629,000","1,604,000","1,578,000","1,427,000","1,030,000","638,000","253,000",,,,,,,"15,241,007","1,052,000","1,102,000","1,081,000","1,061,000","975,000","955,000","1,067,000","863,000","952,000","1,076,000","697,000","697,000","495,000","495,000","495,495"
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,"152,000","603,000","1,045,000","1,479,000","1,764,000",,"1,709,000","1,682,000","1,656,000","1,629,000","1,604,000",,,,"638,000",,,,,,,,"15,241,007",,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,217,000","1,392,000","2,402,000","2,346,000","2,340,000","2,587,000","2,631,000","2,232,000","1,913,000","454,000","267,000","199,000","184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"3,795,000","5,683,000","3,068,000","3,930,000","2,543,000","1,662,000","1,662,000","1,134,000","1,170,000","2,152,000","2,618,000","3,599,000","3,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"3,795,000","5,683,000","3,068,000","3,930,000","2,543,000","1,662,000","1,662,000","1,134,000","1,170,000","2,152,000","2,618,000","3,599,000","3,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,"5,236,000",,,,,,,,,,,,,,,,,,,,,,,,,,"2,852,188","307,281","265,323","4,136,000","4,041,000","1,999,000","2,185,000","2,341,000","1,861,000","1,832,000","2,572,000","3,247,000","4,265,000","3,443,000","2,526,000","4,400,000","3,732,000","1,746,195"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"512,808,000","505,182,000","509,476,000","502,127,000","450,107,000","355,323,000","166,062,000","160,982,000","156,435,000","128,417,000","129,240,000","125,168,000","1,447,000","0","0","0","0","0","0","140,000","585,000","1,022,000","1,451,000","1,871,000","2,283,000","2,688,000","3,084,000","3,473,000","3,855,000","4,299,000","4,676,000","4,922,000","0","0","0","0","0","7,528,845",,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"258,941,000","258,804,000","273,821,000","274,018,000","274,214,000","182,821,000","4,105,000","3,967,000","3,719,000","1,109,000","820,000","759,000","792,000",,,,,,,"140,000","585,000","1,022,000","1,451,000","1,871,000","2,283,000","2,688,000","3,084,000","3,473,000","3,855,000","4,299,000","4,676,000","4,922,000",,,,,,"7,528,845","8,074,000","7,948,000","7,721,000","7,731,000","7,221,000","7,437,000","6,921,000","5,482,000","5,386,000","5,129,000","3,307,000","3,027,000","2,483,000","1,975,000","2,123,469"
			LongTermDebt,"258,678,000","258,280,000","272,508,000","272,098,000","271,694,000","179,367,000",,,,,,,,,,,,,,"140,000","585,000","1,022,000","1,451,000","1,871,000","2,283,000","2,688,000","3,084,000","3,473,000","3,855,000","4,299,000","4,676,000","4,922,000",,,,,,"7,528,845","8,074,000","7,948,000","7,721,000","7,731,000","7,221,000","7,437,000","6,921,000","5,482,000","5,386,000","5,129,000","3,307,000","3,027,000","2,483,000","1,975,000","2,123,469"
			LongTermCapitalLeaseObligation,"263,000","524,000","1,313,000","1,920,000","2,520,000","3,454,000","4,105,000","3,967,000","3,719,000","1,109,000","820,000","759,000","792,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"422,000","634,000","845,000","1,057,000",,,,,,,,,"655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"422,000","634,000","845,000","1,057,000",,,,,,,,,"655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,,,,,,"171,212,000","160,247,000","157,015,000","152,716,000","127,308,000","128,420,000","124,409,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"253,445,000","245,744,000","234,810,000","227,052,000","175,893,000","172,502,000","161,957,000","157,015,000","152,716,000","127,308,000","128,420,000","124,409,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"-249,040,000","-196,944,000","-362,705,000","-304,310,000","-269,394,000","-96,134,000","8,960,000","85,489,000","-50,246,000","19,950,000","68,512,000","129,334,000","175,010,000","79,118,000","131,745,000","175,917,000","214,140,000","244,691,000","278,096,000","154,107,000","192,422,000","228,602,000","254,180,000","267,960,000","277,760,000","287,259,000","296,482,000","305,456,000","314,427,000","133,554,000","50,223,000","58,909,000","67,035,000","74,091,369","83,232,856","12,889,712","19,743,827","-17,389,703","85,058,000","23,673,000","31,593,000","38,743,000","45,061,000","51,770,000","59,431,000","66,498,000","72,757,000","56,401,000","62,424,000","67,691,000","72,852,000","18,532,000","25,085,131"
	StockholdersEquity,"-249,040,000","-196,944,000","-362,705,000","-304,310,000","-269,394,000","-96,134,000","8,960,000","85,489,000","-50,246,000","19,950,000","68,512,000","129,334,000","175,010,000","79,118,000","131,745,000","175,917,000","214,140,000","244,691,000","278,096,000","154,107,000","192,422,000","228,602,000","254,180,000","267,960,000","277,760,000","287,259,000","296,482,000","305,456,000","314,427,000","133,554,000","50,223,000","58,909,000","67,035,000","74,091,369","83,232,856","12,889,712","19,743,827","-17,389,703","85,058,000","23,673,000","31,593,000","38,743,000","45,061,000","51,770,000","59,431,000","66,498,000","72,757,000","56,401,000","62,424,000","67,691,000","72,852,000","18,532,000","25,085,131"
		CapitalStock,"61,000","61,000","27,000","26,000","26,000","26,000","28,000","28,000","28,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","26,000","26,000","23,000","23,000","23,000","23,000","23,000","23,000","23,000","23,000","22,000","22,000","20,000","15,000","15,000","15,000","15,357","15,357","65,228,482","9,557","23,975,346","34,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","26,000","26,000","26,000","26,000","2,000","2,202"
			PreferredStock,"0","0","0","0","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","65,228,086","0","23,975,000",,,,,,,,,,,,,,,
			CommonStock,"61,000","61,000","27,000","26,000","26,000","26,000","28,000","28,000","28,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","27,000","26,000","26,000","23,000","23,000","23,000","23,000","23,000","23,000","23,000","23,000","22,000","22,000","20,000","15,000","15,000","15,000","15,357","15,357","396","9,557","346","34,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","29,000","26,000","26,000","26,000","26,000","2,000","2,202"
		AdditionalPaidInCapital,"969,268,000","964,401,000","733,524,000","722,534,000","713,782,000","797,655,000","743,273,000","734,365,000","723,232,000","715,166,000","701,794,000","694,266,000","685,816,000","677,511,000","670,340,000","664,817,000","657,497,000","641,801,000","636,821,000","467,504,000","462,471,000","457,951,000","454,379,000","450,661,000","446,529,000","441,940,000","437,548,000","433,793,000","430,348,000","238,031,000","145,187,000","144,064,000","142,954,000","142,142,204","141,585,222","796,508","66,056,829","609,976","201,677,000","133,890,000","133,517,000","133,411,000","133,195,000","133,258,000","133,142,000","133,143,000","133,575,000","111,202,000","111,164,000","110,650,000","110,511,000","45,712,000","45,960,126"
		RetainedEarnings,"-1,163,108,000","-1,106,377,000","-1,041,258,000","-971,872,000","-928,204,000","-838,817,000","-734,341,000","-648,904,000","-773,515,000","-695,266,000","-633,320,000","-564,943,000","-510,722,000","-598,101,000","-538,062,000","-488,151,000","-442,421,000","-396,291,000","-358,400,000","-313,181,000","-269,844,000","-229,200,000","-200,244,000","-182,842,000","-168,807,000","-154,222,000","-141,100,000","-128,299,000","-115,904,000","-104,438,000","-94,981,000","-85,175,000","-75,937,000","-68,063,158","-58,373,712","-53,135,278","-46,322,559","-41,975,025","-116,450,000","-109,887,000","-101,452,000","-94,046,000","-87,427,000","-80,447,000","-72,623,000","-65,320,000","-58,976,000","-52,695,000","-46,370,000","-40,389,000","-34,824,000","-24,020,000","-17,506,399"
		TreasuryStock,"54,998,000","54,998,000","54,998,000","54,998,000","54,998,000","54,998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-263,000","-31,000",,,,"0","0","0","9,000","23,000","11,000","-16,000","-111,000","-319,000","-560,000","-776,000","-963,000","-845,000","-351,000","-239,000","-228,000","-172,000","22,000","118,000","15,000","-482,000","11,000","-60,000","-39,000","-59,000","2,000","5,000","3,000","-3,034","5,989",,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-203,000","-359,000","-501,000","-651,000","-736,000","-1,070,000","-1,117,000","-1,354,000","-1,871,000","-2,132,000","-2,396,000","-2,596,000","-2,861,000","-3,162,000","-3,370,798"
TotalCapitalization,"9,638,000","61,336,000","-90,197,000","-32,212,000","2,300,000","83,233,000","8,960,000","85,489,000","-50,246,000","19,950,000","68,512,000","129,334,000","175,010,000","79,118,000","131,745,000","175,917,000","214,140,000","244,691,000","278,096,000","154,247,000","193,007,000","229,624,000","255,631,000","269,831,000","280,043,000","289,947,000","299,566,000","308,929,000","318,282,000","137,853,000","54,899,000","63,831,000","67,035,000","74,091,369","83,232,856","12,889,712","19,743,827","-9,860,858","93,132,000","31,621,000","39,314,000","46,474,000","52,282,000","59,207,000","66,352,000","71,980,000","78,143,000","61,530,000","65,731,000","70,718,000","75,335,000","20,507,000","27,208,600"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,228,086",,"23,975,000",,,,,,,,,,,,,,,
CommonStockEquity,"-249,040,000","-196,944,000","-362,705,000","-304,310,000","-269,394,000","-96,134,000","8,960,000","85,489,000","-50,246,000","19,950,000","68,512,000","129,334,000","175,010,000","79,118,000","131,745,000","175,917,000","214,140,000","244,691,000","278,096,000","154,107,000","192,422,000","228,602,000","254,180,000","267,960,000","277,760,000","287,259,000","296,482,000","305,456,000","314,427,000","133,554,000","50,223,000","58,909,000","67,035,000","74,091,369","83,232,856","-52,338,374","19,743,827","-41,364,703","85,058,000","23,673,000","31,593,000","38,743,000","45,061,000","51,770,000","59,431,000","66,498,000","72,757,000","56,401,000","62,424,000","67,691,000","72,852,000","18,532,000","25,085,131"
CapitalLeaseObligations,"1,480,000","1,916,000","3,715,000","4,266,000","4,860,000","6,041,000","6,736,000","6,199,000","5,632,000","1,563,000","1,087,000","958,000","976,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
