name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986
TotalAssets,"4,395,067,000","4,386,299,000","4,213,875,000","4,122,548,000","3,998,959,000","3,950,785,000","4,140,152,000","3,999,497,000","3,767,973,000","3,357,225,000","2,662,198,000","2,612,325,000","2,546,311,000","2,468,654,000","2,273,207,000","2,527,865,000","2,486,673,000","2,418,714,000","2,305,227,000","2,267,699,000","2,191,198,000","2,096,908,000","2,194,087,000","2,377,873,000","2,539,024,000","2,351,015,000","2,331,140,000","2,380,653,000","3,062,565,000","3,209,556,000","2,705,941,000","2,785,833,000","2,524,220,000","2,428,601,000","2,557,387,000","2,563,089,000","2,323,263,000","2,287,003,000","1,988,514,000","1,829,257,000","1,794,832,000","1,761,269,000","1,860,677,000","1,874,625,000","1,815,704,000","1,732,116,000","1,705,948,000","1,695,755,000","1,414,986,000","1,410,587,000","1,414,217,000","1,452,659,000","1,515,138,000","1,678,714,000","3,248,788,000","3,626,323,000","3,637,403,000","3,871,150,000","3,739,275,000","3,763,974,000","3,569,720,000","3,442,822,000","3,279,742,000","3,404,102,000","3,381,830,000","3,401,312,000","3,114,548,000","3,063,869,000","2,978,200,000","2,989,839,000","2,819,966,000","2,795,853,000","2,845,502,000","2,817,902,000","2,671,325,000","2,439,669,000","2,292,785,000","2,438,261,000","2,207,772,000","2,109,561,000","1,721,082,000","1,730,030,000","1,509,062,000","1,480,072,000","1,494,727,000","1,477,321,000","1,415,989,000","1,395,733,000","1,405,575,000","1,459,659,000","1,497,499,000","1,500,282,000","1,418,350,000","1,405,958,000","1,183,222,000","1,086,184,000","1,030,226,000","1,023,850,000","934,979,000","833,248,000","740,178,000","717,001,000","419,015,000","412,528,000","378,860,000","374,035,000","380,251,000","330,340,000","367,435,000","361,048,000","309,603,000","336,665,000","363,348,000","339,300,000","355,500,000","351,700,000","358,700,000","369,900,000","355,600,000","362,500,000","340,500,000","350,500,000","243,900,000","239,600,000","235,600,000","233,700,000","206,400,000","184,200,000","165,600,000","158,900,000","126,400,000","74,700,000","34,100,000","16,900,000"
	CurrentAssets,"1,734,897,000","1,715,769,000","1,543,013,000","1,457,067,000","1,349,729,000","1,478,587,000","1,736,482,000","1,639,783,000","1,399,507,000","1,169,343,000","1,049,949,000","979,241,000","917,947,000","951,092,000","888,381,000","1,129,054,000","1,069,943,000","979,988,000","931,105,000","883,450,000","800,004,000","702,034,000","792,290,000","962,179,000","1,152,244,000","964,761,000","1,042,084,000","1,067,228,000","1,733,644,000","1,851,735,000","1,351,610,000","1,414,719,000","1,297,725,000","1,221,091,000","1,274,163,000","1,265,499,000","1,461,912,000","1,391,235,000","1,250,612,000","1,158,446,000","1,111,644,000","1,063,983,000","958,459,000","1,165,255,000","922,638,000","879,406,000","822,309,000","765,076,000","879,586,000","850,747,000","861,161,000","867,248,000","888,135,000","954,548,000","945,936,000","1,327,783,000","1,310,734,000","1,529,563,000","1,378,862,000","1,519,666,000","1,355,502,000","1,312,005,000","1,144,046,000","1,261,949,000","1,249,210,000","1,276,302,000","1,050,566,000","968,140,000","1,072,077,000","1,069,915,000","896,210,000","854,712,000","939,407,000","842,241,000","788,822,000","626,775,000","608,938,000","758,643,000","581,808,000","678,420,000","582,957,000","634,922,000","512,584,000","538,411,000","503,550,000","556,848,000","488,577,000","484,275,000","443,344,000","479,912,000","514,734,000","607,228,000","567,923,000","579,710,000","569,406,000","571,159,000","571,410,000","609,059,000","610,816,000","548,396,000","489,828,000","491,135,000","217,855,000","221,507,000","198,384,000","206,923,000","213,462,000","156,914,000","192,982,000","191,935,000","166,387,000","191,344,000","215,441,000","218,500,000","228,600,000","221,100,000","236,200,000","248,600,000","241,700,000","247,600,000","234,700,000","246,100,000","159,600,000","155,900,000","166,000,000","166,200,000","146,100,000","126,700,000","114,800,000","108,900,000","81,400,000","55,300,000","25,100,000","10,400,000"
		CashCashEquivalentsAndShortTermInvestments,"1,134,752,000","1,088,940,000","1,013,819,000","847,160,000","742,981,000","928,432,000","1,306,564,000","1,189,186,000","946,285,000","705,210,000","655,216,000","633,415,000","538,898,000","533,298,000","550,031,000","825,382,000","752,434,000","692,542,000","682,419,000","659,227,000","547,607,000","468,289,000","532,836,000","704,318,000","906,717,000","711,184,000","711,195,000","744,411,000","980,376,000","1,022,606,000","595,453,000","655,326,000","629,767,000","633,048,000","716,422,000","678,484,000","911,144,000","827,061,000","744,918,000","712,962,000","662,974,000","604,639,000","699,060,000","668,572,000","623,125,000","570,124,000","511,676,000","478,463,000","622,491,000","571,299,000","575,373,000","562,406,000","558,038,000","572,095,000","557,821,000","889,264,000","836,702,000","1,078,113,000","951,241,000","1,148,774,000","969,256,000","958,431,000","782,138,000","856,776,000","904,940,000","894,591,000","649,349,000","566,506,000","683,327,000","593,008,000","452,500,000","411,710,000","494,133,000","418,423,000","424,349,000","241,418,000","261,248,000","395,613,000","185,107,000","279,055,000","225,265,000","274,794,000","175,893,000","141,063,000","111,547,000","136,969,000","127,978,000","119,443,000","118,234,000","118,758,000","120,463,000","225,988,000","216,908,000","209,752,000","245,958,000","260,740,000","292,473,000","304,204,000","381,660,000","361,325,000","327,928,000","285,527,000","85,234,000","99,079,000","83,158,000","96,641,000","125,207,000","76,471,000","111,195,000","96,876,000","76,315,000","96,799,000","105,809,000","61,400,000","53,200,000","56,400,000","92,800,000","81,300,000","79,000,000","79,600,000","100,500,000","87,900,000","45,500,000","33,200,000","52,700,000","61,400,000","44,900,000","29,400,000","37,400,000","40,900,000","15,500,000","36,800,000","15,700,000","5,000,000"
			CashAndCashEquivalents,"1,134,752,000","1,088,940,000","1,013,819,000","847,160,000","742,981,000","928,432,000","1,306,564,000","1,189,186,000","946,285,000","705,210,000","655,216,000","633,415,000","538,898,000","533,298,000","544,585,000","819,540,000","746,968,000","688,087,000","678,284,000","655,998,000","544,128,000","465,232,000","524,333,000","669,573,000","810,400,000","616,686,000","616,091,000","647,851,000","887,736,000","932,161,000","500,483,000","557,416,000","532,761,000","536,260,000","620,403,000","577,233,000","810,152,000","726,357,000","649,099,000","661,658,000","659,687,000","601,602,000","696,101,000","665,317,000","612,208,000","557,409,000","509,035,000","475,603,000","619,303,000","569,115,000","570,617,000","556,925,000","554,404,000","568,255,000","551,753,000","836,513,000","825,545,000","1,062,920,000","935,587,000","1,128,529,000","946,754,000","934,342,000","757,510,000","825,863,000","872,886,000","861,315,000","618,770,000","543,555,000","656,820,000","448,517,000","423,557,000","389,721,000","466,900,000","384,525,000","394,203,000","207,213,000","239,395,000","371,327,000","164,135,000","239,186,000","179,225,000","206,311,000","155,864,000","130,037,000","100,619,000","85,220,000","122,190,000","113,165,000","110,964,000","111,401,000","113,358,000","192,960,000","203,777,000","183,066,000","207,727,000","134,914,000","179,215,000","207,024,000","332,557,000","316,758,000","314,885,000","284,512,000","83,211,000","88,646,000","73,436,000","84,867,000","109,569,000","63,004,000","97,920,000","75,011,000","57,051,000","68,387,000","62,259,000","61,400,000","53,200,000","56,400,000","92,800,000","81,300,000","79,000,000","79,600,000","100,500,000","87,900,000","45,500,000","33,200,000","52,700,000","61,400,000","44,900,000","29,400,000","37,400,000","40,900,000","15,500,000","36,800,000","15,700,000","5,000,000"
				CashFinancial,,"430,466,000",,,,"387,046,000",,,,"259,268,000",,,,"205,457,000","202,066,000","220,720,000","302,401,000","184,153,000","188,797,000","208,108,000","162,923,000","227,508,000","227,262,000","274,631,000","330,253,000","255,995,000","214,788,000","232,408,000","209,310,000","203,665,000","203,628,000","199,800,000","183,877,000","188,088,000","143,840,000","173,579,000","150,934,000","160,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,"658,474,000",,,,"541,386,000",,,,"445,942,000",,,,"327,841,000","342,519,000","598,820,000","444,567,000","503,934,000","489,487,000","447,890,000","381,205,000","237,724,000","297,071,000","394,942,000","480,147,000","360,691,000","401,303,000","415,443,000","678,426,000","728,496,000","296,855,000","357,616,000","348,884,000","348,172,000","476,563,000","403,654,000","659,218,000","566,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,"5,446,000","5,842,000","5,466,000","4,455,000","4,135,000","3,229,000","3,479,000","3,057,000","8,503,000","34,745,000","96,317,000","94,498,000","95,104,000","96,560,000","92,640,000","90,445,000","94,970,000","97,910,000","97,006,000","96,788,000","96,019,000","101,251,000","100,992,000","100,704,000","95,819,000","51,304,000","3,287,000","3,037,000","2,959,000","3,255,000","10,917,000","12,715,000","2,641,000","2,860,000","3,188,000","2,184,000","4,756,000","5,481,000","3,634,000","3,840,000","6,068,000","52,751,000","11,157,000","15,193,000","15,654,000","20,245,000","22,502,000","24,089,000","24,628,000","30,913,000","32,054,000","33,276,000","30,579,000","22,951,000","26,507,000","144,491,000","28,943,000","21,989,000","27,233,000","33,898,000","30,146,000","34,205,000","21,853,000","24,286,000","20,972,000","39,869,000","46,040,000","68,483,000","20,029,000","11,026,000","10,928,000","51,749,000","5,788,000","6,278,000","7,270,000","7,357,000","7,105,000","33,028,000","13,131,000","26,686,000","38,231,000","125,826,000","113,258,000","97,180,000","49,103,000","44,567,000","13,043,000","1,015,000","2,023,000","10,433,000","9,722,000","11,774,000","15,638,000","13,467,000","13,275,000","21,865,000","19,264,000","28,412,000","43,550,000",,,,,,,,,,,,,,,,,,,,,
		Receivables,"361,789,000","337,596,000","327,191,000","389,986,000","388,666,000","338,487,000","300,413,000","312,758,000","284,093,000","304,546,000","274,914,000","237,609,000","264,767,000","297,082,000","240,836,000","219,072,000","225,822,000","190,426,000","170,312,000","153,154,000","180,571,000","157,171,000","152,025,000","156,444,000","147,533,000","164,848,000","133,665,000","131,325,000","133,924,000","122,492,000","107,634,000","101,924,000","106,322,000","107,624,000","101,896,000","92,581,000","75,253,000","97,821,000","123,206,000","123,243,000","337,772,000","138,522,000","152,433,000","150,241,000","172,543,000","191,893,000","202,237,000","191,291,000","181,155,000","200,628,000","195,468,000","225,377,000","245,689,000","298,665,000","278,458,000","315,677,000","346,321,000","326,211,000","278,200,000","242,353,000","256,343,000","238,438,000","248,624,000","295,454,000","242,565,000","282,073,000","277,117,000","297,252,000","289,076,000","384,114,000","355,692,000","347,631,000","354,878,000","348,680,000","288,658,000","327,977,000","297,570,000","313,968,000","298,300,000","288,374,000","243,319,000","258,402,000","262,202,000","249,077,000","254,214,000","289,468,000","256,302,000","231,839,000","213,377,000","248,034,000","259,363,000","254,091,000","252,113,000","277,599,000","236,866,000","230,565,000","203,222,000","205,006,000","154,290,000","128,366,000","111,362,000","148,449,000","99,030,000","93,955,000","90,908,000","88,503,000","65,676,000","59,076,000","63,429,000","78,629,000","70,260,000","74,156,000","88,580,000","101,900,000","95,100,000","97,700,000","99,200,000","135,100,000","122,300,000","111,400,000","98,200,000","117,700,000","61,000,000","54,900,000","57,300,000","65,000,000","56,000,000","47,300,000","40,600,000","40,900,000","35,900,000","16,700,000","9,000,000","5,200,000"
			AccountsReceivable,"227,181,000","185,599,000","184,298,000","250,812,000","238,926,000","196,990,000","194,093,000","205,415,000","193,606,000","179,250,000","160,998,000","130,796,000","161,922,000","164,223,000","117,387,000","219,072,000","117,065,000","119,325,000","95,274,000","84,383,000","114,137,000","85,554,000","80,034,000","77,760,000","82,404,000","107,041,000","79,873,000","85,007,000","84,358,000","84,923,000","77,311,000","77,088,000","81,330,000","76,057,000","61,906,000","66,966,000","41,269,000","67,259,000","123,316,000","123,243,000","46,851,000","138,522,000","152,498,000","150,241,000","172,543,000","199,497,000",,,,,,,,,"278,458,000","315,677,000","346,321,000","326,211,000","278,200,000","242,353,000","256,343,000","238,438,000","248,624,000","295,454,000","242,565,000","282,073,000","277,117,000","297,252,000","289,076,000","384,114,000","355,692,000","347,631,000","354,878,000","348,680,000","288,658,000","327,977,000","297,570,000","313,968,000","298,300,000","288,374,000","243,319,000","258,402,000","262,202,000","249,077,000","254,214,000","289,468,000","256,302,000","231,839,000","213,377,000","248,034,000","259,363,000","254,091,000","252,113,000","277,599,000","236,866,000","230,565,000","203,222,000","205,006,000","154,290,000","128,366,000","111,362,000","148,449,000","99,030,000","93,955,000","90,908,000","88,503,000","65,676,000","59,076,000","63,429,000","78,629,000","70,260,000","74,156,000","88,580,000",,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,"160,998,000","130,796,000","161,922,000","164,223,000","117,387,000",,"117,065,000","119,325,000","95,274,000","84,383,000","114,137,000","85,554,000","80,034,000","77,760,000","82,404,000","107,041,000","79,873,000","85,007,000","84,358,000","84,923,000","77,311,000","77,088,000","81,330,000","76,057,000","102,040,000","92,581,000","75,253,000","97,906,000","123,316,000",,"46,851,000",,,,"173,986,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
