name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2010
OperatingCashFlow,"273,215,000","-116,114,000","215,570,000","106,659,000","67,100,000","30,204,000","249,855,000","171,906,000","255,202,000","-88,974,000","410,289,000","9,630,000","10,986,000","-114,925,000","382,752,000","-72,041,000","-49,935,000","49,886,000","312,330,000","10,044,000","-108,409,000","-112,291,000","102,997,000","-75,111,000","-46,520,000","-139,676,000","171,016,000","37,084,000","-68,781,000","-108,314,000","27,059,000","-47,270,000","-51,529,000","-41,630,000","-72,568,000","-45,047,000","-55,178,000","-47,416,000","-34,869,000","-20,056,000","-28,378,000","-20,934,000","-4,120,000"
	CashFlowFromContinuingOperatingActivities,"273,215,000","-116,114,000","215,570,000","106,659,000","67,100,000","30,204,000","249,855,000","171,906,000","255,202,000","-88,974,000","410,289,000","9,630,000","10,986,000","-114,925,000","382,752,000","-72,041,000","-49,935,000","49,886,000","312,330,000","10,044,000","-108,409,000","-112,291,000","102,997,000","-75,111,000","-46,520,000","-139,676,000","171,016,000","37,084,000","-68,781,000","-108,314,000","27,059,000","-47,270,000","-51,529,000","-41,630,000","-72,568,000","-45,047,000","-55,178,000","-47,416,000","-34,869,000","-20,056,000","-28,378,000","-20,934,000","-4,120,000"
		NetIncomeFromContinuingOperations,"486,964,000","88,499,000","147,440,000","133,156,000","117,869,000","70,802,000","115,114,000","78,682,000","56,528,000","31,883,000","117,993,000","62,861,000","26,262,000","71,000","100,984,000","63,969,000","63,680,000","42,880,000","74,242,000","72,289,000","32,803,000","8,217,000","58,085,000","35,145,000","74,193,000","28,710,000","85,353,000","49,769,000","56,762,000","15,297,000","41,426,000","32,349,000","6,124,000","4,298,000","8,343,000","4,686,000","2,075,000","270,000","6,446,000","-1,480,000","-1,317,000","-1,143,000","-2,175,000"
		OperatingGainsLosses,"-12,257,000","9,000","-4,430,000","-3,903,000","-3,933,000","-2,677,000","-3,999,000","6,000","3,951,000","-1,542,000","-4,436,000","-2,132,000","-1,946,000","-750,000","-3,536,000","-2,001,000","-2,053,000","-534,000","9,564,000","-1,351,000","-2,802,000","-404,000","-1,562,000","-1,227,000","-1,499,000","-701,000","-2,775,000","3,000","155,000","-74,000","69,000",,,,"19,000","0","21,000","-40,000",,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,000","0","21,000","-40,000",,,,,
			EarningsLossesFromEquityInvestments,"-12,257,000","9,000","-4,430,000","-3,903,000","-3,933,000","-2,677,000","-3,999,000","-3,379,000","-2,907,000","-1,542,000","-4,436,000","-2,132,000","-1,946,000","-750,000","-3,536,000","-2,001,000","-2,053,000","-534,000","9,564,000","-1,351,000","-2,802,000","-404,000","-1,562,000","-1,227,000","-1,499,000","-701,000","-2,775,000","3,000","155,000","-74,000","69,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"30,576,000","5,285,000","8,323,000","7,978,000","8,990,000","7,130,000","10,301,000","7,020,000","6,720,000","5,456,000","10,039,000","6,796,000","6,476,000","5,085,000","9,516,000","7,002,000","7,091,000","5,488,000","933,000","869,000","876,000","822,000","765,000","865,000","-335,000","1,792,000","2,858,000","2,245,000","1,690,000","1,481,000","845,000","10,429,000","78,000","71,000","524,000","118,000","179,000","45,000","240,000","52,000","73,000","66,000","1,542,000"
			DepreciationAndAmortization,"30,576,000","5,285,000","8,323,000","7,978,000","8,990,000","7,130,000","10,301,000","7,020,000","6,720,000","5,456,000","10,039,000","6,796,000","6,476,000","5,085,000","9,516,000","7,002,000","7,091,000","5,488,000","933,000","869,000","876,000","822,000","765,000","865,000","-335,000","1,792,000","2,858,000","2,245,000","1,690,000","1,481,000","845,000","10,429,000","78,000","71,000","524,000","118,000","179,000","45,000","240,000","52,000","73,000","66,000","1,542,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,000",,,,"30,000","13,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"36,000","1,529,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"36,000","1,529,000"
		DeferredTax,"-12,707,000","0","-13,478,000","771,000","0","3,136,000","-16,773,000","8,992,000","6,522,000","3,638,000","7,371,000","7,396,000","3,090,000","7,000","-8,655,000","7,301,000","7,404,000","5,024,000","32,251,000","8,918,000","4,523,000","1,118,000","-11,336,000","4,813,000","10,112,000","3,845,000","10,822,000","6,888,000","7,436,000","2,018,000","-16,221,000",,,,"-4,611,000",,,,,,,,
			DeferredIncomeTax,"-12,707,000","0","-13,478,000","771,000","0","3,136,000","-16,773,000","8,992,000","6,522,000","3,638,000","7,371,000","7,396,000","3,090,000","7,000","-8,655,000","7,301,000","7,404,000","5,024,000","32,251,000","8,918,000","4,523,000","1,118,000","-11,336,000","4,813,000","10,112,000","3,845,000","10,822,000","6,888,000","7,436,000","2,018,000","-16,221,000",,,,"-4,611,000",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,"4,192,000","3,828,000","3,351,000","3,435,000","3,859,000","3,765,000","3,720,000","3,470,000","4,275,000","3,887,000","3,903,000","3,841,000","2,964,000","3,285,000","3,758,000","2,605,000","3,399,000","2,994,000","3,161,000","2,381,000","1,108,000","5,990,000","962,000","566,000","1,026,000","501,000","517,000","327,000","117,000","117,000","116,000","116,000","116,000"
		AssetImpairmentCharge,"21,391,000","766,000","20,125,000","268,000","232,000","213,000","1,960,000","315,000","1,380,000","349,000","18,356,000","1,029,000","288,000","5,202,000","3,585,000","643,000","609,000","248,000","850,000","375,000","507,000","321,000","792,000","389,000","107,000","182,000","27,000","365,000","1,178,000","360,000","1,391,000",,,,,,,,,,,,
		StockBasedCompensation,"22,557,000","5,272,000","8,369,000","4,410,000","4,506,000","3,656,000","5,997,000","3,477,000","3,786,000","3,625,000","4,192,000","3,828,000","3,351,000","3,435,000","3,859,000","3,765,000","3,720,000","3,470,000","4,275,000","3,887,000","3,903,000","3,841,000","2,964,000","3,285,000","3,758,000","2,605,000","3,399,000","2,994,000","3,161,000","2,381,000","1,108,000","5,990,000","962,000","566,000","1,026,000","501,000","517,000","327,000","117,000","117,000","116,000","116,000","116,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0",,,"5,000","12,000",,,,,,,,,,,,,,,,,,,
