name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
OperatingCashFlow,"18,498,000","8,717,000","8,706,000","1,497,000","-422,000","18,449,000","6,438,000","26,390,000","-11,202,000","17,266,000","4,284,000","17,258,000","36,000","13,113,000","11,623,000","-1,632,000","22,034,000","2,234,000","16,842,000","4,407,000","13,896,000","15,562,000","3,857,000","14,679,000","13,106,000","-1,582,000","8,594,000","3,230,000","10,811,000","2,515,000","5,938,000","9,333,000","14,257,000","-4,168,000","-6,684,000","4,513,000","19,845,000","-8,551,000","6,107,000","1,933,000","13,801,000","6,669,000","-2,473,000","7,651,000","8,544,000","-1,367,000","4,795,000","214,000","26,464,000","-1,223,000","2,803,000","-3,152,000","29,257,000","-818,392","-2,875,989","12,035,488","6,624,577","9,517,498","-2,986,993","3,346,719","9,503,270","1,453,838","863,657","4,518,255","9,728,690","-3,271,098","867,501","4,726,307","7,954,780","4,812,475","-3,059,854","4,854,757","1,741,421","4,205,045","-5,889,880","2,853,285","-62,855","1,762,177","-1,836,506","1,382,340","-337,710","485,178","528,165","30,419","-567,738","-966,491","-499,388","287,365","131,931"
	CashFlowFromContinuingOperatingActivities,"18,498,000","8,717,000","8,706,000","1,497,000","-422,000","18,449,000","6,438,000","26,390,000","-11,202,000","17,266,000","4,284,000","17,258,000","36,000","13,113,000","11,623,000","-1,632,000","22,034,000","2,234,000","16,842,000","4,407,000","13,896,000","15,562,000","3,857,000","14,679,000","13,106,000","-1,582,000","8,594,000","3,230,000","10,811,000","2,515,000","5,938,000","9,333,000","14,257,000","-4,168,000","-6,684,000","4,513,000","19,845,000","-8,551,000","6,107,000","1,933,000","13,801,000","6,669,000","-2,473,000","7,651,000","8,544,000","-1,367,000","4,795,000","214,000","26,464,000","-1,223,000","2,803,000","-3,152,000","29,257,000","-818,392","-2,875,989","12,035,488","6,624,577","9,517,498","-2,986,993","3,346,719","9,503,270","1,453,838","863,657","4,518,255","9,728,690","-3,271,098","867,501","4,726,307","7,954,780","4,812,475","-3,059,854","4,854,757","1,741,421","4,205,045","-5,889,880","2,853,285","-62,855","1,762,177","-1,836,506","1,382,340","-337,710","485,178","528,165","30,419","-567,738","-966,491","-499,388","287,365","131,931"
		NetIncomeFromContinuingOperations,"21,100,000","6,066,000","4,257,000","6,349,000","4,428,000","6,812,000","7,611,000","8,412,000","7,768,000","7,003,000","6,840,000","6,665,000","5,343,000","6,619,000","7,787,000","10,752,000","12,582,000","10,183,000","9,064,000","8,760,000","9,276,000","7,503,000","4,823,000","4,899,000","6,594,000","5,418,000","4,890,000","4,502,000","5,757,000","4,951,000","4,797,000","2,732,000","4,973,000","4,526,000","4,541,000","4,150,000","4,755,000","4,602,000","4,577,000",,,,,,,"4,146,000","4,522,000","4,978,000","7,225,000","6,072,000","5,590,000","6,265,000","8,075,000","5,649,337","4,884,768","5,821,097","6,621,209","4,903,439","4,409,982","4,525,726","6,183,084","3,624,039","2,754,234","3,314,971","4,750,258","3,139,010","2,672,092","2,710,826","3,541,586","2,423,466","1,957,111","1,811,655","1,818,138","1,338,908","1,223,924","1,818,188","1,432,584","1,715,639","434,710","204,887","902,329","1,169,371","353,348","393,378","-1,090,684","-1,125,959","-364,202","-298,602","-1,037,944"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,250","146,218","174,218","-17,978","40,472","122,895","115,582","663,431","32,933","118,112","-7,287","88,291","397,188","100,625","-19,267","88,528","1,728","128,748","241","3,032","189,173","-36,616","-451","10,560","7,500"
		DepreciationAmortizationDepletion,"2,738,000","687,000","710,000","694,000","647,000","636,000","622,000","607,000","562,000","555,000","562,000","572,000","568,000","561,000","556,000","552,000","556,000","536,000","532,000","527,000","531,000","514,000","457,000","204,000","194,000","226,000","167,000","186,000","191,000","173,000","165,000","159,000","163,000","170,000","219,000","230,000","248,000","260,000","254,000","249,000","328,000","365,000","359,000","346,000","341,000","352,000","358,000","315,000","350,000","339,000","337,000","323,000","322,000","311,265","185,649","162,076","155,552","154,956","155,385","151,715","127,934","134,933","129,355","130,851","135,301","149,607","135,638","131,745","127,545","112,855","146,609","155,294","159,059","153,287","137,705","132,049","127,351","102,962","97,939","86,108","80,664","91,793","52,336","54,627","37,959","-34,237","-5,631","-25,042","-23,377"
			DepreciationAndAmortization,"2,738,000","687,000","710,000","694,000","647,000","636,000","622,000","607,000","562,000","555,000","562,000","572,000","568,000","561,000","556,000","552,000","556,000","536,000","532,000","527,000","531,000","514,000","457,000","204,000","194,000","226,000","167,000","186,000","191,000","173,000","165,000","159,000","163,000","170,000","219,000","230,000","248,000","260,000","254,000","249,000","328,000","365,000","359,000","346,000","341,000","352,000","358,000","315,000","350,000","339,000","337,000","323,000","322,000","311,265","185,649","162,076","155,552","154,956","155,385","151,715","127,934","134,933","129,355","130,851","135,301","149,607","135,638","131,745","127,545","112,855","146,609","155,294","159,059","153,287","137,705","132,049","127,351","102,962","97,939","86,108","80,664","91,793","52,336","54,627","37,959","-34,237","-5,631","-25,042","-23,377"
				Depreciation,"2,738,000","687,000","710,000","694,000","647,000","636,000","622,000","607,000","562,000","555,000","562,000","572,000","568,000","561,000","556,000","552,000","556,000","536,000","532,000","527,000","531,000","514,000","457,000","204,000","194,000","226,000","167,000","186,000","191,000","173,000","165,000","159,000","163,000","170,000","219,000","230,000","248,000","260,000","254,000","249,000","328,000","365,000","359,000","346,000","341,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,855","74,711","89,175","96,273",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,938","-22,375","-34,548","-58,314",,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,938","-22,375","-34,548","-58,314",,,,
		DeferredTax,"-345,000","-326,000","-365,000","513,000","-167,000","-42,000","-55,000","663,000","-255,000","-139,000","-286,000","456,000","-182,000","114,000","-178,000","354,000","-165,000","320,000","-628,000","320,000","-104,000","787,000","800,000","408,000","-44,000","86,000","-113,000","152,000","-148,000","28,000","-108,000","327,000","-90,000","-99,000","-277,000","158,000","35,000","1,000","-190,000","214,000","-101,000","119,000","-289,000","269,000","-155,000","146,000","-309,000","135,000","376,000","-423,000","-88,000","110,000","96,000","184,198","270,393","89,875","-47,174","208,701","-191,033","-102,654","-242,327","124,199","-145,076","-45,465","-34,196","-163,169","-29,634","-5,263","-13,090","75,965",,,,,,,,,,,,,,,,,,,
