name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996
TotalAssets,"2,619,318,000","2,564,915,000","2,496,344,000","2,462,115,000","2,424,318,000","2,302,241,000","2,286,653,000","2,382,430,000","2,709,710,000","2,377,033,000","2,339,765,000","2,311,237,000","2,324,348,000","2,358,116,000","2,264,798,000","2,288,727,000","2,255,732,000","2,165,222,000","2,108,212,000","2,098,912,000","2,051,043,000","2,051,517,000","1,999,479,000","2,064,951,000","2,023,139,000","2,025,452,000","2,069,523,000","2,101,206,000","2,093,239,000","2,112,049,000","2,108,240,000","2,060,747,000","2,018,427,000","1,969,833,000","1,967,739,000","1,943,003,000","1,919,492,000","1,526,655,000","1,507,953,000","1,444,876,000","1,379,095,000","1,349,462,000","1,299,902,000","1,244,423,000","1,231,718,000","1,123,459,000","1,153,323,000","1,161,020,000","1,197,066,000","1,184,072,000","1,157,547,000","1,139,739,000","1,114,197,000","1,135,441,000","1,102,726,000","1,078,196,000","1,087,816,000","1,095,943,000","1,075,327,000","1,044,701,000","1,036,393,000","1,022,998,000","1,014,298,000","768,396,000","714,995,000","695,346,000","651,598,000","748,212,000","770,787,000","768,364,000","729,387,000","694,033,000","661,941,000","644,308,000","618,970,000","612,026,000","582,414,000","576,811,000","562,948,000","592,868,000","571,393,000","563,223,000","553,908,000","577,689,000","596,102,000","597,977,000","580,974,000","575,829,000","567,641,000","542,500,000","514,400,000","482,800,000","460,500,000","426,800,000","401,700,000","397,000,000","370,000,000","354,100,000","334,800,000","316,900,000","320,700,000","292,500,000","265,500,000","219,600,000"
	CurrentAssets,"1,467,560,000","1,416,812,000","1,348,408,000","1,314,245,000","1,307,667,000","1,185,353,000","1,148,318,000","1,237,770,000","1,555,954,000","1,212,547,000","1,170,820,000","1,199,612,000","1,215,772,000","1,243,903,000","1,131,933,000","1,147,507,000","1,116,185,000","1,087,915,000","1,023,516,000","1,005,579,000","980,477,000","975,827,000","919,245,000","981,491,000","973,963,000","971,559,000","1,004,808,000","1,032,076,000","1,022,493,000","1,033,067,000","1,018,210,000","961,415,000","921,078,000","880,229,000","882,055,000","893,489,000","885,366,000","983,896,000","974,607,000","920,111,000","866,710,000","838,806,000","812,065,000","758,434,000","761,600,000","652,406,000","676,536,000","691,881,000","727,785,000","713,332,000","682,714,000","670,391,000","640,973,000","658,570,000","622,676,000","608,534,000","613,714,000","616,321,000","589,802,000","563,000,000","550,322,000","536,455,000","527,473,000","567,432,000","518,385,000","495,532,000","431,996,000","436,196,000","450,038,000","449,688,000","411,389,000","400,384,000","391,176,000","393,693,000","432,584,000","430,918,000","398,908,000","389,373,000","370,892,000","405,294,000","378,532,000","366,416,000","351,852,000","382,180,000","389,635,000","391,670,000","375,214,000","378,851,000","374,915,000","357,500,000","328,000,000","306,900,000","287,200,000","266,000,000","254,400,000","266,300,000","259,100,000","254,600,000","244,000,000","238,800,000","252,500,000","235,000,000","212,600,000","183,100,000"
		CashCashEquivalentsAndShortTermInvestments,"28,847,000","41,754,000","62,875,000","40,536,000","27,429,000","20,242,000","53,104,000","125,211,000","353,393,000","44,867,000","27,778,000","32,286,000","38,771,000","31,167,000","11,615,000","46,217,000","39,993,000","31,608,000","20,252,000","16,083,000","27,578,000","35,602,000","32,122,000","52,890,000","32,328,000","23,960,000","37,879,000","38,267,000","24,863,000","27,425,000","46,704,000","47,154,000","45,358,000","45,323,000","48,430,000","55,876,000","58,017,000","243,949,000","233,506,000","168,453,000","110,949,000","108,881,000","128,234,000","95,959,000","136,771,000","80,545,000","121,191,000","167,900,000","245,946,000","250,620,000","225,572,000","208,192,000","137,928,000","91,259,000","42,843,000","6,104,000","7,351,000","5,093,000","7,797,000","9,892,000","5,054,000","10,341,000","7,718,000","135,151,000","102,209,000","94,601,000","45,274,000","43,647,000","56,217,000","71,627,000","45,517,000","40,751,000","44,996,000","65,615,000","114,294,000","108,764,000","73,888,000","65,167,000","59,978,000","85,844,000","62,485,000","37,246,000","12,466,000","29,804,000","13,491,000","4,833,000","3,209,000","5,645,000","3,607,000","4,000,000","2,700,000","4,700,000","4,600,000","3,300,000","8,600,000","18,100,000","20,200,000","16,100,000","13,400,000","9,200,000","2,900,000","11,100,000","1,700,000","1,800,000"
			CashAndCashEquivalents,"28,847,000","41,754,000","62,875,000","40,536,000","27,429,000","20,242,000","53,104,000","125,211,000","353,393,000","44,867,000","27,778,000","32,286,000","38,771,000","31,167,000","11,615,000","46,217,000","39,993,000","31,608,000","20,252,000","16,083,000","27,578,000","35,602,000","32,122,000","52,890,000","32,328,000","23,960,000","37,879,000","38,267,000","24,863,000","27,425,000","46,704,000","47,154,000","45,358,000","45,323,000","48,430,000","55,876,000","58,017,000","243,949,000","233,506,000","168,453,000","110,949,000","108,881,000","128,234,000","95,959,000","136,771,000","80,545,000","121,191,000","167,900,000","245,946,000","250,620,000","225,572,000","208,192,000","137,928,000","91,259,000","42,843,000","6,104,000","7,351,000","5,093,000","7,797,000","9,892,000","5,054,000","10,341,000","7,718,000","133,020,000","95,831,000","90,360,000","41,020,000","36,379,000","53,188,000","68,575,000","39,517,000","37,825,000","42,049,000","62,654,000","114,294,000","108,764,000","73,888,000","65,167,000","59,978,000","85,844,000","62,485,000","37,246,000","12,466,000","29,804,000","13,491,000","4,833,000","3,209,000","5,645,000","3,607,000","4,000,000","2,700,000","4,700,000","4,600,000","3,300,000","8,600,000","18,100,000","20,200,000","16,100,000","13,400,000","9,200,000","2,900,000","11,100,000","1,700,000","1,800,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,131,000","6,378,000","4,241,000","4,254,000","7,268,000","3,029,000","3,052,000","6,000,000","2,926,000","2,947,000","2,961,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"667,019,000","619,913,000","578,654,000","560,373,000","564,963,000","527,233,000","493,693,000","491,743,000","544,446,000","536,902,000","536,878,000","541,091,000","546,486,000","540,756,000","531,406,000","523,892,000","510,832,000","501,067,000","479,391,000","471,795,000","436,729,000","429,862,000","391,685,000","392,463,000","395,464,000","389,359,000","387,561,000","403,468,000","406,224,000","406,557,000","391,432,000","382,784,000","369,542,000","365,074,000","348,673,000","345,366,000","337,779,000","304,712,000","288,288,000","297,215,000","298,091,000","291,968,000","269,872,000","266,545,000","257,088,000","225,488,000","221,013,000","212,873,000","194,469,000","177,812,000","165,368,000","159,920,000","175,166,000","201,564,000","216,407,000","214,454,000","223,508,000","210,796,000","204,186,000","196,295,000","197,894,000","184,755,000","185,734,000","145,269,000","146,158,000","135,817,000","126,501,000","127,482,000","130,491,000","119,948,000","114,077,000","112,809,000","115,485,000","104,128,000","93,598,000","95,572,000","99,513,000","98,982,000","94,322,000","95,221,000","93,109,000","86,979,000","95,263,000","95,455,000","107,341,000","103,982,000","98,837,000","106,102,000","104,838,000","98,200,000","90,000,000","82,900,000","85,500,000","83,300,000","72,900,000","76,400,000","69,400,000","65,400,000","55,300,000","54,900,000","57,000,000","49,100,000","41,000,000","40,000,000"
			AccountsReceivable,"667,019,000","619,913,000","578,654,000","560,373,000","564,963,000","527,233,000","493,693,000","491,743,000","544,446,000","536,902,000","536,878,000","541,091,000","546,486,000","540,756,000","531,406,000","523,892,000","510,832,000","501,067,000","479,391,000","471,795,000","436,729,000","429,862,000","391,685,000","392,463,000","395,464,000","389,359,000","387,561,000","403,468,000","406,224,000","406,557,000","391,432,000","382,784,000","369,542,000","365,074,000","348,673,000","345,366,000","337,779,000","304,712,000","288,288,000","297,215,000","298,091,000","291,968,000","269,872,000","266,545,000","257,088,000","225,488,000","221,013,000","212,873,000","194,469,000","177,812,000","165,368,000","159,920,000","175,166,000","201,564,000","216,407,000","214,454,000","223,508,000","210,796,000","204,186,000","196,295,000","197,894,000","184,755,000","185,734,000","145,269,000","146,158,000","135,817,000","126,501,000","127,482,000","130,491,000","119,948,000","114,077,000","112,809,000","115,485,000","104,128,000","93,598,000","95,572,000","99,513,000","98,982,000","94,322,000","95,221,000","93,109,000","86,979,000","95,263,000","95,455,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"685,580,000","638,393,000","596,985,000","578,789,000","583,645,000","546,284,000","512,964,000",,"564,405,000","555,479,000","554,757,000","558,179,000","564,431,000","557,584,000","546,370,000","536,884,000","524,536,000","514,523,000","492,776,000","485,073,000","449,558,000","442,546,000","403,694,000","404,816,000","407,874,000","404,022,000","401,296,000","414,780,000","416,900,000","417,007,000","400,430,000","392,094,000","378,538,000","374,145,000","356,936,000","352,889,000","344,744,000","311,908,000","295,945,000","304,149,000","304,783,000","298,984,000","277,306,000","272,729,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-18,561,000","-18,480,000","-18,331,000","-18,416,000","-18,682,000","-19,051,000","-19,271,000",,"-19,959,000","-18,577,000","-17,879,000","-17,088,000","-17,945,000","-16,828,000","-14,964,000","-12,992,000","-13,704,000","-13,456,000","-13,385,000","-13,278,000","-12,829,000","-12,684,000","-12,009,000","-12,353,000","-12,410,000","-14,663,000","-13,735,000","-11,312,000","-10,676,000","-10,450,000","-8,998,000","-9,310,000","-8,996,000","-9,071,000","-8,263,000","-7,523,000","-6,965,000","-7,196,000","-7,657,000","-6,934,000","-6,692,000","-7,016,000","-7,434,000","-6,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"679,516,000","657,710,000","622,624,000","624,169,000","598,328,000","532,536,000","521,299,000","543,106,000","575,093,000","556,402,000","539,433,000","559,136,000","560,800,000","572,593,000","527,984,000","518,496,000","512,303,000","498,987,000","469,432,000","464,959,000","466,478,000","464,592,000","453,965,000","444,221,000","462,141,000","464,225,000","492,450,000","506,631,000","510,783,000","506,059,000","493,658,000","449,814,000","429,431,000","393,558,000","416,317,000","419,012,000","414,268,000","364,726,000","387,615,000","393,412,000","392,510,000","377,912,000","360,532,000","344,854,000","321,859,000","299,069,000","285,985,000","266,066,000","242,812,000","243,283,000","246,649,000","261,083,000","289,215,000","324,705,000","320,434,000","346,495,000","343,473,000","357,940,000","338,366,000","317,153,000","309,754,000","306,525,000","298,391,000","254,400,000","241,705,000","238,303,000","231,199,000","238,159,000","237,059,000","229,745,000","225,427,000","220,576,000","208,391,000","201,438,000","201,602,000","207,540,000","215,764,000","213,567,000","205,563,000","211,576,000","210,329,000","227,755,000","233,131,000","247,826,000","261,472,000","274,614,000","264,494,000","258,076,000","257,966,000","246,300,000","225,500,000","207,300,000","183,700,000","165,100,000","158,100,000","157,700,000","155,200,000","161,200,000","163,000,000","163,800,000","176,300,000","158,700,000","152,600,000","130,900,000"
