name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012
MarketCap,"12,199,276,238","17,689,021,797","19,509,696,392","16,856,621,429","16,475,400,685","13,032,475,048","11,114,686,909","8,715,165,793","9,728,559,363","7,541,964,187","3,780,328,084","2,997,372,329","2,489,486,553","1,991,665,245","1,697,006,477","2,296,039,940","2,159,629,641","2,145,109,523","2,239,755,270","2,148,812,568","1,798,264,755","1,368,802,810","1,289,825,724","1,316,890,919","1,305,033,233","1,367,960,078","1,255,983,925","1,348,049,052","2,208,606,521","1,867,359,022","1,863,427,830","2,052,085,752","2,272,712,687","2,252,198,678","1,757,968,321","1,265,669,497","1,181,796,378","1,308,136,445","1,125,646,005","1,134,130,900","969,457,168"
EnterpriseValue,,,,,,,,,,,,,"7,903,592,761","691,540,087","9,963,907,394","1,469,210,626","1,193,721,022","5,123,185,391","11,300,024,476","6,471,177,508","5,094,140,287","8,995,148,453","3,796,808,886","4,019,720,022","4,310,457,659","-3,729,231,134","20,660,754,432","21,131,658,399","24,454,243,853","23,220,924,801","25,105,798,442","-4,743,219,080","-3,270,203,928","-2,604,864,729","-2,048,719,687","-5,706,947,187","-5,538,262,225","-4,107,547,743","-5,399,363,298","20,198,979,999","-4,907,765,001"
PeRatio,"4.588","5.965","6.967","6.495","9.043","37.897",,,,"7.677","11.498","10.831","13.3","22.293","10.938","12.813","11.966","8.971","13.161","17.879","24.383",,"254.167",,,,,"11.831","20.699","22.033","11.411","14.505","18.867","17.141","39.143","20.094",,"73.78","63.488","6.48","6.267"
ForwardPeRatio,"8","12.516","13.87","14.347","19.724","15.773","14.749","11.494","18.587","10.122","13.055","10.04","12.854","8.953","5.556","7.564","9.033","8.231","8.482","8.842","8.104","9.259","9.39","9.208","11.455","8.104","5.78","6.028","10.482","8.818","9.302","9.285","12.804","12.484","13.812","9.597","9.709","10.471","7.806","8.251",
PegRatio,"8.002","0.798","0.885",,,,,,,,,,,,,,,,,,"0.676","0.773","6.903","6.772","8.422","5.961",,,,,,,,,,,,,,,
PsRatio,"2.378","3.206","3.842","3.494","4.33","7.02","7.805","5.542","3.635","0.982","1.476","1.224","1.207","1.146","0.775","1.113","1.033","0.925","1.713","2.411","2.762","3.202","3.318","4.526","3.96","2.381","1.847","1.225","0.745","0.708","2.291","2.569","3.063","3.276","1.575","2.337","2.88","2.164","1.862","3.749","2.588"
PbRatio,"2.064","3.351","4.1","3.887","4.759","4.846","5.026","4.45","5.215","12.192","12.549","10.283","2.46","10.43","8.118","11.612","10.789","11.379","12.977","15.457","16.163","16.943","14.115","13.13","13.033","10.597","8.716","7.952","15.015","12.184","12.812","12.381","12.881","13.753","15.45","11.584","9.895","8.663","7.455","6.063","2.999"
EnterprisesValueRevenueRatio,"1.678",,,,,,,,,,,,"8.688","0.834","43.059","3.171","1.923","10.392","16.389","16.085","8.804","14.048","9.403","10.829","10.292","-10.869","77.439","23,479.62","28.875","23.147","127.247","-9.059","-3.321","-2.845","-1.912","-13.643","-7.884","-5.185","-3.821","23.528","-19.758"
