name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalRevenue,"631,038,000","161,965,000","157,407,000","157,022,000","154,644,000","165,289,000","148,629,000","151,035,000","144,952,000","158,107,000","164,877,000","167,077,000","160,617,000","155,199,000","163,255,000","158,443,000","159,447,000","163,037,000","156,371,000","152,350,000","118,020,000","116,272,000","122,040,000","123,357,000","116,339,000","116,784,000","119,184,000"
	OperatingRevenue,"608,809,000","155,568,000","151,935,000","151,742,000","149,564,000","160,348,000","134,508,000","145,667,000","142,626,000","150,096,000","156,692,000","158,550,000","151,813,000","147,104,000","151,162,000","146,991,000","149,400,000","150,981,000","144,081,000","141,599,000","105,616,000","101,805,000","100,584,000","111,562,000","104,628,000","101,600,000","103,496,000"
CostOfRevenue,"332,522,000","85,879,000","83,529,000","83,999,000","79,115,000","81,977,000","85,863,000","83,133,000","80,900,000","81,516,000","82,697,000","82,349,000","79,089,000","77,475,000","94,923,000","71,826,000","69,114,000","73,080,000","73,727,000","68,006,000","43,867,000","42,912,000","43,116,000","46,528,000","41,511,000","43,740,000","44,984,000"
GrossProfit,"298,516,000","76,086,000","73,878,000","73,023,000","75,529,000","83,312,000","62,766,000","67,902,000","64,052,000","76,591,000","82,180,000","84,728,000","81,528,000","77,724,000","68,332,000","86,617,000","90,333,000","89,957,000","82,644,000","84,344,000","74,153,000","73,360,000","78,924,000","76,829,000","74,828,000","73,044,000","74,200,000"
OperatingExpense,"300,422,000","76,121,000","76,976,000","72,311,000","75,014,000","82,146,000","79,572,000","74,700,000","74,690,000","71,106,000","73,897,000","67,426,000","67,077,000","72,164,000","72,643,000","67,405,000","69,865,000","71,299,000","78,334,000","68,989,000","43,701,000","47,913,000","47,203,000","42,290,000","44,564,000","48,768,000","47,573,000"
	SellingGeneralAndAdministration,"70,783,000","18,059,000","18,803,000","15,585,000","18,336,000","17,420,000","15,402,000","18,219,000","22,074,000","22,617,000","23,893,000","20,564,000","21,082,000","23,445,000","5,087,000","20,802,000","21,748,000","22,139,000","26,401,000","25,038,000","11,708,000","14,131,000","12,151,000","10,913,000","11,939,000","14,479,000","12,866,000"
		GeneralAndAdministrativeExpense,"70,783,000","18,059,000","18,803,000","15,585,000","18,336,000","17,420,000","15,402,000","18,219,000","22,074,000","22,617,000","23,893,000","20,564,000","21,082,000","23,445,000","5,087,000","20,802,000","21,748,000","22,139,000","26,401,000","25,038,000","11,708,000","14,131,000","12,151,000","10,913,000","11,939,000","14,479,000","12,866,000"
			SalariesAndWages,"13,624,000","2,244,000","3,459,000","3,480,000","4,441,000","4,945,000","6,246,000","7,133,000","8,858,000","9,441,000","11,959,000","9,549,000","9,523,000","11,131,000","9,118,000","8,387,000","9,097,000","9,428,000","14,806,000","14,445,000",,,,"0",,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,"441,000","549,000",,,"458,000","432,000"
			OtherGandA,"57,159,000","15,815,000","15,344,000","12,105,000","13,895,000","12,475,000","9,156,000","11,086,000","13,216,000","13,176,000","11,934,000","11,015,000","11,559,000","12,314,000","-4,031,000","12,415,000","12,651,000","12,711,000","11,595,000","10,593,000","11,708,000","13,690,000","11,602,000","10,913,000","11,939,000","14,021,000","12,434,000"
	DepreciationAmortizationDepletionIncomeStatement,"229,639,000","58,062,000","58,173,000","56,726,000","56,678,000","64,726,000","64,170,000","56,481,000","52,616,000","48,489,000","50,004,000","46,862,000","45,995,000","48,719,000","67,556,000","46,603,000","48,117,000","49,160,000","51,933,000","43,951,000","31,993,000","33,782,000","35,052,000","31,377,000","32,625,000","34,289,000","34,707,000"
		DepreciationAndAmortizationInIncomeStatement,"229,639,000","58,062,000","58,173,000","56,726,000","56,678,000","64,726,000","64,170,000","56,481,000","52,616,000","48,489,000","50,004,000","46,862,000","45,995,000","48,719,000","67,556,000","46,603,000","48,117,000","49,160,000","51,933,000","43,951,000","31,993,000","33,782,000","35,052,000","31,377,000","32,625,000","34,289,000","34,707,000"
	OtherOperatingExpenses,,,,,,,"503,000","179,000",,,,,,,,,,,,,,,,,,,
OperatingIncome,"-1,906,000","-35,000","-3,098,000","712,000","515,000","1,166,000","-16,806,000","-6,798,000","-10,638,000","5,485,000","8,283,000","17,302,000","14,451,000","5,560,000","-4,311,000","19,212,000","20,468,000","18,658,000","4,310,000","15,355,000","30,452,000","25,447,000","31,721,000","34,539,000","30,264,000","24,276,000","26,627,000"
NetNonOperatingInterestIncomeExpense,"-48,447,000","-5,399,000","-9,269,000","-17,014,000","-16,765,000","-16,420,000","-19,296,000","-16,683,000","-15,639,000","-11,145,000","-8,809,000","-11,221,000","-11,055,000","-16,175,000","-7,855,000","-14,736,000","-17,946,000","-19,803,000","-13,906,000","-15,688,000","-13,616,000","-13,022,000","-12,376,000","-12,279,000","-12,789,000","-11,286,000","-12,090,000"
	InterestIncomeNonOperating,"23,072,000","14,246,000","8,672,000","192,000",,"9,000",,"0","114,000","907,000","3,022,000","-640,000","2,052,000","951,000","9,991,000","4,091,000","513,000","573,000","422,000","-379,000","970,000","896,000","743,000","749,000","760,000","800,000","392,000"
	InterestExpenseNonOperating,"67,145,000","18,515,000","16,838,000","16,110,000","15,720,000","15,382,000","17,215,000","15,826,000","14,974,000","11,433,000","11,190,000","10,523,000","12,393,000","15,962,000","16,686,000","17,784,000","17,218,000","19,159,000","14,328,000","15,688,000","14,586,000","13,506,000","12,711,000","13,028,000","13,549,000","11,646,000","12,042,000"
	TotalOtherFinanceCost,"4,374,000","1,130,000","1,103,000","1,096,000","1,045,000","1,047,000","1,060,000","857,000","779,000","619,000","641,000","698,000","714,000","1,164,000","1,160,000","1,043,000","1,241,000","1,217,000",,,,"412,000","408,000",,,"440,000","440,000"
OtherIncomeExpense,"-16,625,000","4,886,000","-51,953,000","17,515,000","12,927,000","-4,500,000","-14,610,000","-2,012,000","-14,874,000","51,490,000","38,605,000","4,883,000","-6,673,000","37,691,000","13,858,000","21,065,000","21,814,000","-4,549,000","-18,751,000","-78,692,000","-5,132,000","-5,753,000","-3,748,000","-944,000","-374,000","-1,179,000","-1,652,000"
	GainOnSaleOfSecurity,"14,730,000","3,231,000","292,000","-37,000","11,244,000","133,000","-11,000","-202,000","-17,000","59,524,000","57,870,000","8,086,000",,"38,985,000","6,056,000","11,786,000","33,828,000","1,574,000",,,,,,,,,
	EarningsFromEquityInterest,"2,018,000","3,145,000","-25,583,000","20,503,000","3,953,000","-943,000","-3,194,000","-965,000","-13,485,000","-2,692,000","-2,042,000","-1,144,000","-1,810,000","3,601,000","23,991,000","13,484,000","3,836,000","-1,902,000","-2,778,000","-1,679,000","105,000","88,000","2,728,000","584,000","-374,000","-1,179,000","-1,652,000"
	SpecialIncomeCharges,"-29,265,000","-758,000","-26,270,000","-1,576,000","-661,000","-1,248,000","-11,392,000","-585,000","0","-33,000","-3,916,000","0","-1,889,000","-4,895,000","-617,000","-79,000","-12,063,000","-4,221,000","-3,407,000","27,082,000","-5,237,000","-5,841,000",,"0","0","0",
		RestructuringAndMergernAcquisition,"943,000","145,000","422,000","154,000","222,000","240,000","628,000","406,000","1,372,000","5,309,000","0","0","0","4,895,000","0","0","7,606,000","4,221,000","3,395,000","-27,771,000","5,237,000","5,841,000",,"0","0","0",
		ImpairmentOfCapitalAssets,,,"25,144,000",,,,"10,232,000",,,,"0","0","0",,"0","0","7,606,000",,"3,395,000","-27,771,000",,,,"0",,,
		OtherSpecialCharges,"3,178,000","613,000","704,000","1,422,000","439,000","1,008,000","532,000","179,000",,"33,000","3,916,000",,"1,889,000",,"617,000","79,000","4,457,000",,"12,000","689,000",,,,,,,
	OtherNonOperatingIncomeExpenses,"-4,108,000","-732,000","-392,000","-1,375,000","-1,609,000","-2,442,000","-13,000","-260,000","-1,372,000","-5,309,000","-13,307,000","-2,059,000","-2,974,000","-4,895,000","-15,572,000","-4,126,000","-3,787,000","-4,221,000","-12,566,000","-104,095,000","-5,237,000","-5,841,000",,"-1,528,000",,,
PretaxIncome,"-66,978,000","-548,000","-64,320,000","1,213,000","-3,323,000","-19,754,000","-50,712,000","-25,493,000","-41,151,000","45,830,000","38,079,000","10,964,000","-3,277,000","27,076,000","1,692,000","25,541,000","24,336,000","-5,694,000","-28,347,000","-79,025,000","11,704,000","6,672,000","15,597,000","21,316,000","17,101,000","11,811,000","12,885,000"
TaxProvision,"-1,245,000","-471,000","-986,000","217,000","-5,000","4,315,000","-544,000","-488,000","-888,000","-2,345,000","-613,000","432,000","51,000","-1,172,000","698,000","-841,000","313,000","-908,000","-9,595,000","-1,034,000","363,000","354,000","199,000","302,000","318,000","264,000","238,000"
NetIncomeCommonStockholders,"-61,412,000","-32,000","-57,803,000","130,000","-3,707,000","-20,731,000","-47,026,000","-23,615,000","-37,687,000","42,925,000","33,575,000","8,681,000","-3,040,000","24,861,000","-1,362,000","22,677,000","20,574,000","-4,190,000","-13,902,000","-69,831,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
	NetIncome,"-58,558,000","-32,000","-56,446,000","893,000","-2,973,000","-20,731,000","-45,655,000","-22,793,000","-36,780,000","42,925,000","34,390,000","9,360,000","-3,040,000","24,861,000","710,000","22,830,000","20,574,000","-4,190,000","-13,902,000","-69,831,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
		NetIncomeIncludingNoncontrollingInterests,"-65,733,000","-77,000","-63,334,000","996,000","-3,318,000","-24,069,000","-50,168,000","-25,005,000","-40,263,000","48,175,000","38,692,000","10,532,000","-3,328,000","28,248,000","994,000","26,382,000","24,023,000","-4,786,000","-18,752,000","-77,991,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
			NetIncomeContinuousOperations,"-65,733,000","-77,000","-63,334,000","996,000","-3,318,000","-24,069,000","-50,168,000","-25,005,000","-40,263,000","48,175,000","38,692,000","10,532,000","-3,328,000","28,248,000","994,000","26,382,000","24,023,000","-4,786,000","-18,752,000","-77,991,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
		MinorityInterests,"7,175,000","45,000","6,888,000","-103,000","345,000","3,338,000","4,513,000","2,212,000","3,483,000","-5,250,000","-4,302,000","-1,172,000","288,000","-3,387,000","-284,000","-3,552,000","-3,449,000","596,000","4,850,000","8,160,000",,,,"0",,,
	OtherunderPreferredStockDividend,,,"1,357,000","763,000","734,000",,"1,371,000","822,000","907,000",,"815,000","679,000",,,"2,072,000","153,000",,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-61,412,000","-32,000","-57,803,000","130,000","-3,707,000","-20,731,000","-47,026,000","-23,615,000","-37,687,000","42,925,000","33,575,000","8,681,000","-3,040,000","24,861,000","-1,362,000","22,677,000","20,574,000","-4,190,000","-13,902,000","-69,831,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
BasicEPS,,"-0","-0.45","0.001","-0.03","-0.16","-0.36","-0.18","-0.28","0.32","0.25","0.06","-0.03","0.2","-0.01","0.19","0.17","-0.04",,"-0.61","0.096","0.053",,"0.177","0.142","0.097",
DilutedEPS,,"-0","-0.45","0.001","-0.03","-0.16","-0.36","-0.18","-0.28","0.32","0.25","0.06","-0.03","0.2","-0.01","0.19","0.17","-0.04",,"-0.61","0.096","0.053",,"0.177","0.142","0.097",
BasicAverageShares,,"126,682,000","129,009,000","131,351,000","131,480,000","131,540,000","132,042,000","133,620,000","133,613,000","134,542,000","134,129,000","134,127,000","131,754,000","122,573,000","120,917,000","119,835,000","117,955,000","117,955,000",,"114,744,000","118,500,000","118,500,000",,"118,500,000","118,500,000","118,500,000",
DilutedAverageShares,,"126,682,000","129,009,000","131,351,000","131,480,000","131,540,000","132,042,000","133,620,000","133,613,000","135,429,000","134,129,000","134,127,000","131,754,000","123,423,000","120,917,000","119,835,000","117,955,000","117,955,000",,"114,744,000","118,500,000","118,500,000",,"118,500,000","118,500,000","118,500,000",
TotalOperatingIncomeAsReported,,,,,,,,,,,,,,,,"15,086,000","16,681,000","14,437,000","-8,256,000","-88,740,000","25,215,000","19,606,000","25,245,000","33,011,000","30,264,000","24,276,000","26,627,000"
RentExpenseSupplemental,,,,,,,,,,,,,,,,,,,,,,"441,000","549,000",,,"458,000","432,000"
TotalExpenses,"632,944,000","162,000,000","160,505,000","156,310,000","154,129,000","164,123,000","165,435,000","157,833,000","155,590,000","152,622,000","156,594,000","149,775,000","146,166,000","149,639,000","167,566,000","139,231,000","138,979,000","144,379,000","152,061,000","136,995,000","87,568,000","90,825,000","90,319,000","88,818,000","86,075,000","92,508,000","92,557,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-58,558,000","-32,000","-56,446,000","893,000","-2,973,000","-20,731,000","-45,655,000","-22,793,000","-36,780,000","42,925,000","34,390,000","9,360,000","-3,040,000","24,861,000","710,000","22,830,000","20,574,000","-4,190,000","-13,902,000","-69,831,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
NormalizedIncome,"-44,293,179.387","-1,515,800","-30,866,232.4","2,217,441.88","-13,540,076.136","-19,917,050","-34,374,322.764","-22,021,065.155","-36,763,366.844","-503,430","-4,996,420","1,592,601.97","-1,661,030","-3,598,050","-3,260,470","14,283,890","-911,067.184","-5,513,000.351","-11,648,214.273","-96,558,646.466","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
InterestIncome,"23,072,000","14,246,000","8,672,000","192,000",,"9,000",,"0","114,000","907,000","3,022,000","-640,000","2,052,000","951,000","9,991,000","4,091,000","513,000","573,000","422,000","-379,000","970,000","896,000","743,000","749,000","760,000","800,000","392,000"
InterestExpense,"67,145,000","18,515,000","16,838,000","16,110,000","15,720,000","15,382,000","17,215,000","15,826,000","14,974,000","11,433,000","11,190,000","10,523,000","12,393,000","15,962,000","16,686,000","17,784,000","17,218,000","19,159,000","14,328,000","15,688,000","14,586,000","13,506,000","12,711,000","13,028,000","13,549,000","11,646,000","12,042,000"
NetInterestIncome,"-48,447,000","-5,399,000","-9,269,000","-17,014,000","-16,765,000","-16,420,000","-19,296,000","-16,683,000","-15,639,000","-11,145,000","-8,809,000","-11,221,000","-11,055,000","-16,175,000","-7,855,000","-14,736,000","-17,946,000","-19,803,000","-13,906,000","-15,688,000","-13,616,000","-13,022,000","-12,376,000","-12,279,000","-12,789,000","-11,286,000","-12,090,000"
EBIT,"167,000","17,967,000","-47,482,000","17,323,000","12,397,000","-4,372,000","-33,497,000","-9,667,000","-26,177,000","57,263,000","49,269,000","21,487,000","9,116,000","43,038,000","18,378,000","43,325,000","41,554,000","13,465,000","-14,019,000","-63,337,000","26,290,000","20,178,000","28,308,000","34,344,000","30,650,000","23,457,000","24,927,000"
EBITDA,"234,141,000"
ReconciledCostOfRevenue,"328,187,000","85,132,000","81,569,000","83,190,000","78,296,000","81,414,000","84,831,000","82,115,000","79,980,000","80,645,000","81,774,000","81,396,000","77,967,000","76,258,000","93,778,000","70,783,000","68,092,000","72,067,000","72,764,000","66,836,000","43,491,000","42,500,000","42,708,000","46,099,000","41,056,000","43,303,000","44,544,000"
ReconciledDepreciation,"233,974,000","58,809,000","60,133,000","57,535,000","57,497,000","65,289,000","65,202,000","57,499,000","53,536,000","49,360,000","50,927,000","47,815,000","47,117,000","49,936,000","68,701,000","47,646,000","49,139,000","50,173,000","52,896,000","45,121,000","32,369,000","34,194,000","35,460,000","31,806,000","33,080,000","34,726,000","35,147,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-58,558,000","-32,000","-56,446,000","893,000","-2,973,000","-20,731,000","-45,655,000","-22,793,000","-36,780,000","42,925,000","34,390,000","9,360,000","-3,040,000","24,861,000","710,000","22,830,000","20,574,000","-4,190,000","-13,902,000","-69,831,000","11,341,000","6,318,000","15,398,000","21,014,000","16,783,000","11,547,000","12,647,000"
TotalUnusualItemsExcludingGoodwill,"-14,535,000","2,473,000","-25,978,000","-1,613,000","10,583,000","-1,115,000","-11,403,000","-787,000","-17,000","59,491,000","53,954,000","8,086,000","-1,889,000","38,985,000","5,439,000","11,707,000","21,765,000","1,574,000","-3,407,000","27,082,000","-5,237,000","-5,841,000",,"0","0","0",
TotalUnusualItems,"-14,535,000","2,473,000","-25,978,000","-1,613,000","10,583,000","-1,115,000","-11,403,000","-787,000","-17,000","59,491,000","53,954,000","8,086,000","-1,889,000","38,985,000","5,439,000","11,707,000","21,765,000","1,574,000","-3,407,000","27,082,000","-5,237,000","-5,841,000",,"0","0","0",
NormalizedEBITDA,"248,676,000","74,303,000","38,629,000","76,471,000","59,311,000","62,032,000","43,108,000","48,619,000","27,376,000","47,132,000","46,242,000","61,216,000","58,122,000","53,989,000","81,640,000","79,264,000","68,928,000","62,064,000","42,284,000","-45,298,000","58,659,000","54,372,000","63,768,000","66,150,000","63,730,000","58,183,000","60,074,000"
TaxRateForCalcs,"0.019","0.4","0.015","0.179","0.002","0.27","0.011","0.019","0.022","0.27","0.27","0.039","0.27","0.27","0.27","0.27","0.013","0.159","0.338","0.013","0.031","0.053","0.013","0.014","0.019","0.022","0.018"
TaxEffectOfUnusualItems,"-270,179.387","989,200","-398,232.4","-288,558.12","15,923.864","-301,050","-122,322.764","-15,065.155","-366.844","16,062,570","14,567,580","318,601.97","-510,030","10,525,950","1,468,530","3,160,890","279,932.816","250,999.649","-1,153,214.273","354,353.534","0","0","0","0","0","0","0"
