name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,06/30/2007,03/31/2007,06/30/2006
TotalAssets,"1,574,532,000","1,525,745,000","1,570,365,000","1,577,297,000","1,534,168,000","1,471,954,000","1,404,476,000","1,073,263,000","1,036,005,000","826,950,000","813,497,000","819,606,000","809,010,000","783,703,000","784,802,000","741,963,000","761,124,000","748,656,000","762,439,000","735,284,000","745,416,000","737,488,000","760,965,000","734,055,000","733,906,000","714,991,000","737,411,000","708,599,000","743,703,000","715,282,000","731,217,000","711,667,000","737,255,000","748,887,000","798,297,000","718,896,000","739,918,000","718,709,000","719,498,000","648,835,000","651,734,000","647,626,000","662,316,000","582,095,000","447,665,000","451,521,000","434,597,000","307,882,000","294,462,000","280,464,000","276,509,000","240,176,000","254,222,000","241,302,000","242,529,000","197,324,000","174,105,000","176,765,000","61,212,000","64,001,000","48,485,000"
	CurrentAssets,"871,579,000","816,131,000","857,579,000","857,530,000","830,205,000","768,477,000","805,491,000","501,271,000","486,698,000","513,694,000","498,310,000","529,656,000","521,973,000","493,612,000","485,204,000","459,232,000","482,145,000","488,755,000","498,219,000","473,582,000","479,557,000","459,785,000","472,266,000","445,855,000","488,578,000","469,729,000","488,334,000","458,963,000","481,876,000","455,144,000","468,944,000","465,201,000","487,455,000","495,631,000","528,364,000","457,949,000","465,353,000","444,170,000","444,617,000","386,839,000","390,356,000","389,084,000","406,718,000","348,099,000","218,950,000","226,449,000","252,165,000","203,278,000","205,925,000","190,261,000","184,137,000","151,697,000","172,150,000","160,079,000","163,387,000","134,976,000","123,568,000","128,923,000","32,164,000","37,362,000","34,934,000"
		CashCashEquivalentsAndShortTermInvestments,"308,564,000","256,986,000","218,519,000","386,080,000","329,031,000","258,107,000","308,784,000","212,299,000","150,034,000","211,641,000","165,944,000","283,121,000","234,025,000","203,275,000","143,049,000","231,113,000","227,907,000","189,502,000","147,342,000","230,864,000","194,708,000","182,146,000","135,088,000","213,989,000","199,508,000","171,277,000","150,864,000","195,852,000","142,850,000","124,234,000","109,196,000","196,109,000","185,332,000","162,889,000","163,474,000","181,480,000","156,968,000","143,192,000","107,938,000","144,652,000","123,653,000","133,872,000","133,472,000","193,099,000","40,080,000","35,157,000","62,348,000","81,751,000","66,491,000","48,030,000","38,298,000","49,461,000","56,437,000","50,372,000","49,023,000","71,682,000","66,966,000","68,723,000","1,660,000","5,147,000","9,475,000"
			CashAndCashEquivalents,"308,564,000","256,986,000","218,519,000","386,080,000","329,031,000","258,107,000","308,784,000","212,299,000","150,034,000","211,641,000","165,944,000","283,121,000","234,025,000","203,275,000","143,049,000","231,113,000","227,907,000","189,502,000","147,342,000","230,864,000","194,708,000","182,146,000","135,088,000","213,989,000","199,508,000","171,277,000","150,864,000","195,852,000","142,850,000","124,234,000","109,196,000","196,109,000","185,332,000","162,889,000","163,474,000","181,480,000","156,968,000","143,192,000","107,938,000","144,652,000","123,653,000","133,872,000","133,472,000","193,099,000","40,080,000","35,157,000","62,348,000","81,751,000","66,491,000","48,030,000","38,298,000","49,461,000","56,437,000","50,372,000","49,023,000","71,682,000","66,966,000","68,723,000","1,660,000","5,147,000","9,475,000"
		Receivables,"422,615,000","430,436,000","519,393,000","369,303,000","422,786,000","435,254,000","419,615,000","236,134,000","284,326,000","251,624,000","267,690,000","191,639,000","238,614,000","239,702,000","283,806,000","176,319,000","207,998,000","244,124,000","282,785,000","192,205,000","225,784,000","218,743,000","264,191,000","169,554,000","222,884,000","229,589,000","260,755,000","188,246,000","275,795,000","266,760,000","285,038,000","194,676,000","236,445,000","254,350,000","271,808,000","186,459,000","234,550,000","223,312,000","258,832,000","160,922,000","205,307,000","197,096,000","214,388,000","96,235,000","134,048,000","142,486,000","148,097,000","71,184,000","93,413,000","100,095,000","106,766,000","52,532,000","75,792,000","83,053,000","88,969,000","30,630,000","45,554,000","45,982,000","15,455,000","24,803,000","11,449,000"
			AccountsReceivable,"422,615,000","430,436,000","519,393,000","369,303,000","422,786,000","435,254,000","419,615,000","236,134,000","284,326,000","251,624,000","267,690,000","191,639,000","238,614,000","239,702,000","283,806,000","176,319,000","207,998,000","244,124,000","282,785,000","192,205,000","225,784,000","218,743,000","264,191,000","169,554,000","222,884,000","229,589,000","260,755,000","188,246,000","275,795,000","266,760,000","285,038,000","194,676,000","236,445,000","254,350,000","271,808,000","186,459,000","234,550,000","223,312,000","258,832,000","160,922,000","205,307,000","197,096,000","214,388,000","96,235,000","134,048,000","142,486,000","148,097,000","71,184,000","93,413,000","100,095,000","106,766,000","52,532,000","75,792,000","83,053,000","88,969,000","30,630,000","45,554,000","45,982,000","15,455,000","24,803,000","11,449,000"
				GrossAccountsReceivable,"443,256,000","456,741,000","541,328,000","390,687,000","444,483,000","456,178,000","438,098,000","242,942,000","289,307,000","261,120,000","277,251,000","203,405,000","247,622,000","252,104,000","296,028,000","188,703,000","217,976,000","254,292,000","296,777,000","206,996,000","240,259,000","229,805,000","275,223,000","180,367,000","232,833,000","239,431,000","270,307,000","197,903,000","281,112,000","270,820,000","288,779,000","198,136,000","239,755,000","257,432,000","274,453,000","189,019,000","237,550,000","226,282,000","261,074,000","162,546,000","208,198,000","199,597,000",,"98,012,000",,,,,,,,,,,,,,,,"25,288,000","12,889,000"
				AllowanceForDoubtfulAccountsReceivable,"-20,641,000","-26,305,000","-21,935,000","-21,384,000","-21,697,000","-20,924,000","-18,483,000","-6,808,000","-4,981,000","-9,496,000","-9,561,000","-11,766,000","-9,008,000","-12,402,000","-12,222,000","-12,384,000","-9,978,000","-10,168,000","-13,992,000","-14,791,000","-14,475,000","-11,062,000","-11,032,000","-10,813,000","-9,949,000","-9,842,000","-9,552,000","-9,657,000","-5,317,000","-4,060,000","-3,741,000","-3,460,000","-3,310,000","-3,082,000","-2,645,000","-2,560,000","-3,000,000","-2,970,000","-2,242,000","-1,624,000","-2,891,000","-2,501,000",,"-1,777,000",,,,,,,,,,,,,,,,"-485,000","-1,440,000"
		Inventory,"23,986,000","23,941,000","24,873,000","39,690,000","28,814,000","28,618,000","24,009,000","28,300,000","19,579,000","20,071,000","20,516,000","29,946,000","17,195,000","17,068,000","18,116,000","31,134,000","18,051,000","18,388,000","18,588,000","30,503,000","18,789,000","17,409,000","16,328,000","30,631,000","16,146,000","17,858,000","16,714,000","29,571,000","17,757,000","19,515,000","17,967,000","33,830,000","21,294,000","23,363,000","28,013,000","44,395,000","29,344,000","29,470,000","28,113,000","37,853,000","27,525,000","20,203,000","18,427,000","30,554,000","19,028,000","16,906,000","16,549,000","26,193,000","22,820,000","21,990,000","20,052,000","32,052,000","23,296,000","12,357,000","14,000,000","20,672,000","8,813,000","8,643,000","13,804,000","6,444,000","11,110,000"
			OtherInventories,"30,386,000","31,141,000","31,173,000",,"34,414,000",,"29,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
