name,ttm
OperatingCashFlow,"63,106,854"
FinancingCashFlow,"-62,543,760"
EndCashPosition,"819,000"
	ChangesInCash,"563,094"
	BeginningCashPosition,"255,906"
IssuanceOfDebt,"1,776,489"
RepaymentOfDebt,"-1,776,489"
FreeCashFlow,"63,106,854"
