name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
TotalAssets,"172,565,000,000","183,889,800,000","169,085,700,000","172,291,100,000","163,924,100,000","170,003,900,000","152,082,000,000","151,432,900,000","161,709,200,000","136,828,400,000","124,355,800,000","126,550,900,000","121,869,400,000","132,212,500,000","132,378,500,000","135,106,200,000","129,672,200,000","138,590,500,000","131,400,200,000","125,605,700,000","121,488,700,000","123,926,900,000","120,085,000,000","121,509,600,000","117,798,800,000","116,749,600,000","119,995,200,000","119,942,900,000","106,952,000,000","109,946,500,000","111,153,700,000","105,761,200,000","103,832,600,000","102,947,300,000","95,969,500,000","97,236,000,000","93,156,800,000","97,463,800,000","93,632,500,000","94,455,900,000","91,604,300,000","100,223,700,000","96,098,200,000","97,398,300,000","92,679,200,000","83,843,900,000","80,723,400,000","80,048,900,000","76,318,600,000","82,141,500,000","77,901,500,000","75,045,200,000","78,464,600,000","82,053,600,000","79,244,000,000","74,806,900,000","77,480,300,000","67,611,200,000","63,098,900,000","59,609,700,000","59,532,400,000","60,712,200,000","55,200,900,000","53,325,900,000","50,195,000,000","53,413,800,000","48,427,400,000","46,255,600,000","47,761,300,000","45,276,700,000","41,110,000,000","43,279,300,000","40,178,900,000","41,450,200,000","40,744,200,000","39,071,000,000","36,449,700,000","39,478,200,000","39,670,500,000","37,801,400,000","37,961,600,000","39,664,500,000","35,124,400,000","36,183,800,000","38,197,800,000","36,022,300,000","34,793,700,000","36,848,100,000","33,219,400,000","28,708,200,000","33,684,900,000","30,190,800,000","27,554,600,000","27,870,000,000","28,078,800,000","29,777,000,000","24,251,800,000","25,315,400,000","26,919,200,000","26,051,000,000","23,231,800,000","21,608,300,000","21,360,100,000","21,751,200,000","20,301,700,000","19,933,500,000","20,179,700,000","19,301,100,000","18,736,100,000","18,561,600,000","18,669,700,000","18,439,400,000","18,167,100,000","16,902,600,000","16,737,200,000","16,288,800,000","15,269,000,000","14,959,600,000","14,304,900,000","12,796,100,000","13,154,500,000","13,192,500,000","12,744,300,000","12,333,200,000","11,922,300,000","11,789,400,000","12,609,800,000","11,736,600,000","11,853,200,000","10,937,700,000","11,056,800,000","10,979,300,000","10,364,200,000"
TotalLiabilitiesNetMinorityInterest,"161,155,200,000","171,873,000,000","157,186,900,000","160,468,100,000","152,466,200,000","158,315,600,000","140,502,900,000","140,050,700,000","150,829,500,000","125,737,400,000","113,544,500,000","115,745,400,000","111,253,200,000","121,704,200,000","122,014,000,000","124,748,600,000","119,446,200,000","128,374,300,000","121,235,000,000","115,537,800,000","111,511,000,000","114,156,500,000","110,505,200,000","112,558,100,000","108,966,000,000","108,043,700,000","111,210,700,000","111,193,600,000","98,344,400,000","101,497,600,000","102,611,100,000","97,718,600,000","95,884,300,000","95,035,300,000","88,152,400,000","89,511,400,000","85,544,700,000","89,936,800,000","86,100,300,000","87,065,600,000","84,381,100,000","93,106,400,000","88,945,400,000","90,372,900,000","85,751,000,000","77,013,600,000","73,954,700,000","73,429,300,000","69,871,500,000","75,829,400,000","71,678,200,000","68,916,500,000","71,939,900,000","75,664,200,000","74,408,000,000","69,842,800,000","72,721,900,000","63,102,100,000","58,739,500,000","55,382,500,000","55,489,000,000","56,768,300,000","51,264,900,000","49,517,500,000","46,491,600,000","49,813,000,000","44,898,400,000","42,809,300,000","44,399,900,000","41,981,100,000","37,884,500,000","40,101,200,000","37,060,500,000","38,394,900,000","37,743,900,000","36,124,900,000","33,423,600,000","36,478,400,000","36,725,400,000","34,888,100,000","35,129,900,000","36,891,000,000","32,398,600,000","33,522,700,000","35,625,200,000","33,560,100,000","32,433,200,000","34,543,200,000","30,967,800,000","26,533,500,000","31,561,900,000","28,114,400,000","25,523,600,000","25,929,700,000","26,200,100,000","27,935,900,000","22,451,300,000","23,576,400,000","25,221,700,000","24,402,100,000","21,638,600,000","20,064,200,000","19,843,300,000","20,257,500,000","18,833,100,000","18,480,900,000","18,769,100,000","17,910,800,000","17,388,000,000","17,280,900,000","17,408,800,000","17,214,600,000","16,983,100,000","15,750,900,000","15,621,500,000","15,205,900,000","14,221,300,000","13,949,100,000","13,333,000,000","11,856,100,000","12,249,000,000","12,371,800,000","11,953,900,000","11,568,900,000","11,186,200,000","11,080,900,000","11,920,900,000","11,054,500,000","11,247,600,000","10,346,500,000","10,487,700,000","10,424,000,000","9,823,200,000"
TotalEquityGrossMinorityInterest,"11,409,800,000","12,016,800,000","11,898,800,000","11,823,000,000","11,457,900,000","11,688,300,000","11,579,100,000","11,382,200,000","10,879,700,000","11,091,000,000","10,811,300,000","10,805,500,000","10,616,200,000","10,508,300,000","10,364,500,000","10,357,600,000","10,226,000,000","10,216,200,000","10,165,200,000","10,067,900,000","9,977,700,000","9,770,400,000","9,579,800,000","8,951,500,000","8,832,800,000","8,705,900,000","8,784,500,000","8,749,300,000","8,607,600,000","8,448,900,000","8,542,600,000","8,042,600,000","7,948,300,000","7,912,000,000","7,817,100,000","7,724,600,000","7,612,100,000","7,527,000,000","7,532,200,000","7,390,300,000","7,223,200,000","7,117,300,000","7,152,800,000","7,025,400,000","6,928,200,000","6,830,300,000","6,768,700,000","6,619,600,000","6,447,100,000","6,312,100,000","6,223,300,000","6,128,700,000","6,524,700,000","6,389,400,000","4,836,000,000","4,964,100,000","4,758,400,000","4,509,100,000","4,359,400,000","4,227,200,000","4,043,400,000","3,943,900,000","3,936,000,000","3,808,400,000","3,703,400,000","3,600,800,000","3,529,000,000","3,446,300,000","3,361,400,000","3,295,600,000","3,225,500,000","3,178,100,000","3,118,400,000","3,055,300,000","3,000,300,000","2,946,100,000","3,026,100,000","2,999,800,000","2,945,100,000","2,913,300,000","2,831,700,000","2,773,500,000","2,725,800,000","2,661,100,000","2,572,600,000","2,462,200,000","2,360,500,000","2,304,900,000","2,251,600,000","2,174,700,000","2,123,000,000","2,076,400,000","2,031,000,000","1,940,300,000","1,878,700,000","1,841,100,000","1,800,500,000","1,739,000,000","1,697,500,000","1,648,900,000","1,593,200,000","1,544,100,000","1,516,800,000","1,493,700,000","1,468,600,000","1,452,600,000","1,410,600,000","1,390,300,000","1,348,100,000","1,280,700,000","1,260,900,000","1,224,800,000","1,184,000,000","1,151,700,000","1,115,700,000","1,082,900,000","1,047,700,000","1,010,500,000","971,900,000","940,000,000","905,500,000","820,700,000","790,400,000","764,300,000","736,100,000","708,500,000","688,900,000","682,100,000","605,600,000","591,200,000","569,100,000","555,300,000","541,000,000"
	StockholdersEquity,"11,409,800,000","12,016,800,000","11,898,800,000","11,823,000,000","11,457,900,000","11,688,300,000","11,579,100,000","11,382,200,000","10,879,700,000","11,091,000,000","10,811,300,000","10,805,500,000","10,616,200,000","10,508,300,000","10,364,500,000","10,357,600,000","10,226,000,000","10,216,200,000","10,165,200,000","10,067,900,000","9,977,700,000","9,770,400,000","9,579,800,000","8,951,500,000","8,832,800,000","8,705,900,000","8,784,500,000","8,749,300,000","8,607,600,000","8,448,900,000","8,542,600,000","8,042,600,000","7,948,300,000","7,912,000,000","7,817,100,000","7,724,600,000","7,612,100,000","7,527,000,000","7,532,200,000","7,390,300,000","7,223,200,000","7,117,300,000","7,152,800,000","7,025,400,000","6,928,200,000","6,830,300,000","6,768,700,000","6,619,600,000","6,447,100,000","6,312,100,000","6,223,300,000","6,128,700,000","6,524,700,000","6,389,400,000","4,836,000,000","4,964,100,000","4,758,400,000","4,509,100,000","4,359,400,000","4,227,200,000","4,043,400,000","3,943,900,000","3,936,000,000","3,808,400,000","3,703,400,000","3,600,800,000","3,529,000,000","3,446,300,000","3,361,400,000","3,295,600,000","3,225,500,000","3,178,100,000","3,118,400,000","3,055,300,000","3,000,300,000","2,946,100,000","3,026,100,000","2,999,800,000","2,945,100,000","2,913,300,000","2,831,700,000","2,773,500,000","2,725,800,000","2,661,100,000","2,572,600,000","2,462,200,000","2,360,500,000","2,304,900,000","2,251,600,000","2,174,700,000","2,123,000,000","2,076,400,000","2,031,000,000","1,940,300,000","1,878,700,000","1,841,100,000","1,800,500,000","1,739,000,000","1,697,500,000","1,648,900,000","1,593,200,000","1,544,100,000","1,516,800,000","1,493,700,000","1,468,600,000","1,452,600,000","1,410,600,000","1,390,300,000","1,348,100,000","1,280,700,000","1,260,900,000","1,224,800,000","1,184,000,000","1,151,700,000","1,115,700,000","1,082,900,000","1,047,700,000","1,010,500,000","971,900,000","940,000,000","905,500,000","820,700,000","790,400,000","764,300,000","736,100,000","708,500,000","688,900,000","682,100,000","605,600,000","591,200,000","569,100,000","555,300,000","541,000,000"
		CapitalStock,"1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,293,500,000","1,682,000,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","1,290,600,000","797,100,000","797,100,000","797,100,000","797,100,000","797,100,000","797,100,000","797,100,000","797,100,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","1,884,400,000","1,881,100,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","499,800,000","499,800,000","499,800,000","499,800,000","499,800,000","499,800,000","120,000,000","499,800,000","499,800,000","499,800,000","499,800,000","499,800,000","499,800,000","499,800,000","309,900,000","309,900,000","309,900,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","60,000,000","60,000,000","112,500,000","112,500,000","112,500,000"
			PreferredStock,"884,900,000","884,900,000","884,900,000","884,900,000","884,900,000","884,900,000","884,900,000","884,900,000","884,900,000","1,273,400,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","882,000,000","388,500,000","388,500,000","388,500,000","388,500,000","388,500,000","388,500,000","388,500,000","388,500,000",,,,,,,,,,,,,,,,,,"0","0","0","0","1,504,600,000","1,501,300,000",,,,,,,,,,,,,,,,,,,,,,,"120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","379,800,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","170,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","120,000,000","60,000,000","60,000,000","112,500,000","112,500,000","112,500,000"
			CommonStock,"408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","408,600,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000","379,800,000",,"379,800,000","379,800,000","120,000,000","379,800,000","379,800,000","379,800,000","379,800,000","189,900,000","189,900,000","189,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"931,700,000","939,300,000","935,000,000","921,100,000","914,100,000","963,600,000","961,800,000","951,500,000","938,300,000","1,013,100,000","1,009,700,000","1,013,800,000","1,003,300,000","1,068,500,000","1,055,300,000","1,050,200,000","1,020,400,000","1,047,200,000","1,037,500,000","1,027,000,000","1,010,200,000","1,035,800,000","1,038,600,000","1,040,200,000","1,022,100,000","1,072,300,000","1,058,700,000","1,044,600,000","1,024,900,000","1,050,900,000","1,055,500,000","1,039,300,000","1,022,900,000","1,035,700,000","1,031,800,000","1,014,300,000","995,200,000","1,012,700,000","1,004,800,000","995,300,000","981,900,000","977,500,000","962,900,000","948,900,000","932,800,000","920,000,000","911,700,000","905,200,000","895,200,000","888,300,000","893,900,000","965,200,000","163,000,000","178,500,000","105,900,000","94,200,000","81,400,000","69,100,000","54,100,000","47,300,000","43,100,000","30,900,000","33,700,000","32,300,000","31,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,"191,100,000","197,200,000","202,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"13,342,600,000","13,117,300,000","12,862,400,000","12,630,900,000","12,415,600,000","12,207,700,000","12,118,300,000","11,988,400,000","11,828,100,000","11,656,700,000","11,441,200,000","11,225,500,000","10,972,900,000","10,776,800,000","10,496,300,000","10,262,500,000","9,973,800,000","9,685,100,000","9,431,200,000","9,247,500,000","9,074,400,000","8,908,400,000","8,736,100,000","8,566,300,000","8,394,800,000","8,242,800,000","8,093,700,000","7,949,800,000","7,771,700,000","7,625,400,000","7,469,400,000","7,344,100,000","7,241,400,000","7,134,800,000","7,040,100,000","6,909,200,000","6,793,800,000","6,702,700,000","6,607,900,000","6,502,200,000","6,323,500,000","6,302,300,000","6,240,300,000","6,138,300,000","6,054,500,000","5,972,100,000","5,883,800,000","5,796,600,000","5,665,000,000","5,576,000,000","5,443,300,000","5,323,500,000","5,166,600,000","5,091,200,000","4,821,100,000","5,032,200,000","4,879,200,000","4,556,200,000","4,493,600,000","4,340,700,000","4,190,400,000","4,131,200,000","4,016,300,000","3,902,800,000","3,785,000,000","3,672,100,000","3,574,400,000","3,482,500,000","3,389,200,000","3,300,600,000","3,218,300,000","3,152,500,000","3,069,100,000","2,990,700,000","2,911,800,000","2,843,400,000","2,825,100,000","2,775,300,000","2,721,000,000","2,672,900,000","2,600,700,000","2,520,100,000",,"2,376,600,000","2,287,700,000","2,200,000,000","2,116,800,000","2,034,800,000","1,945,300,000","1,870,700,000","1,798,300,000","1,721,800,000","1,650,000,000","1,582,900,000","1,519,400,000","1,453,800,000","1,391,200,000","1,330,800,000","1,274,300,000","1,214,400,000","1,160,600,000","1,110,200,000","1,064,100,000","1,016,400,000","971,700,000","928,800,000",,"847,000,000","810,700,000","762,700,000","738,800,000","704,700,000","664,000,000","631,900,000","602,000,000","570,600,000","300,900,000","511,700,000","484,700,000","456,400,000","429,600,000","403,000,000","379,600,000","357,100,000","333,700,000","311,700,000","290,500,000","268,600,000","247,300,000","229,000,000","205,200,000","185,800,000","164,100,000"
		TreasuryStock,"3,251,000,000","3,297,700,000","3,306,100,000","3,217,200,000","3,231,200,000","3,204,500,000","3,219,000,000","3,221,600,000","3,225,200,000","3,066,100,000","2,839,200,000","2,564,600,000","2,305,300,000","2,173,900,000","1,950,800,000","1,737,600,000","1,553,100,000","1,392,400,000","1,259,000,000","1,158,300,000","1,045,500,000","1,094,400,000","1,225,800,000","1,212,500,000","1,097,300,000","1,033,600,000","891,300,000","768,500,000","719,700,000","704,800,000","561,000,000","544,200,000","488,500,000","422,800,000","325,500,000","256,800,000","301,400,000","314,000,000","273,200,000","241,700,000","214,500,000","225,500,000","226,500,000","227,100,000","188,100,000","165,100,000","169,300,000","175,500,000","189,200,000","199,200,000","209,400,000","215,200,000","243,200,000","266,500,000","280,600,000","393,700,000","445,200,000","405,700,000","415,600,000","393,800,000","415,400,000","449,400,000","483,300,000","483,300,000","466,000,000","458,400,000","447,300,000","438,400,000","426,000,000","408,100,000","402,900,000","379,500,000","356,900,000","368,500,000","358,600,000","342,500,000","360,500,000","360,400,000","359,300,000","334,900,000","333,200,000","333,500,000",,"276,200,000","268,200,000","276,700,000","289,500,000","255,700,000","215,000,000","204,200,000","179,000,000","158,000,000","135,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
