name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"1,229,774,000","314,966,000","298,335,000","298,712,000","317,761,000","301,543,000","300,161,000","307,554,000","261,968,000","283,482,000","288,984,000","287,612,000","289,013,000","287,864,000","303,317,000","254,139,000","254,221,000","244,050,000","240,697,000","244,506,000","243,391,000","242,713,000","238,799,000","233,275,000","207,361,000","148,820,000","128,689,000","147,792,000","163,823,000","162,661,000","159,036,000","157,795,000","160,786,000","158,328,000","113,775,000","39,633,000","46,072,000","42,649,000","37,659,000","45,823,000"
	OperatingRevenue,"1,229,774,000","314,966,000","298,335,000","298,712,000","317,761,000","301,543,000","300,161,000","307,554,000","261,968,000","283,482,000","288,984,000","287,612,000","289,013,000","287,864,000","280,859,000","233,911,000","233,847,000","223,818,000","222,111,000","224,265,000","223,768,000","222,245,000","220,343,000","214,202,000","193,103,000","138,374,000","135,112,000","135,463,000","152,237,000","150,698,000","146,835,000","146,814,000","149,835,000","147,700,000","107,583,000","41,113,000","47,673,000","44,295,000","39,256,000","47,575,000"
	ExciseTaxes,,,,,,,,,,,"0","0","0","0","-23,435,000","-21,270,000","-21,483,000","-21,278,000","-19,716,000","-21,422,000","-20,840,000","-21,720,000","-19,905,000","-20,438,000","-15,673,000","-11,827,000","5,021,000","-13,778,000","-12,943,000","-13,350,000","-13,578,000","-12,512,000","-12,446,000","-11,998,000",,,"0","0",,
CostOfRevenue,"77,474,000","13,704,000","18,017,000","15,180,000","30,573,000","26,659,000","24,260,000","26,259,000","10,639,000","24,581,000","26,827,000","27,643,000","34,397,000","28,271,000","50,774,000","47,032,000","48,651,000","47,785,000","62,717,000","41,641,000","41,581,000","43,219,000","40,470,000","40,983,000","37,264,000","33,194,000","15,915,000","35,659,000","35,657,000","34,955,000","34,916,000","35,904,000","37,532,000","36,531,000","31,940,000","24,391,000","27,531,000","26,312,000","25,035,000","27,340,000"
GrossProfit,"1,152,300,000","301,262,000","280,318,000","283,532,000","287,188,000","274,884,000","275,901,000","281,295,000","251,329,000","258,901,000","262,157,000","259,969,000","254,616,000","259,593,000","252,543,000","207,107,000","205,570,000","196,265,000","177,980,000","202,865,000","201,810,000","199,494,000","198,329,000","192,292,000","170,097,000","115,626,000","112,774,000","112,133,000","128,166,000","127,706,000","124,120,000","121,891,000","123,254,000","121,797,000","81,835,000","15,242,000","18,541,000","16,337,000","12,624,000","18,483,000"
OperatingExpense,"332,639,000","101,517,000","82,903,000","73,248,000","74,971,000","74,783,000","75,787,000","80,594,000","70,613,000","72,551,000","73,901,000","72,344,000","83,849,000","75,818,000","69,205,000","42,273,000","52,329,000","44,414,000","27,863,000","50,166,000","49,114,000","49,488,000","49,466,000","48,986,000","49,280,000","47,989,000","48,321,000","46,842,000","51,339,000","48,950,000","50,067,000","44,269,000","45,880,000","47,463,000","43,171,000","10,766,000","10,832,000","10,807,000","9,220,000","11,703,000"
	SellingGeneralAndAdministration,"60,895,000","15,732,000","15,276,000","13,066,000","16,821,000","16,082,000","16,847,000","22,514,000","13,223,000","15,988,000","17,211,000","15,042,000","15,984,000","17,240,000","14,856,000","15,006,000","24,806,000","16,460,000","-305,000","21,534,000","20,691,000","21,231,000","21,179,000","21,821,000","22,261,000","20,906,000","21,123,000","19,285,000","23,722,000","21,539,000","22,621,000","17,743,000","19,531,000","20,941,000","25,074,000","7,155,000","7,205,000","7,219,000","5,769,000","8,137,000"
		GeneralAndAdministrativeExpense,"60,895,000","15,732,000","15,276,000","13,066,000","16,821,000","16,082,000","16,847,000","22,514,000","13,223,000","15,988,000","17,211,000","15,042,000","15,984,000","17,240,000","14,856,000","15,006,000","24,806,000","16,460,000","-305,000","21,534,000","20,691,000","21,231,000","21,179,000","21,821,000","22,261,000","20,906,000","21,123,000","19,285,000","23,722,000","21,539,000","22,621,000","17,743,000","19,531,000","20,941,000","25,074,000","7,155,000","7,205,000","7,219,000","5,769,000","8,137,000"
			RentAndLandingFees,,,,"9,414,000","8,191,000","6,733,000","7,098,000","8,084,000","5,781,000","8,078,000","8,866,000","9,094,000","15,229,000","9,249,000","8,898,000","6,484,000","6,444,000","6,532,000","6,378,000",,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"60,895,000","15,732,000","15,276,000","13,066,000","16,821,000","16,082,000","16,847,000","22,514,000","13,223,000","15,988,000","17,211,000","15,042,000","15,984,000","17,240,000","14,856,000","15,006,000","24,806,000","16,460,000","-305,000","21,534,000","20,691,000","21,231,000","21,179,000","21,821,000","22,261,000","20,906,000","21,123,000","19,285,000","23,722,000","21,539,000","22,621,000","17,743,000","19,531,000","20,941,000","25,074,000","7,155,000","7,205,000","7,219,000","5,769,000","8,137,000"
