name,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"7,840,000","6,741,000","6,725,000","7,235,000","8,141,000","7,084,000","5,994,000","6,222,000","8,014,000","7,725,000","7,388,000","7,103,000","8,059,000","6,996,000","6,801,000","7,230,000","6,895,000","5,147,000","5,520,000","4,395,000","4,944,000","4,825,000","4,710,000","4,735,000","4,756,000","4,601,000","4,990,000","4,066,000","4,530,000","4,341,000","4,616,000","4,876,000","4,433,000","4,540,000","4,874,000","4,594,000","3,994,000","4,209,000","4,807,000","6,344,000","6,196,000","6,552,000","7,071,000","5,818,000","4,566,000","4,581,000","4,698,000","4,320,000","4,269,000","3,506,000","4,057,000","14,695,000","10,743,000","4,769,000","6,605,000","9,281,000","4,127,000","4,406,000","5,966,000","4,802,000","4,721,000","4,452,000","4,921,000","3,959,000","3,643,000","3,553,000","3,555,000","2,618,000","2,107,000","2,959,000","4,490,000","1,108,000","2,172,000","1,922,000","3,809,000","1,914,000","1,973,000","3,447,000","5,112,000","4,207,000","5,535,000","2,604,000",,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,"8,446,000","8,572,000","8,565,000","8,573,000","8,571,000","7,913,000","7,908,000","7,971,000","7,975,000","8,022,000","8,030,000","8,030,000","8,149,000","8,343,000","8,343,000","8,343,000","8,343,000","7,752,000","7,752,000","7,962,000","7,962,000","7,107,000","7,107,000","7,107,000","10,162,000","10,162,000","10,162,000","10,162,000","9,102,000","9,102,000","9,102,000","9,102,000","8,123,000","8,123,000","8,123,000","8,123,000","6,648,000","6,648,000","6,648,000","6,648,000","5,446,000","5,446,000","5,446,000","5,446,000","3,674,000","3,674,000","3,674,000","3,674,000","2,596,000","2,596,000","2,596,000","2,596,000","2,560,000","2,560,000","2,560,000","2,560,000","2,349,000","2,349,000","2,349,000","2,349,000",,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"8,446,000","8,572,000","8,565,000","8,573,000","8,571,000","7,913,000","7,908,000","7,971,000","7,975,000","8,022,000","8,030,000","8,030,000","8,149,000","8,343,000","8,343,000","8,343,000","8,343,000","7,752,000","7,752,000","7,962,000","7,962,000","7,107,000","7,107,000","7,107,000","10,162,000","10,162,000","10,162,000","10,162,000","9,102,000","9,102,000","9,102,000","9,102,000","8,123,000","8,123,000","8,123,000","8,123,000","6,648,000","6,648,000","6,648,000","6,648,000","5,446,000","5,446,000","5,446,000","5,446,000","3,674,000","3,674,000","3,674,000","3,674,000","2,596,000","2,596,000","2,596,000","2,596,000","2,560,000","2,560,000","2,560,000","2,560,000","2,349,000","2,349,000","2,349,000","2,349,000",,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,402,000","120,663,000","129,817,000",,"146,674,000","144,530,000",,"138,015,000","135,743,000","332,737,000",,,,,,,,,,,,,"1,000",,,,,,,,,,,,,"882,000",,,,,,,"853,000","2,153,000","1,989,879","1,898,501"
	TotalNonCurrentAssets,"281,978,000","278,195,000","281,383,000","285,379,000","289,557,000","293,408,000","297,648,000","298,182,000","303,985,000","306,910,000","313,232,000","236,713,000","237,098,000","235,852,000","235,979,000","237,793,000","239,964,000","211,862,000","197,964,000","197,283,000","196,320,000","198,749,000","198,968,000","195,204,000","194,583,000","194,378,000","195,433,000","195,275,000","195,925,000","198,601,000","200,731,000","202,616,000","203,543,000","203,905,000","202,002,000","200,463,000","203,635,000","203,502,000","203,570,000","202,484,000","206,634,000","207,177,000","225,777,000","226,523,000","229,463,000","240,572,000","241,979,000","244,591,000","254,989,000","155,674,000","155,215,000","154,926,000","150,417,000","156,032,000","161,312,000","152,728,000","140,202,000","189,965,000","169,131,000","176,908,000","166,577,000","173,243,000","170,883,000","160,650,000","153,635,000","141,512,000","137,172,000","136,039,000","133,024,000","125,503,000","106,494,000","105,899,000","101,099,000","92,483,000","74,819,000","67,258,000","67,529,000","59,983,000","72,099,000","63,030,000","44,967,000","44,923,000","43,732,000","43,470,000","44,997,781","45,408,307"
		NetPPE,"38,137,000","40,526,000","42,743,000","45,198,000","48,954,000","52,279,000","56,191,000","57,931,000","63,049,000","65,132,000","66,072,000","26,632,000","25,748,000","23,699,000","22,587,000","22,413,000","23,086,000","22,326,000","22,856,000","23,354,000","23,476,000","22,145,000","21,531,000","21,274,000","21,404,000","21,777,000","21,999,000","22,001,000","21,931,000","22,258,000","22,626,000","23,158,000","23,258,000","23,673,000","21,558,000","21,087,000","21,652,000","21,756,000","22,079,000","22,651,000","24,102,000","24,800,000","25,848,000","26,389,000","27,207,000","28,077,000","29,354,000","30,382,000","32,244,000","33,355,000","34,934,000","36,353,000","36,812,000","39,036,000","39,901,000","39,719,000","38,345,000","37,028,000","35,347,000","32,218,000","28,529,000","27,790,000","26,725,000","22,214,000","20,265,000","9,729,000","8,827,000","7,997,000","7,215,000","6,652,000","6,655,000","5,931,000","4,969,000","5,013,000","4,341,000","4,432,000","4,672,000","4,777,000","4,885,000","5,261,000","5,180,000","4,942,000","4,085,000","3,880,000","3,829,422","3,728,179"
			GrossPPE,"38,137,000","40,526,000","42,743,000","80,205,000","48,954,000","52,279,000","56,191,000","96,792,000","63,049,000","65,132,000","66,072,000","67,603,000","25,748,000","23,699,000","22,587,000","63,392,000","23,086,000","22,326,000","22,856,000","61,065,000","23,476,000","22,145,000","21,531,000","62,216,000","21,404,000","21,777,000","21,999,000","60,839,000","21,931,000","22,258,000","22,626,000","62,883,000","23,258,000","23,673,000","21,558,000","62,281,000","21,652,000",,,"61,631,000",,,,"65,716,000",,,"63,087,000",,,,"63,264,000",,"58,710,000","60,934,000","61,799,000","53,297,000","51,923,000","50,606,000","48,925,000","40,693,000","37,004,000","36,265,000","35,200,000","28,709,000","26,760,000","16,224,000","15,322,000","12,977,000","12,195,000","11,632,000","11,635,000","9,182,000","8,220,000","8,264,000","7,592,000","6,773,000","7,013,000","7,118,000","7,226,000","6,442,000","6,361,000","6,123,000","5,266,000","4,195,000","4,144,188","4,042,945"
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,"0",,,
				BuildingsAndImprovements,,,,"14,244,000",,,,"14,244,000",,,,"14,227,000",,,,"14,198,000",,,,"14,198,000",,,,"14,172,000",,,,"14,100,000",,,,"14,050,000",,,,"12,935,000",,,,"12,935,000",,,,"12,935,000",,,"12,935,000",,,,"12,935,000",,,,"34,975,000",,,,"27,433,000",,,,"18,666,000",,,,"3,352,000",,,,"2,635,000",,,,,,,,,,,,"666,000",,,
				MachineryFurnitureEquipment,,,,"25,697,000",,,,"28,358,000",,,,"31,302,000",,,,"29,392,000",,,,"27,464,000",,,,"26,874,000",,,,"26,702,000",,,,"28,065,000",,,,"28,403,000",,,,"28,390,000",,,,"30,589,000",,,"28,691,000",,,,"27,875,000",,,,"26,824,000",,,"50,606,000","21,492,000",,,,"16,534,000",,,,"11,970,000",,,,"9,000,000",,,,"5,860,000",,,,"5,439,000",,,,"4,600,000",,,
				OtherProperties,"38,137,000","40,526,000","42,743,000","24,655,000","48,954,000","52,279,000","56,191,000","34,287,000","63,049,000","65,132,000","66,072,000",,"25,748,000","23,699,000","22,587,000",,"23,086,000","22,326,000","22,856,000",,"23,476,000","22,145,000","21,531,000",,"21,404,000","21,777,000","21,999,000",,"21,931,000","22,258,000","22,626,000",,"23,258,000","23,673,000","21,558,000",,"21,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,732,000",,,,"1,787,000",,,,,,,
				Leases,,,,"15,609,000",,,,"19,903,000",,,,"22,074,000",,,,"19,802,000",,,,"19,403,000",,,,"21,170,000",,,,"20,037,000",,,,"20,768,000",,,,"20,943,000",,,,"20,306,000",,,,"22,192,000",,,"21,461,000",,,,"22,454,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,"-35,007,000",,,,"-38,861,000",,,,"-40,971,000",,,,"-40,979,000",,,,"-37,711,000",,,,"-40,942,000",,,,"-38,838,000",,,,"-39,725,000",,,,"-41,194,000",,,,"-38,980,000",,,,"-39,327,000",,,"-33,733,000",,,,"-28,330,000",,"-21,898,000","-21,898,000","-21,898,000","-13,578,000","-13,578,000","-13,578,000","-13,578,000","-8,475,000","-8,475,000","-8,475,000","-8,475,000","-6,495,000","-6,495,000","-6,495,000","-6,495,000","-4,980,000","-4,980,000","-4,980,000","-4,980,000","-3,251,000","-3,251,000","-3,251,000","-3,251,000","-2,341,000","-2,341,000","-2,341,000","-2,341,000","-1,181,000","-1,181,000","-1,181,000","-1,181,000","-315,000","-314,766","-314,766"
		GoodwillAndOtherIntangibleAssets,"232,848,000","234,169,000","235,632,000","236,998,000","237,065,000","237,308,000","234,752,000","234,144,000","235,074,000","236,353,000","242,190,000","205,404,000","206,719,000","207,689,000","209,401,000","210,481,000","213,339,000","186,167,000","172,342,000","171,088,000","170,068,000","170,035,000","171,259,000","171,183,000","170,868,000","170,287,000","171,377,000","170,968,000","171,400,000","173,583,000","175,252,000","176,458,000","177,075,000","177,104,000","177,282,000","176,934,000","177,779,000","177,705,000","177,506,000","177,808,000","179,922,000","180,106,000","183,519,000","184,395,000","184,391,000","184,604,000","185,057,000","188,442,000","192,470,000","117,642,000","117,343,000","113,707,000","109,288,000","112,988,000","115,405,000","108,175,000","91,553,000","91,352,000","83,917,000","84,147,000","84,442,000","84,812,000","82,168,000","82,335,000","82,739,000","83,199,000","83,634,000","83,292,000","83,413,000","83,945,000","81,053,000","80,010,000","80,334,000","79,763,000","49,079,000","49,042,000","48,945,000","41,341,000","41,372,000","38,501,000","38,501,000","38,501,000","38,445,000","39,010,000","40,309,436","40,938,980"
			Goodwill,"214,801,000","214,907,000","215,929,000","216,758,000","216,497,000","216,246,000","216,091,000","214,067,000","213,451,000","213,332,000","216,420,000","190,815,000","191,149,000","191,172,000","191,834,000","191,950,000","193,581,000","181,208,000","172,342,000","171,088,000","170,068,000","170,035,000","171,259,000","171,183,000","170,868,000","170,257,000","171,317,000","170,878,000","171,280,000","173,400,000","174,656,000","175,427,000","175,615,000","175,234,000","175,001,000","174,275,000","174,741,000","174,281,000","173,702,000","173,576,000","175,060,000","174,775,000","176,763,000","176,475,000","174,281,000","173,351,000","172,632,000","174,312,000","176,224,000","111,654,000","111,084,000","108,168,000","103,432,000","106,071,000","107,761,000","107,291,000","91,237,000","90,952,000","83,263,000","83,346,000","83,323,000","83,349,000","80,287,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"18,047,000","19,262,000","19,703,000","20,240,000","20,568,000","21,062,000","18,661,000","20,077,000","21,623,000","23,021,000","25,770,000","14,589,000","15,570,000","16,517,000","17,567,000","18,531,000","19,758,000","4,959,000",,,,,,,,"30,000","60,000","90,000","120,000","183,000","596,000","1,031,000","1,460,000","1,870,000","2,281,000","2,659,000","3,038,000","3,424,000","3,804,000","4,232,000","4,862,000","5,331,000","6,756,000","7,920,000","10,110,000","11,253,000","12,425,000","14,130,000","16,246,000","5,988,000","6,259,000","5,539,000","5,856,000","6,917,000","7,644,000","884,000","316,000","400,000","654,000","801,000","1,119,000","1,463,000","1,881,000","82,335,000","82,739,000","83,199,000","83,634,000","83,292,000","83,413,000","83,945,000","81,053,000","80,010,000","80,334,000","79,763,000","49,079,000","49,042,000","48,945,000","41,341,000","41,372,000","38,501,000","38,501,000","38,501,000","38,445,000","39,010,000","40,309,436","40,938,980"
		NonCurrentDeferredAssets,"8,771,000","1,403,000","1,552,000","1,691,000","1,726,000","1,908,000","1,641,000","1,597,000","1,686,000","1,613,000","1,493,000","1,497,000","1,413,000","1,403,000","1,475,000","2,850,000","1,609,000","1,571,000","920,000","973,000","904,000","4,609,000","4,298,000","774,000","430,000","450,000","193,000","335,000","475,000","540,000","568,000","672,000","846,000","821,000","816,000","0","1,659,000","1,539,000","1,479,000","833,000","1,367,000","1,017,000","15,014,000","14,400,000","16,376,000","26,100,000","25,846,000","24,045,000","28,442,000","3,201,000","1,364,000","3,200,000","2,805,000","2,754,000","4,685,000","3,383,000","2,870,000","6,350,000","2,068,000","3,648,000","2,761,000","1,781,000","1,257,000",,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"8,771,000","1,403,000","1,552,000","1,691,000","1,726,000","1,908,000","1,641,000","1,597,000","1,686,000","1,613,000","1,493,000","1,497,000","1,413,000","1,403,000","1,475,000","2,850,000","1,609,000","1,571,000","920,000","973,000","904,000","4,609,000","4,298,000","774,000","430,000","450,000","193,000","335,000","475,000","540,000","568,000","672,000","846,000","821,000","816,000","0","1,659,000","1,539,000","1,479,000","833,000","1,367,000","1,017,000","15,014,000","14,400,000","16,376,000","26,100,000","25,846,000","24,045,000","28,442,000","3,201,000","1,364,000","3,200,000","2,805,000","2,754,000","4,685,000","3,383,000","2,870,000","6,350,000","2,068,000","3,648,000","2,761,000","1,781,000","1,257,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,222,000","2,097,000","1,456,000","1,492,000","1,812,000","1,913,000","5,064,000","4,510,000","4,176,000","3,812,000","3,477,000","3,180,000","3,218,000","3,061,000","2,516,000","2,049,000","1,930,000","1,798,000","1,846,000","1,868,000","1,872,000","1,960,000","1,880,000","1,973,000","1,881,000","1,864,000","1,864,000","1,971,000","2,119,000","2,220,000","2,285,000","2,328,000","2,364,000","2,307,000","2,346,000","2,442,000","2,545,000","2,502,000","2,506,000","1,192,000","1,243,000","1,254,000","1,396,000","1,339,000","1,489,000","1,791,000","1,722,000","1,722,000","1,833,000","1,476,000","1,574,000","1,666,000","1,512,000","1,254,000","1,321,000","1,451,000","7,434,000","55,235,000","47,799,000","56,895,000","50,845,000","58,860,000","60,733,000","56,101,000","50,631,000","48,584,000","44,711,000","44,750,000","42,396,000","34,906,000","18,786,000","19,958,000","15,796,000","7,707,000","21,399,000","13,784,000","13,912,000","13,865,000","25,842,000","19,268,000","1,286,000","1,480,000","1,202,000","580,000","858,923","741,148"
TotalLiabilitiesNetMinorityInterest,"202,710,000","184,612,000","173,790,000","191,098,000","194,011,000","205,019,000","219,234,000","225,520,000","183,172,000","196,087,000","208,180,000","145,974,000","151,831,000","153,880,000","140,118,000","163,849,000","151,222,000","129,472,000","108,283,000","125,986,000","111,875,000","128,128,000","58,816,000","79,589,000","63,574,000","70,977,000","61,620,000","76,529,000","62,118,000","69,270,000","58,989,000","74,317,000","66,308,000","67,509,000","61,199,000","65,313,000","65,520,000","62,074,000","61,846,000","64,851,000","68,737,000","63,932,000","95,448,000","103,671,000","98,354,000","117,857,000","119,959,000","120,901,000","118,639,000","54,435,000","74,102,000","77,266,000","80,247,000","81,309,000","104,614,000","89,842,000","90,499,000","81,681,000","101,162,000","81,991,000","81,343,000","68,326,000","81,175,000","64,782,000","67,982,000","58,513,000","71,395,000","57,178,000","56,436,000","39,723,000","45,929,000","35,634,000","33,117,000","22,205,000","22,406,000","19,426,000","17,307,000","15,225,000","18,006,000","17,337,000","15,695,000","15,255,000","19,313,000","16,888,000","50,301,760","52,500,520"
