name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"4,768,464,000","4,773,884,000","4,824,268,000","4,571,355,000","4,545,844,000","4,678,964,000","4,968,331,000","5,214,445,000","5,571,758,000","5,691,383,000","5,735,161,000","5,704,476,000","3,240,907,000","3,760,043,000"
	CurrentAssets,"2,935,550,000","2,776,070,000","2,893,252,000","2,602,569,000","2,580,986,000","2,594,138,000","2,753,054,000","3,096,206,000","3,144,754,000","3,247,363,000","3,542,823,000","3,677,797,000","1,380,412,000","2,320,442,000"
		CashCashEquivalentsAndShortTermInvestments,"2,236,531,000","2,253,858,000","2,382,281,000","2,245,520,000","2,237,320,000","2,251,068,000","2,453,449,000","2,775,937,000","2,669,880,000","2,850,124,000","3,116,439,000","3,310,310,000","1,034,886,000","2,037,870,000"
			CashAndCashEquivalents,"214,868,000","457,325,000","728,382,000","484,181,000","312,230,000","319,734,000","424,806,000","841,061,000","597,889,000","358,319,000","543,871,000","417,393,000","329,515,000","517,690,000"
			OtherShortTermInvestments,"2,021,663,000","1,796,533,000","1,653,899,000","1,761,339,000","1,925,090,000","1,931,334,000","2,028,643,000","1,934,876,000","2,071,991,000","2,491,805,000","2,572,568,000","2,892,917,000","705,371,000","1,520,180,000"
		PrepaidAssets,"699,019,000","522,212,000","510,971,000","357,049,000","343,666,000","343,070,000","299,605,000","320,269,000","474,874,000","397,239,000","426,384,000","367,487,000","345,526,000","282,572,000"
	TotalNonCurrentAssets,"1,832,914,000","1,997,814,000","1,931,016,000","1,968,786,000","1,964,858,000","2,084,826,000","2,215,277,000","2,118,239,000","2,427,004,000","2,444,020,000","2,192,338,000","2,026,679,000","1,860,495,000","1,439,601,000"
		NetPPE,"526,842,000","521,607,000","557,706,000","570,392,000","569,282,000","589,053,000","619,728,000","650,749,000","668,320,000","629,861,000","267,822,000","485,176,000","425,078,000","109,257,000"
			GrossPPE,"526,842,000","688,608,000","557,706,000","570,392,000","569,282,000","704,984,000","619,728,000","650,749,000","668,320,000","671,766,000","267,822,000","485,176,000","425,078,000","120,969,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"312,872,000",,,,"275,993,000",,,,"138,879,000",,,,"77,613,000"
				OtherProperties,"526,842,000","250,214,000","557,706,000","570,392,000","569,282,000","303,865,000","619,728,000","650,749,000","668,320,000","441,258,000","267,822,000","485,176,000","425,078,000",
				ConstructionInProgress,,"25,270,000",,,,"19,957,000",,,,"25,139,000",,,,"3,629,000"
				Leases,,"100,252,000",,,,"105,169,000",,,,"66,490,000",,,,"39,727,000"
			AccumulatedDepreciation,,"-167,001,000",,,,"-115,931,000",,,,"-41,905,000",,,,"-11,712,000"
		GoodwillAndOtherIntangibleAssets,"228,893,000","231,281,000","235,368,000","240,279,000","243,975,000","248,532,000","254,517,000","262,502,000","269,334,000","241,644,000","240,999,000","250,538,000","259,222,000","269,818,000"
			Goodwill,"180,475,000","180,516,000","180,516,000","180,942,000","182,693,000","182,687,000","182,725,000","182,797,000","180,590,000","158,725,000","150,781,000","150,926,000","150,650,000","152,085,000"
			OtherIntangibleAssets,"48,418,000","50,765,000","54,852,000","59,337,000","61,282,000","65,845,000","71,792,000","79,705,000","88,744,000","82,919,000","90,218,000","99,612,000","108,572,000","117,733,000"
		InvestmentProperties,,,,,,,,,,,"304,126,000",,,
		InvestmentsAndAdvances,"70,203,000","80,411,000","75,260,000","75,260,000","10,700,000","10,000,000","10,000,000","10,000,000","10,000,000","1,361,045,000","1,237,314,000","1,165,299,000","993,335,000","863,713,000"
			InvestmentinFinancialAssets,,,,,,,,"971,831,000","940,827,000","1,361,045,000","1,237,314,000","1,165,299,000","993,335,000","863,713,000"
				AvailableForSaleSecurities,,,,,,,,"971,831,000","940,827,000","1,361,045,000","1,237,314,000","1,165,299,000","993,335,000","863,713,000"
			OtherInvestments,"70,203,000","80,411,000","75,260,000","75,260,000","10,700,000","10,000,000","10,000,000","10,000,000","10,000,000","1,361,045,000","1,237,314,000","1,165,299,000","993,335,000","863,713,000"
		OtherNonCurrentAssets,"1,006,976,000","1,164,515,000","1,062,682,000","1,082,855,000","1,140,901,000","1,237,241,000","1,331,032,000","1,194,988,000","1,479,350,000","1,572,515,000","1,379,391,000","1,290,965,000","1,176,195,000","1,060,526,000"
TotalLiabilitiesNetMinorityInterest,"3,610,476,000","3,379,886,000","3,340,194,000","3,206,597,000","3,136,982,000","3,002,801,000","2,965,238,000","2,917,886,000","2,964,269,000","2,837,299,000","2,745,647,000","2,427,344,000","7,172,525,000","1,927,680,000"
	CurrentLiabilities,"2,577,183,000","2,463,576,000","2,399,878,000","2,291,452,000","2,220,849,000","2,074,471,000","2,045,175,000","1,979,564,000","2,551,140,000","2,451,365,000","2,380,789,000","2,125,816,000","1,752,063,000","1,897,222,000"
		PayablesAndAccruedExpenses,"1,036,745,000","1,045,812,000","1,011,586,000","920,172,000","854,788,000","805,122,000","740,514,000","706,863,000","1,243,067,000","760,963,000","916,979,000","825,978,000","741,403,000","1,086,949,000"
			Payables,"123,558,000","163,238,000","161,948,000","114,171,000","101,855,000","112,426,000","98,309,000","115,159,000","631,477,000","126,196,000","36,210,000","12,690,000","39,394,000","32,343,000"
