name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
				Depreciation,"471,016,000","120,393,000","117,803,000","120,330,000","112,490,000","114,449,000","112,782,000","108,152,000","112,928,000","113,700,000","119,838,000","108,152,000","113,722,000","114,611,000","114,817,000","112,990,000","111,501,000","113,432,000","103,803,000","100,573,000","102,315,000","99,592,000","98,246,000","98,360,000","93,530,000","75,390,000","74,722,000","75,482,000","76,224,000","74,791,000","76,681,000","76,759,000","76,404,000","74,713,000","72,178,000","70,764,000","69,819,000","70,095,000","70,350,000","70,493,000","69,606,000","70,149,000","73,295,000","70,618,000","67,259,000","79,466,000","77,630,000","77,288,000","75,322,000","76,430,000","73,562,000","72,403,000","70,054,000","67,552,000","64,251,000","65,325,000","63,647,000","61,396,000","60,785,000","55,915,000","54,187,000","51,768,000","48,233,000","47,721,000","46,536,000","45,255,000","1,004,000","41,685,000","40,806,000","40,479,000","39,613,000","39,403,000","38,014,000","34,917,000","-1,791,000","31,671,000","27,301,000","29,949,000","29,211,000","29,089,000","26,466,000","25,074,000","41,164,000","38,921,000","37,788,000","35,718,000",,,,,,,,,,,,,,
				AmortizationCashFlow,"243,927,000","63,222,000","72,022,000","151,433,000","-42,750,000","51,193,000","59,826,000","62,251,000","50,922,000","48,884,000","53,988,000","49,409,000","50,609,000","47,872,000","50,102,000","45,102,000","44,424,000","47,146,000","37,254,000","27,940,000","25,784,000","25,115,000","27,184,000","26,310,000","21,492,000","11,814,000","10,750,000","11,010,000","11,325,000","11,160,000","11,894,000","12,435,000","12,537,000","11,720,000","11,071,000","8,895,000","9,109,000","10,106,000",,,,,,,,,,"11,337,000","11,322,000","10,675,000",,,"9,903,000","9,968,000","10,423,000","10,846,000","10,451,000","9,381,000","9,071,000","8,454,000","7,560,000","6,915,000","7,395,000","6,900,000","5,971,000","5,825,000","-5,182,000","5,358,000","5,149,000","5,273,000","5,284,000","4,047,000","2,882,000","3,115,000","63,142,000","2,304,000","4,496,000","1,129,000","1,230,000","1,238,000","1,229,000","1,224,000","1,342,000","1,227,000","1,866,000","495,000",,,,,,,,,,,,,,
					AmortizationOfIntangibles,"243,927,000","63,222,000","72,022,000","151,433,000","-42,750,000","51,193,000","59,826,000","62,251,000","50,922,000","48,884,000","53,988,000","49,409,000","50,609,000","47,872,000","50,102,000","45,102,000","44,424,000","47,146,000","37,254,000","27,940,000","25,784,000","25,115,000","27,184,000","26,310,000","21,492,000","11,814,000","10,750,000","11,010,000","11,325,000","11,160,000","11,894,000","12,435,000","12,537,000","11,720,000","11,071,000","8,895,000","9,109,000","10,106,000",,,,,,,,,,"11,337,000","11,322,000","10,675,000",,,"9,903,000","9,968,000","10,423,000","10,846,000","10,451,000","9,381,000","9,071,000","8,454,000","7,560,000","6,915,000","7,395,000","6,900,000","5,971,000","5,825,000","-5,182,000","5,358,000","5,149,000","5,273,000","5,284,000","4,047,000","2,882,000","3,115,000","63,142,000","2,304,000","4,496,000","1,129,000","1,230,000","1,238,000","1,229,000","1,224,000","1,342,000","1,227,000","1,866,000","495,000",,,,,,,,,,,,,,
		DeferredTax,"24,876,000","-10,142,000","-7,630,000","5,434,000","37,214,000","-6,315,000","-9,912,000","-661,000","-2,306,000","-107,000","-3,267,000","-110,000","1,330,000","1,423,000","-9,946,000","-1,681,000","1,285,000","-387,000","-8,151,000","-18,683,000","-2,150,000","-7,386,000","-28,172,000","-12,294,000","-3,890,000","-6,012,000","2,844,000","-1,229,000","-5,815,000","-3,273,000","-12,379,000","-16,298,000","-219,796,000","-22,317,000","-160,759,000","40,734,000","23,596,000","-3,003,000","-33,947,000","-4,555,000","-28,885,000","-9,814,000","-10,706,000","11,719,000","7,015,000","-4,639,000","-692,000","33,681,000","10,631,000","-7,946,000","-12,833,000","27,131,000","-633,000","16,058,000","72,486,000","25,444,000","3,907,000","7,272,000","16,117,000","9,195,000","16,339,000","2,162,000","7,481,000","12,815,000","18,486,000","14,357,000","12,182,000","19,938,000","15,273,000","14,092,000","20,717,000","13,682,000","12,552,000","15,214,000","-25,050,000","10,986,000","13,702,000","16,050,000","12,106,000","10,664,000","13,019,000","10,300,000",,,"14,724,000","-6,428,000","-1,347,000","-10,651,000","9,901,000","10,447,000","5,500,000","1,600,000","1,000,000","900,000","700,000","1,600,000","800,000","200,000","0",
			DeferredIncomeTax,"24,876,000","-10,142,000","-7,630,000","5,434,000","37,214,000","-6,315,000","-9,912,000","-661,000","-2,306,000","-107,000","-3,267,000","-110,000","1,330,000","1,423,000","-9,946,000","-1,681,000","1,285,000","-387,000","-8,151,000","-18,683,000","-2,150,000","-7,386,000","-28,172,000","-12,294,000","-3,890,000","-6,012,000","2,844,000","-1,229,000","-5,815,000","-3,273,000","-12,379,000","-16,298,000","-219,796,000","-22,317,000","-160,759,000","40,734,000","23,596,000","-3,003,000","-33,947,000","-4,555,000","-28,885,000","-9,814,000","-10,706,000","11,719,000","7,015,000","-4,639,000","-692,000","33,681,000","10,631,000","-7,946,000","-12,833,000","27,131,000","-633,000","16,058,000","72,486,000","25,444,000","3,907,000","7,272,000","16,117,000","9,195,000","16,339,000","2,162,000","7,481,000","12,815,000","18,486,000","14,357,000","12,182,000","19,938,000","15,273,000","14,092,000","20,717,000","13,682,000","12,552,000","15,214,000","-25,050,000","10,986,000","13,702,000","16,050,000","12,106,000","10,664,000","13,019,000","10,300,000",,,"14,724,000","-6,428,000","-1,347,000","-10,651,000","9,901,000","10,447,000","5,500,000","1,600,000","1,000,000","900,000","700,000","1,600,000","800,000","200,000","0",
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,128,000","9,606,000","9,601,000","9,307,000","8,883,000","5,876,000","11,113,000",,,,,"10,441,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0","0","0","0","0","0","0","23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-6,500,000",,,,"28,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,678,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"61,389,000","11,341,000","14,149,000","13,200,000","22,699,000","10,953,000","2,056,000","8,946,000","20,145,000","6,527,000","7,514,000","7,120,000","12,501,000","8,519,000","7,815,000","7,279,000","8,689,000","7,384,000","7,166,000","7,761,000","8,543,000","6,549,000","7,106,000","5,957,000","9,028,000","6,885,000","6,649,000","6,159,000","7,921,000","6,856,000","6,495,000","8,671,000","7,317,000","7,141,000","7,338,000","9,423,000","7,883,000","5,710,000","9,561,000","4,682,000","6,317,000","9,800,000","4,808,000","4,403,000","3,006,000","5,033,000","4,819,000","4,750,000","6,082,000","4,727,000","4,716,000","4,851,000","4,877,000","4,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"8,711,000","6,249,000","-10,196,000","-90,667,000","103,325,000","6,390,000","2,266,000","-6,637,000","7,054,000","7,195,000","7,740,000","7,317,000","7,505,000","7,777,000","7,989,000","19,772,000","8,943,000","7,679,000","8,554,000","7,808,000","8,742,000","7,402,000","16,402,000","1,548,000","1,316,000","2,749,000","2,806,000","2,083,000","2,268,000","2,092,000","1,745,000","1,834,000","2,121,000","2,518,000","2,659,000","2,080,000","1,962,000","-274,000",,,,,,,,,"0",,,,,,,,"54,858,000","4,680,000","5,173,000","5,007,000","4,070,000","3,945,000","7,352,000","4,197,000","757,000","5,807,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-400,000",,,,,,"-100,000",,
		ChangeInWorkingCapital,"-213,443,000","-241,015,000","77,507,000","-177,432,000","127,497,000","-159,241,000","157,639,000","-32,487,000","101,970,000","-92,772,000","87,209,000","-34,696,000","62,139,000","-105,896,000","60,116,000","-16,597,000","57,432,000","-151,238,000","-17,865,000","-9,590,000","-8,136,000","-66,360,000","-44,075,000","59,551,000","-12,525,000","-63,764,000","73,627,000","-19,390,000","37,785,000","-135,427,000","45,272,000","-24,073,000","-1,622,000","-52,629,000","171,773,000","-63,215,000","-59,613,000","-8,079,000","38,900,000","-52,584,000","32,049,000","-61,449,000","68,061,000","4,061,000","-33,645,000","-37,336,000","28,250,000","-49,093,000","-13,284,000","5,028,000","42,489,000","25,380,000","-17,181,000","-19,449,000","-5,064,000","24,780,000","-1,968,000","-44,692,000","29,568,000","-11,992,000","-16,291,000","-325,000","1,787,000","9,382,000","7,124,000","-30,218,000","2,061,000","-10,888,000","33,627,000","-22,767,000","-1,161,000","-3,237,000","6,752,000","-34,448,000","14,767,000","-20,708,000","29,651,000","-28,328,000","30,391,000","12,062,000","-11,394,000","-3,485,000","12,360,000","13,521,000","-6,034,000","-20,889,000","9,100,000","3,959,000","21,108,000","-16,722,000","-8,300,000","-8,000,000","1,900,000","-7,900,000","2,800,000","-800,000","4,500,000","-6,700,000","9,400,000","-5,600,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,"-10,590,000","-29,726,000","-32,603,000","-18,353,000","-8,971,000","-16,210,000","-8,742,000","9,897,000","-8,151,000","6,888,000","6,153,000","1,506,000","3,437,000","9,474,000","3,225,000","-3,377,000","-9,209,000","4,686,000","-16,622,000","-13,635,000","-7,610,000","4,415,000","2,082,000","-15,630,000","-8,831,000","-3,646,000","18,713,000","-9,833,000","-26,033,000","14,968,000","547,000","-2,547,000","7,976,000","13,089,000","9,527,000","-16,950,000","-27,087,000","24,349,000","-10,107,000","-15,921,000","-24,255,000","13,874,000","-27,735,000","-14,894,000","-4,895,000","-14,161,000","-15,878,000","-14,107,000","-9,721,000","26,050,000","-24,192,000","2,240,000","-20,102,000","4,015,000","-15,576,000","-16,429,000","-20,030,000","-797,000","-4,330,000","9,454,000","-20,004,000","16,826,000","1,827,000","-7,067,000","-14,133,000","6,247,000","-11,231,000","-9,634,000","-9,558,000","328,000","-9,392,000","-7,885,000","1,068,000","-13,000,000","-6,100,000","-200,000","-3,700,000","-600,000","-3,300,000","-2,500,000","-4,300,000","2,300,000","-2,800,000"
				ChangesInAccountReceivables,,,,,,,,,,,,,,,,,,"-10,590,000","-29,726,000","-32,603,000","-18,353,000","-8,971,000","-16,210,000","-8,742,000","9,897,000","-8,151,000","6,888,000","6,153,000","1,506,000","3,437,000","9,474,000","3,225,000","-3,377,000","-9,209,000","4,686,000","-16,622,000","-13,635,000","-7,610,000","4,415,000","2,082,000","-15,630,000","-8,831,000","-3,646,000","18,713,000","-9,833,000","-26,033,000","14,968,000","547,000","-2,547,000","7,976,000","13,089,000","9,527,000","-16,950,000","-27,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","300,000","0",,,"100,000","-100,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,"-56,937,000","-17,071,000","15,545,000","1,071,000","-24,826,000","-33,632,000","40,378,000","-71,317,000","30,297,000","2,484,000","-1,305,000","2,028,000","1,964,000","23,632,000","14,408,000","-20,540,000","31,441,000","108,903,000","-45,867,000","-46,446,000","31,712,000","-39,927,000","-42,416,000","37,573,000","-13,630,000","9,391,000","5,874,000","-22,766,000","12,800,000","-163,000","-16,236,000","16,059,000","-6,434,000","-18,479,000","-604,000","5,800,000","-8,361,000","-8,327,000","-5,568,000","6,675,000","1,297,000","-19,740,000","3,944,000","4,177,000","-354,000","-4,965,000","3,765,000","-4,895,000","-6,222,000","4,058,000","-2,387,000","7,421,000","-9,086,000","-8,147,000","5,288,000","-7,391,000","2,788,000","-22,256,000","-4,428,000","3,572,000","5,954,000","-15,427,000","4,593,000","3,037,000","1,268,000","2,640,000","-5,044,000","4,696,000","-7,375,000",,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,,,,,,,,,,,,,,,,,,"-77,705,000","21,324,000","-25,090,000","33,828,000","-30,243,000","425,000","31,349,000","55,559,000","-86,428,000","70,063,000","-25,605,000","35,547,000","-139,457,000","19,852,000","-43,340,000","23,215,000","-84,284,000","54,465,000","-4,567,000","-1,881,000","-30,269,000","76,228,000","-12,993,000","10,116,000","-39,062,000","63,364,000","-18,741,000","3,235,000","-25,160,000","11,831,000","-31,958,000","-30,452,000","-5,818,000","41,087,000","13,412,000","-7,810,000","10,436,000","9,104,000","-7,218,000","-5,821,000","-17,731,000","20,354,000","1,068,000","-1,074,000","-6,135,000","2,146,000","2,233,000","18,245,000","-13,616,000","-7,217,000","924,000","10,005,000","-2,733,000","4,647,000","10,198,000","2,596,000","-5,075,000","19,070,000","-3,387,000","874,000","-4,003,000","15,647,000","3,351,000","-12,366,000","5,170,000","4,107,000","10,582,000","2,495,000","-4,630,000","3,065,000","10,929,000","-2,455,000","-12,092,000","4,000,000","2,600,000","-1,900,000","-2,700,000","1,100,000","4,700,000","-1,200,000","-2,100,000","3,600,000","0"
				ChangeInPayable,,,,,,,,,,,,,,,,,,"-1,381,000","18,905,000","21,953,000","-11,829,000","5,869,000","-11,639,000","304,000","-8,443,000","-30,934,000","41,994,000","-1,158,000","-4,824,000","-17,995,000","44,177,000","-10,682,000","-9,557,000","-7,068,000","4,996,000","12,334,000","-21,394,000","28,232,000","11,912,000","-8,575,000","-1,610,000","-2,433,000","6,194,000","-1,529,000","10,164,000","-7,760,000","1,758,000","14,459,000","-6,276,000","-15,693,000","13,924,000","11,589,000","-4,716,000","-12,486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,"-1,381,000","18,905,000","21,953,000","-11,829,000","5,869,000","-11,639,000","304,000","-8,443,000","-30,934,000","41,994,000","-1,158,000","-4,824,000","-17,995,000","44,177,000","-10,682,000","-9,557,000","-7,068,000","4,996,000","12,334,000","-21,394,000","28,232,000","11,912,000","-8,575,000","-1,610,000","-2,433,000","6,194,000","-1,529,000","10,164,000","-7,760,000","1,758,000","14,459,000","-6,276,000","-15,693,000","13,924,000","11,589,000","-4,716,000","-12,486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,"-76,324,000","2,419,000","-47,043,000","45,657,000","-36,112,000","12,064,000","31,045,000","64,002,000","-55,494,000","28,069,000","-24,447,000","40,371,000","-121,462,000","-24,325,000","-32,658,000","32,772,000","-77,216,000","49,469,000","-16,901,000","19,513,000","-58,501,000","64,316,000","-4,418,000","11,726,000","-36,629,000","57,170,000","-17,212,000","-6,929,000","-17,400,000","10,073,000","-46,417,000","-24,176,000","9,875,000","27,163,000","1,823,000","-3,094,000","22,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
