name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
OperatingCashFlow,"275,576,000","83,002,000","83,564,000","53,866,000","55,144,000","38,300,000","26,786,000","47,632,000","8,542,000","48,542,000","40,509,000","30,455,000","48,233,000","7,051,000","5,824,000","43,126,000","36,663,000","16,766,000","26,767,000","12,506,000","7,312,000","4,366,000","-23,000","13,866,000","3,061,000","-15,192,000","-14,745,000","14,666,000","11,145,000","-21,506,000","3,580,000","2,644,000","1,376,000","848,000","1,329,000","2,888,000","1,885,000","1,464,000","560,000","-42,000","5,536,000","-2,453,000","1,318,000","877,000","212,000","663,000","556,000","1,193,000","69,000","722,000","1,414,000","461,000","-1,472,000","1,493,000","1,998,000","853,000","960,000","1,127,000","940,000","582,000","839,000","1,135,000","913,000","1,396,000","903,000","412,000","755,000","943,000","1,501,000","-14,000","538,000","551,000","-40,000","-8,000","652,000","205,000","220,000","273,000","-198,000","577,000","12,000","117,000","-80,000","352,000","375,000","416,000","106,000","163,000","212,000","300,000","0","100,000"
	CashFlowFromContinuingOperatingActivities,"275,576,000","83,002,000","83,564,000","53,866,000","55,144,000","38,300,000","26,786,000","47,632,000","8,542,000","48,542,000","40,509,000","30,455,000","48,233,000","7,051,000","5,824,000","43,126,000","36,663,000","16,766,000","26,767,000","12,506,000","7,312,000","4,366,000","-23,000","13,866,000","3,061,000","-15,192,000","-14,745,000","14,666,000","11,145,000","-21,506,000","3,580,000","2,644,000","1,376,000","848,000","1,329,000","2,888,000","1,885,000","1,464,000","560,000","-42,000","5,536,000","-2,453,000","1,318,000","877,000","212,000","663,000","556,000","1,193,000","69,000","722,000","1,414,000","461,000","-1,472,000","1,493,000","1,998,000","853,000","960,000","1,127,000","940,000","582,000","839,000","1,135,000","913,000","1,396,000","903,000","412,000","755,000","943,000","1,501,000","-14,000","538,000","551,000","-40,000","-8,000","652,000","205,000","220,000","273,000","-198,000","577,000","12,000","117,000","-80,000","352,000","375,000","416,000","106,000","163,000","212,000","300,000","0","100,000"
		NetIncomeFromContinuingOperations,"20,185,000","-51,877,000","69,055,000","18,838,000","-15,831,000","-10,556,000","-18,381,000","-11,858,000","-35,909,000","36,714,000","-5,640,000","26,127,000","19,536,000","-38,443,000","80,986,000","564,000","1,472,000","12,191,000","5,497,000","4,008,000","-54,967,000","729,000","-33,048,000","-3,900,000","-11,172,000","-6,421,000","-116,511,000","1,718,000","-748,000","-1,114,000","1,114,000","997,000","1,089,000","933,000","1,224,000","693,000","654,000",,,,,"1,152,000","728,000","665,000",,"74,000","724,000","378,000","212,000","296,000","271,000","249,000","-178,000","-1,570,000","946,000","1,380,000","234,000","562,000","555,000","412,000","725,000","278,000","780,000","717,000","822,000","802,000","644,000","547,000","603,000","491,000","400,000","351,000","199,000","161,000","181,000","715,000","216,000","9,000","112,000","97,000","52,000","-91,000","46,000","130,000","277,000","274,000","204,000","109,000","153,000","0",,
		OperatingGainsLosses,"234,078,000","151,458,000","-829,000","32,736,000","50,713,000","33,263,000","13,160,000","6,040,000","20,685,000","-99,988,000","20,643,000","-18,606,000","-9,295,000","48,019,000","-91,864,000","13,385,000","10,787,000","4,826,000","6,866,000","1,506,000","-5,031,000","-4,460,000","4,121,000","-3,751,000","5,034,000","1,226,000","269,000","-3,412,000","581,000","820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000",,,,,,"1,000",,"4,000","11,000","14,000","33,000","14,000","-27,000","50,000","-17,000","21,000","17,000","-546,000",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-900,000","-22,000","-24,000","-392,000","-462,000","0","-6,000","0","6,000","-204,000","-3,668,000","120,000","201,000","125,000","2,689,000","-4,096,000","-63,000","-449,000","-5,257,000","-2,157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"234,978,000","151,480,000","-805,000","33,128,000","51,175,000","33,263,000","13,166,000","6,040,000","20,679,000","-99,784,000","24,311,000","-18,726,000","-9,496,000","47,894,000","-94,553,000","17,481,000","10,850,000","5,275,000","12,123,000","3,663,000","-3,340,000","-4,460,000","4,121,000","-3,743,000","5,034,000","1,226,000","219,000","-3,425,000","2,261,000","820,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"116,286,000","34,326,000","28,874,000","27,059,000","26,027,000","24,407,000","20,318,000","28,538,000","22,902,000","24,656,000","26,962,000","14,079,000","14,197,000","14,005,000","14,206,000","12,842,000","10,812,000","9,708,000","8,657,000","10,330,000","10,039,000","7,889,000","9,685,000","5,149,000","5,598,000","5,505,000","8,523,000","8,107,000","8,674,000","5,924,000","1,185,000","1,145,000","1,079,000","1,036,000","980,000","786,000","685,000","577,000","461,000","294,000","328,000","363,000","229,000","196,000","323,000","274,000","309,000","259,000","269,000","378,000","336,000","238,000","248,000","558,000","197,000","221,000","154,000","175,000","179,000","177,000","190,000","145,000","153,000","152,000","143,000","112,000","101,000","194,000","192,000","134,000","164,000","13,000","135,000","63,000","58,000","60,000","58,000","70,000","68,000","60,000","54,000","52,000","73,000","56,000","35,000","51,000","49,000","50,000","-1,000","100,000","0","100,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,145,000","1,079,000","1,036,000","980,000","786,000","685,000","577,000","461,000","294,000","328,000","363,000","229,000","196,000",,,"309,000","259,000","269,000","378,000","336,000","238,000","248,000","558,000","197,000","221,000","154,000","175,000","179,000","177,000","190,000","145,000","153,000","152,000","143,000","112,000","101,000","194,000","192,000","134,000","164,000","13,000","135,000","63,000","58,000","60,000","58,000","70,000","68,000","60,000","54,000","52,000","73,000","56,000","35,000","51,000","49,000","50,000","-1,000","100,000","0","100,000"
		DeferredTax,"840,000","-1,327,000","2,202,000","451,000","-486,000","-308,000","-769,000","130,000","-1,110,000","1,092,000","937,000","575,000","613,000","-460,000","2,351,000","173,000","-303,000","249,000","-6,342,000","-94,000","-9,914,000","-38,000","141,000","387,000","0","0","-26,464,000","802,000","-286,000","-585,000","207,000","211,000","688,000","324,000","362,000","141,000","79,000","87,000","78,000","-4,000","-282,000","469,000","42,000","183,000","-10,000","308,000","-197,000","1,000","-153,000","102,000","-21,000","48,000","-265,000","-858,000","150,000","415,000","552,000","354,000","240,000","165,000","-198,000","166,000","313,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"840,000","-1,327,000","2,202,000","451,000","-486,000","-308,000","-769,000","130,000","-1,110,000","1,092,000","937,000","575,000","613,000","-460,000","2,351,000","173,000","-303,000","249,000","-6,342,000","-94,000","-9,914,000","-38,000","141,000","387,000","0","0","-26,464,000","802,000","-286,000","-585,000","207,000","211,000","688,000","324,000","362,000","141,000","79,000","87,000","78,000","-4,000","-282,000","469,000","42,000","183,000","-10,000","308,000","-197,000","1,000","-153,000","102,000","-21,000","48,000","-265,000","-858,000","150,000","415,000","552,000","354,000","240,000","165,000","-198,000","166,000","313,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
