name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,06/30/2003,03/31/2003
TotalRevenue,"1,158,501,000","290,762,000","302,075,000","270,836,000","294,828,000","271,249,000","291,807,000","295,282,000","203,612,000","259,881,000","310,354,000","290,835,000","292,105,000","274,776,000","288,327,000","271,301,000","281,564,000","260,522,000","271,652,000","247,431,000","260,573,000","249,864,000","271,109,000","239,649,000","236,210,000","215,104,000","215,282,000","200,538,000","202,910,000","192,383,000","204,325,000","189,918,000","190,677,000","177,496,000","190,815,000","169,156,000","165,698,000","159,504,000","165,754,000","148,391,000","154,419,000","151,691,000","150,194,000","132,880,000","132,966,000","124,466,000","129,304,000","120,262,000","119,584,000","109,087,000","106,935,000","94,916,000","88,481,000","80,008,000","74,581,000","66,915,000","57,417,000","51,184,000","46,930,000","38,522,000","35,618,000","33,220,000","30,488,000","25,194,000","22,724,000","19,685,000","18,555,000","15,134,000","15,036,000","13,064,000","11,822,000","10,184,000","8,809,000","7,588,000","5,495,000","4,450,000"
	OperatingRevenue,"1,158,501,000","290,762,000","302,075,000","270,836,000","294,828,000","271,249,000","291,807,000","295,282,000","203,612,000","259,881,000","310,354,000","290,835,000","292,105,000","274,776,000","288,327,000","271,301,000","281,564,000","260,522,000","271,652,000","247,431,000","260,573,000","249,864,000","271,109,000","239,649,000","236,210,000","215,104,000","215,282,000","200,538,000","202,910,000","192,383,000","204,325,000","189,918,000","190,677,000","177,496,000","190,815,000","169,156,000","165,698,000","159,504,000","165,754,000","148,391,000","154,419,000","151,691,000","150,194,000","132,880,000","132,966,000","124,466,000","129,304,000","120,262,000","119,584,000","109,087,000","106,935,000","94,916,000","88,481,000","80,008,000","74,581,000","66,915,000","57,417,000","51,184,000","46,930,000","38,522,000","35,618,000","33,220,000","30,488,000","25,194,000","22,724,000","19,685,000","18,555,000","15,134,000","15,036,000","13,064,000","11,822,000","10,184,000","8,809,000","7,588,000","5,495,000","4,450,000"
CostOfRevenue,"329,564,000","79,097,000","83,535,000","88,652,000","78,280,000","71,811,000","84,628,000","84,633,000","80,505,000","71,865,000","83,256,000","77,028,000","77,579,000","74,494,000","86,129,000","74,160,000","77,056,000","73,814,000","75,391,000","65,583,000","66,421,000","61,613,000","66,926,000","59,196,000","59,745,000","54,226,000","51,233,000","49,167,000","48,415,000","45,664,000","46,509,000","47,719,000","44,836,000","43,294,000","49,353,000","43,291,000","48,744,000","39,096,000","42,196,000","37,746,000","36,534,000","36,933,000","37,062,000","26,015,000","25,508,000","23,526,000","23,102,000","21,580,000","21,014,000","19,443,000","11,209,000","18,417,000","16,710,000","14,774,000","13,456,000","12,195,000","9,571,000","9,095,000","8,040,000","6,925,000","6,710,000","5,707,000","5,156,000","4,905,000","5,087,000","3,880,000","3,285,000","3,302,000","3,178,000","2,627,000","2,919,000","2,624,000","2,481,000","2,204,000","1,624,000","1,634,000"
GrossProfit,"828,937,000","211,665,000","218,540,000","182,184,000","216,548,000","199,438,000","207,179,000","210,649,000","123,107,000","188,016,000","227,098,000","213,807,000","214,526,000","200,282,000","202,198,000","197,141,000","204,508,000","186,708,000","196,261,000","181,848,000","194,152,000","188,251,000","204,183,000","180,453,000","176,465,000","160,878,000","164,049,000","151,371,000","154,495,000","146,719,000","157,816,000","142,199,000","145,841,000","134,202,000","141,462,000","125,865,000","116,954,000","120,408,000","123,558,000","110,645,000","117,885,000","114,758,000","113,132,000","106,865,000","107,458,000","100,940,000","106,202,000","98,682,000","98,570,000","89,644,000","95,726,000","76,499,000","71,771,000","65,234,000","61,125,000","54,720,000","47,846,000","42,089,000","38,890,000","31,597,000","28,908,000","27,513,000","25,332,000","20,289,000","17,637,000","15,805,000","15,270,000","11,832,000","11,858,000","10,437,000","8,903,000","7,560,000","6,328,000","5,384,000","3,871,000","2,816,000"
OperatingExpense,"775,176,000","196,671,000","199,990,000","184,266,000","194,249,000","181,515,000","178,607,000","180,490,000","158,525,000","161,137,000","192,073,000","183,626,000","182,683,000","176,276,000","172,563,000","168,814,000","173,142,000","173,682,000","160,220,000","150,150,000","163,030,000","164,977,000","167,485,000","155,840,000","156,961,000","148,695,000","133,818,000","123,650,000","127,073,000","128,356,000","133,254,000","125,885,000","130,510,000","131,557,000","126,439,000","114,307,000","116,897,000","113,956,000","109,711,000","98,066,000","104,853,000","107,512,000","104,684,000","97,078,000","95,976,000","96,331,000","94,868,000","89,144,000","90,286,000","86,710,000","91,475,000","70,415,000","67,349,000","68,674,000","56,993,000","60,953,000","48,525,000","46,293,000","41,234,000","35,182,000","33,952,000","33,792,000","29,527,000","31,193,000","37,944,000","25,009,000","19,674,000","17,675,000","16,313,000","14,332,000","11,935,000","10,565,000","10,783,000","9,531,000","1,355,000","1,490,000"
	SellingGeneralAndAdministration,"624,412,000","160,281,000","160,678,000","146,056,000","157,397,000","145,954,000","144,260,000","146,260,000","126,444,000","130,231,000","160,365,000","152,887,000","152,853,000","145,076,000","142,201,000","141,211,000","145,658,000","146,766,000","134,502,000","125,800,000","139,109,000","140,502,000","142,413,000","131,886,000","134,487,000","130,195,000","121,733,000","111,384,000","115,317,000","116,096,000","120,828,000","113,746,000","116,970,000","118,104,000","113,821,000","102,085,000","104,272,000","99,886,000","98,747,000","87,052,000","92,346,000","94,271,000","92,732,000","85,482,000","84,323,000","84,220,000","82,018,000","77,717,000","77,726,000","74,661,000","78,606,000","59,761,000","58,149,000","58,481,000","50,847,000","54,557,000","42,099,000","39,317,000","34,567,000","28,945,000","28,027,000","28,040,000","25,285,000","25,739,000","33,770,000","21,132,000","16,799,000","14,777,000","13,859,000","12,173,000","9,833,000","8,401,000","8,654,000","7,568,000",,
	ResearchAndDevelopment,"93,760,000","23,358,000","25,233,000","23,405,000","21,764,000","22,224,000","21,771,000","20,404,000","19,406,000","18,257,000","19,109,000","18,143,000","17,553,000","17,575,000","17,094,000","15,254,000","14,856,000","14,491,000","12,719,000","12,720,000","12,572,000","12,414,000","12,983,000","12,516,000","11,871,000","10,629,000","8,606,000","9,199,000","8,782,000","9,264,000","9,396,000","9,068,000","10,067,000","9,455,000","7,555,000","7,248,000","7,712,000","9,694,000","7,364,000","7,933,000","9,604,000","10,395,000","9,584,000","10,092,000","10,258,000","10,769,000","11,490,000","10,085,000","11,205,000","10,699,000","7,534,000","10,654,000","9,200,000","10,193,000","6,146,000","6,396,000","6,426,000","6,976,000","6,667,000","6,237,000","5,925,000","5,752,000","4,242,000","5,454,000","4,174,000","3,877,000","2,875,000","2,898,000","2,454,000","2,159,000","2,102,000","2,164,000","2,129,000","1,963,000","1,355,000","1,490,000"
	DepreciationAmortizationDepletionIncomeStatement,"57,004,000","13,032,000","14,079,000","14,805,000","15,088,000","13,337,000","12,576,000","13,826,000","12,675,000","12,649,000","12,599,000","12,596,000","12,277,000","13,625,000","13,268,000","12,349,000","12,628,000","12,425,000","12,999,000","11,630,000","11,349,000","12,061,000","12,089,000","11,438,000","10,603,000","7,871,000","3,479,000","3,067,000","2,974,000","2,996,000","3,030,000","3,071,000","3,473,000","3,998,000","5,063,000","4,974,000","4,913,000","4,376,000","3,600,000","3,081,000","2,903,000","2,846,000","2,368,000","1,504,000","1,395,000","1,342,000","1,360,000","1,342,000","1,355,000","1,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"57,004,000","13,032,000","14,079,000","14,805,000","15,088,000","13,337,000","12,576,000","13,826,000","12,675,000","12,649,000","12,599,000","12,596,000","12,277,000","13,625,000","13,268,000","12,349,000","12,628,000","12,425,000","12,999,000","11,630,000","11,349,000","12,061,000","12,089,000","11,438,000","10,603,000","7,871,000","3,479,000","3,067,000","2,974,000","2,996,000","3,030,000","3,071,000","3,473,000","3,998,000","5,063,000","4,974,000","4,913,000","4,376,000","3,600,000","3,081,000","2,903,000","2,846,000","2,368,000","1,504,000","1,395,000","1,342,000","1,360,000","1,342,000","1,355,000","1,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"57,004,000","13,032,000","14,079,000","14,805,000","15,088,000","13,337,000","12,576,000","13,826,000","12,675,000","12,649,000","12,599,000","12,596,000","12,277,000","13,625,000","13,268,000","12,349,000","12,628,000","12,425,000","12,999,000","11,630,000","11,349,000","12,061,000","12,089,000","11,438,000","10,603,000","7,871,000","3,479,000","3,067,000","2,974,000","2,996,000","3,030,000","3,071,000","3,473,000","3,998,000","5,063,000","4,974,000","4,913,000","4,376,000","3,600,000","3,081,000","2,903,000","2,846,000","2,368,000","1,504,000","1,395,000","1,342,000","1,360,000","1,342,000","1,355,000","1,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,
