name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,06/30/2006,03/31/2006
				Depreciation,"29,123,000","7,219,000","7,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"22,634,000","-1,942,000","19,714,000","5,382,000","-520,000","4,502,000","14,084,000","-2,372,000","7,000","2,105,000","4,118,000","-2,194,000","-5,829,000","-6,598,000","-2,890,000","485,000","-1,138,000","-438,000","150,169,000","4,576,000","-5,063,000","-1,362,000","12,552,000","-1,551,000","-1,136,000","178,000","-707,000","-12,477,000","3,162,000","6,395,000","-1,669,000","5,101,000","3,558,000","7,325,000","18,450,000","5,241,000","1,248,000","-4,881,000","-6,858,000","-4,111,000","91,000","2,911,000","1,510,000","6,611,000","-207,000","3,112,000","456,000","-99,000","-247,000","2,789,000","10,991,000","-178,000","-1,436,000","-3,526,000","-1,609,000","1,292,000","-2,543,000","79,000","636,000","-1,012,000",,,,
			DeferredIncomeTax,"22,634,000","-1,942,000","19,714,000","5,382,000","-520,000","4,502,000","14,084,000","-2,372,000","7,000","2,105,000","4,118,000","-2,194,000","-5,829,000","-6,598,000","-2,890,000","485,000","-1,138,000","-438,000","150,169,000","4,576,000","-5,063,000","-1,362,000","12,552,000","-1,551,000","-1,136,000","178,000","-707,000","-12,477,000","3,162,000","6,395,000","-1,669,000","5,101,000","3,558,000","7,325,000","18,450,000","5,241,000","1,248,000","-4,881,000","-6,858,000","-4,111,000","91,000","2,911,000","1,510,000","6,611,000","-207,000","3,112,000","456,000","-99,000","-247,000","2,789,000","10,991,000","-178,000","-1,436,000","-3,526,000","-1,609,000","1,292,000","-2,543,000","79,000","636,000","-1,012,000",,,,
		AssetImpairmentCharge,,,,,,,,,,,,"819,000","397,000","1,353,000","0","0","597,000","1,025,000","0","0","22,296,000","351,000","8,100,000","1,412,000","554,000","0","500,000","29,073,000","0","141,000","-555,000","866,000","788,000","-72,000","1,682,000","100,000","136,000","181,000","1,237,000","0","113,000","453,000","605,000","453,000","500,000","0","-136,000","630,000","6,000","508,000","115,000","329,000","0","0","145,000","0","1,000","50,000","70,000","0","298,000","23,000","0","0"
		StockBasedCompensation,"445,523,000","117,524,000","113,006,000","107,018,000","107,975,000","94,211,000","96,293,000","94,177,000","99,058,000","77,910,000","81,919,000","86,136,000","95,335,000","96,951,000","84,649,000","67,633,000","73,599,000","67,626,000","67,174,000","63,857,000","70,554,000","28,683,000","80,483,000","53,464,000","57,478,000","66,870,000","52,359,000","49,035,000","49,284,000","56,855,000","28,914,000","25,217,000","29,770,000","27,870,000","29,295,000","28,511,000","31,492,000","32,310,000","28,682,000","28,768,000","28,515,000","29,667,000","26,268,000","19,364,000","29,840,000","18,781,000","14,257,000","13,249,000","13,571,000","14,837,000","18,554,000","11,178,000","23,159,000","6,627,000","8,326,000","7,888,000","7,024,000","6,142,000",,,,"2,558,000",,"0"
		OtherNonCashItems,"40,797,000","10,094,000","10,393,000","10,057,000","10,253,000","10,058,000","10,062,000","10,280,000","9,219,000","9,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,722,000","863,000","3,352,000","6,109,000","7,507,000","4,827,000","-60,115,000","14,940,000","6,000","-7,000"
		ChangeInWorkingCapital,"-179,617,000","-799,360,000","367,787,000","86,475,000","165,481,000","-602,190,000","290,260,000","14,844,000","113,631,000","-334,742,000","181,920,000","68,040,000","78,375,000","-592,151,000","246,389,000","3,296,000","47,455,000","-224,752,000","39,063,000","35,817,000","111,236,000","-207,856,000","6,569,000","126,930,000","27,968,000","-201,529,000","123,346,000","15,183,000","50,806,000","-161,865,000","57,610,000","40,572,000","39,555,000","-176,993,000","14,426,000","68,118,000","22,260,000","-128,045,000","60,794,000","7,933,000","46,282,000","-120,666,000","3,935,000","69,184,000","10,585,000","-68,649,000","-4,847,000","16,526,000","22,960,000","-73,913,000","34,186,000","2,852,000","31,374,000","-59,353,000","10,999,000","17,514,000","29,514,000","-73,783,000","-1,110,000","34,989,000","20,062,000","8,952,000","-788,000","-15,287,000"
			ChangeInReceivables,"37,308,000","37,690,000","43,437,000","-76,227,000","32,408,000","14,788,000","-80,277,000","26,924,000","-66,055,000","39,665,000","5,105,000","7,253,000","39,873,000","-45,540,000","-79,586,000","37,870,000","-55,078,000","-41,011,000","23,611,000","-26,248,000","20,171,000","27,398,000","-83,702,000","39,877,000","-44,849,000","30,086,000","-18,104,000","-42,088,000","4,116,000","5,697,000","-30,256,000","-10,165,000","-9,520,000","-7,871,000","-26,236,000","56,984,000","-39,587,000","5,757,000","-16,743,000","-16,491,000","1,918,000","-3,168,000","12,705,000","20,235,000","-21,379,000","-13,087,000","-11,510,000","-4,248,000","7,957,000","-9,251,000","18,489,000","-24,447,000","19,501,000","-14,707,000","-1,811,000","3,763,000","-3,719,000","27,439,000","-32,839,000","9,167,000","19,565,000","8,760,000","-1,372,000","-4,299,000"
				ChangesInAccountReceivables,"37,993,000","36,230,000","47,150,000","-73,760,000","28,373,000","14,265,000","-82,610,000","29,815,000","-67,787,000","42,009,000","6,808,000","8,233,000","37,394,000","-47,194,000","-79,615,000","40,673,000","-54,711,000","-37,303,000","23,697,000","-25,165,000","18,173,000","30,415,000","-87,936,000","41,204,000","-47,019,000","29,229,000","-15,699,000","-40,361,000","2,701,000","6,917,000","-26,583,000","-7,414,000","-11,334,000","-5,835,000","-26,712,000","57,082,000","-39,745,000","10,835,000","-17,116,000","-17,499,000","1,268,000","-3,764,000","13,615,000","20,914,000","-20,766,000","-11,014,000","-13,552,000","-4,648,000","7,039,000","-7,661,000","17,932,000","-24,152,000","21,218,000","-14,154,000","-2,225,000","3,928,000","-5,408,000","27,652,000","-32,942,000","10,219,000","11,031,000","18,716,000","-988,000","-3,610,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"654,000","-1,459,000","-109,000","-968,000","-393,000"
			ChangeInPayablesAndAccruedExpense,"18,778,000","24,172,000","1,817,000","-14,870,000","7,659,000","11,596,000","14,206,000","-17,007,000","10,718,000","-4,747,000","391,000","-15,835,000","4,601,000","-20,722,000","28,869,000","-11,683,000","4,676,000","4,120,000","11,613,000","-9,403,000","3,581,000","-12,274,000","-2,354,000","8,815,000","6,341,000","-20,787,000","18,990,000","1,435,000","1,674,000","9,873,000","485,000","-2,922,000","12,956,000","-9,539,000","-703,000","-5,479,000","8,612,000","-13,312,000","16,190,000","175,000","-2,833,000","-1,801,000","-4,881,000","-2,004,000","-389,000","-71,000","-7,917,000","3,364,000","-818,000","4,204,000","-9,554,000","3,731,000","2,346,000","-35,000","-3,991,000","-2,779,000","514,000","-3,540,000","1,298,000","433,000","-6,862,000","3,954,000","3,394,000","-4,029,000"
				ChangeInPayable,"18,778,000","24,172,000","1,817,000","-14,870,000","7,659,000","11,596,000","14,206,000","-17,007,000","10,718,000","-4,747,000","391,000","-15,835,000","4,601,000","-20,722,000","28,869,000","-11,683,000","4,676,000","4,120,000","11,613,000","-9,403,000","3,581,000","-12,274,000","-2,354,000","8,815,000","6,341,000","-20,787,000","18,990,000","1,435,000","1,674,000","9,873,000","485,000","-2,922,000","12,956,000","-9,539,000","-703,000","-5,479,000","8,612,000","-13,312,000","16,190,000","175,000","-2,833,000","-1,801,000","-4,881,000","-2,004,000","-389,000","-71,000","-7,917,000","3,364,000","-818,000","4,204,000","-9,554,000","3,731,000","2,346,000","-35,000","-3,991,000","-2,779,000","514,000","-3,540,000","1,298,000","433,000","-6,862,000","3,954,000","3,394,000","-4,029,000"
					ChangeInTaxPayable,"14,709,000","-4,462,000","19,139,000","-2,968,000","3,000,000","-13,537,000","13,071,000","-1,505,000","3,209,000","-2,829,000","2,647,000","-3,166,000","2,904,000","-32,606,000","27,366,000","-142,000","863,000","-11,988,000","7,622,000","-205,000","407,000","-18,673,000","-2,522,000","17,439,000","1,432,000","-12,723,000","16,181,000","1,221,000","955,000","-507,000","1,495,000","-3,670,000","2,046,000","-2,521,000","-3,151,000","-561,000","2,314,000","-14,193,000","14,580,000","1,084,000","-326,000","-1,644,000","508,000","124,000","343,000","-2,752,000","137,000","243,000","-713,000","713,000","-5,948,000","2,075,000","1,061,000","479,000","-2,387,000","-3,818,000","2,992,000","156,000","-744,000","-568,000","-4,070,000","3,504,000","-244,000","-520,000"
						ChangeInIncomeTaxPayable,"14,709,000","-4,462,000","19,139,000","-2,968,000","3,000,000","-13,537,000","13,071,000","-1,505,000","3,209,000","-2,829,000","2,647,000","-3,166,000","2,904,000","-32,606,000","27,366,000","-142,000","863,000","-11,988,000","7,622,000","-205,000","407,000","-18,673,000","-2,522,000","17,439,000","1,432,000","-12,723,000","16,181,000","1,221,000","955,000","-507,000","1,495,000","-3,670,000","2,046,000","-2,521,000","-3,151,000","-561,000","2,314,000","-14,193,000","14,580,000","1,084,000","-326,000","-1,644,000","508,000","124,000","343,000","-2,752,000","137,000","243,000","-713,000","713,000","-5,948,000","2,075,000","1,061,000","479,000","-2,387,000","-3,818,000","2,992,000","156,000","-744,000","-568,000","-4,070,000","3,504,000","-244,000","-520,000"
					ChangeInAccountPayable,"-7,521,000","373,000","-14,311,000","2,813,000","3,604,000","2,397,000","-1,079,000","221,000","6,132,000","-6,070,000","-4,804,000","4,235,000","1,081,000","-1,257,000","117,000","-1,127,000","4,038,000","2,468,000","1,245,000","1,438,000","1,162,000","-2,696,000","-890,000","-2,387,000","5,011,000","-11,764,000","4,202,000","2,179,000","-1,391,000","428,000","-5,407,000","4,140,000","9,633,000","-2,135,000","-14,000","-2,694,000","4,885,000","-1,919,000","1,651,000","1,128,000","-3,008,000","695,000","295,000","-1,149,000","-461,000","2,814,000","-5,586,000","3,042,000","105,000","3,415,000","-1,701,000","1,576,000","1,495,000","-594,000","-575,000","1,258,000","451,000","-3,570,000","2,563,000","412,000","-2,889,000","1,072,000","4,570,000","-3,360,000"
			ChangeInOtherCurrentAssets,"-37,179,000","-14,980,000","45,087,000","-29,254,000","-38,032,000","17,550,000","-43,619,000","-9,392,000","45,532,000","-11,564,000","-33,471,000","62,007,000","-84,116,000","-3,382,000","37,315,000","-54,744,000","-5,015,000","614,000","-11,058,000","896,000","3,384,000","5,111,000","-20,089,000","-5,320,000","-443,000","-7,228,000","3,667,000","11,048,000","-2,543,000","-16,075,000","21,628,000","3,442,000","-9,993,000","-22,728,000","-1,990,000","-14,792,000","185,000","-3,348,000","10,264,000","4,653,000","7,272,000","-6,704,000","-4,786,000","7,644,000","-4,622,000","1,620,000","-79,000","4,267,000","-5,237,000","-289,000","-6,619,000","975,000","-8,303,000","-1,005,000","-629,000","-1,378,000","5,849,000","-2,263,000","-7,870,000","592,000","-762,000","-1,807,000","-414,000","270,000"
			ChangeInOtherCurrentLiabilities,"-84,938,000","-6,246,000","-57,899,000","-8,355,000","-12,438,000","-108,977,000","102,443,000","-12,709,000","2,713,000","1,219,000","1,241,000","-7,847,000","10,850,000","-2,939,000","1,235,000","970,000","7,007,000","-10,735,000","-11,847,000","-5,885,000","4,935,000","-20,674,000","14,279,000","-15,160,000","2,253,000","9,052,000","-2,799,000","787,000","1,938,000","-2,375,000","-9,398,000","6,812,000","-2,405,000","2,375,000","-297,000","237,000","-1,189,000","-676,000","2,121,000","-2,532,000","-173,000","-1,367,000","-8,666,000","-553,000","1,021,000","-541,000","-1,880,000","-1,820,000","1,705,000","123,000","2,239,000","-945,000","-165,000","-3,603,000","4,215,000","-4,489,000","7,194,000","-205,000","2,913,000","19,000","5,512,000","136,000","72,000","-601,000"
			ChangeInOtherWorkingCapital,"-113,586,000","-839,996,000","335,345,000","215,181,000","175,884,000","-537,147,000","298,833,000","30,649,000","127,337,000","-372,412,000","220,627,000","21,003,000","101,541,000","-513,800,000","257,727,000","28,232,000","97,330,000","-178,708,000","28,308,000","71,055,000","96,229,000","-220,584,000","96,058,000","91,893,000","83,773,000","-204,280,000","130,826,000","32,747,000","87,133,000","-152,400,000","61,930,000","22,540,000","30,431,000","-141,132,000","73,212,000","23,799,000","26,290,000","-45,587,000","69,418,000","10,218,000","30,983,000","-90,922,000","-21,104,000","11,656,000","15,111,000","-64,130,000","18,175,000","58,921,000","26,924,000","-46,331,000","-1,488,000","39,198,000","113,708,000","-43,023,000","19,343,000","21,146,000","-42,053,000","-53,508,000","-22,800,000","-115,919,000","36,458,000","9,895,000","5,058,000","-7,616,000"
InvestingCashFlow,"-202,520,000","693,537,000","-497,664,000","-220,196,000","-178,197,000","190,165,000","-965,115,000","-2,372,000","158,794,000","324,822,000","-19,482,000","-422,256,000","-12,126,000","80,393,000","-23,678,000","-62,518,000","-154,523,000","28,153,000","17,546,000","-64,236,000","-6,473,000","-1,478,000","-6,940,000","-8,944,000","-26,940,000","-5,680,000","-7,462,000","-18,494,000","-5,596,000","5,435,000","30,375,000","-466,000","-5,828,000","954,000","-3,388,000","-4,993,000","-2,266,000","1,783,000","-3,318,000","2,137,000","-2,805,000","28,903,000","-72,213,000","-24,758,000","-2,265,000","21,892,000","-36,054,000","-1,150,000","-25,490,000","18,828,000","-35,247,000","2,579,000","-9,758,000","-254,000","-101,256,000","-7,267,000","-259,000","-3,453,000","-1,420,000","-2,069,000","-2,458,000","-1,618,000","-2,438,000","-7,607,000"
	CashFlowFromContinuingInvestingActivities,"-202,520,000","693,537,000","-497,664,000","-220,196,000","-178,197,000","190,165,000","-965,115,000","-2,372,000","158,794,000","324,822,000","-19,482,000","-422,256,000","-12,126,000","80,393,000","-23,678,000","-62,518,000","-154,523,000","28,153,000","17,546,000","-64,236,000","-6,473,000","-1,478,000","-6,940,000","-8,944,000","-26,940,000","-5,680,000","-7,462,000","-18,494,000","-5,596,000","5,435,000","30,375,000","-466,000","-5,828,000","954,000","-3,388,000","-4,993,000","-2,266,000","1,783,000","-3,318,000","2,137,000","-2,805,000","28,903,000","-72,213,000","-24,758,000","-2,265,000","21,892,000","-36,054,000","-1,150,000","-25,490,000","18,828,000","-35,247,000","2,579,000","-9,758,000","-254,000","-101,256,000","-7,267,000","-259,000","-3,453,000","-1,420,000","-2,069,000","-2,458,000","-1,618,000","-2,438,000","-7,607,000"
		NetPPEPurchaseAndSale,"-25,748,000","-5,491,000","-4,554,000","-7,043,000","-8,660,000","-7,714,000","-11,750,000","-11,915,000","-17,004,000","-12,661,000","-24,661,000","-19,873,000","-10,638,000","-15,644,000","-21,443,000","-4,703,000","-3,027,000","-4,151,000","-6,158,000","-8,338,000","-10,387,000","-6,417,000","-9,928,000","-3,779,000","-2,467,000","-2,265,000","-3,334,000","-5,160,000","-5,738,000","-1,957,000","-3,298,000","-4,252,000","-4,470,000","-1,501,000","-2,499,000","-448,000","-1,069,000","-471,000","-2,067,000","-2,366,000","-2,563,000","-6,945,000","-6,074,000","-1,002,000","-962,000","-624,000","-5,668,000","-2,226,000","-221,000","-452,000","-1,048,000","-341,000","-516,000","-355,000","-527,000","-228,000","-205,000","-199,000","-1,827,000","-2,069,000","-2,458,000","-373,000","-1,030,000","-152,000"
			PurchaseOfPPE,"-25,748,000","-5,491,000","-4,554,000","-7,043,000","-8,660,000","-7,714,000","-11,750,000","-11,915,000","-17,004,000","-12,661,000","-24,661,000","-19,873,000","-10,638,000","-15,644,000","-21,443,000","-4,703,000","-3,027,000","-4,151,000","-6,158,000","-8,338,000","-10,387,000","-6,417,000","-9,928,000","-3,779,000","-2,467,000","-2,265,000","-3,334,000","-5,160,000","-5,738,000","-1,957,000","-3,298,000","-4,252,000","-4,470,000","-1,501,000","-2,499,000","-448,000","-1,069,000","-471,000","-2,067,000","-2,366,000","-2,563,000","-6,945,000","-6,074,000","-1,002,000","-962,000","-624,000","-5,668,000","-2,226,000","-221,000","-452,000","-1,048,000","-341,000","-516,000","-355,000","-527,000","-228,000","-205,000","-199,000","-1,827,000","-2,069,000","-2,458,000","-373,000","-1,030,000","-152,000"
		NetBusinessPurchaseAndSale,,,"0",,,,"-1,151,000",,,,,,,,,,,,"34,354,000",,,,"0",,,,"-2,394,000",,,,"42,869,000","0","0","0","1,350,000","-104,000","0","170,000","-6,743,000","0","0","0","0","-30,347,000","0","-50,000","0","-1,900,000","-67,581,000","-1,000,000","0","0",,,"0","0","0","0","0","0","0","-324,000",,"0"
			PurchaseOfBusiness,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"-2,394,000",,,,,,,,,,,,"-6,743,000","0","0","0","0","-30,347,000","0","-50,000","0","-1,900,000","-67,581,000","-1,000,000","0","0",,,"0","0","0","0","0","0","0","-324,000",,"0"
			SaleOfBusiness,,,"0",,,,"-1,151,000",,,,,,,,,,,,,,,,,,,,,,,,"42,869,000","0","0","0","1,350,000","-104,000","0","170,000",,,,,,,,,,,,,,,,,,,,,"0",,,,,
		NetInvestmentPurchaseAndSale,"-90,864,000","717,055,000","-468,544,000","-218,305,000","-121,070,000","271,751,000","-952,214,000","7,297,000","175,564,000","123,217,000","4,984,000","-191,856,000","-1,488,000","-4,327,000","-2,235,000","-8,380,000","-102,804,000","-31,493,000","-11,582,000","6,893,000","3,778,000","4,561,000","-170,000","2,191,000","-23,671,000","-3,418,000","-1,803,000","-10,240,000","0","4,441,000","-9,652,000","3,678,000","-1,358,000","2,347,000","-2,364,000","-5,462,000","-1,337,000","2,070,000","5,488,000","4,503,000","-2,635,000","34,942,000","-65,920,000","6,591,000","-1,913,000","21,746,000","-33,099,000","2,976,000","43,204,000","20,292,000","-39,052,000","2,920,000","140,000","101,000","-102,055,000","-9,321,000","-54,000","-3,254,000","-1,026,000","0","0","-921,000","-1,408,000","-7,455,000"
			PurchaseOfInvestment,"-3,236,135,000","-626,283,000","-1,581,803,000","-790,898,000","-237,151,000","-616,783,000","-953,697,000","-3,593,000","-34,868,000","-209,602,000","-128,233,000","-305,300,000","-128,372,000","-140,933,000","-31,696,000","-128,748,000","-121,407,000","-54,840,000","-18,788,000","-8,419,000","-7,201,000","-7,584,000","-17,235,000","-9,031,000","-36,359,000","-8,990,000","-8,826,000","-15,166,000","-7,557,000","-8,371,000","-12,372,000","-7,482,000","-13,022,000","-6,828,000","-6,731,000","-9,139,000","-17,504,000","-4,825,000","-1,828,000","-5,779,000","-11,931,000","-6,122,000","-76,980,000","-6,567,000","-15,307,000","-21,320,000","-39,995,000","-24,476,000","-68,628,000","-22,229,000","-58,603,000","-10,617,000","-6,937,000","-11,411,000","-102,055,000","-9,321,000","-54,000","-3,254,000","0","0","0","-1,947,000","-4,699,000","-7,661,000"
			SaleOfInvestment,"3,145,271,000","1,343,338,000","1,113,259,000","572,593,000","116,081,000","888,534,000","1,483,000","10,890,000","210,432,000","332,819,000","133,217,000","113,444,000","126,884,000","136,606,000","29,461,000","120,368,000","18,603,000","23,347,000","7,206,000","15,312,000","10,979,000","12,145,000","17,065,000","11,222,000","12,688,000","5,572,000","7,023,000","4,926,000","7,557,000","12,812,000","2,720,000","11,160,000","11,664,000","9,175,000","4,367,000","3,677,000","16,167,000","6,895,000","7,316,000","10,282,000","9,296,000","41,064,000","11,060,000","13,158,000","13,394,000","43,066,000","6,896,000","27,452,000","111,832,000","42,521,000","19,551,000","13,537,000","7,077,000","11,512,000","1,326,000",,,,"-1,026,000","0","0","1,026,000","3,291,000","206,000"
		DividendsReceivedCFI,"842,000","20,000","511,000","145,000","166,000","5,000","0","416,000","234,000","0","195,000","1,334,000","0","364,000","0","565,000","1,308,000","270,000","932,000","626,000","136,000","378,000","76,000","0","104,000","3,000","69,000","159,000","142,000","6,451,000","456,000","108,000","0","108,000","125,000","1,021,000","140,000","14,000","286,000","0","0","906,000","-219,000","0","610,000","820,000",,,,,"0",,,,"1,326,000",,,,,,,,,
