name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"-577,226,000","-171,193,000","-150,141,000","-134,036,000","-121,856,000","-235,660,000","-123,144,000","-110,326,000","-135,330,000","-246,161,000","-195,980,000","-182,632,000","288,695,000","-188,510,000","-150,457,000","-153,808,000","-102,687,000","-155,664,000","-103,044,000","-98,363,000","-81,049,000","-100,330,000","-78,337,000","-75,536,000","-70,205,000","-83,623,000","-53,064,000","-54,365,000","-55,456,000","-26,255,000","-36,635,000","-40,706,000","-46,625,000","-41,675,000","-22,369,000","-21,715,000","-23,602,000","-971,000","-68,912,000","5,212,000","-21,694,000","-30,215,000","-25,159,000","-29,025,000","-26,579,000","-6,305,000","-20,388,000","-24,038,000","-24,314,000","-15,601,000","-16,869,000","-20,588,000","-35,919,000","1,231,000","-4,849,000","-16,010,000","95,008,000","-8,658,000","-8,438,000","224,309,000","-8,391,000","-10,961,000","-4,613,000","-2,932,000","-8,382,000","-8,703,000","3,616,000","-6,212,000","-6,250,000","-7,639,000","-1,016,000","-3,612,000","-6,448,000","-8,494,000"
	CashFlowFromContinuingOperatingActivities,"-577,226,000","-171,193,000","-150,141,000","-134,036,000","-121,856,000","-235,660,000","-123,144,000","-110,326,000","-135,330,000","-246,161,000","-195,980,000","-182,632,000","288,695,000","-188,510,000","-150,457,000","-153,808,000","-102,687,000","-155,664,000","-103,044,000","-98,363,000","-81,049,000","-100,330,000","-78,337,000","-75,536,000","-70,205,000","-83,623,000","-53,064,000","-54,365,000","-55,456,000","-26,255,000","-36,635,000","-40,706,000","-46,625,000","-41,675,000","-22,369,000","-21,715,000","-23,602,000","-971,000","-68,912,000","5,212,000","-21,694,000","-30,215,000","-25,159,000","-29,025,000","-26,579,000","-6,305,000","-20,388,000","-24,038,000","-24,314,000","-15,601,000","-16,869,000","-20,588,000","-35,919,000","1,231,000","-4,849,000","-16,010,000","95,008,000","-8,658,000","-8,438,000","224,309,000","-8,391,000","-10,961,000","-4,613,000","-2,932,000","-8,382,000","-8,703,000","3,616,000","-6,212,000","-6,250,000","-7,639,000","-1,016,000","-3,612,000","-6,448,000","-8,494,000"
		NetIncomeFromContinuingOperations,"-892,874,000","-240,341,000","-258,460,000","-204,514,000","-189,559,000","-200,291,000","-243,540,000","-253,291,000","-179,229,000","-182,221,000","-276,185,000","-208,535,000","-219,481,000","-181,915,000","-211,441,000","-245,282,000","-163,560,000","-141,214,000","-142,227,000","-122,937,000","-118,420,000","-107,290,000","-112,934,000","-104,071,000","-90,129,000","-102,974,000","-90,721,000","-76,792,000","-71,783,000","-50,777,000","-21,389,000","-43,989,000","-44,074,000","-250,943,000","-32,357,000","-29,686,000","-18,169,000","-9,013,000",,,,,,,,"-16,285,000","-6,930,000","-9,630,000","-14,632,000","-12,323,000","-7,791,000","-9,208,000","-22,702,000","-7,889,000","-9,392,000","-2,858,000","-12,760,000","-1,239,000","1,662,000","-52,792,000","-12,691,000","-21,645,000","-8,438,000","-7,400,000","-9,910,000","-8,860,000","-14,491,000","-10,678,000","-11,145,000","-6,600,000","-5,700,000","-6,416,000","-6,956,000","-13,582,000"
		OperatingGainsLosses,"22,482,000","31,161,000","5,578,000","-18,691,000","4,434,000","-47,016,000","12,584,000",,,,,,,,,,,,"0","0","345,000","1,549,000","-161,000","-706,000","-954,000","-5,156,000",,,,,"-1,514,000","-567,000","-3,890,000","224,656,000",,,,,"-15,279,000","1,613,000","1,135,000","714,000","954,000","467,000","1,012,000","1,072,000","-3,505,000","1,226,000","3,919,000","1,578,000","977,000","740,000","812,000","1,870,000","3,116,000","1,813,000","1,272,000","1,445,000","-1,333,000",,,"65,000","244,000","49,000","-2,303,000","2,394,000","6,643,000","-3,491,000","2,921,000","480,000","4,195,000","798,000","-47,000","2,212,000"
			GainLossOnInvestmentSecurities,"22,482,000","31,161,000","5,578,000","-18,691,000","4,434,000","-47,016,000","12,584,000",,,,,,,,,,,,"0","0","345,000","1,549,000","-161,000","-706,000","-954,000","-5,156,000",,,,,"-1,514,000",,,,,,,,"-16,160,000","0","-4,000","-175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","881,000","1,613,000","1,139,000","889,000","954,000","467,000","1,012,000","1,072,000","916,000","1,226,000","3,919,000","1,578,000","1,488,000","740,000","812,000","1,870,000",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"86,553,000","9,460,000","21,451,000","23,220,000","22,161,000","22,862,000","20,880,000","18,771,000","17,778,000","17,006,000","14,762,000","17,651,000","9,745,000","12,210,000","-2,228,000","3,246,000","2,239,000","3,178,000","3,714,000","3,587,000","3,066,000","3,000,000","3,018,000","3,500,000","4,011,000","4,601,000","5,069,000","5,270,000","5,021,000","3,690,000","3,341,000","3,117,000","2,868,000","2,600,000","2,627,000","2,764,000","2,711,000","2,127,000","2,024,000","2,285,000","2,605,000","2,121,000","1,237,000","1,262,000","1,287,000","1,339,000","1,291,000","1,266,000","1,223,000","1,161,000","1,136,000","1,111,000","1,943,000","1,802,000","1,798,000","1,631,000","1,346,000","951,000","902,000","1,048,000","937,000","1,195,000","1,087,000","992,000","947,000","789,000","752,000","740,000","952,000","675,000","751,000","728,000","454,000","511,000"
			DepreciationAndAmortization,"86,553,000","9,460,000","21,451,000","23,220,000","22,161,000","22,862,000","20,880,000","18,771,000","17,778,000","17,006,000","14,762,000","17,651,000","9,745,000","12,210,000","-2,228,000","3,246,000","2,239,000","3,178,000","3,714,000","3,587,000","3,066,000","3,000,000","3,018,000","3,500,000","4,011,000","4,601,000","5,069,000","5,270,000","5,021,000","3,690,000","3,341,000","3,117,000","2,868,000","2,600,000","2,627,000","2,764,000","2,711,000","2,127,000","2,024,000","2,285,000","2,605,000","2,121,000","1,237,000","1,262,000","1,287,000","1,339,000","1,291,000","1,266,000","1,223,000","1,161,000","1,136,000","1,111,000","1,943,000","1,802,000","1,798,000","1,631,000","1,346,000","951,000","902,000","1,048,000","937,000","1,195,000","1,087,000","992,000","947,000","789,000","752,000","740,000","952,000","675,000","751,000","728,000","454,000","511,000"
				Depreciation,,,"21,451,000","23,220,000","22,161,000","22,862,000","20,880,000","18,771,000","17,778,000","17,006,000","14,762,000","17,651,000","9,745,000","12,210,000","-2,228,000","3,246,000","2,239,000","3,178,000","3,714,000","3,587,000","3,066,000","3,000,000","3,018,000","3,500,000","4,011,000","4,601,000","5,069,000","5,270,000","5,021,000","3,690,000","3,341,000","3,117,000","2,868,000","2,600,000","2,627,000","2,764,000","2,711,000","2,127,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","10,875,000","11,000","-13,000","-131,000","-5,194,000","281,000","-13,000","-237,000","-5,517,000","-16,000","48,000","-16,000","0",,,,,"38,000",,,,,,,,,,
