name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011
TotalRevenue,"151,508,000","42,806,000","39,885,000","35,962,000","32,855,000","31,916,000","29,967,000","27,518,000","26,137,000","26,229,000","22,483,000","19,123,000","17,022,000","16,662,000","13,637,000","11,653,000","12,047,000","11,879,000","8,185,000","6,666,000","5,027,000","4,938,000","4,910,000","5,063,000","4,847,000","4,808,000","4,691,000","4,886,000","4,864,000","4,849,000","2,664,000","0","0","0","0","0","0","0","-16,682","16,477","0","205","0","0"
	OperatingRevenue,"151,508,000","42,806,000","39,885,000","35,962,000","32,855,000","31,916,000","29,967,000","27,518,000","26,137,000","26,229,000","22,483,000","19,123,000","17,022,000","12,729,000","10,387,000","8,742,000","9,019,000","8,483,000","1,965,000","6,442,000","5,026,000","4,938,000","5,029,000","4,949,000","4,873,000","4,808,000","4,691,000","4,886,000","4,864,000","4,849,000","2,664,000","0","0","0","0","0","0","0","-16,682","16,477","0","205","0","0"
CostOfRevenue,"50,285,000","14,075,000","13,238,000","12,032,000","10,940,000","11,426,000","10,058,000","10,064,000","9,026,000","9,011,000","8,021,000","6,920,000","6,034,000","6,262,000","4,860,000","4,349,000","3,787,000","4,452,000","3,121,000","2,159,000","1,517,000","1,408,000","1,563,000","1,496,000","1,447,000","1,412,000","1,606,000","1,384,000","1,258,000","1,509,000",,,,,,,,,,,,,,
GrossProfit,"101,223,000","28,731,000","26,647,000","23,930,000","21,915,000","20,490,000","19,909,000","17,454,000","17,111,000","17,218,000","14,462,000","12,203,000","10,988,000","10,400,000","8,777,000","7,304,000","8,260,000","7,427,000","5,064,000","4,507,000","3,510,000","3,530,000","3,347,000","3,567,000","3,400,000","3,396,000","3,085,000","3,502,000","3,606,000","3,340,000",,,,,,,,,,,,,,
OperatingExpense,"91,019,000","26,243,000","22,996,000","21,569,000","20,211,000","18,786,000","17,810,000","16,265,000","16,096,000","16,619,000","13,083,000","11,534,000","10,167,000","10,157,000","9,286,000","7,643,000","7,977,000","7,915,000","6,972,000","4,723,000","3,994,000","3,496,000","3,967,000","3,818,000","3,702,000","3,939,000","3,988,000","3,908,000","4,320,000","4,602,000","3,052,671","732,667","749,226","409,436","789,040","730,501","754,941","639,291","1,110,125","963,692","0",,"0","0"
	SellingGeneralAndAdministration,"13,463,000","3,552,000","3,338,000","3,264,000","3,309,000","3,009,000","2,984,000","2,280,000","2,576,000","2,522,000","2,009,000","2,135,000","1,691,000","1,725,000","1,733,000","1,394,000","1,533,000","1,373,000","2,030,000","1,224,000","1,209,000","724,000","1,089,000","933,000","819,000","911,000","1,009,000","917,000","1,262,000","1,494,000","1,410,671","732,667","749,226","409,436","789,040","730,501","754,941","639,291","1,110,125","963,692",,,,
		GeneralAndAdministrativeExpense,"13,463,000","3,552,000","3,338,000","3,264,000","3,309,000","3,009,000","2,984,000","2,280,000","2,576,000","2,522,000","2,009,000","2,135,000","1,691,000","1,725,000","1,733,000","1,394,000","1,533,000","1,373,000","2,030,000","1,224,000","1,209,000","724,000","1,089,000","933,000","819,000","911,000","1,009,000","917,000","1,262,000","1,494,000","1,429,024","724,417","739,835","408,724","655,968","665,348","663,406","637,466","1,050,855","857,792",,,"0",
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"341,728","463,173","61,728","103,728","103,748","154,091","468,788","-54,905","245,402",,,"0",
			RentAndLandingFees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,449","103,088","61,406","41,813","38,435","81,344","37,650","15,298","79,821",,,"0",
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,078","20,214","19,671","41,047","12,439","62,561","18,969",,,,,,
			OtherGandA,"13,463,000","3,552,000","3,338,000","3,264,000","3,309,000","3,009,000","2,984,000","2,280,000","2,576,000","2,522,000","2,009,000","2,135,000","1,691,000","1,725,000","1,733,000","1,394,000","1,533,000","1,373,000","2,030,000","1,224,000","1,209,000","724,000","1,089,000","933,000","819,000","911,000","1,009,000","917,000","1,262,000","1,494,000","2,590,559","292,162","153,360","265,919","469,380","510,726","365,410","112,059","1,044,859","532,569",,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,250","9,391","712","133,072","65,153","91,535","1,825","59,270","105,900",,,"0",
	DepreciationAmortizationDepletionIncomeStatement,"77,556,000","22,691,000","19,658,000","18,305,000","16,902,000","15,777,000","14,826,000","13,985,000","13,520,000","14,097,000","11,074,000","9,399,000","8,476,000","8,432,000","7,553,000","6,249,000","6,444,000","6,542,000","4,942,000","3,499,000","2,785,000","2,772,000","2,878,000","2,885,000","2,883,000","3,028,000","2,979,000","2,991,000","3,058,000","3,108,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"77,556,000","22,691,000","19,658,000","18,305,000","16,902,000","15,777,000","14,826,000","13,985,000","13,520,000","14,097,000","11,074,000","9,399,000","8,476,000","8,432,000","7,553,000","6,249,000","6,444,000","6,542,000","4,942,000","3,499,000","2,785,000","2,772,000","2,878,000","2,885,000","2,883,000","3,028,000","2,979,000","2,991,000","3,058,000","3,108,000",,,,,,,,,,,,,,
OperatingIncome,"10,204,000","2,488,000","3,651,000","2,361,000","1,704,000","1,704,000","2,099,000","1,189,000","1,015,000","599,000","1,379,000","669,000","821,000","243,000","-509,000","-339,000","283,000","-488,000","-1,908,000","-216,000","-484,000","34,000","-620,000","-251,000","-302,000","-543,000","-903,000","-406,000","-714,000","-1,262,000","-992,671","-732,667","-749,226","-409,436","-789,040","-730,501","-754,941","-639,291","-1,126,807","-947,215","0","205","0","0"
NetNonOperatingInterestIncomeExpense,"-21,605,000","-6,395,000","-5,479,000","-4,906,000","-4,825,000","-4,758,000","-4,622,000","-4,538,000","-4,900,000","-4,871,000","-3,887,000","-3,643,000","-3,576,000","-3,842,000","-3,957,000","-3,575,000","-4,216,000","-3,985,000","-3,219,000","-2,619,000","-2,802,000","-2,941,000","-4,592,000","-11,460,000","-10,842,000","-13,784,000","-6,232,000","-8,767,000","-11,057,000","-19,559,000","-13,196,223","-82,778","1",,"10","1","4",,,,"-25",,,
	InterestIncomeNonOperating,,,,,"29,000","43,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","1",,"10","1","4",,,,,,,
	InterestExpenseNonOperating,"19,957,000","6,395,000","5,006,000","4,482,000","4,484,000","4,432,000","4,206,000","4,152,000","4,534,000","4,572,000","3,640,000","3,369,000","3,303,000","3,607,000","3,667,000","3,237,000","3,750,000","3,599,000","2,960,000","2,417,000","2,631,000","2,941,000","5,030,000","11,325,000","10,711,000","13,784,000","6,232,000","7,829,000","11,057,000","19,559,000","13,196,222","82,778",,,,,,,,,,,,
	TotalOtherFinanceCost,,,"442,000","424,000","370,000","369,000","416,000","386,000","366,000","299,000","247,000","274,000","273,000","235,000","290,000","338,000","466,000","386,000","259,000","202,000","171,000",,,"135,000","131,000",,"0","938,000",,,,,,,,,,,,,"25",,,
OtherIncomeExpense,"-5,352,000","-563,000","-2,825,000","-1,104,000","-860,000","70,000","-19,000","-414,000",,,"0",,"-102,000",,"16,000","-804,000","-3,601,000",,"214,000","-4,000","-82,000","0","3,109,000","114,000","-14,000","11,000","40,000","1,241,000","-684,000","-363,000","-1,876,099","-425,212","273","35,038","-411,648","-27,636","-172,524","23,263","-109,519","16,477","0","205","0","0"
	GainOnSaleOfSecurity,"-1,929,000","1,760,000","-2,127,000","-926,000","-636,000","343,000","0","-103,000",,,"0",,"-102,000",,"1,004,000",,,,,,,,,,,,,,,,,,"100,273","35,038",,,,,,,,"205",,
	EarningsFromEquityInterest,"-724,000","-147,000","-175,000","-178,000","-224,000","-273,000",,,,,,,,,"0",,,,"8,000",,,,,,,"30,000","-2,000","-47,000","-28,000","-8,000","-79,128","118,817","100,273","35,038","-411,648","-27,636","-172,524","23,263",,,,,,
	SpecialIncomeCharges,"-2,699,000","-2,176,000","-523,000","0",,,"0","-311,000",,,"0","0","0",,"-988,000","-804,000","-3,601,000",,"214,000","-4,000","-82,000","0","2,879,000","0","-14,000","-19,000","42,000","1,288,000","-656,000","-355,000","-2,128,971","-544,029","-100,000",,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,"0","0","0",,"17,000","4,000","82,000","0","-33,000","0","14,000","19,000","-36,000","86,000","656,000","355,000","2,128,971","544,029","100,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"0","0",,,"0","311,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"2,176,000","523,000",,,,,,,,,,,,"988,000","804,000","3,601,000",,,,,,,,,,"0","938,000",,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,"0",,,,"8,000",,,,,,,,"6,000","1,374,000",,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,"224,000","1,000",,,"114,000","-26,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"-16,753,000","-4,470,000","-4,653,000","-3,649,000","-3,981,000","-2,984,000","-2,542,000","-3,763,000","-3,885,000","-4,272,000","-2,508,000","-2,974,000","-2,857,000","-3,599,000","-4,450,000","-4,718,000","-7,534,000","-4,473,000","-4,913,000","-2,839,000","-3,368,000","-2,907,000","-2,103,000","-11,711,000","-11,158,000","-14,316,000","-7,095,000","-7,932,000","-12,455,000","-21,184,000","-16,064,993","-1,240,657","-748,952","-374,398","-1,200,678","-758,136","-927,461","-616,028","-1,219,644","-947,215","-25",,"0","0"
NetIncomeCommonStockholders,"-30,286,000","-7,676,000","-8,094,000","-7,099,000","-7,417,000","-6,435,000","-6,008,000","-7,138,000","-7,173,000","-7,570,000","-5,858,000","-6,194,000","-6,002,000","-6,469,000","-5,177,000","-5,305,000","-7,707,000","-5,027,000","-5,275,000","-2,682,000","-1,159,000","-441,000","198,000","-11,711,000","-11,158,000","-14,316,000","-7,095,000","-7,932,000","-12,455,000","-21,184,000","-16,064,993","-1,240,657","-748,952","-374,398","-1,200,678","-758,136","-927,461","-616,028","-1,219,644","-947,215","-25","205","0","0"
	NetIncome,"-16,499,000","-4,410,000","-4,587,000","-3,592,000","-3,910,000","-2,919,000","-2,477,000","-3,633,000","-3,676,000","-4,027,000","-2,331,000","-2,666,000","-2,477,000","-2,946,000","-3,700,000","-4,301,000","-6,705,000","-4,010,000","-4,424,000","-2,682,000","-1,159,000","-441,000","198,000","-11,711,000","-11,158,000","-14,316,000","-7,095,000","-7,932,000","-12,455,000","-21,184,000","-16,064,993","-1,240,657","-748,952","-374,398","-1,200,678","-758,136","-927,461","-616,028","-1,219,644","-947,215","-25","205","0","0"
		NetIncomeIncludingNoncontrollingInterests,"-16,753,000","-4,470,000","-4,653,000","-3,649,000","-3,981,000","-2,984,000","-2,542,000","-3,763,000","-3,885,000","-4,272,000","-2,508,000","-2,974,000","-2,857,000","-3,599,000","-4,450,000","-4,718,000","-7,534,000","-4,473,000","-4,913,000","-2,839,000","-3,368,000","-2,906,000","-2,103,000","-11,711,000","-11,158,000","-14,316,000","-7,095,000","-7,932,000","-12,455,000","-21,184,000","-16,064,993","-1,240,657","-748,952","-374,398","-1,200,678","-758,136","-927,461","-616,028","-1,219,644","-947,215","-25","205","0","0"
			NetIncomeContinuousOperations,"-16,753,000","-4,470,000","-4,653,000","-3,649,000","-3,981,000","-2,984,000","-2,542,000","-3,763,000","-3,885,000","-4,272,000","-2,508,000","-2,974,000","-2,857,000","-3,599,000","-4,450,000","-4,718,000","-7,534,000","-4,473,000","-4,913,000","-2,839,000","-3,368,000","-2,907,000","-2,103,000","-11,711,000","-11,158,000","-14,316,000","-7,095,000","-7,932,000","-12,455,000","-21,184,000","-16,064,993","-1,240,657","-748,952","-374,398","-1,200,678","-758,136","-927,461","-616,028","-1,219,644","-947,215","-25","205","0","0"
		MinorityInterests,"254,000","60,000","66,000","57,000","71,000","65,000","65,000","130,000","209,000","245,000","177,000","308,000","380,000","653,000","750,000","417,000","829,000","463,000","489,000","157,000","2,209,000","2,465,000","2,301,000","0","0",,,,,,,,,,,,,,,,,,,
