name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016,12/31/2015
TotalAssets,"965,331,000","967,503,000","914,907,000","846,702,000","769,198,000","763,590,000","762,783,000","728,636,000","757,933,000","796,467,000","810,305,000","716,174,000","689,063,000","663,019,000","648,765,000","590,994,000","597,801,000","630,313,000","621,955,000","588,380,000","522,237,000","505,330,000"
	CurrentAssets,"403,024,000","452,598,000","411,524,000","339,225,000","266,944,000","259,351,000","252,742,000","207,133,000","228,904,000","259,197,000","284,966,000","243,599,000","232,495,000","260,639,000","244,110,000","189,472,000","193,686,000","224,015,000","217,112,000","183,936,000","152,424,000","134,350,000"
		CashCashEquivalentsAndShortTermInvestments,"33,131,000","83,557,000","93,245,000","95,474,000","74,697,000","52,255,000","31,895,000","41,127,000","55,413,000","25,229,000","13,492,000","19,485,000","22,546,000","13,486,000","10,576,000","10,892,000","6,450,000","7,728,000","7,662,000","12,752,000","6,161,000","24,411,000"
			CashAndCashEquivalents,"33,131,000","83,557,000","93,245,000","95,474,000","74,697,000","52,255,000","31,895,000","41,127,000","55,413,000","25,229,000","13,492,000","19,485,000","22,546,000","13,486,000","10,576,000","10,892,000","6,450,000","7,728,000","7,662,000","12,752,000","6,161,000","24,411,000"
		Receivables,"188,219,000","187,688,000","153,655,000","138,855,000","114,655,000","131,837,000","136,300,000","94,050,000","105,176,000","151,564,000","163,088,000","131,646,000","117,618,000","148,627,000","127,026,000","96,474,000","88,616,000","115,478,000","99,293,000","81,629,000","83,607,000","47,942,000"
			AccountsReceivable,"188,219,000","187,688,000","153,655,000","138,855,000","114,655,000","131,837,000","136,300,000","94,050,000","105,176,000","151,564,000","163,088,000","131,646,000","117,618,000","148,627,000","127,026,000","96,474,000","88,616,000","115,478,000","99,293,000","81,629,000","83,607,000","47,942,000"
				GrossAccountsReceivable,,"190,844,000",,,,"135,417,000",,,,"153,918,000",,,,"151,676,000",,,,"119,333,000",,,"86,342,000","48,147,000"
				AllowanceForDoubtfulAccountsReceivable,,"-3,156,000",,,,"-3,580,000",,,,"-2,354,000",,,,"-3,049,000",,,,"-3,855,000",,,"-2,735,000","-205,000"
		Inventory,"161,502,000","166,428,000","140,834,000","86,354,000","61,934,000","59,773,000","72,603,000","60,354,000","53,284,000","62,124,000","94,347,000","75,298,000","75,396,000","86,622,000","81,206,000","63,591,000","73,950,000","79,082,000","78,836,000","57,982,000","43,616,000","49,629,000"
		PrepaidAssets,"20,172,000","14,925,000","23,790,000","18,542,000","15,658,000","15,486,000","11,944,000","11,602,000","15,031,000","20,280,000","14,039,000","17,170,000","16,935,000","11,904,000","25,302,000","18,515,000","24,670,000","21,727,000","31,321,000","31,573,000","19,040,000","12,368,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0",
	TotalNonCurrentAssets,"562,307,000","514,819,000","503,383,000","507,477,000","502,254,000","504,239,000","510,041,000","521,503,000","529,029,000","537,270,000","525,339,000","472,575,000","456,568,000","402,380,000","404,655,000","401,522,000","404,115,000","406,298,000","404,843,000","404,444,000","369,813,000",
		NetPPE,"159,326,000","112,294,000","107,662,000","109,062,000","110,642,000","114,220,000","114,450,000","120,616,000","124,779,000","128,613,000","115,801,000","85,090,000","75,965,000","44,296,000","44,469,000","43,022,000","40,910,000","40,438,000","38,964,000","35,639,000","25,473,000","15,324,000"
			GrossPPE,"159,326,000","249,871,000","107,662,000","109,062,000","110,642,000","226,907,000","114,450,000","120,616,000","124,779,000","215,764,000","115,801,000","85,090,000","75,965,000","106,100,000","44,469,000","43,022,000","40,910,000","78,292,000","38,964,000","35,639,000","45,930,000","25,217,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0"
				MachineryFurnitureEquipment,,"25,184,000",,,,"23,072,000",,,,"21,417,000",,,,"17,269,000",,,,"12,910,000",,,"6,566,000","21,729,000"
				OtherProperties,"159,326,000","173,381,000","107,662,000","109,062,000","110,642,000","160,944,000","114,450,000","120,616,000","124,779,000","150,971,000","115,801,000","85,090,000","75,965,000","70,368,000","44,469,000","43,022,000","40,910,000","50,125,000","38,964,000","35,639,000","28,942,000",
				ConstructionInProgress,,"7,194,000",,,,"318,000",,,,"9,434,000",,,,"97,000",,,,"363,000",,,"5,452,000","1,068,000"
				Leases,,"44,112,000",,,,"42,573,000",,,,"33,942,000",,,,"18,366,000",,,,"14,894,000",,,"4,970,000","2,420,000"
			AccumulatedDepreciation,,"-137,577,000",,,,"-112,687,000",,,,"-87,151,000",,,,"-61,804,000",,,,"-37,854,000",,,"-20,457,000","-9,893,000"
		GoodwillAndOtherIntangibleAssets,"312,498,000","316,184,000","320,278,000","324,512,000","328,558,000","330,602,000","333,969,000","337,493,000","341,512,000","346,327,000","349,447,000","353,826,000","355,047,000","346,463,000","350,495,000","354,389,000","358,963,000","361,551,000","361,656,000","364,512,000","341,249,000","354,194,000"
			Goodwill,"126,547,000","126,651,000","126,612,000","126,806,000","126,801,000","125,061,000","124,634,000","124,320,000","124,329,000","124,835,000","124,282,000","124,510,000","121,892,000","112,818,000","112,977,000","113,052,000","113,498,000","110,902,000","107,265,000","106,521,000","97,453,000","97,453,000"
			OtherIntangibleAssets,"185,951,000","189,533,000","193,666,000","197,706,000","201,757,000","205,541,000","209,335,000","213,173,000","217,183,000","221,492,000","225,165,000","229,316,000","233,155,000","233,645,000","237,518,000","241,337,000","245,465,000","250,649,000","254,391,000","257,991,000","243,796,000","256,741,000"
