name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"2,516,577,115","2,146,554,793","3,233,982,935","3,048,909,620","3,545,821,849","4,223,665,367","2,681,438,823","1,367,071,890","493,699,416","693,668,016","448,162,886","318,125,000","316,562,500","312,187,500","307,187,500","303,750,000","300,625,000"
EnterpriseValue,"4,751,589,115","4,367,524,793","5,278,800,935","4,767,716,620","5,200,176,849","4,930,700,367","3,160,029,823","1,724,515,890","645,299,416","1,033,605,570","448,217,305","318,179,419","316,616,919","312,241,919","307,241,919","303,804,419","300,679,419"
PeRatio,"22.578","23.925","33.507",,,,,,,,"518.904","238.469","117.622","149.652",,,
ForwardPeRatio,"16.287","15.129","16.835","14.025","26.596","19.881","18.692","24.814",,,,,,,,,
PsRatio,"0.97","0.869","1.359","1.274","1.445","1.826","2.03","1.128","0.564","0.681",,,,,,,
PbRatio,"1.19","1.044","1.645","1.629","1.994","11.35","7.508","227.491",,,"3.236","1.295","1.285","1.271","1.254","1.243","1.234"
EnterprisesValueRevenueRatio,"1.774","6.185","7.519","7.298","8.428","10.227","9.069","6.064","2.78","5.399","0.846",,,,,,
EnterprisesValueEBITDARatio,"7.545","29.187","38.72","28.984","28.998","76.977","-82.329","56.191","18.52","39.677","14.454","-255.515","-171.24","-914.705","-637.388","-683.089","-1,282.735"
