name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986
MarketCap,"3,746,062,239","3,872,104,366","3,860,412,888","2,516,337,075","2,494,425,776","2,779,824,231","2,407,772,437","1,725,968,718","2,209,586,071","2,209,597,255","2,861,615,686","2,565,464,674","2,612,743,585","2,278,148,557","1,974,336,017","2,274,666,801","2,162,229,664","1,968,037,557","1,916,903,468","2,048,178,768","1,814,981,074","1,758,039,920","1,902,553,748","1,423,674,060","1,202,361,835","1,208,452,247","1,220,515,095","1,208,384,171","1,226,587,351","1,146,041,279","1,027,385,973","854,125,138","917,438,283","940,079,064","931,290,094","819,646,545","789,431,725","745,377,198","659,307,560","651,590,133","631,546,372","620,806,028","586,310,285","466,651,469","563,172,461","578,208,769","574,022,667","477,497,595","523,256,327","521,978,096","436,712,882","463,184,684","412,049,199","240,210,461","425,842,734","502,082,837","383,874,660","475,744,687","369,592,533","407,597,305","408,082,056","467,680,242","523,066,245","477,206,870","489,177,564","490,511,714","439,756,883","467,748,313","433,900,915","445,543,037","517,245,277","472,626,387","425,503,510","444,549,253","413,976,758","374,393,531","328,198,837","290,584,579","329,721,766","285,507,616","330,597,202","370,796,631","307,898,748","233,269,446","282,661,472","214,007,400","178,185,862","170,976,024","160,977,678","143,125,481","151,259,762","158,066,451","190,587,300","165,635,490","223,039,295","218,225,498","248,712,883","243,899,086","233,370,474","179,393,630","163,518,087","138,117,219","126,862,564","104,208,535","93,636,654","93,636,654","106,996,500","108,637,500","100,413,674","92,182,500","75,778,500","84,711,625","82,851,750","75,647,250","66,641,625","75,642,000","57,632,000","59,433,000","48,627,000","13,020,000","15,624,000","14,322,000","7,812,000","6,510,000","5,208,000","13,020,000","15,624,000","16,887,000","20,720,000","36,176,000","39,734,250","50,046,750","60,089,500","54,943,250","54,792,750","59,760,500","59,502,000","65,832,000","52,983,000","72,342,483","85,424,070","73,130,332","76,649,994","76,649,994","94,134,331"
PeRatio,"24.048","23.542","17.496","16.922","18.325","23.129","18.398","11.744","14.713","12.797","17.638","17.043","16.376","18.411","17.024","21.737","22.924","22.429","23.129","25.391","22.593","22.414","23.483","18.461","16.148","18.384","19.223","19.451","20.299","17.618","18.776","15.805","17.445","18.06","18.028","17.246","17.876","16.713","14.846","14.678","13.523","13.552","12.693","10.112","12.382","13.641","14.237","12.511","15.141","24.66","23.705","36.279","24.625","10.536","17.211","16.492","12.352","14.849","13.61","15.076","14.014","15.18","16.528","14.986","14.963","15.023","13.087","13.936","13.06","13.876","16.626","16.016","15.237","14.643","15.81","14.399","12.481","14.396","14.161","12.586","14.768","16.915","14.046","12.256","17.523","14.151","11.905","11.009","10.378","9.785","10.504","11.261","14.063","12.444","16.088","16.346","18.995","19","19.342","15.522","14.971","13.426","13.291","11.349","10.764","10.915","10.846","11.538","10.674","10.451","10.294","11.52","12.778","13.462","14.453","17.5","14.286","17.188","112.5",,,,,,,,,,"4.444","6.034","4.755","5.387","6.492","6.006","6.361","6.953","6.871","8.125","6.402","8.483","10.783","8.946","9.894","10.024","12.391"
ForwardPeRatio,"15.699","16.475","18.416","15.601","17.953","21.882","23.641","25.189","21.834","11.99","14.903","13.298","14.793","14.749",,"15.221","18.587","15.798","14.925","16.667","20.619","19.231","21.368","17.513","15.432","14.451","15.723","16.051","16.556","15.129","15.337","13.089","13.812","14.164","13.351","12.151","12.24","11.377","10.73","11.547","10.627","12.97","12.579","9.69","11.455","12.285","13.605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"10.997",,,,,,,,"12.141","4.795","2.444",,,,,,,,,,,,,,,,,,,"1.834","1.86","1.586","1.675","1.718","1.619","1.473","1.483","1.379","1.3","1.399","1.288","1.572","1.524","1.174","1.389","1.49","1.649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"5.659","5.674","5.69","5.274","5.196","5.869","5.03","3.525","4.455","4.207","5.482","5.039","5.307","5.845","5.247","6.364","6.198","5.787","5.717","6.223","5.634","5.543","6.146","4.774","4.094","4.155","4.19","4.172","4.274","3.993","3.95","3.316","3.565","3.683","3.602","3.298","3.188","3.027","2.689","2.901","2.837","2.804","2.683","2.137","2.58","2.684","2.72","2.394","2.63","2.606","2.173","2.375","2.047","1.574","2.833","3.273","2.555","3.198","3.006","3.418","3.431","3.849","4.161","3.767","3.761","3.746","3.311","3.526","3.319","3.472","4.054","3.806","3.539","3.611","3.375","2.992","2.649","2.376","2.701","2.362","2.856","3.342","2.775","2.334","3.008","2.423","2.124","2.127","2.005","2.194","2.344","2.53","3.131","2.765","3.597","3.553","4.158","4.188","4.233","3.374","3.224","2.761","2.689","2.217","2.072","2.071","1.967","2.001","1.851","1.694","1.502","1.681","1.687","1.567","1.4","1.244","0.745","0.584","0.331","0.272","0.297","0.272","0.149",,,,,,,,,,,,,,,,,,,,,,
PbRatio,"1.263","1.282","2.198","1.445","1.454","1.633","1.425","1.033","1.316","1.253","1.701","1.568","2.366","2.123","1.978","2.328","2.258","2.086","2.059","2.24","2.084","2.033","2.325","1.771","1.526","1.566","1.608","1.626","1.674","1.789","1.638","1.385","1.523","1.589","1.676","1.508","1.47","1.408","1.246","1.348","1.319","1.324","1.273","1.012","1.236","1.291","1.315","1.122","1.24","1.248","1.058","1.139","1.036","0.61","1.395","1.648","1.28","1.582","1.676","1.922","1.842","2.035","2.353","2.207","2.262","2.161","1.969","2.095","1.968","2.116","2.454","2.321","2.426","2.459","2.409","2.219","1.993","1.801","2.045","1.858","2.419","2.782","2.31","1.854","2.325","1.866","1.662","1.664","1.567","1.414","1.541","1.68","2.034","1.772","2.328","2.266","2.559","2.57","2.523","2.011","1.901","1.666","1.564","1.327","1.264","1.29","1.518","1.588","1.468","1.392","1.214","1.358","1.36","1.284","1.161","1.356","1.057","1.113","0.923","0.421","0.511","0.471","0.25","0.162",,,,,,,,,,,,,,,,,,,,,
