name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
OperatingCashFlow,"235,232,000","39,849,000","77,169,000","64,842,000","53,372,000","46,820,000","54,474,000","48,230,000","43,783,000","46,797,000","48,241,000","68,304,000","51,695,000","40,244,000","64,547,000","55,077,000","49,935,000","33,310,000","66,473,000","64,670,000","61,409,000","50,253,000","63,773,000","69,292,000","53,036,000","49,708,000","84,738,000","37,763,000","51,203,000","43,630,000","58,367,000","48,621,000","38,842,000","70,053,000","46,731,000","79,986,000","45,364,000","42,998,000","80,649,000","74,046,000","30,648,000","37,909,000","94,154,000","60,962,000","53,692,000","61,535,000","71,900,000","68,150,000","71,356,000","64,344,000","68,431,000","73,522,000","65,665,000","73,925,000","62,637,000","83,865,000","74,055,000","75,958,000","74,678,000","70,427,000","67,772,000","69,650,000","78,436,000","75,664,000","65,251,000","59,597,000","68,153,000"
	CashFlowFromContinuingOperatingActivities,"235,232,000","39,849,000","77,169,000","64,842,000","53,372,000","46,820,000","54,474,000","48,230,000","43,783,000","46,797,000","48,241,000","68,304,000","51,695,000","40,244,000","64,547,000","55,077,000","49,935,000","33,310,000","66,473,000","64,670,000","61,409,000","50,253,000","63,773,000","69,292,000","53,036,000","49,708,000","84,738,000","37,763,000","51,203,000","43,630,000","58,367,000","48,621,000","38,842,000","70,053,000","46,731,000","79,986,000","45,364,000","42,998,000","80,649,000","74,046,000","30,648,000","37,909,000","94,154,000","60,962,000","53,692,000","61,535,000","71,900,000","68,150,000","71,356,000","64,344,000","68,431,000","73,522,000","65,665,000","73,925,000","62,637,000","83,865,000","74,055,000","75,958,000","74,678,000","70,427,000","67,772,000","69,650,000","78,436,000","75,664,000","65,251,000","59,597,000","68,153,000"
		NetIncomeFromContinuingOperations,"49,454,000","59,964,000","-31,755,000","11,301,000","9,944,000","9,343,000","22,608,000","8,940,000","192,426,000","8,711,000","162,476,000","8,419,000","8,152,000","50,209,000","45,409,000","16,114,000","10,940,000","57,828,000","-31,388,000","126,129,000","23,707,000","15,101,000","30,181,000","-12,761,000","80,076,000","10,376,000","125,647,000","-1,871,000","29,980,000","19,249,000","12,517,000","9,166,000","12,283,000","9,397,000","29,626,000","19,100,000","35,362,000","14,655,000","14,441,000","10,835,000","30,712,000","37,231,000","119,024,000","50,795,000","21,147,000","34,090,000","28,822,000","40,741,000","19,762,000","31,585,000","26,065,000","-8,139,000","28,096,000","29,156,000","31,594,000","31,888,000","30,471,000","37,361,000","26,128,000","29,159,000","28,196,000","50,127,000","25,335,000","48,248,000","28,394,000","31,347,000","28,710,000"
		OperatingGainsLosses,,"-50,673,000",,,,,"-14,634,000","340,000","-191,020,000","-3,000","-157,640,000","-32,000","-1,451,000","-37,887,000","-30,505,000","0","23,000","-43,544,000","104,000","-113,266,000","-6,599,000","42,000","-19,660,000","-71,000","-79,098,000","-95,000","-114,548,000","-17,275,000","-28,019,000","-10,232,000","-152,000","-89,000","-2,111,000","15,332,000","-10,754,000","-46,000","-15,749,000","-395,000","-1,982,000","500,000","-9,804,000","-17,214,000","-96,876,000","-26,705,000","257,000","949,000","1,271,000","476,000","554,000","346,000","3,773,000","1,985,000","-754,000","-663,000","-769,000","1,295,000","-589,000","-483,000","-452,000","-228,000","-1,770,000","-21,206,000","-9,869,000","-9,466,000","-1,594,000","-418,000","-1,770,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,083,000",,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,"23,000","-45,209,000","77,000","-109,512,000","-6,492,000","53,000","-19,652,000",,,"20,000",,,,"-10,073,000","8,000","0","-2,444,000","106,000",,"0","-16,258,000","0","6,000","255,000","-10,006,000","-17,832,000","-95,901,000",,,,,,,,,,,,,"0","0","0",,"-10,000","-67,000","-20,653,000",,"-13,434,000","-1,184,000","0",
			GainLossOnInvestmentSecurities,,"-50,673,000",,,,,"-14,634,000","340,000","-191,369,000","-3,000","-157,640,000","-32,000","-1,451,000","-37,887,000","-30,505,000",,,,,,,,,,,,"53,824,000","-17,140,000",,,"0","0","0","14,960,000","-31,292,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,"0",,,,"27,000","-3,754,000","-107,000","-11,000","-8,000","-128,000","-111,000","-115,000","-135,000","-135,000","-124,000","-159,000","-160,000","-89,000","333,000","266,000","4,280,000","-46,000","-163,000","-395,000","-1,988,000","245,000","202,000","618,000","66,000","51,000","257,000","949,000","454,000","476,000","1,637,000","-737,000","3,773,000","1,985,000","-754,000","-663,000","-618,000","1,438,000","-465,000","-611,000","-633,000","-485,000","-1,889,000","-794,000","-574,000","-462,000","-580,000","-581,000","-411,000"
		DepreciationAmortizationDepletion,"201,663,000","51,626,000","51,866,000","49,185,000","48,986,000","49,235,000","47,694,000","48,896,000","49,117,000","49,402,000","45,563,000","45,538,000","43,571,000","42,952,000","42,292,000","40,673,000","40,192,000","43,129,000","45,259,000","48,112,000","48,964,000","50,897,000","53,833,000","50,023,000","48,783,000","49,467,000","48,163,000","45,400,000","51,123,000","51,038,000","49,762,000","49,724,000","47,447,000","48,073,000","41,745,000","44,446,000","42,114,000","39,200,000","39,494,000","43,970,000","38,934,000","40,091,000","41,723,000","43,858,000","43,158,000","38,960,000","38,080,000","36,125,000","36,453,000","37,190,000","42,738,000","40,536,000","40,107,000","38,804,000","40,872,000","40,228,000","40,024,000","40,659,000","50,637,000","41,664,000","41,164,000","40,872,000","47,682,000","39,354,000","40,535,000","39,950,000","39,214,000"
			DepreciationAndAmortization,"201,663,000","51,626,000","51,866,000","49,185,000","48,986,000","49,235,000","47,694,000","48,896,000","49,117,000","49,402,000","45,563,000","45,538,000","43,571,000","42,952,000","42,292,000","40,673,000","40,192,000","43,129,000","45,259,000","48,112,000","48,964,000","50,897,000","53,833,000","50,023,000","48,783,000","49,467,000","48,163,000","45,400,000","51,123,000","51,038,000","49,762,000","49,724,000","47,447,000","48,073,000","41,745,000","44,446,000","42,114,000","39,200,000","39,494,000","43,970,000","38,934,000","40,091,000","41,723,000","43,858,000","43,158,000","38,960,000","38,080,000","36,125,000","36,453,000","37,190,000","42,738,000","40,536,000","40,107,000","38,804,000","40,872,000","40,228,000","40,024,000","40,659,000","50,637,000","41,664,000","41,164,000","40,872,000","47,682,000","39,354,000","40,535,000","39,950,000","39,214,000"
