name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalAssets,"10,993,000,000","10,798,000,000","9,478,000,000","9,187,000,000","8,822,000,000","8,715,057,000","7,705,459,000","6,521,309,000","6,197,416,000","6,022,430,000","4,756,808,000","4,602,703,000","4,398,895,000","3,879,140,000","3,581,442,000","3,472,884,000","3,704,485,000","3,397,904,000","3,069,515,000","2,924,406,000","2,170,263,000","2,033,767,000","1,813,114,000","1,714,338,000","1,874,043,000","1,807,052,000","1,662,888,000","1,563,311,000","1,493,642,000","1,425,079,000","1,304,612,000","1,262,243,000","1,224,261,000","1,168,476,000","578,736,000","542,333,000","515,953,000","478,114,000","382,204,000","200,472,000","184,998,000","156,323,000"
	CurrentAssets,"5,442,000,000","5,220,000,000","4,288,000,000","4,225,000,000","4,524,000,000","4,521,842,000","3,966,881,000","3,337,122,000","2,805,861,000","2,826,901,000","2,297,213,000","2,442,287,000","2,374,486,000","2,344,693,000","2,292,185,000","2,351,629,000","2,489,926,000","2,410,564,000","2,127,492,000","2,111,027,000","1,396,255,000","1,342,535,000","1,126,907,000","1,097,889,000","1,193,258,000","1,085,635,000","981,607,000","954,074,000","983,934,000","906,986,000","821,399,000","844,659,000","828,625,000","797,749,000","342,419,000","376,809,000","447,236,000","422,089,000","331,877,000","152,082,000","153,321,000","130,507,000"
		CashCashEquivalentsAndShortTermInvestments,"4,014,000,000","3,304,000,000","3,031,000,000","2,984,000,000","3,456,000,000","3,092,036,000","2,951,611,000","2,342,671,000","1,858,705,000","1,691,095,000","1,471,073,000","1,653,384,000","1,662,113,000","1,497,922,000","1,626,040,000","1,749,658,000","1,885,959,000","1,779,298,000","1,671,897,000","1,692,176,000","975,314,000","899,362,000","806,880,000","806,714,000","900,873,000","801,250,000","728,951,000","722,524,000","745,010,000","668,791,000","646,072,000","677,480,000","655,762,000","634,554,000","220,138,000","253,780,000","338,866,000","314,691,000","256,461,000","88,277,000","95,484,000","68,088,000"
			CashAndCashEquivalents,"2,252,000,000","1,728,000,000","1,400,000,000","1,362,000,000","1,821,000,000","1,676,794,000","1,348,294,000","837,309,000","808,725,000","775,778,000","622,925,000","583,581,000","639,722,000","566,204,000","703,629,000","704,846,000","682,854,000","726,495,000","1,104,871,000","1,173,457,000","439,915,000","401,238,000","325,067,000","289,113,000","453,450,000","412,305,000","349,073,000","325,354,000","307,981,000","252,455,000","235,086,000","329,275,000","337,920,000","366,303,000","121,094,000","120,233,000","144,782,000","118,989,000","116,976,000","65,482,000","80,140,000","68,088,000"
			OtherShortTermInvestments,"1,762,000,000","1,576,000,000","1,631,000,000","1,622,000,000","1,635,000,000","1,415,242,000","1,603,317,000","1,505,362,000","1,049,980,000","915,317,000","848,148,000","1,069,803,000","1,022,391,000","931,718,000","922,411,000","1,044,812,000","1,203,105,000","1,052,803,000","567,026,000","518,719,000","535,399,000","498,124,000","481,813,000","517,601,000","447,423,000","388,945,000","379,878,000","397,170,000","437,029,000","416,336,000","410,986,000","348,205,000","317,842,000","268,251,000","99,044,000","133,547,000","194,084,000","195,702,000","139,485,000","22,795,000","15,344,000","0"
		Receivables,"824,000,000","1,390,000,000","776,000,000","781,000,000","645,000,000","1,009,415,000","631,055,000","631,992,000","615,234,000","835,279,000","539,416,000","503,376,000","422,559,000","574,810,000","424,698,000","367,598,000","371,008,000","434,895,000","291,903,000","279,088,000","278,107,000","322,757,000","220,089,000","197,296,000","190,263,000","203,333,000","159,768,000","143,206,000","142,720,000","159,171,000","111,164,000","109,246,000","107,932,000","108,339,000","84,527,000","92,765,000","79,844,000","84,480,000","55,924,000","47,334,000","42,894,000","50,127,000"
			AccountsReceivable,"824,000,000","1,390,000,000","776,000,000","781,000,000","645,000,000","1,009,415,000","631,055,000","631,992,000","615,234,000","835,279,000","539,416,000","503,376,000","422,559,000","574,810,000","424,698,000","367,598,000","371,008,000","434,895,000","291,903,000","279,088,000","278,107,000","322,757,000","220,089,000","197,296,000","190,263,000","203,333,000","159,768,000","143,206,000","142,720,000","159,171,000","111,164,000","109,246,000","107,932,000","108,339,000","84,527,000","92,765,000","79,844,000","78,163,000","55,924,000","47,334,000","42,894,000","44,860,000"
				GrossAccountsReceivable,,,,,,"1,018,023,000",,,,"841,475,000",,,,"577,133,000",,,,"438,010,000",,,,"325,080,000",,,,"204,512,000",,,,"159,980,000","112,164,000","110,946,000","109,232,000","109,482,000","85,027,000","94,065,000","80,844,000","78,905,000",,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,"-8,608,000",,,,"-6,196,000",,,,"-2,323,000",,,,"-3,115,000",,,,"-2,323,000",,,,"-1,179,000",,,,"-809,000","-1,000,000","-1,700,000","-1,300,000","-1,143,000","-500,000","-1,300,000","-1,000,000","-742,000",,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"5,267,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,317,000",,,,
		PrepaidAssets,"279,000,000","223,000,000","213,000,000","205,000,000","182,000,000","191,467,000","181,474,000","170,582,000","149,092,000","125,488,000","128,483,000","133,482,000","145,185,000","132,071,000","115,262,000","115,305,000","117,092,000","77,681,000","66,881,000","54,666,000","64,048,000","43,636,000","37,281,000","36,647,000","46,534,000","29,076,000","45,305,000","43,998,000","53,860,000","35,792,000","27,787,000","23,828,000","32,044,000","23,733,000","12,919,000","9,093,000","10,176,000","13,596,000","5,675,000","4,671,000","5,768,000",
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","37,000","37,000","37,000","45,000"
		CurrentDeferredAssets,"322,000,000","303,000,000","268,000,000","255,000,000","241,000,000","228,924,000","202,741,000","191,877,000","182,830,000","175,039,000","158,241,000","152,045,000","144,629,000","139,890,000","126,185,000","119,068,000","115,867,000","118,690,000","96,811,000","85,097,000","78,786,000","76,780,000","62,657,000","57,232,000","55,588,000","51,976,000","47,583,000","44,346,000","42,344,000","43,232,000","36,376,000","34,105,000","32,887,000","31,123,000","24,835,000","21,171,000","18,350,000","15,639,000","13,780,000","11,763,000","9,138,000","7,631,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"660,000","660,000","1,544,000","1,544,000","1,544,000","1,544,000"
		HedgingAssetsCurrent,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,279,000",,,,"4,616,000"
	TotalNonCurrentAssets,"5,551,000,000","5,578,000,000","5,190,000,000","4,962,000,000","4,298,000,000","4,193,215,000","3,738,578,000","3,184,187,000","3,391,555,000","3,195,529,000","2,459,595,000","2,160,416,000","2,024,409,000","1,534,447,000","1,289,257,000","1,121,255,000","1,214,559,000","987,340,000","942,023,000","813,379,000","774,008,000","691,232,000","686,207,000","616,449,000","680,785,000","721,417,000","681,281,000","609,237,000","509,708,000","518,093,000","483,213,000","417,584,000","395,636,000","370,727,000","236,317,000","165,524,000","68,717,000","56,025,000","50,327,000","48,390,000","31,677,000","25,816,000"
		NetPPE,"1,381,000,000","1,357,000,000","1,346,000,000","1,198,000,000","1,148,000,000","1,113,859,000","1,021,733,000","1,010,473,000","935,545,000","870,513,000","806,282,000","761,957,000","744,212,000","347,216,000","297,371,000","286,953,000","267,454,000","245,124,000","231,304,000","213,501,000","189,659,000","181,620,000","176,106,000","166,551,000","154,244,000","144,714,000","132,713,000","124,902,000","115,438,000","104,237,000","96,977,000","96,483,000","86,200,000","75,560,000","68,642,000","57,253,000","54,284,000","42,342,000","39,086,000","35,452,000","24,091,000","20,695,000"
			GrossPPE,"2,256,000,000","2,182,000,000","2,112,000,000","1,912,000,000","1,805,000,000","1,745,857,000","1,604,630,000","1,543,048,000","1,420,736,000","1,327,879,000","1,234,753,000","1,167,803,000","1,118,723,000","685,829,000","611,301,000","571,210,000","529,667,000","480,237,000","442,841,000","402,040,000","356,628,000","332,363,000","315,718,000","293,486,000","267,619,000","246,077,000","222,841,000","207,289,000","188,127,000","171,490,000","156,657,000","148,091,000","129,789,000","113,667,000","100,061,000","82,250,000","74,775,000","58,736,000","50,706,000","43,825,000","29,654,000","24,876,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,,,,,,,,,"0","0","0","0","6,551,000","6,771,000","6,744,000","7,044,000","7,084,000","6,978,000","7,063,000","6,788,000","6,379,000","6,570,000","6,404,000","6,513,000","6,318,000","6,274,000","6,529,000","6,225,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,"1,463,000,000","1,377,000,000","1,301,000,000","1,251,000,000","1,164,000,000","1,114,685,000","990,372,000","936,749,000","818,768,000","793,322,000","713,447,000","669,451,000","637,206,000","594,390,000","525,617,000","485,232,000","448,458,000","411,580,000","380,819,000","347,410,000","309,052,000","286,354,000","268,642,000","250,603,000","224,780,000","206,214,000","183,119,000","176,377,000","161,534,000","146,799,000","138,070,000","132,600,000","117,295,000","104,368,000","92,490,000","74,911,000","67,129,000","51,232,000","44,936,000","34,448,000","23,710,000","18,341,000"
				OtherProperties,"583,000,000","591,000,000","606,000,000","466,000,000","455,000,000","454,218,000","457,726,000","463,220,000","464,576,000","402,428,000","405,424,000","397,950,000","393,561,000","347,216,000","297,371,000","286,953,000","267,454,000","245,124,000","231,304,000","213,501,000","189,659,000","181,620,000","176,106,000","166,551,000","154,244,000","144,714,000","132,713,000","124,902,000","115,438,000","104,237,000","96,977,000","96,483,000","86,200,000","75,560,000","68,642,000","57,253,000","54,284,000","42,342,000",,,,
				ConstructionInProgress,"10,000,000","14,000,000","21,000,000","12,000,000","6,000,000","9,257,000","7,297,000","9,766,000","11,871,000","6,830,000","21,059,000","12,510,000","3,527,000","10,167,000","6,879,000","15,673,000","11,083,000","5,341,000","7,044,000","7,731,000","3,431,000","2,535,000","5,088,000","2,626,000","3,200,000","1,886,000","16,315,000","7,390,000","3,833,000","9,762,000","4,609,000","1,340,000","3,516,000","928,000","2,647,000","3,042,000","4,983,000","4,855,000","4,955,000","6,470,000","3,040,000","3,740,000"
				Leases,"200,000,000","200,000,000","184,000,000","183,000,000","180,000,000","167,697,000","149,235,000","133,313,000","125,521,000","125,299,000","94,823,000","87,892,000","84,429,000","74,721,000","72,034,000","63,561,000","63,082,000","56,232,000","48,000,000","39,836,000","37,357,000","37,095,000","35,418,000","33,853,000","33,126,000","31,659,000","17,133,000","16,993,000","16,535,000","14,929,000","13,978,000","14,151,000","8,978,000","8,371,000","4,924,000","4,297,000","2,663,000","2,649,000","815,000","2,907,000","2,904,000","2,795,000"
			AccumulatedDepreciation,"-875,000,000","-825,000,000","-766,000,000","-714,000,000","-657,000,000","-631,998,000","-582,897,000","-532,575,000","-485,191,000","-457,366,000","-428,471,000","-405,846,000","-374,511,000","-338,613,000","-313,930,000","-284,257,000","-262,213,000","-235,113,000","-211,537,000","-188,539,000","-166,969,000","-150,743,000","-139,612,000","-126,935,000","-113,375,000","-101,363,000","-90,128,000","-82,387,000","-72,689,000","-67,253,000","-59,680,000","-51,608,000","-43,589,000","-38,107,000","-31,419,000","-24,997,000","-20,491,000","-16,394,000","-11,620,000","-8,373,000","-5,563,000","-4,181,000"
		GoodwillAndOtherIntangibleAssets,"1,040,000,000","1,064,000,000","1,072,000,000","1,103,000,000","582,000,000","394,131,000","387,775,000","375,273,000","378,654,000","300,606,000","266,849,000","274,071,000","244,436,000","249,427,000","227,139,000","230,733,000","211,238,000","215,644,000","177,067,000","177,017,000","164,669,000","148,388,000","145,151,000","147,988,000","103,610,000","98,674,000","100,074,000","104,844,000","104,829,000","109,542,000","116,648,000","13,912,000","14,460,000","14,520,000","14,715,000",,,,,,,
			Goodwill,"774,000,000","777,000,000","770,000,000","793,000,000","361,000,000","240,764,000","231,949,000","211,416,000","207,605,000","156,756,000","153,902,000","152,472,000","151,184,000","148,845,000","143,133,000","143,007,000","128,685,000","128,728,000","108,097,000","104,430,000","96,914,000","82,534,000","84,425,000","83,115,000","57,364,000","55,669,000","55,547,000","57,412,000","54,913,000","55,016,000","58,344,000","8,622,000","8,689,000","8,724,000","8,526,000",,,,,,,
			OtherIntangibleAssets,"266,000,000","287,000,000","302,000,000","310,000,000","221,000,000","153,367,000","155,826,000","163,857,000","171,049,000","143,850,000","112,947,000","121,599,000","93,252,000","100,582,000","84,006,000","87,726,000","82,553,000","86,916,000","68,970,000","72,587,000","67,755,000","65,854,000","60,726,000","64,873,000","46,246,000","43,005,000","44,527,000","47,432,000","49,916,000","54,526,000","58,304,000","5,290,000","5,771,000","5,796,000","6,189,000",,,,,,,
		InvestmentsAndAdvances,"1,484,000,000","1,630,000,000","1,384,000,000","1,350,000,000","1,348,000,000","1,468,006,000","1,259,951,000","776,807,000","1,077,938,000","1,013,332,000","1,001,513,000","746,716,000","674,633,000","581,856,000","457,561,000","304,629,000","451,209,000","391,442,000","424,858,000","319,795,000","326,261,000","262,658,000","281,353,000","224,439,000","361,831,000","422,667,000","400,512,000","333,284,000","253,625,000","266,772,000","238,051,000","279,580,000","268,635,000","255,356,000","132,619,000","92,342,000",,,,,,
			InvestmentinFinancialAssets,"1,484,000,000","1,630,000,000","1,384,000,000","1,350,000,000","1,348,000,000","1,468,006,000","1,259,951,000","776,807,000","1,077,938,000","1,013,332,000","1,001,513,000","746,716,000","674,633,000","581,856,000","457,561,000","304,629,000","451,209,000","391,442,000","424,858,000","319,795,000","326,261,000","262,658,000","281,353,000","224,439,000","361,831,000","422,667,000","400,512,000","333,284,000","253,625,000","266,772,000","238,051,000","279,580,000","268,635,000","255,356,000","132,619,000","92,342,000",,,,,,
				AvailableForSaleSecurities,"1,484,000,000","1,630,000,000","1,384,000,000","1,350,000,000","1,348,000,000","1,468,006,000","1,259,951,000","776,807,000","1,077,938,000","1,013,332,000","1,001,513,000","746,716,000","674,633,000","581,856,000","457,561,000","304,629,000","451,209,000","391,442,000","424,858,000","319,795,000","326,261,000","262,658,000","281,353,000","224,439,000","361,831,000","422,667,000","400,512,000","333,284,000","253,625,000","266,772,000","238,051,000","279,580,000","268,635,000","255,356,000","132,619,000","92,342,000",,,,,,
		NonCurrentDeferredAssets,"1,341,000,000","1,315,000,000","1,218,000,000","1,159,000,000","1,114,000,000","1,117,179,000","995,328,000","949,839,000","925,748,000","933,081,000","293,086,000","287,432,000","283,124,000","282,490,000","247,681,000","239,523,000","233,715,000","85,530,000","69,041,000","67,984,000","61,648,000","61,990,000","44,597,000","39,716,000","36,417,000","33,016,000","29,595,000","28,193,000","27,696,000","29,453,000","25,319,000","22,484,000","21,575,000","21,318,000","16,716,000","13,786,000","12,295,000","11,296,000","9,734,000","8,325,000","6,010,000","4,597,000"
			NonCurrentDeferredTaxesAssets,"686,000,000","692,000,000","694,000,000","665,000,000","643,000,000","673,111,000","620,890,000","594,155,000","586,021,000","599,633,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174,000",,
		OtherNonCurrentAssets,"305,000,000","212,000,000","170,000,000","152,000,000","106,000,000","100,040,000","73,791,000","71,795,000","73,670,000","77,997,000","91,865,000","90,240,000","78,004,000","73,458,000","59,505,000","59,417,000","50,943,000","49,600,000","39,753,000","35,082,000","31,771,000","36,576,000","39,000,000","37,755,000","24,683,000","22,346,000","18,387,000","18,014,000","8,120,000","8,089,000","6,218,000","5,125,000","4,766,000","3,973,000","3,625,000","2,143,000","2,138,000","2,387,000","1,507,000","4,613,000","1,576,000","524,000"
TotalLiabilitiesNetMinorityInterest,"6,996,000,000","7,103,000,000","5,944,000,000","5,912,000,000","5,785,000,000","5,880,576,000","5,031,743,000","4,042,503,000","3,931,321,000","3,894,489,000","3,327,335,000","3,341,757,000","3,203,944,000","2,767,941,000","2,561,258,000","2,581,174,000","2,839,322,000","2,813,772,000","2,518,124,000","2,441,980,000","1,742,924,000","1,646,806,000","1,450,611,000","1,390,056,000","1,571,687,000","1,240,238,000","1,145,954,000","1,100,198,000","1,038,732,000","996,404,000","887,197,000","864,126,000","820,519,000","774,217,000","291,140,000","274,438,000","252,026,000","234,709,000","190,936,000","243,600,000","225,196,000","213,749,000"
	CurrentLiabilities,"4,852,000,000","4,949,000,000","3,792,000,000","3,908,000,000","3,664,000,000","3,737,144,000","2,835,947,000","2,848,871,000","2,721,061,000","2,752,785,000","2,192,561,000","2,224,979,000","2,097,841,000","2,012,573,000","1,818,957,000","1,837,041,000","2,098,016,000","2,100,631,000","1,280,651,000","1,217,290,000","1,139,805,000","1,071,498,000","898,339,000","852,081,000","1,048,283,000","731,636,000","634,821,000","591,633,000","540,926,000","506,997,000","419,277,000","403,047,000","365,506,000","328,088,000","268,139,000","249,172,000","229,113,000","211,627,000","166,688,000","151,805,000","133,172,000","126,561,000"
		PayablesAndAccruedExpenses,"823,000,000","634,000,000","668,000,000","706,000,000","593,000,000","464,563,000","493,744,000","532,410,000","444,901,000","321,968,000","244,656,000","275,809,000","202,628,000","223,861,000","141,391,000","131,687,000","117,711,000","142,698,000","97,137,000","95,695,000","96,821,000","124,811,000","87,717,000","88,613,000","333,847,000","79,573,000","66,079,000","50,687,000","46,790,000","53,682,000","38,630,000","45,928,000","43,177,000","33,914,000","22,931,000","22,511,000","20,015,000","23,495,000","11,794,000","29,520,000","16,324,000","24,809,000"
			Payables,"166,000,000","190,000,000","64,000,000","98,000,000","109,000,000","92,702,000","51,456,000","85,757,000","73,904,000","91,286,000","86,471,000","90,298,000","59,197,000","65,855,000","72,662,000","61,583,000","59,388,000","57,726,000","39,446,000","41,230,000","53,018,000","57,552,000","41,464,000","50,935,000","47,750,000","46,449,000","37,980,000","27,492,000","25,605,000","25,454,000","15,113,000","26,174,000","26,866,000","11,592,000","7,930,000","10,016,000","9,770,000","11,545,000","9,056,000","11,284,000","12,642,000","16,810,000"
				AccountsPayable,"166,000,000","89,000,000","64,000,000","98,000,000","109,000,000","34,236,000","51,456,000","85,757,000","73,904,000","52,960,000","61,906,000","65,711,000","38,668,000","30,733,000","43,223,000","30,656,000","37,715,000","32,109,000","20,752,000","24,478,000","33,658,000","38,080,000","30,012,000","41,095,000","39,621,000","37,369,000","30,654,000","20,966,000","18,192,000","17,829,000","11,416,000","22,463,000","22,664,000","7,405,000","7,930,000","10,016,000","9,770,000","9,604,000","5,680,000","8,550,000","7,089,000","9,411,000"
				TotalTaxPayable,,"101,000,000",,,,"58,466,000",,,,"38,326,000","24,565,000","24,587,000","20,529,000","35,122,000","29,439,000","30,927,000","21,673,000","25,617,000","18,694,000","16,752,000","19,360,000","19,472,000","11,452,000","9,840,000","8,129,000","9,080,000","7,326,000","6,526,000","7,413,000","7,625,000","3,697,000","3,711,000","4,202,000","4,187,000",,,,"1,941,000","3,376,000","2,734,000","5,553,000","7,399,000"
			CurrentAccruedExpenses,"657,000,000","444,000,000","604,000,000","608,000,000","484,000,000","371,861,000","442,288,000","446,653,000","370,997,000","230,682,000","158,185,000","185,511,000","143,431,000","158,006,000","68,729,000","70,104,000","58,323,000","84,972,000","57,691,000","54,465,000","43,803,000","67,259,000","46,253,000","37,678,000","286,097,000","33,124,000","28,099,000","23,195,000","21,185,000","28,228,000","23,517,000","19,754,000","16,311,000","22,322,000","15,001,000","12,495,000","10,245,000","11,950,000","2,738,000","18,236,000","3,682,000","7,999,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,"121,000,000",,,,"91,654,000",,,,"74,853,000","48,770,000","59,842,000","43,255,000","60,889,000","95,663,000","99,589,000","87,836,000","89,712,000","68,615,000","66,686,000","57,571,000","59,628,000","44,326,000","41,528,000","32,347,000","38,618,000","29,739,000","34,046,000","25,201,000","31,041,000","24,868,000","27,830,000","21,953,000","28,536,000","18,437,000","19,521,000","15,538,000","26,188,000","18,052,000","8,688,000","12,576,000","5,379,000"
		CurrentDebtAndCapitalLeaseObligation,"175,000,000","174,000,000","175,000,000","179,000,000","77,000,000","72,236,000","67,934,000","65,742,000","60,895,000","52,668,000","49,331,000","46,132,000","41,952,000",,"160,972,000","211,463,000","516,925,000","543,418,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"88,000,000","92,000,000","93,000,000","99,000,000",,,,,,,,,,,"160,972,000","211,463,000","516,925,000","543,418,000",,,,,,,,,,,,,,,,,,,,,,,,
