name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
TotalAssets,"2,353,949,000","2,372,071,000","2,315,514,000","1,445,932,000","1,405,526,000","1,380,651,000","1,371,225,000","1,364,055,000","858,531,000","830,824,000","839,847,000","286,859,000","298,380,000"
	CurrentAssets,"1,894,810,000","1,955,856,000","1,930,577,000","1,145,953,000","1,139,868,000","1,129,954,000","1,127,379,000","1,132,124,000","647,604,000","689,872,000","695,678,000","166,006,000","196,737,000"
		CashCashEquivalentsAndShortTermInvestments,"1,725,240,000","1,821,843,000","1,813,877,000","1,033,542,000","1,035,224,000","1,032,096,000","1,051,297,000","1,069,091,000","587,854,000","636,948,000","645,105,000","124,688,000","160,657,000"
			CashAndCashEquivalents,"151,976,000","313,777,000","618,231,000","247,551,000","187,476,000","108,895,000","111,959,000","313,983,000","109,063,000","138,976,000","501,706,000","42,394,000","25,055,000"
				CashFinancial,"99,885,000","64,021,000","73,958,000","58,645,000",,"19,523,000","15,100,000","14,849,000","4,211,000","24,631,000",,,
				CashEquivalents,"52,091,000","249,756,000","544,273,000","188,906,000",,"89,372,000","96,859,000","299,134,000","104,852,000","114,345,000",,,
			OtherShortTermInvestments,"1,573,264,000","1,508,066,000","1,195,646,000","785,991,000","847,748,000","923,201,000","939,338,000","755,108,000","478,791,000","497,972,000","143,399,000","82,294,000","135,602,000"
		Receivables,"131,679,000","101,622,000","89,754,000","81,102,000","74,900,000","67,037,000","50,869,000","45,870,000","41,557,000","35,930,000","33,675,000","31,631,000","26,707,000"
			AccountsReceivable,"125,350,000","95,543,000","84,705,000","75,853,000","71,240,000","63,499,000","48,783,000","43,646,000","39,778,000","33,867,000","32,205,000","29,926,000","25,155,000"
				GrossAccountsReceivable,"128,550,000","98,187,000","87,105,000","78,253,000",,"65,202,000","50,283,000","45,246,000","41,978,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,200,000","-2,644,000","-2,400,000","-2,400,000",,"-1,703,000","-1,500,000","-1,600,000","-2,200,000",,,,
