name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalRevenue,"906,555,000","253,368,000","216,088,000","223,635,000","213,464,000","186,235,000","166,547,000","157,790,000","139,070,000","189,486,000","199,355,000","207,609,000","212,712,000","216,733,000","217,415,000","217,142,000","224,992,000","214,140,000","208,725,000","212,828,000","203,726,000","183,688,000","152,497,000","151,925,000","149,013,000","155,088,000","159,738,000","146,041,000","136,236,000","148,929,000","140,791,000","146,991,000","142,932,000","160,475,000","145,072,000","138,852,000","138,891,000","144,553,000","153,225,000","146,472,000","153,013,000","159,572,000","142,750,000","149,863,000","139,760,000","143,970,000","128,696,000","132,312,000","119,087,000","122,970,000","118,971,000","115,234,000","119,008,000","135,788,000","165,076,000","154,680,000","151,164,000","168,618,000","155,196,000","151,410,000","148,110,000","156,885,000","142,044,000","144,225,000","146,694,000","147,096,000","133,322,000","134,712,000","140,877,000","144,470,000","125,913,000","122,711,000","121,658,000","121,179,000","110,253,000","106,584,000","106,575,000","118,807,000","107,384,000","113,238,000","113,891,000","-5,201,000","137,747,000","171,577,000","175,905,000","175,522,000","175,078,000","188,994,000","188,378,000","198,454,000","174,200,000","182,000,000","181,600,000","224,500,000","171,700,000","168,600,000","170,500,000","138,300,000","124,100,000","123,900,000","124,400,000","125,800,000","103,400,000","64,400,000","65,700,000","67,400,000","53,300,000"
	OperatingRevenue,"906,555,000","253,368,000","216,088,000","223,635,000","213,464,000","186,235,000","166,547,000","157,790,000","139,070,000","189,486,000","199,355,000","207,609,000","212,712,000","216,733,000","217,415,000","217,142,000","224,992,000","214,140,000","208,725,000","212,828,000","203,726,000","183,688,000","152,497,000","151,925,000","149,013,000","155,088,000","159,738,000","146,041,000","136,236,000","148,929,000","140,791,000","146,991,000","142,932,000","160,475,000","145,072,000","138,852,000","138,891,000","144,553,000","153,225,000","146,472,000","153,013,000","159,572,000","142,750,000","149,863,000","139,760,000","143,970,000","128,696,000","132,312,000","119,087,000","122,970,000","118,971,000","115,234,000","119,008,000","135,788,000","165,076,000","154,680,000","151,164,000","168,618,000","155,196,000","151,410,000","148,110,000","156,885,000","142,044,000","144,225,000","146,694,000","147,096,000","133,322,000","134,712,000","140,877,000","144,470,000","125,913,000","122,711,000","121,658,000","121,179,000","110,253,000","106,584,000","106,575,000","118,807,000","107,384,000","113,238,000","113,891,000","-5,201,000","137,747,000","171,577,000","175,905,000","175,522,000","175,078,000","188,994,000","188,378,000","198,454,000","174,200,000","182,000,000","181,600,000","224,500,000","171,700,000","168,600,000","170,500,000","138,300,000","124,100,000","123,900,000","124,400,000","125,800,000","103,400,000","64,400,000","65,700,000","67,400,000","53,300,000"
CostOfRevenue,"590,825,000","167,893,000","141,031,000","142,500,000","139,401,000","122,147,000","111,232,000","101,765,000","94,273,000","123,277,000","131,483,000","134,116,000","137,100,000","140,688,000","144,010,000","141,242,000","145,345,000","139,538,000","139,680,000","141,209,000","134,418,000","133,353,000","107,676,000","102,196,000","100,966,000","106,695,000","111,397,000","99,096,000","92,652,000","103,452,000","97,382,000","99,835,000","97,367,000","110,175,000","102,075,000","94,592,000","95,400,000","100,345,000","109,428,000","104,070,000","109,189,000","115,330,000","104,147,000","110,632,000","104,118,000","106,525,000","99,345,000","101,071,000","91,072,000","91,337,000","92,146,000","87,183,000","89,578,000","100,975,000","120,285,000","109,108,000","102,639,000","120,665,000","108,522,000","105,372,000","104,222,000","112,208,000","103,421,000","105,208,000","104,411,000","106,106,000","98,391,000","99,554,000","104,334,000","109,955,000","95,914,000","92,768,000","90,207,000","91,856,000","85,695,000","81,517,000","80,677,000","91,975,000","81,085,000","86,665,000","86,261,000","-25,758,000","105,759,000","138,603,000","140,947,000","111,694,000","132,241,000","140,971,000","138,038,000","191,326,000","127,600,000","139,100,000","131,300,000","157,600,000","125,900,000","123,400,000","124,200,000","94,900,000","86,500,000","85,900,000","87,000,000","85,700,000","71,700,000","44,000,000","44,500,000",,
GrossProfit,"315,730,000","85,475,000","75,057,000","81,135,000","74,063,000","64,088,000","55,315,000","56,025,000","44,797,000","66,209,000","67,872,000","73,493,000","75,612,000","76,045,000","73,405,000","75,900,000","79,647,000","74,602,000","69,045,000","71,619,000","69,308,000","50,335,000","44,821,000","49,729,000","48,047,000","48,393,000","48,341,000","46,945,000","43,584,000","45,477,000","43,409,000","47,156,000","45,565,000","50,300,000","42,997,000","44,260,000","43,491,000","44,208,000","43,797,000","42,402,000","43,824,000","44,242,000","38,603,000","39,231,000","35,642,000","37,445,000","29,351,000","31,241,000","28,015,000","31,633,000","26,825,000","28,051,000","29,430,000","34,813,000","44,791,000","45,572,000","48,525,000","47,953,000","46,674,000","46,038,000","43,888,000","44,677,000","38,623,000","39,017,000","42,283,000","40,990,000","34,931,000","35,158,000","36,543,000","34,515,000","29,999,000","29,943,000","31,451,000","29,323,000","24,558,000","25,067,000","25,898,000","26,832,000","26,299,000","26,573,000","27,630,000","20,557,000","31,988,000","32,974,000","34,958,000","63,828,000","42,837,000","48,023,000","50,340,000","7,128,000","46,600,000","42,900,000","50,300,000","66,900,000","45,800,000","45,200,000","46,300,000","43,400,000","37,600,000","38,000,000","37,400,000","40,100,000","31,700,000","20,400,000","21,200,000",,
OperatingExpense,"241,949,000","61,416,000","59,741,000","57,475,000","63,317,000","49,889,000","44,868,000","40,205,000","43,008,000","49,545,000","46,986,000","48,255,000","48,400,000","52,555,000","51,209,000","51,075,000","55,044,000","58,278,000","54,872,000","52,032,000","49,293,000","52,374,000","39,504,000","37,110,000","36,846,000","36,584,000","37,383,000","40,433,000","32,293,000","32,585,000","30,794,000","31,022,000","32,559,000","32,772,000","31,896,000","31,974,000","30,055,000","29,727,000","29,608,000","29,482,000","31,042,000","30,625,000","28,070,000","26,917,000","27,999,000","27,891,000","26,251,000","25,709,000","25,429,000","27,288,000","25,752,000","24,814,000","25,378,000","27,658,000","28,912,000","26,639,000","28,130,000","33,097,000","27,363,000","26,421,000","25,345,000","24,590,000","23,599,000","23,323,000","24,499,000","21,935,000","21,734,000","21,680,000","21,895,000","23,856,000","20,352,000","19,863,000","20,262,000","19,951,000","18,632,000","17,326,000","17,831,000","24,616,000","17,451,000","18,034,000","18,156,000","-7,478,000","22,766,000","23,876,000","23,034,000","18,142,000","29,165,000","29,343,000","29,962,000","-11,314,000","30,500,000","30,500,000","29,500,000","41,100,000","26,000,000","26,300,000","26,000,000","23,000,000","22,000,000","21,300,000","22,300,000","24,000,000","20,500,000","11,500,000","12,500,000",,
	SellingGeneralAndAdministration,"201,315,000","50,713,000","49,612,000","47,365,000","53,625,000","43,013,000","38,688,000","34,117,000","37,124,000","43,420,000","41,129,000","42,030,000","42,355,000","45,659,000","44,237,000","44,203,000","47,393,000","50,594,000","47,671,000","44,389,000","42,652,000","49,549,000","37,739,000","35,345,000","35,096,000","34,836,000","35,694,000","39,439,000","31,700,000","32,035,000","30,243,000","30,446,000","31,970,000","32,254,000","31,418,000","31,448,000","29,596,000","29,227,000","29,115,000","28,993,000","30,543,000","30,066,000","27,585,000","26,408,000","27,478,000","27,428,000","25,799,000","25,275,000","25,000,000","26,820,000","25,262,000","24,336,000","24,938,000","27,137,000","28,491,000","26,610,000","28,103,000","30,555,000","27,334,000","26,396,000","25,317,000","24,538,000","23,555,000","23,279,000","24,456,000","22,770,000","21,673,000","21,619,000","21,833,000","23,775,000","20,274,000","19,787,000","20,185,000","19,868,000","18,552,000","17,248,000","17,689,000","20,770,000","17,314,000","17,900,000","18,027,000","14,131,000","18,772,000","19,863,000","19,001,000","23,476,000","21,848,000","22,293,000","22,822,000","-18,150,000","23,200,000","23,300,000","22,300,000","33,600,000","19,400,000","19,700,000","19,400,000","18,100,000","17,300,000","16,600,000","17,500,000","19,500,000","17,000,000","9,800,000","10,900,000",,
		GeneralAndAdministrativeExpense,"102,128,000","23,633,000","25,144,000","23,208,000","30,143,000","22,193,000","19,859,000","15,554,000","18,429,000","21,167,000","17,960,000","19,153,000","19,600,000","21,674,000","20,379,000","19,688,000","21,826,000","22,947,000","22,204,000","19,347,000","18,852,000","28,064,000","19,751,000","16,313,000","16,282,000","15,270,000","16,399,000","22,040,000","15,102,000","14,650,000","12,845,000","13,300,000","14,079,000","13,507,000","15,230,000","14,167,000","12,849,000","12,823,000","12,725,000","12,546,000","14,177,000","12,721,000","11,605,000","10,899,000","11,452,000","10,737,000","10,275,000","9,795,000","9,785,000","10,229,000","9,471,000","8,731,000","8,461,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"102,128,000","23,633,000","25,144,000","23,208,000","30,143,000","22,193,000","19,859,000","15,554,000","18,429,000","21,167,000","17,960,000","19,153,000","19,600,000","21,674,000","20,379,000","19,688,000","21,826,000","22,947,000","22,204,000","19,347,000","18,852,000","28,064,000","19,751,000","16,313,000","16,282,000","15,270,000","16,399,000","22,040,000","15,102,000","14,650,000","12,845,000","13,300,000","14,079,000","13,507,000","15,230,000","14,167,000","12,849,000","12,823,000","12,725,000","12,546,000","14,177,000","12,721,000","11,605,000","10,899,000","11,452,000","10,737,000","10,275,000","9,795,000","9,785,000","10,229,000","9,471,000","8,731,000","8,461,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"99,187,000","27,080,000","24,468,000","24,157,000","23,482,000","20,820,000","18,829,000","18,563,000","18,695,000","22,253,000","23,169,000","22,877,000","22,755,000","23,985,000","23,858,000","24,515,000","25,567,000","27,647,000","25,467,000","25,042,000","23,800,000","21,485,000","17,988,000","19,032,000","18,814,000","19,566,000","19,295,000","17,399,000","16,598,000","17,385,000","17,398,000","17,146,000","17,891,000","18,747,000","16,188,000","17,281,000","16,747,000","16,404,000","16,390,000","16,447,000","16,366,000","17,345,000","15,980,000","15,509,000","16,026,000","16,691,000","15,524,000","15,480,000","15,215,000","16,591,000","15,791,000","15,605,000","16,477,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"15,351,000","4,068,000","3,875,000","3,825,000","3,583,000","3,702,000","3,038,000","2,896,000","2,769,000","2,891,000","2,628,000","2,999,000","2,792,000","3,354,000","3,271,000","3,118,000","3,748,000","3,679,000","3,293,000","3,723,000","2,922,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
