name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
OperatingCashFlow,"2,239,000,000","881,000,000","-10,000,000","915,000,000","453,000,000","-205,000,000","946,000,000","622,000,000","278,000,000","-173,000,000","1,007,000,000","1,179,000,000","164,000,000","556,000,000","1,712,000,000","386,000,000","619,000,000","-211,000,000","736,000,000","1,668,000,000","-184,000,000","-405,000,000","829,000,000","136,000,000","351,000,000","373,000,000","882,000,000","190,000,000","1,161,000,000","-1,102,000,000","855,000,000","202,000,000","107,000,000","156,000,000","559,000,000","74,000,000","2,019,000,000","-1,073,000,000","699,000,000","421,000,000","172,000,000","63,000,000","15,000,000","421,000,000","1,042,000,000","412,000,000","755,000,000","416,000,000","710,000,000","843,000,000","853,000,000","879,000,000","551,000,000","37,000,000","-964,000,000","918,000,000","-463,000,000","289,000,000","404,000,000","-169,000,000","-103,000,000","-327,000,000","1,514,000,000","-99,000,000","-473,000,000","63,000,000","708,000,000","1,186,000,000","95,000,000","179,000,000","1,508,000,000","271,000,000","-185,000,000","33,000,000","510,000,000","-280,000,000","922,000,000","104,000,000","499,000,000","444,000,000","186,000,000","330,000,000","1,061,000,000","167,000,000","423,000,000","43,000,000","1,158,000,000","-162,000,000","555,000,000","32,000,000","1,103,000,000","182,000,000","354,000,000","215,000,000","813,000,000","727,000,000","-321,000,000","584,000,000","152,000,000","95,000,000","-309,000,000","307,000,000","344,000,000","220,000,000","192,000,000","901,000,000","1,174,400,000","1,085,500,000","-465,200,000","622,700,000","-256,600,000","435,200,000","916,000,000","622,100,000","113,900,000","89,100,000","-70,100,000","349,600,000","-203,400,000","246,600,000","268,200,000","43,300,000","-278,800,000","10,500,000","195,700,000","285,400,000","108,500,000","9,300,000","76,700,000","87,800,000"
	CashFlowFromContinuingOperatingActivities,"2,239,000,000","881,000,000","-10,000,000","915,000,000","453,000,000","-205,000,000","946,000,000","622,000,000","278,000,000","-173,000,000","1,007,000,000","1,179,000,000","164,000,000","556,000,000","1,712,000,000","386,000,000","619,000,000","-211,000,000","736,000,000","1,668,000,000","-184,000,000","-405,000,000","829,000,000","136,000,000","351,000,000","373,000,000","882,000,000","190,000,000","1,161,000,000","-1,102,000,000","855,000,000","202,000,000","107,000,000","156,000,000","559,000,000","74,000,000","2,019,000,000","-1,073,000,000","699,000,000","421,000,000","172,000,000","63,000,000","15,000,000","421,000,000","1,042,000,000","412,000,000","755,000,000","416,000,000","710,000,000","843,000,000","853,000,000","879,000,000","551,000,000","37,000,000","-964,000,000","918,000,000","-463,000,000","289,000,000","404,000,000","-169,000,000","-103,000,000","-327,000,000","1,514,000,000","-99,000,000","-473,000,000","63,000,000","708,000,000","1,186,000,000","95,000,000","179,000,000","1,508,000,000","271,000,000","-185,000,000","33,000,000","510,000,000","-280,000,000","922,000,000","104,000,000","499,000,000","444,000,000","186,000,000","330,000,000","1,061,000,000","167,000,000","423,000,000","43,000,000","1,158,000,000","-162,000,000","555,000,000","32,000,000","1,103,000,000","182,000,000","354,000,000","215,000,000","813,000,000","727,000,000","-321,000,000","584,000,000","152,000,000","95,000,000","-309,000,000","307,000,000","344,000,000","220,000,000","192,000,000","901,000,000","1,174,400,000","1,085,500,000","-465,200,000","622,700,000","-256,600,000","435,200,000","916,000,000","622,100,000","113,900,000","89,100,000","-70,100,000","349,600,000","-203,400,000","246,600,000","268,200,000","43,300,000","-278,800,000","10,500,000","195,700,000","285,400,000","108,500,000","9,300,000","76,700,000","87,800,000"
		NetIncomeFromContinuingOperations,"2,451,000,000","448,000,000","629,000,000","645,000,000","729,000,000","622,000,000","582,000,000","428,000,000","187,000,000","146,000,000","469,000,000","416,000,000","425,000,000","407,000,000","484,000,000","482,000,000","482,000,000","418,000,000","197,000,000","364,000,000","412,000,000","325,000,000","228,000,000","173,000,000","201,000,000","188,000,000","229,000,000","217,000,000","239,000,000","235,000,000","254,000,000","186,000,000","225,000,000","242,000,000","230,000,000","271,000,000","204,000,000","205,000,000","203,000,000","221,000,000","241,000,000","200,000,000","200,000,000","218,000,000","243,000,000","271,000,000","323,000,000","226,000,000","74,000,000","-39,000,000","-188,000,000","-402,000,000","-223,000,000","-498,000,000","-524,000,000","-36,000,000","-1,126,000,000","218,000,000","25,000,000","210,000,000","334,000,000","350,000,000","146,000,000","312,000,000","308,000,000","289,000,000","296,000,000","278,000,000","291,000,000","264,000,000","213,000,000","252,000,000","239,000,000","250,000,000","234,000,000","227,000,000","225,000,000","217,000,000","245,000,000","245,000,000","246,000,000","240,000,000","-174,000,000","249,000,000","-160,000,000","217,000,000","266,000,000","121,000,000","248,000,000","367,000,000","264,000,000","270,000,000","280,000,000","293,000,000","260,000,000","252,000,000","249,000,000","235,000,000","248,000,000","236,000,000","223,000,000","212,000,000","151,000,000","207,000,000","217,000,000","208,000,000","206,700,000","209,600,000","199,000,000","173,900,000","193,800,000","229,300,000","221,800,000","208,600,000","57,100,000","98,200,000","96,900,000","95,000,000","86,500,000","82,800,000","87,700,000","44,200,000","28,000,000","52,100,000","44,000,000","38,900,000","37,700,000","39,900,000","40,000,000","37,600,000"
		OperatingGainsLosses,"-280,000,000","-55,000,000","-95,000,000","-69,000,000","-61,000,000","-58,000,000","-66,000,000","-61,000,000","-92,000,000","-34,000,000","-68,000,000","-86,000,000","-40,000,000","-26,000,000","25,000,000","-43,000,000","-157,000,000","-41,000,000","-62,000,000","-26,000,000","-43,000,000","-26,000,000","-16,000,000","-40,000,000",,,"-23,000,000","-26,000,000","-47,000,000","-52,000,000","-54,000,000","6,000,000","-70,000,000","-52,000,000","-150,000,000","-70,000,000","1,059,000,000","-1,134,000,000","300,000,000","-96,000,000","-86,000,000","-78,000,000","-147,000,000","-58,000,000","-40,000,000","-47,000,000","425,000,000","-70,000,000","-17,000,000","-48,000,000","366,000,000","-5,000,000","-383,000,000","-27,000,000","441,000,000","-40,000,000","-23,000,000","89,000,000","-1,105,000,000","-27,000,000","-125,000,000","-162,000,000","-330,000,000","-35,000,000","-37,000,000","-8,000,000","-57,000,000","-46,000,000","-12,000,000","-25,000,000","27,000,000","-31,000,000","-74,000,000","12,000,000","-32,000,000","-85,000,000","-5,000,000","-19,000,000","-15,000,000","-24,000,000","-8,000,000","-1,000,000","-140,000,000","182,000,000","-37,000,000","-10,000,000","-39,000,000","-363,000,000","-2,000,000","-1,000,000","-283,000,000","-163,000,000","-20,000,000","-4,000,000","-32,000,000","-62,000,000","27,000,000","-31,000,000","-63,000,000","-79,000,000",,,"0","0","0","-9,000,000","71,100,000","-200,000","-2,600,000","-16,100,000","21,700,000","-2,000,000","-600,000","-6,400,000","300,000","-54,500,000","-100,000","-1,200,000","-200,000","-1,000,000","-20,500,000","-8,200,000","-34,400,000","-1,600,000","-2,200,000","-4,600,000","11,600,000","100,000","-2,600,000","-4,000,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,"0","0",,,"0","-5,000,000",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"2,000,000","-7,000,000","2,000,000","3,000,000","4,000,000","-3,000,000","-2,000,000","-1,000,000","-21,000,000","8,000,000","-2,000,000","-17,000,000","-1,000,000","1,000,000","76,000,000","7,000,000","-36,000,000","3,000,000","9,000,000","13,000,000","-5,000,000","10,000,000","40,000,000","19,000,000","3,000,000","1,000,000","4,000,000","5,000,000","-4,000,000","-3,000,000","2,000,000","3,000,000","-19,000,000","-14,000,000","-4,000,000","-27,000,000","5,000,000","-5,000,000","-2,000,000","-46,000,000","-36,000,000","-27,000,000","-9,000,000","-7,000,000","-5,000,000","-4,000,000","-6,000,000","-4,000,000","-2,000,000","-8,000,000","-15,000,000","-22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-7,000,000","0","0","0","0","0","0","-4,000,000","-5,000,000",,,,"0","0","0","0","-3,000,000","-3,000,000","0","-2,000,000","-10,000,000","1,000,000","-11,000,000","0","-1,000,000","-11,000,000","-10,000,000","-29,000,000","-18,000,000","31,000,000","-27,000,000","-24,000,000","-21,000,000","-17,000,000","-7,000,000","-8,000,000","-2,000,000","-11,000,000","-24,000,000","-35,000,000","49,000,000","-34,000,000","-19,000,000","-34,000,000","17,000,000","-73,000,000","2,000,000","-3,000,000","3,000,000","-1,000,000","-125,000,000","-91,000,000","-127,000,000","-40,000,000","78,000,000","-12,000,000","-151,000,000","-18,000,000","-35,000,000","38,000,000","-56,000,000","27,000,000","-27,000,000","2,000,000","-3,000,000","10,000,000","-2,000,000","-6,000,000","-2,000,000","-10,000,000","-73,000,000","37,000,000","66,000,000","-53,000,000","-20,000,000","-4,000,000","28,000,000","-24,000,000",,,"-137,000,000","136,000,000","-8,000,000","-26,000,000","-50,000,000","50,000,000","-2,000,000","-1,000,000","-3,000,000","-2,000,000","-20,000,000","-4,000,000","-5,000,000","0","-2,000,000","-2,000,000",,,,,"0","0","8,000,000","-9,000,000","-1,600,000","-200,000","-2,500,000","44,900,000","23,700,000","-2,000,000","-600,000","-6,400,000","300,000","-25,100,000","-100,000","-1,200,000","-200,000","-900,000","-500,000","-8,200,000",,,,,"-1,300,000","100,000","-2,600,000","-4,000,000"
		DepreciationAmortizationDepletion,"55,000,000","40,000,000","-48,000,000","59,000,000","4,000,000","17,000,000","-1,000,000","26,000,000","32,000,000","54,000,000","58,000,000","62,000,000","63,000,000","58,000,000","92,000,000","95,000,000","92,000,000","103,000,000","106,000,000","103,000,000","98,000,000","100,000,000","21,000,000","169,000,000","62,000,000","62,000,000","71,000,000","60,000,000","66,000,000","50,000,000","53,000,000","71,000,000","51,000,000","52,000,000","46,000,000","54,000,000","32,000,000","61,000,000","62,000,000","59,000,000","59,000,000","60,000,000","62,000,000","65,000,000","69,000,000","74,000,000","76,000,000","81,000,000","85,000,000","88,000,000","87,000,000","95,000,000","98,000,000","102,000,000","104,000,000","110,000,000","107,000,000","110,000,000","109,000,000","107,000,000","104,000,000","105,000,000","105,000,000","100,000,000","98,000,000","94,000,000","93,000,000","91,000,000","126,000,000","48,000,000","101,000,000","54,000,000",,,"52,000,000","53,000,000","55,000,000","50,000,000","49,000,000","56,000,000","57,000,000","64,000,000","93,000,000","93,000,000","247,000,000","97,000,000","95,000,000","96,000,000","95,000,000","96,000,000","98,000,000","100,000,000","99,000,000","99,000,000","144,000,000","62,000,000","64,000,000","58,000,000","62,000,000","60,000,000","60,000,000","60,000,000","60,000,000","56,000,000","58,000,000","56,000,000","59,000,000","46,500,000","67,400,000","49,900,000","62,000,000","96,400,000","6,500,000","52,800,000","22,300,000","46,100,000","24,700,000","22,300,000","31,800,000","24,300,000","19,600,000","18,300,000","31,200,000","6,200,000","5,600,000","6,000,000","12,200,000","11,400,000","9,500,000","10,100,000"
			DepreciationAndAmortization,"55,000,000","40,000,000","-48,000,000","59,000,000","4,000,000","17,000,000","-1,000,000","26,000,000","32,000,000","54,000,000","58,000,000","62,000,000","63,000,000","58,000,000","92,000,000","95,000,000","92,000,000","103,000,000","106,000,000","103,000,000","98,000,000","100,000,000","21,000,000","169,000,000","62,000,000","62,000,000","71,000,000","60,000,000","66,000,000","50,000,000","53,000,000","71,000,000","51,000,000","52,000,000","46,000,000","54,000,000","32,000,000","61,000,000","62,000,000","59,000,000","59,000,000","60,000,000","62,000,000","65,000,000","69,000,000","74,000,000","76,000,000","81,000,000","85,000,000","88,000,000","87,000,000","95,000,000","98,000,000","102,000,000","104,000,000","110,000,000","107,000,000","110,000,000","109,000,000","107,000,000","104,000,000","105,000,000","105,000,000","100,000,000","98,000,000","94,000,000","93,000,000","91,000,000","126,000,000","48,000,000","101,000,000","54,000,000",,,"52,000,000","53,000,000","55,000,000","50,000,000","49,000,000","56,000,000","57,000,000","64,000,000","93,000,000","93,000,000","247,000,000","97,000,000","95,000,000","96,000,000","95,000,000","96,000,000","98,000,000","100,000,000","99,000,000","99,000,000","144,000,000","62,000,000","64,000,000","58,000,000","62,000,000","60,000,000","60,000,000","60,000,000","60,000,000","56,000,000","58,000,000","56,000,000","59,000,000","46,500,000","67,400,000","49,900,000","62,000,000","96,400,000","6,500,000","52,800,000","22,300,000","46,100,000","24,700,000","22,300,000","31,800,000","24,300,000","19,600,000","18,300,000","31,200,000","6,200,000","5,600,000","6,000,000","12,200,000","11,400,000","9,500,000","10,100,000"
		DeferredTax,"162,000,000","124,000,000","20,000,000","-70,000,000","88,000,000","108,000,000","26,000,000","-69,000,000","-130,000,000","-18,000,000","-28,000,000","13,000,000","-31,000,000","99,000,000","-5,000,000","86,000,000","-5,000,000","22,000,000","169,000,000","-78,000,000","75,000,000","137,000,000","74,000,000","-90,000,000","-23,000,000","50,000,000","-6,000,000","-43,000,000","-77,000,000","50,000,000","34,000,000","-38,000,000","-31,000,000","40,000,000","33,000,000","-40,000,000","4,000,000","32,000,000","7,000,000","-2,000,000","10,000,000","28,000,000","-49,000,000","-418,000,000","61,000,000","96,000,000","64,000,000","82,000,000","43,000,000","-109,000,000","-103,000,000","-362,000,000","-237,000,000","-176,000,000","-1,476,000,000","-94,000,000","-64,000,000","-87,000,000","-21,000,000","3,000,000","-2,000,000","-54,000,000","257,000,000","-35,000,000","-199,000,000","4,000,000","-32,000,000","89,000,000","45,000,000","3,000,000","232,000,000","103,000,000","80,000,000","2,000,000","59,000,000","-9,000,000","-52,000,000","74,000,000","91,000,000","1,000,000","69,000,000","-6,000,000","1,000,000","-157,000,000","-26,000,000","43,000,000","132,000,000","65,000,000","81,000,000","57,000,000","162,000,000","141,000,000","63,000,000","100,000,000","84,000,000","87,000,000","94,000,000","60,000,000","99,000,000","8,000,000","30,000,000","2,000,000","29,000,000","50,000,000","16,000,000","17,000,000","111,100,000","38,000,000","28,400,000","-8,800,000","85,600,000","46,600,000","24,700,000","13,400,000","28,500,000","3,400,000","9,800,000","15,100,000","58,500,000","14,700,000","4,900,000","-10,500,000","21,100,000","-200,000","-400,000","3,900,000","-15,000,000","-8,900,000","-4,500,000","400,000"
