name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"499,165,000","114,496,000","143,530,000","125,297,000","115,842,000","105,821,000","112,218,000","71,817,000","42,905,000","71,905,000","75,289,000","61,207,000","55,819,000","53,578,000","50,554,000","36,607,000"
	OperatingRevenue,"499,165,000","114,496,000","143,530,000","125,297,000","115,842,000","105,821,000","112,218,000","71,817,000","42,905,000","71,905,000","75,289,000","61,207,000","55,819,000","53,578,000","50,554,000","36,607,000"
CostOfRevenue,"82,509,000","25,478,000","27,598,000","24,518,000","4,915,000","17,060,000","18,897,000","14,411,000","10,052,000","15,108,000","16,582,000","15,480,000","15,006,000","13,965,000","14,900,000","5,241,000"
GrossProfit,"416,656,000","89,018,000","115,932,000","100,779,000","110,927,000","88,761,000","93,321,000","57,406,000","32,853,000","56,797,000","58,707,000","45,727,000","40,813,000","39,613,000","35,654,000","31,366,000"
OperatingExpense,"501,278,000","130,753,000","131,762,000","116,658,000","122,105,000","98,787,000","95,679,000","81,692,000","71,951,000","76,379,000","66,645,000","54,823,000","50,605,000","41,858,000","39,986,000","30,195,000"
	SellingGeneralAndAdministration,"267,331,000","66,675,000","69,877,000","62,076,000","68,703,000","56,904,000","55,974,000","51,549,000","44,416,000","50,387,000","38,756,000","32,614,000","32,571,000","26,893,000","26,906,000","19,110,000"
	ResearchAndDevelopment,"233,947,000","64,078,000","61,885,000","54,582,000","53,402,000","41,883,000","39,705,000","30,143,000","27,535,000","25,992,000","27,889,000","22,209,000","18,034,000","14,965,000","13,080,000","11,085,000"
	OtherOperatingExpenses,,,,,"-850,000","190,000","314,000","332,000","322,000","302,000","142,000",,"570,000","790,000",,
OperatingIncome,"-84,622,000","-41,735,000","-15,830,000","-15,879,000","-11,178,000","-10,026,000","-2,358,000","-24,286,000","-39,098,000","-19,582,000","-7,938,000","-9,096,000","-9,792,000","-2,245,000","-4,332,000","1,171,000"
NetNonOperatingInterestIncomeExpense,"-48,000","441,000","-168,000","-170,000","-151,000","-171,000","-256,000","-369,000","-181,000","656,000","827,000","-227,000","-453,000","-421,000","-419,000","-365,000"
	InterestIncomeNonOperating,"725,000","569,000","49,000","49,000","58,000","50,000","61,000","28,000","125,000","1,318,000","1,819,000","481,000","242,000","263,000","269,000","294,000"
	InterestExpenseNonOperating,"773,000","128,000","217,000","219,000","209,000","221,000","317,000","397,000","306,000","662,000","992,000","708,000","695,000","684,000","688,000","659,000"
OtherIncomeExpense,"377,000","-400,000","5,000","-599,000","1,371,000","-919,000","-406,009,000","-40,608,000","-466,000","-1,919,000","85,000","-272,000","-565,000","-936,000","-70,731,000","-16,135,000"
	SpecialIncomeCharges,"850,000","0","0","0","850,000","-190,000","-407,225,000","-40,969,000","-322,000","-1,823,000","-142,000","0","-570,000","-790,000","-70,633,000","-16,104,000"
		RestructuringAndMergernAcquisition,"-850,000","0","0","0","-850,000","190,000","314,000","332,000","322,000","302,000","142,000","0","570,000","790,000","30,580,000","0"
		OtherSpecialCharges,,,,,"-850,000","190,000","406,911,000","40,637,000","322,000","1,521,000","142,000",,"570,000","790,000","40,053,000","16,104,000"
	OtherNonOperatingIncomeExpenses,"-473,000","-400,000","5,000","-599,000","521,000","-729,000","1,216,000","361,000","-144,000","-96,000","227,000","-272,000","5,000","-146,000","-98,000","-31,000"
PretaxIncome,"-84,293,000","-41,694,000","-15,993,000","-16,648,000","-9,958,000","-11,116,000","-408,623,000","-65,263,000","-39,745,000","-20,845,000","-7,026,000","-9,595,000","-10,810,000","-3,602,000","-75,482,000","-15,329,000"
TaxProvision,"4,792,000","719,000","2,456,000","523,000","1,094,000","435,000","6,950,000","585,000","422,000","298,000","108,000","8,000","68,000","34,000","42,000","16,000"
NetIncomeCommonStockholders,"-89,085,000","-42,413,000","-18,449,000","-17,171,000","-11,052,000","-11,551,000","-415,573,000","-65,848,000","-40,167,000","-21,143,000","-7,134,000","-9,603,000","-10,878,000","-3,636,000","-75,524,000","-15,345,000"
