name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"1,193,265,000","363,030,000","326,198,000","270,488,000","233,549,000","198,549,000","177,531,000","154,675,000","140,012,000","131,248,000","113,644,000","95,864,000","83,222,000","70,050,000","61,610,000","51,074,000"
	OperatingRevenue,"1,193,265,000","363,030,000","326,198,000","270,488,000","233,549,000","198,549,000","177,531,000","154,675,000","140,012,000","131,248,000","113,644,000","95,864,000","83,222,000","70,050,000","61,610,000","51,074,000"
CostOfRevenue,"262,041,000","74,462,000","67,149,000","63,332,000","57,098,000","46,666,000","40,857,000","33,984,000","28,878,000","26,479,000","25,724,000","23,297,000","20,978,000","18,950,000","15,839,000","12,098,000"
GrossProfit,"931,224,000","288,568,000","259,049,000","207,156,000","176,451,000","151,883,000","136,674,000","120,691,000","111,134,000","104,769,000","87,920,000","72,567,000","62,244,000","51,100,000","45,771,000","38,976,000"
OperatingExpense,"927,136,000","278,154,000","250,594,000","212,051,000","186,337,000","164,713,000","145,612,000","129,958,000","110,480,000","100,991,000","90,186,000","76,785,000","66,238,000","60,762,000","52,445,000","43,611,000"
	SellingGeneralAndAdministration,"436,025,000","127,546,000","117,545,000","99,376,000","91,558,000","85,447,000","77,914,000","73,518,000","64,816,000","60,167,000","54,292,000","48,101,000","42,206,000","37,947,000","34,725,000","29,452,000"
		GeneralAndAdministrativeExpense,"99,715,000","26,380,000","28,640,000","23,549,000","21,146,000","21,094,000","17,880,000","16,376,000","13,547,000","14,952,000","12,696,000","9,265,000","6,088,000","7,840,000","5,623,000","4,322,000"
			OtherGandA,"99,715,000","26,380,000","28,640,000","23,549,000","21,146,000","21,094,000","17,880,000","16,376,000","13,547,000","14,952,000","12,696,000","9,265,000","6,088,000","7,840,000","5,623,000","4,322,000"
		SellingAndMarketingExpense,"336,310,000","101,166,000","88,905,000","75,827,000","70,412,000","64,353,000","60,034,000","57,142,000","51,269,000","45,215,000","41,596,000","38,836,000","36,118,000","30,107,000","29,102,000","25,130,000"
	ResearchAndDevelopment,"491,111,000","150,608,000","133,049,000","112,675,000","94,779,000","79,266,000","67,698,000","56,440,000","45,664,000","40,824,000","35,894,000","28,684,000","24,032,000","22,815,000","17,720,000","14,159,000"
OperatingIncome,"4,088,000","10,414,000","8,455,000","-4,895,000","-9,886,000","-12,830,000","-8,938,000","-9,267,000","654,000","3,778,000","-2,266,000","-4,218,000","-3,994,000","-9,662,000","-6,674,000","-4,635,000"
NetNonOperatingInterestIncomeExpense,"183,000","249,000","-162,000","-82,000","178,000","426,000","-6,510,000","-5,838,000","172,000",,,,"326,000",,,
	InterestIncomeNonOperating,"21,010,000","5,496,000","5,442,000","4,830,000","5,242,000","5,898,000","6,500,000","6,585,000","4,466,000",,,,"326,000",,,
	InterestExpenseNonOperating,"20,827,000","5,247,000","5,604,000","4,912,000","5,064,000","5,472,000","13,010,000","12,423,000","4,294,000",,,,"0",,,
OtherIncomeExpense,"690,000","191,000","239,000","210,000","50,000","-125,000","281,000","550,000",,"2,896,000","3,518,000","90,000","326,000","230,000","181,000","311,000"
	OtherNonOperatingIncomeExpenses,"690,000","191,000","239,000","210,000","50,000","-125,000","281,000","550,000",,"2,896,000","3,518,000","90,000","326,000","230,000","181,000","311,000"
