name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"67,964,000","-13,961,000","19,963,000","37,886,000","24,076,000","21,232,000","35,410,000","18,622,000","35,148,000","12,900,000","23,265,000","980,000","24,054,000","-1,187,000","25,732,000","19,774,000","11,684,000","3,520,000","18,642,000","13,809,000","11,767,000","12,969,000","8,694,000","1,325,000","561,000","6,920,000","5,961,000","13,460,000","4,253,000","3,463,000","9,147,000","-127,000","679,000","5,936,000"
	CashFlowFromContinuingOperatingActivities,"67,964,000","-13,961,000","19,963,000","37,886,000","24,076,000","21,232,000","35,410,000","18,622,000","35,148,000","12,900,000","23,265,000","980,000","24,054,000","-1,187,000","25,732,000","19,774,000","11,684,000","3,520,000","18,642,000","13,809,000","11,767,000","12,969,000","8,694,000","1,325,000","561,000","6,920,000","5,961,000","13,460,000","4,253,000","3,463,000","9,147,000","-127,000","679,000","5,936,000"
		NetIncomeFromContinuingOperations,"45,528,000","8,903,000","8,841,000","13,294,000","14,490,000","14,550,000","15,639,000","35,825,000","16,625,000","8,571,000","12,834,000","17,690,000","13,796,000","9,010,000","7,928,000","-7,652,000","10,733,000","10,515,000","320,000","15,103,000","9,865,000","3,963,000","2,976,000","2,567,000","1,873,000","2,738,000","2,989,000","3,229,000","2,509,000","3,041,000","4,486,000","2,667,000","2,076,000","4,273,000"
		OperatingGainsLosses,,,"0","0","0","185,000","0",,,,,,,,"1,125,000","0",,,"828,000","0","125,000","-5,000","21,000","15,000","33,000","12,000","396,000","97,000","135,000","53,000","219,000","57,000","148,000","90,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,"0",,,"1,125,000","0",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,"0",,,"0","0","0","125,000","-5,000","21,000","15,000","33,000","12,000","396,000","97,000","135,000","53,000","64,000","212,000","148,000","90,000"
		DepreciationAmortizationDepletion,"31,396,000","8,114,000","7,679,000","7,811,000","7,792,000","7,673,000","7,775,000","7,081,000","6,925,000","6,621,000","2,199,000","6,997,000","6,765,000","6,873,000","5,766,000","6,080,000","5,514,000","5,261,000","5,101,000","5,314,000","5,173,000","3,111,000","1,863,000","1,845,000","1,843,000","1,725,000","1,571,000","1,638,000","1,602,000","1,388,000","1,327,000","1,108,000","901,000","856,000"
			DepreciationAndAmortization,"31,396,000","8,114,000","7,679,000","7,811,000","7,792,000","7,673,000","7,775,000","7,081,000","6,925,000","6,621,000","2,199,000","6,997,000","6,765,000","6,873,000","5,766,000","6,080,000","5,514,000","5,261,000","5,101,000","5,314,000","5,173,000","3,111,000","1,863,000","1,845,000","1,843,000","1,725,000","1,571,000","1,638,000","1,602,000","1,388,000","1,327,000","1,108,000","901,000","856,000"
				Depreciation,,,,,,,,,,,,"1,358,000","1,460,000","1,478,000",,,"5,238,000","5,025,000","4,953,000","5,071,000","4,846,000","2,864,000","1,627,000","1,659,000","1,613,000","1,591,000","1,438,000","1,504,000","1,528,000","1,338,000","1,277,000",,"850,000","806,000"
