name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,06/30/2013
TotalAssets,"2,882,600,000","2,836,500,000","2,635,100,000","2,712,600,000","3,321,800,000","2,935,400,000","2,915,700,000","2,854,100,000","2,964,800,000","2,935,900,000","3,058,900,000","2,999,000,000","3,165,800,000","3,017,100,000","3,090,900,000","3,008,400,000","2,697,900,000","2,690,000,000","2,937,900,000","2,883,100,000","2,557,100,000","2,444,900,000","2,379,600,000","2,365,000,000","2,672,800,000","2,516,000,000","2,488,500,000","2,518,500,000","2,509,300,000","2,515,200,000","2,470,300,000","2,587,200,000","2,621,800,000","2,427,100,000"
	CurrentAssets,"507,500,000","480,400,000","476,700,000","562,300,000","1,562,500,000","1,199,500,000","746,200,000","685,600,000","869,800,000","851,800,000","1,002,800,000","987,100,000","898,800,000","767,100,000","812,000,000","1,367,300,000","1,045,800,000","1,046,200,000","1,328,700,000","1,278,800,000","963,300,000","861,700,000","765,700,000","738,700,000","1,023,700,000","917,100,000","878,700,000","885,200,000","906,400,000","892,100,000","824,900,000","907,100,000","896,900,000","773,500,000"
		CashCashEquivalentsAndShortTermInvestments,"120,300,000","108,600,000","80,800,000","157,000,000","1,131,800,000","62,800,000","281,100,000","215,700,000","284,500,000","222,400,000","313,100,000","311,400,000","306,800,000","228,700,000","312,800,000","804,400,000","461,400,000","443,600,000","788,600,000","726,100,000","385,200,000","327,600,000","245,600,000","219,100,000","464,100,000","347,500,000","359,600,000","408,200,000","368,500,000","402,200,000","355,300,000","402,800,000","360,000,000","276,300,000"
			CashAndCashEquivalents,"120,300,000","108,600,000","80,800,000","157,000,000","1,131,800,000","62,800,000","281,100,000","215,700,000","284,500,000","222,400,000","313,100,000","311,400,000","306,800,000","228,700,000","312,800,000","804,400,000","461,400,000","443,600,000","788,600,000","726,100,000","385,200,000","327,600,000","245,600,000","219,100,000","464,100,000","347,500,000","359,600,000","408,200,000","368,500,000","402,200,000","355,300,000","402,800,000","360,000,000","276,300,000"
		Receivables,"241,600,000","239,800,000","234,800,000","236,400,000","248,700,000","228,400,000","288,700,000","300,000,000","339,600,000","320,900,000","440,200,000","412,300,000","436,300,000","411,600,000","383,600,000","374,600,000","395,800,000","407,300,000","375,200,000","372,100,000","404,400,000","363,000,000","371,200,000","365,500,000","381,500,000","378,900,000","333,700,000","314,600,000","352,800,000","319,500,000","298,100,000","339,700,000","338,700,000","298,200,000"
			AccountsReceivable,"241,600,000","239,800,000","234,800,000","247,300,000","248,700,000","228,400,000","288,700,000","309,100,000","339,600,000","320,900,000","421,800,000","414,300,000","443,400,000","417,400,000","388,900,000","374,500,000","402,100,000","414,600,000","382,600,000","368,000,000","411,000,000","369,900,000","378,600,000","359,600,000","388,700,000","385,900,000","340,900,000","306,500,000","365,500,000","329,800,000","307,400,000","310,000,000","308,900,000","272,400,000"
				GrossAccountsReceivable,"245,000,000","243,000,000",,"247,300,000",,,,,"350,600,000","330,900,000","421,800,000",,"443,400,000","417,400,000","388,900,000",,"402,100,000","414,600,000","382,600,000",,"411,000,000","369,900,000","378,600,000",,"388,700,000","385,900,000","340,900,000",,"365,500,000","329,800,000","307,400,000","310,000,000","308,900,000","272,400,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,400,000","-3,200,000",,,,,,,"-11,000,000","-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","40,600,000","39,000,000","35,000,000"
			OtherReceivables,,,,,,,,"13,000,000",,,"29,800,000","7,500,000",,,,"7,500,000",,,,"10,400,000",,,,"13,000,000",,,,"14,900,000",,,,,,
