name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
OperatingCashFlow,"263,510,000","77,241,000","48,262,000","93,271,000","44,736,000","73,368,000","30,404,000","53,532,000","31,635,000","20,822,000","5,431,000","21,429,000","17,823,000","13,483,000","15,707,000","11,014,000","14,658,000","8,117,000","-1,116,000","-4,352,000","-3,708,000","243,000"
	CashFlowFromContinuingOperatingActivities,"263,510,000","77,241,000","48,262,000","93,271,000","44,736,000","73,368,000","30,404,000","53,532,000","31,635,000","20,822,000","5,431,000","21,429,000","17,823,000","13,483,000","15,707,000","11,014,000","14,658,000","8,117,000","-1,116,000","-4,352,000","-3,708,000","243,000"
		NetIncomeFromContinuingOperations,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-8,771,000","-6,515,000","-11,398,000","-13,269,000","-7,562,000"
		DepreciationAmortizationDepletion,"46,460,000","12,670,000","12,219,000","11,243,000","10,328,000","9,650,000","8,811,000","7,669,000","6,778,000","5,411,000","1,972,000","6,957,000","3,570,000","2,835,000","2,636,000","2,265,000","2,146,000","1,932,000","1,989,000","1,921,000","1,833,000","1,736,000"
			DepreciationAndAmortization,"46,460,000","12,670,000","12,219,000","11,243,000","10,328,000","9,650,000","8,811,000","7,669,000","6,778,000","5,411,000","1,972,000","6,957,000","3,570,000","2,835,000","2,636,000","2,265,000","2,146,000","1,932,000","1,989,000","1,921,000","1,833,000","1,736,000"
				Depreciation,"37,699,000","10,432,000","9,988,000","9,017,000","8,262,000","8,074,000","7,235,000","6,092,000","5,456,000","4,770,000","1,330,000","6,178,000","3,067,000","2,669,000","2,492,000","2,170,000",,,,"1,921,000",,
				AmortizationCashFlow,"8,761,000","2,238,000","2,231,000","2,226,000","2,066,000","1,576,000","1,576,000","1,577,000","1,322,000","641,000","642,000","779,000","503,000","166,000","144,000","95,000",,,,"0",,
					AmortizationOfIntangibles,"8,761,000","2,238,000","2,231,000","2,226,000","2,066,000","1,576,000","1,576,000","1,577,000","1,322,000","641,000","642,000","779,000","503,000","166,000","144,000","95,000",,,,"0",,
		DeferredTax,"-1,425,000","138,000","-436,000","-223,000","-904,000","-521,000","-461,000","-520,000","-617,000",,,"-49,000",,,,,,,,,,
			DeferredIncomeTax,"-1,425,000","138,000","-436,000","-223,000","-904,000","-521,000","-461,000","-520,000","-617,000",,,"-49,000",,,,,,,,,,
		AmortizationOfSecurities,"9,057,000","1,280,000","1,991,000","2,671,000","3,115,000","3,154,000","2,841,000","2,605,000","513,000","-21,000","-142,000","-300,000","-479,000","-577,000",,,,,,,,
		AssetImpairmentCharge,"0","0","0","0","0","0","0","416,000","0","430,000",,,,,,,,,,,,
		StockBasedCompensation,"374,742,000","105,854,000","98,988,000","89,903,000","79,997,000","59,973,000","61,380,000","57,185,000","51,383,000","27,770,000","23,866,000","18,376,000","12,335,000","13,275,000","13,227,000","7,586,000","4,118,000","3,309,000","2,064,000","1,733,000","1,583,000","1,586,000"
		OtherNonCashItems,"140,872,000","38,573,000","36,494,000","34,406,000","31,399,000","29,130,000","27,344,000","25,910,000","16,056,000","9,739,000","12,130,000","5,758,000","5,186,000","4,766,000","4,976,000","4,007,000","3,679,000","3,792,000","3,019,000","2,821,000","2,439,000","2,208,000"
