name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
TotalAssets,"14,386,719,000","14,224,517,000","14,450,300,000","14,792,793,000","14,290,073,000","14,327,751,000","13,784,214,000","13,369,404,000","13,256,942,000","13,386,680,000","13,392,762,000","13,806,102,000","13,605,075,000","13,099,123,000","13,000,926,000","12,894,039,000","12,560,372,000","12,094,853,000","11,822,813,000","11,589,491,000","10,727,517,000","10,230,596,000","10,420,593,000","10,312,831,000","10,292,315,000","9,942,364,000","10,064,482,000","10,165,670,000","8,284,622,000","8,285,544,000","8,701,460,000","8,881,681,000","8,681,488,000","8,494,177,000","8,564,157,000","8,508,964,000","7,261,845,000","6,303,684,000","6,302,612,000","6,264,777,000","6,399,194,000","6,206,228,000","6,277,568,000","6,389,000,000","6,266,233,000","6,098,926,000","6,191,910,000","6,003,916,000","6,318,900,000","6,391,446,000","6,488,455,000","6,355,689,000","6,287,636,000","6,446,175,000","6,972,432,000","8,959,532,000","9,017,419,000","8,680,050,000","8,527,170,000","8,309,808,000","8,315,284,000","8,178,394,000","8,234,641,000","8,347,811,000","8,060,733,000","7,991,523,000","4,707,774,000","4,690,249,000","4,641,028,000","4,403,118,000","4,459,170,000","4,368,070,000","4,302,248,000","4,163,575,000","3,878,435,000","3,797,286,000","3,712,659,000","3,596,743,000","3,705,153,000","3,698,625,000","3,697,039,000","1,768,485,000","1,834,529,000","1,848,422,000","1,858,281,000","1,792,641,000","1,822,859,000","1,803,557,000","1,761,700,000","1,682,900,000","1,716,200,000","1,678,800,000","1,623,700,000","1,331,400,000","1,127,100,000","1,021,200,000","1,004,000,000","961,000,000","992,800,000","976,000,000","988,100,000","955,800,000","1,024,800,000","994,900,000","950,800,000","903,500,000","970,400,000","994,000,000","1,018,000,000","854,800,000","880,200,000","869,200,000","825,600,000","561,300,000","578,600,000","372,800,000","322,900,000","277,800,000","118,100,000","123,500,000","123,100,000","116,100,000"
	CurrentAssets,"5,564,739,000","5,238,357,000","5,646,077,000","5,950,556,000","5,566,012,000","5,363,654,000","5,151,987,000","4,745,998,000","4,613,031,000","4,429,457,000","4,727,780,000","4,808,317,000","4,688,965,000","4,509,296,000","4,548,470,000","4,773,680,000","4,297,039,000","4,072,967,000","3,997,110,000","4,010,723,000","3,734,982,000","3,471,512,000","3,576,314,000","3,519,203,000","3,470,551,000","3,249,972,000","3,499,194,000","3,608,622,000","3,203,819,000","3,132,270,000","3,368,814,000","3,379,089,000","3,263,274,000","3,085,718,000","3,188,463,000","3,270,195,000","3,446,606,000","2,550,046,000","2,596,729,000","2,534,186,000","2,544,628,000","2,398,164,000","2,440,588,000","2,447,237,000","2,339,675,000","2,248,613,000","2,294,202,000","2,284,860,000","2,443,458,000","2,359,000,000","2,359,111,000","2,255,773,000","2,226,621,000","2,246,249,000","2,504,086,000","2,566,266,000","2,595,874,000","2,449,720,000","2,607,375,000","2,550,069,000","2,543,697,000","2,378,911,000","2,485,604,000","2,520,469,000","2,392,080,000","2,340,487,000","2,001,069,000","2,005,573,000","1,987,275,000","1,783,325,000","1,844,061,000","1,752,944,000","1,692,483,000","1,533,218,000","1,561,378,000","1,496,975,000","1,421,682,000","1,298,579,000","1,418,002,000","1,413,324,000","1,420,774,000","1,031,222,000","1,088,680,000","1,096,076,000","1,098,642,000","1,024,114,000","1,080,443,000","1,062,324,000","1,016,209,000","934,400,000","988,900,000","964,500,000","920,600,000","806,900,000","695,800,000","637,900,000","621,700,000","573,300,000","596,100,000","593,800,000","597,400,000","556,200,000","617,800,000","583,800,000","565,000,000","507,800,000","541,900,000","561,400,000","586,200,000","454,200,000","479,500,000","476,000,000","453,500,000","287,400,000","320,200,000","207,800,000","190,000,000","166,100,000","82,100,000","86,600,000","83,500,000","77,900,000"
		CashCashEquivalentsAndShortTermInvestments,"540,559,000","591,895,000","1,128,027,000","1,416,035,000","1,339,529,000","1,340,366,000","1,189,022,000","737,712,000","263,086,000","134,785,000","111,303,000","128,096,000","105,668,000","119,050,000","91,351,000","518,226,000","114,843,000","84,884,000","84,502,000","130,238,000","188,436,000","121,665,000","112,108,000","112,049,000","98,305,000","81,692,000","110,716,000","171,087,000","107,041,000","97,877,000","105,569,000","70,044,000","72,645,000","54,066,000","63,580,000","168,745,000","1,120,167,000","477,672,000","380,842,000","319,463,000","304,775,000","311,945,000","276,156,000","285,422,000","256,231,000","354,217,000","365,835,000","342,673,000","452,335,000","531,458,000","306,145,000","226,543,000","136,552,000","93,519,000","62,025,000","64,038,000","73,289,000","89,604,000","81,664,000","57,763,000","53,598,000","63,492,000","69,730,000","73,398,000","82,174,000","134,585,000",,,,,,,,,"16,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000",,,,,"2,900,000"
			CashAndCashEquivalents,"230,559,000","268,895,000","1,128,027,000","753,677,000","557,262,000","768,625,000","781,238,000","737,712,000","263,086,000","134,785,000","111,303,000","128,096,000","105,668,000","119,050,000","91,351,000","518,226,000","114,843,000","84,884,000","84,502,000","130,238,000","188,436,000","121,665,000","112,108,000","112,049,000","98,305,000","81,692,000","110,716,000","171,087,000","107,041,000","97,877,000","105,569,000","70,044,000","72,645,000","54,066,000","63,580,000","168,745,000","1,120,167,000","477,672,000","380,842,000","319,463,000","304,775,000","311,945,000","276,156,000","285,422,000","256,231,000","354,217,000","365,835,000","342,673,000","452,335,000","531,458,000","306,145,000","226,543,000","136,552,000","93,519,000","62,025,000","64,038,000","73,289,000","89,604,000","81,664,000","57,763,000","53,598,000","63,492,000","69,730,000","73,398,000","82,174,000","134,585,000",,,,,,,,,"16,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600,000",,,,,"2,900,000"
			OtherShortTermInvestments,"310,000,000","323,000,000","0","662,358,000","782,267,000","571,741,000","407,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,044,698,000","1,839,985,000","1,880,476,000","2,017,622,000","1,813,858,000","1,709,493,000","1,710,961,000","1,586,398,000","1,644,750,000","1,526,619,000","1,787,158,000","1,819,474,000","1,743,581,000","1,606,159,000","1,755,710,000","1,737,935,000","1,689,912,000","1,558,159,000","1,656,064,000","1,639,614,000","1,497,908,000","1,376,151,000","1,506,316,000","1,448,898,000","1,406,725,000","1,257,505,000","1,340,650,000","1,387,687,000","1,158,858,000","1,081,963,000","1,209,557,000","1,261,808,000","1,174,895,000","1,062,875,000","1,154,368,000","1,145,550,000","825,659,000","679,473,000","817,214,000","782,122,000","782,000,000","686,165,000","775,421,000","797,893,000","754,826,000","614,473,000","697,491,000","703,458,000","788,124,000","673,931,000","832,105,000","778,456,000","784,677,000","696,284,000","933,741,000","982,378,000","955,325,000","821,113,000","958,947,000","968,103,000","948,767,000","851,428,000","958,416,000","987,626,000","948,229,000","848,666,000","811,628,000","775,992,000","739,789,000","660,650,000","718,006,000","698,852,000","664,040,000","573,500,000","602,867,000","580,118,000","540,717,000","501,129,000","569,567,000","580,924,000","619,270,000","404,875,000","432,651,000","392,552,000","389,042,000","356,072,000","394,896,000","396,223,000","371,329,000","337,800,000","385,300,000","372,700,000","360,700,000","321,100,000","307,100,000","276,100,000","268,200,000","238,600,000","253,800,000","234,300,000","221,400,000","215,100,000","258,800,000","228,300,000","194,900,000","177,800,000","213,300,000","223,000,000","218,400,000","179,800,000","191,500,000","183,400,000","167,500,000","113,000,000","142,000,000","91,700,000","78,500,000","60,300,000","33,500,000","34,700,000","32,700,000","27,000,000"
			AccountsReceivable,"1,947,020,000","1,721,584,000","1,820,757,000","1,861,788,000","1,716,072,000","1,591,503,000","1,696,515,000","1,563,110,000","1,611,525,000","1,491,592,000","1,763,435,000","1,793,551,000","1,716,927,000","1,562,284,000","1,726,925,000","1,716,748,000","1,674,518,000","1,538,348,000","1,660,987,000","1,651,769,000","1,508,927,000","1,386,306,000","1,523,931,000","1,466,004,000","1,422,935,000","1,243,533,000","1,350,403,000","1,397,615,000","1,164,732,000","1,081,493,000","1,226,818,000","1,280,046,000","1,192,773,000","1,076,824,000","1,164,172,000","1,163,699,000","843,851,000","691,553,000","802,605,000","794,691,000","753,739,000","696,856,000","747,954,000","759,722,000","759,162,000",,,,,,,,,,"933,741,000","982,378,000","955,325,000","821,113,000","958,947,000","968,103,000","948,767,000","851,428,000","958,416,000","987,626,000","948,229,000","848,666,000","811,628,000","775,992,000","739,789,000","660,650,000","718,006,000","698,852,000","664,040,000","573,500,000","602,867,000","580,118,000","540,717,000","501,129,000","569,567,000","580,924,000","619,270,000","404,875,000","432,651,000","392,552,000","389,042,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"796,162,000",,"793,652,000","807,317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-42,423,000",,"-45,698,000","-47,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"59,365,000","73,727,000","29,435,000","136,117,000","105,840,000","112,580,000","9,183,000","9,500,000","9,098,000","8,428,000","15,781,000","17,414,000","10,735,000","17,217,000","8,638,000","7,959,000","9,400,000","9,835,000","5,674,000","10,139,000","6,192,000","8,616,000","11,988,000","10,033,000","7,568,000","21,835,000","14,009,000","13,113,000","9,993,000","12,301,000","6,761,000","7,017,000","5,725,000","7,590,000","10,473,000",,,"0","613,000","613,000",,"1,703,000","10,804,000","10,804,000","11,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"111,527,000","117,823,000","108,505,000","101,882,000","78,371,000","89,092,000","87,114,000","92,660,000","88,872,000","88,520,000","78,399,000","81,291,000","88,227,000","101,376,000","101,713,000","91,369,000","96,871,000","96,079,000","80,650,000","69,177,000","64,029,000","59,564,000","54,405,000","56,074,000","58,435,000","71,084,000","58,714,000","57,896,000","56,239,000","60,772,000","54,236,000","57,164,000","57,125,000","55,498,000","58,520,000","59,294,000","23,765,000","25,793,000","54,835,000","29,477,000","28,261,000","31,311,000","16,663,000","27,367,000","30,995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-73,214,000","-73,149,000","-78,221,000","-82,165,000","-86,425,000","-83,682,000","-81,851,000","-78,872,000","-64,745,000","-61,921,000","-70,457,000","-72,782,000","-72,308,000","-74,718,000","-81,566,000","-78,141,000","-90,877,000","-86,103,000","-91,247,000","-91,471,000","-81,240,000","-78,335,000","-84,008,000","-83,213,000","-82,213,000","-78,947,000","-82,476,000","-80,937,000","-72,106,000","-72,603,000","-78,258,000","-82,419,000","-80,728,000","-77,037,000","-78,797,000","-77,443,000","-41,957,000","-37,873,000","-40,839,000","-42,659,000",,"-43,705,000",,,"-47,001,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"2,513,244,000","2,391,672,000","2,215,630,000","2,081,967,000","1,996,628,000","1,913,020,000","1,841,973,000","1,922,048,000","2,195,434,000","2,282,328,000","2,337,952,000","2,367,631,000","2,338,125,000","2,287,615,000","2,214,295,000","2,061,204,000","2,044,962,000","1,948,663,000","1,911,029,000","1,865,941,000","1,740,880,000","1,675,751,000","1,673,242,000","1,660,131,000","1,652,030,000","1,607,256,000","1,621,154,000","1,592,403,000","1,505,632,000","1,543,313,000","1,640,487,000","1,644,768,000","1,632,236,000","1,572,325,000","1,612,696,000","1,591,552,000","1,230,250,000","1,133,736,000","1,139,403,000","1,161,073,000","1,164,991,000","1,113,630,000","1,132,073,000","1,102,769,000","1,075,613,000","1,007,503,000","996,271,000","965,778,000","932,785,000","892,981,000","939,478,000","936,336,000","985,463,000","1,168,272,000","1,234,696,000","1,250,300,000","1,296,424,000","1,276,568,000","1,297,605,000","1,229,326,000","1,245,073,000","1,225,874,000","1,275,435,000","1,283,931,000","1,186,626,000","1,166,913,000","1,089,970,000","1,125,145,000","1,145,747,000","1,017,983,000","1,000,802,000","926,396,000","897,470,000","832,415,000","830,291,000","803,154,000","761,647,000","678,008,000","742,647,000","727,088,000","699,789,000","531,405,000","576,218,000","619,177,000","621,308,000","574,595,000","592,828,000","576,653,000","553,267,000","494,800,000","537,600,000","528,600,000","499,000,000","412,200,000","356,300,000","329,200,000","316,700,000","291,300,000","316,300,000","326,000,000","338,900,000","302,700,000","328,000,000","326,200,000","335,900,000","299,200,000","301,800,000","307,000,000","332,900,000","252,700,000","264,500,000","271,600,000","264,700,000","164,300,000","170,000,000","107,900,000","101,800,000","96,200,000","47,100,000","51,200,000","48,700,000","45,500,000"
