name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
TotalAssets,"3,753,300,000","3,783,200,000","3,801,500,000","3,836,700,000","3,864,000,000","3,922,600,000","3,985,100,000","4,004,000,000","3,912,200,000","4,004,100,000","4,024,900,000","3,954,300,000","3,973,100,000","3,919,200,000","3,898,500,000","3,868,500,000","3,847,900,000","3,840,100,000","3,835,400,000","3,824,800,000","3,833,600,000","3,773,400,000","3,824,300,000","3,832,400,000","3,796,800,000","3,755,800,000","3,806,300,000","3,811,400,000","3,800,700,000","3,769,655,000","3,779,182,000","3,764,577,000","3,698,972,000","3,643,449,000","3,645,516,000","3,617,475,000","3,573,883,000","3,511,339,000","3,587,886,000","3,540,279,000","3,506,091,000","3,481,744,000","3,514,046,000","3,498,042,000","3,479,339,000","3,480,120,000","3,583,214,000","3,614,242,000","3,651,549,000","3,676,653,000","3,789,513,000","3,728,851,000","3,764,778,000","3,756,713,000","3,265,141,000","3,148,017,000","3,179,504,000","3,191,228,000","3,169,256,000","3,221,187,000","3,221,188,000","3,195,725,000","3,189,703,000"
TotalLiabilitiesNetMinorityInterest,"2,644,000,000","2,570,100,000","2,611,600,000","2,633,100,000","2,677,400,000","2,709,800,000","2,817,700,000","2,860,000,000","2,854,900,000","2,838,300,000","2,864,500,000","2,832,800,000","2,901,400,000","2,901,000,000","2,907,300,000","2,912,000,000","2,917,600,000","2,892,400,000","2,918,300,000","2,925,600,000","2,966,100,000","2,932,800,000","2,974,200,000","2,987,100,000","2,993,100,000","2,995,000,000","3,080,300,000","3,096,900,000","3,091,200,000","3,082,811,000","3,126,589,000","3,119,325,000","3,111,111,000","3,074,746,000","3,088,987,000","3,095,535,000","3,025,800,000","2,971,958,000","3,114,670,000","3,085,628,000","3,040,371,000","3,007,558,000","3,007,950,000","2,999,329,000","2,993,581,000","2,990,004,000","3,054,456,000","3,092,979,000","3,142,373,000","3,178,254,000","3,264,907,000","3,257,785,000","3,304,836,000","3,311,985,000","2,870,533,000","2,749,864,000","2,783,279,000","2,811,775,000","2,827,502,000","2,859,599,000","2,869,212,000","2,891,948,000","2,916,648,000"
TotalEquityGrossMinorityInterest,"1,109,300,000","1,213,100,000","1,189,900,000","1,203,600,000","1,186,600,000","1,212,800,000","1,167,400,000","1,144,000,000","1,057,300,000","1,165,800,000","1,160,400,000","1,121,500,000","1,071,700,000","1,018,200,000","991,200,000","956,500,000","930,300,000","947,700,000","917,100,000","899,200,000","867,500,000","840,600,000","850,100,000","845,300,000","803,700,000","760,800,000","726,000,000","714,500,000","709,500,000","686,844,000","652,593,000","645,252,000","587,861,000","568,703,000","556,529,000","521,940,000","548,083,000","539,381,000","473,216,000","454,651,000","465,720,000","474,186,000","506,096,000","498,713,000","485,758,000","490,116,000","528,758,000","521,263,000","509,176,000","498,399,000","524,606,000","471,066,000","459,942,000","444,728,000","394,608,000","398,153,000","396,225,000","379,453,000","341,754,000","361,588,000","351,976,000","303,777,000","273,055,000"
	StockholdersEquity,"1,109,300,000","1,213,100,000","1,189,900,000","1,203,600,000","1,186,600,000","1,212,800,000","1,167,400,000","1,144,000,000","1,057,300,000","1,165,800,000","1,160,400,000","1,121,500,000","1,071,700,000","1,018,200,000","991,200,000","956,500,000","930,300,000","947,700,000","917,100,000","899,200,000","867,500,000","840,600,000","850,100,000","845,300,000","803,700,000","760,800,000","726,000,000","714,500,000","709,500,000","686,844,000","652,593,000","645,252,000","587,861,000","568,703,000","556,529,000","521,940,000","548,083,000","539,381,000","473,216,000","454,651,000","465,720,000","474,186,000","506,096,000","498,713,000","485,758,000","490,116,000","528,758,000","521,263,000","509,176,000","498,399,000","524,606,000","471,066,000","459,942,000","444,728,000","394,608,000","398,153,000","396,225,000","379,453,000","341,754,000","361,588,000","351,976,000","303,777,000","273,055,000"
		CapitalStock,"600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","549,000","549,000","549,000","547,000","547,000","546,000","544,000","543,000","542,000","541,000","541,000","540,000","540,000","539,000","539,000","538,000","538,000","538,000","538,000","537,000","536,000","536,000","536,000","535,000","535,000","535,000","535,000","535,000","535,000","302,579,000","301,883,000","301,817,000",,
			PreferredStock,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0",,,,"0","0","0","0",,"0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","302,044,000","301,348,000","301,282,000",,
			CommonStock,"600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","549,000","549,000","549,000","547,000","547,000","546,000","544,000","543,000","542,000","541,000","541,000","540,000","540,000","539,000","539,000","538,000","538,000","538,000","538,000","537,000","536,000","536,000","536,000","535,000","535,000","535,000","535,000","535,000","535,000","535,000","535,000","535,000",,
		AdditionalPaidInCapital,"411,100,000","410,700,000","408,500,000","407,400,000","407,900,000","404,300,000","401,600,000","399,200,000","397,000,000","396,400,000","393,000,000","389,800,000","388,100,000","388,800,000","385,200,000","382,400,000","380,400,000","381,200,000","377,200,000","376,600,000","372,700,000","372,000,000","368,600,000","367,900,000","363,200,000","357,200,000","353,600,000","352,300,000","348,700,000","346,602,000","344,814,000","343,869,000","340,279,000","338,090,000","337,403,000","331,977,000","329,549,000","325,990,000","322,739,000","321,262,000","320,086,000","318,989,000","317,761,000","316,739,000","315,410,000","314,212,000","313,117,000","312,007,000","311,278,000","311,282,000","310,011,000","307,949,000","306,854,000","306,032,000","305,329,000","304,352,000","303,494,000","302,862,000","302,044,000","301,348,000","301,282,000",,
		RetainedEarnings,"1,329,200,000","1,338,500,000","1,290,800,000","1,283,000,000","1,263,800,000","1,247,900,000","1,191,400,000","1,167,800,000","1,115,900,000","1,158,800,000","1,134,300,000","1,108,700,000","1,075,100,000","1,030,700,000","1,011,900,000","970,800,000","935,000,000","842,200,000","832,400,000","815,400,000","795,400,000","777,200,000","744,500,000","723,500,000","700,100,000","682,000,000","657,300,000","634,700,000","607,500,000","595,318,000","568,080,000","554,775,000","511,067,000","502,198,000","489,916,000","464,210,000","451,483,000","445,850,000","372,390,000","366,089,000","362,972,000","358,693,000","340,823,000","331,316,000","325,372,000","319,341,000","301,577,000","293,971,000","280,030,000","266,491,000","257,852,000","230,005,000","212,454,000","194,509,000","181,584,000","151,454,000","127,053,000","104,536,000","75,749,000","48,956,000","21,395,000","274,602,000","219,520,000"
		TreasuryStock,"604,000,000","597,300,000","588,400,000","575,200,000","564,700,000","555,100,000","537,900,000","528,600,000","497,800,000","455,300,000","435,600,000","430,900,000","415,700,000","388,200,000","384,000,000","384,000,000","383,700,000","383,700,000","383,700,000","383,700,000","383,700,000","383,700,000","381,200,000","369,500,000","363,600,000","362,600,000","362,600,000","362,600,000","362,600,000","362,550,000","362,550,000","362,550,000","362,550,000","362,550,000","362,550,000","362,550,000","362,550,000","362,550,000","362,140,000","358,077,000","339,485,000","320,755,000","268,828,000","249,168,000","236,699,000","228,108,000","213,722,000","185,614,000","168,103,000","163,722,000","143,567,000","121,261,000","104,682,000","89,152,000","89,152,000","81,996,000","75,994,000","75,000,000","69,043,000","2,887,000",,,
