name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"5,792,407,000","5,865,773,000","5,991,306,000","5,652,710,000","5,652,710,000"
TotalLiabilitiesNetMinorityInterest,"1,743,818,000","1,760,250,000","1,789,925,000","1,770,899,000","1,770,899,000"
TotalEquityGrossMinorityInterest,"4,048,589,000","4,105,523,000","4,201,381,000","3,881,811,000","3,881,811,000"
	StockholdersEquity,"4,048,589,000","4,105,523,000","4,201,381,000","3,881,811,000","3,881,811,000"
		CapitalStock,"1,628,000","1,628,000","1,628,000","1,628,000","1,628,000"
			CommonStock,"1,628,000","1,628,000","1,628,000","1,628,000","1,628,000"
		AdditionalPaidInCapital,"2,374,568,000","2,371,861,000","2,369,822,000","2,368,699,000","2,368,699,000"
		RetainedEarnings,"1,813,083,000","1,648,453,000","1,695,976,000","1,303,106,000","1,303,106,000"
		GainsLossesNotAffectingRetainedEarnings,"-140,690,000","83,581,000","133,955,000","208,378,000","208,378,000"
TotalCapitalization,"4,789,593,000","4,845,939,000","4,941,219,000","4,619,973,000","4,619,973,000"
CommonStockEquity,"4,048,589,000","4,105,523,000","4,201,381,000","3,881,811,000","3,881,811,000"
NetTangibleAssets,"4,048,589,000","4,105,523,000","4,201,381,000","3,881,811,000","3,881,811,000"
InvestedCapital,"4,789,593,000","4,845,939,000","4,941,219,000","4,619,973,000","4,619,973,000"
TangibleBookValue,"4,048,589,000","4,105,523,000","4,201,381,000","3,881,811,000","3,881,811,000"
TotalDebt,"741,004,000","740,416,000","739,838,000","738,162,000","738,162,000"
NetDebt,"300,844,000","314,588,000","288,256,000","285,368,000","285,368,000"
ShareIssued,"162,841,000","162,840,000","162,840,000","162,840,000","162,840,000"
OrdinarySharesNumber,"162,841,000","162,840,000","162,840,000","162,840,000","162,840,000"
