name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"2,068,000","2,036,000","11,000","11,000","11,000","11,000","11,000","11,000","796,000","11,000","42,000","844,000","202,000","41,035,000","1,189,000","2,151,000","4,191,000","3,064,000","3,261,000","6,267,000","3,727,000","4,290,000","11,996,000","3,262,000","6,215,000","3,697,000"
	OperatingRevenue,"2,068,000","2,036,000","11,000","11,000","11,000","11,000","11,000","11,000","796,000","11,000","42,000","844,000","202,000","41,035,000","1,189,000","2,151,000","4,191,000","3,064,000","3,261,000","6,267,000","3,727,000","4,290,000","11,996,000","3,262,000","6,215,000","3,697,000"
OperatingExpense,"182,866,000","48,588,000","48,042,000","45,399,000","40,838,000","34,623,000","28,771,000","22,427,000","20,584,000","17,155,000","16,641,000","18,137,000","17,958,000","19,586,000","23,970,000","19,560,000","16,894,000","15,827,000","17,611,000","14,317,000","12,831,000","12,402,000","10,785,000","9,153,000","9,997,000","9,057,000"
	SellingGeneralAndAdministration,"42,462,000","12,782,000","10,674,000","10,124,000","8,883,000","7,208,000","5,914,000","5,881,000","5,171,000","4,936,000","4,211,000","4,436,000","4,192,000","4,443,000","4,153,000","4,380,000","4,231,000","3,571,000","3,056,000","2,905,000","2,204,000","2,296,000","1,940,000","1,598,000","1,826,000","1,621,000"
		GeneralAndAdministrativeExpense,"42,462,000","12,782,000","10,674,000","10,124,000","8,883,000","7,208,000","5,914,000","5,881,000","5,171,000","4,936,000","4,211,000","4,436,000","4,192,000","4,443,000","4,153,000","4,380,000","4,231,000","3,571,000","3,056,000","2,905,000","2,204,000","2,296,000","1,940,000","1,598,000","1,826,000","1,621,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,"930,000",,,,"642,000"
			OtherGandA,"42,462,000","12,782,000","10,674,000","10,124,000","8,883,000","7,208,000","5,914,000","5,881,000","5,171,000","4,936,000","4,211,000","4,436,000","4,192,000","4,443,000","4,153,000","4,380,000","4,231,000","3,571,000","3,056,000","2,905,000","2,204,000","1,366,000","-934,000","1,598,000","1,826,000","979,000"
	ResearchAndDevelopment,"140,404,000","35,806,000","37,368,000","35,275,000","31,955,000","27,415,000","22,857,000","16,546,000","15,413,000","12,219,000","12,430,000","13,701,000","13,766,000","15,143,000","19,817,000","15,180,000","12,663,000","12,256,000","14,555,000","11,412,000","10,627,000","10,106,000","8,845,000","7,555,000","8,171,000","7,436,000"
OperatingIncome,"-180,798,000","-46,552,000","-48,031,000","-45,388,000","-40,827,000","-34,612,000","-28,760,000","-22,416,000","-19,788,000","-17,144,000","-16,599,000","-17,293,000","-17,756,000","21,449,000","-22,781,000","-17,409,000","-12,703,000","-12,763,000","-14,350,000","-8,050,000","-9,104,000","-8,112,000","1,211,000","-5,891,000","-3,782,000","-5,360,000"
NetNonOperatingInterestIncomeExpense,"-1,827,000","-706,000","-952,000","-83,000","-86,000","-81,000","-82,000","-73,000","2,000","218,000","353,000","501,000","685,000","452,000","349,000","340,000","349,000","360,000","383,000","318,000","158,000","51,000","48,000","54,000","16,000","4,000"
