name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992
OperatingCashFlow,"213,000,000","36,900,000","78,000,000","63,600,000","34,500,000","16,400,000","46,100,000","-26,000,000","-41,900,000","29,700,000","111,900,000","-97,600,000","55,900,000","21,000,000","128,500,000","-89,000,000","76,600,000","36,500,000","120,800,000","-92,400,000","28,000,000","39,200,000","179,700,000","-105,500,000","72,700,000","26,400,000","113,700,000","-291,700,000","58,000,000","18,000,000","146,700,000","-55,800,000","71,500,000","3,800,000","152,300,000","-70,800,000","81,900,000","-20,200,000","93,200,000","34,200,000","127,400,000","25,000,000","157,100,000","-49,300,000","73,500,000","71,400,000","156,600,000","-73,100,000","77,300,000","95,500,000","161,300,000","-58,300,000","154,500,000","97,400,000","77,300,000","-140,600,000","100,000","73,900,000","333,700,000","-99,100,000","157,700,000","51,000,000","142,500,000","-138,100,000","25,500,000","24,400,000","324,700,000","-138,800,000","141,600,000","77,800,000","106,000,000","-78,800,000","93,300,000","49,800,000","149,000,000","-79,800,000","147,800,000","26,100,000","80,600,000","-75,300,000","99,100,000","59,700,000","79,200,000","-73,400,000","63,300,000","91,200,000","133,100,000","-88,900,000","103,500,000","53,100,000","51,900,000","-62,300,000","72,500,000","41,900,000","40,500,000","-37,300,000","74,200,000","38,400,000","48,000,000","-42,900,000","27,600,000","45,800,000","25,000,000","-51,700,000","47,700,000","39,900,000","28,100,000","-65,100,000","24,000,000","24,000,000","27,200,000","-46,700,000","10,000,000","39,300,000","36,300,000","-48,000,000","21,200,000","29,200,000","35,800,000","-38,300,000","17,100,000"
	CashFlowFromContinuingOperatingActivities,"213,000,000","36,900,000","78,000,000","63,600,000","34,500,000","16,400,000","46,100,000","-26,000,000","-41,900,000","29,700,000","111,900,000","-97,600,000","55,900,000","21,000,000","128,500,000","-89,000,000","76,600,000","36,500,000","120,800,000","-92,400,000","27,800,000","39,100,000","179,800,000","-104,500,000","73,800,000","25,400,000","115,100,000","-282,300,000","-1,000,000","18,100,000","146,900,000","-55,700,000","71,700,000","3,800,000","152,400,000","-71,000,000","84,100,000","-19,900,000","93,400,000","34,400,000","127,600,000","25,000,000","158,700,000","-49,600,000","74,900,000","72,400,000","153,000,000","-71,000,000","76,500,000","96,800,000","160,400,000","-60,100,000","150,900,000","127,800,000","68,800,000","-141,900,000","-39,500,000","-14,000,000","333,700,000","-99,100,000","157,700,000","51,000,000","142,500,000","-138,100,000","25,500,000","24,400,000","324,700,000","-138,800,000","141,600,000","77,800,000","106,000,000","-78,800,000","93,300,000","49,800,000","149,000,000","-79,800,000","147,800,000","26,100,000","80,600,000","-75,300,000","99,100,000","59,700,000","79,200,000","-73,400,000","63,300,000","91,200,000","133,100,000","-88,900,000","103,500,000","53,100,000","51,900,000","-62,300,000","72,500,000","41,900,000","40,500,000","-37,300,000","74,200,000","38,400,000","48,000,000","-42,900,000","27,600,000","45,800,000","25,000,000","-51,700,000","47,700,000","39,900,000","28,100,000","-65,100,000","24,000,000","24,000,000","27,200,000","-46,700,000","10,000,000","39,300,000","36,300,000","-48,000,000","21,200,000","29,200,000","35,800,000","-38,300,000","17,100,000"
		NetIncomeFromContinuingOperations,"36,400,000","-15,300,000","68,300,000","-24,200,000","7,600,000","-13,900,000","35,100,000","-39,800,000","-13,000,000","-43,300,000","71,000,000","-58,500,000","17,900,000","-12,600,000","71,600,000","-61,300,000","50,800,000","-49,200,000","57,100,000","-63,700,000","39,600,000","-15,500,000","67,900,000","-39,500,000","34,900,000","-7,200,000","65,200,000","-48,900,000","3,000,000","-22,100,000","68,600,000","-34,000,000","28,200,000","-12,100,000","58,300,000","-30,100,000","26,000,000","-20,100,000","61,900,000","-32,000,000","60,400,000","-9,900,000","83,300,000","-25,100,000","26,200,000","-25,300,000","76,900,000","-34,200,000","31,100,000","-4,600,000","56,800,000","-24,600,000","22,800,000","-58,600,000","43,100,000","-49,100,000","-7,900,000","-82,100,000","75,600,000","-2,800,000","40,400,000","-7,700,000","75,100,000","-46,900,000","38,400,000","-15,500,000","66,900,000","-21,200,000","42,600,000","-700,000","72,700,000","-50,300,000","22,500,000","-6,000,000","66,700,000","-24,800,000","28,700,000","-500,000","75,000,000","-44,600,000","46,800,000","12,000,000","66,500,000","-31,800,000","-13,100,000","3,700,000","56,300,000","-10,600,000","31,700,000","2,000,000","41,300,000","-23,600,000","22,400,000","200,000","31,700,000","-17,500,000","13,900,000","-3,100,000","26,000,000","-13,200,000","-11,500,000","-12,600,000","38,500,000","-14,000,000","1,700,000","8,900,000","31,100,000","-9,800,000","14,500,000","7,900,000","27,400,000","-11,200,000","10,700,000","6,400,000","23,100,000","-7,300,000","10,400,000","6,500,000","21,100,000","-9,900,000","4,700,000"
		OperatingGainsLosses,"1,300,000","0","-6,700,000","-1,100,000","9,100,000","-4,400,000","-4,800,000","-7,300,000","500,000","-300,000","-1,800,000","-800,000","1,000,000","-1,100,000","-2,300,000","-1,800,000","1,600,000","39,200,000","14,500,000","-600,000","-1,400,000","1,000,000","-2,000,000","-800,000","600,000","500,000","-2,200,000","-200,000","500,000","1,200,000",,,"5,800,000","4,800,000","-1,100,000","-700,000","-800,000","0","-1,000,000","-500,000",,,,,,,,,,,,,,,"5,500,000","1,000,000",,"-13,400,000","3,600,000","9,700,000","32,400,000","-1,200,000","-3,700,000","5,500,000","-28,800,000","23,700,000","24,000,000","17,700,000","24,300,000","30,000,000","20,100,000","21,900,000","9,400,000","6,000,000","7,700,000","5,400,000","15,500,000","6,600,000","5,800,000","3,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,700,000"
			GainLossOnSaleOfPPE,,,,,,"-3,800,000","0","-6,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,"1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-2,900,000","0","-500,000","-1,100,000","-1,300,000","-700,000","-4,600,000","-800,000","400,000","-600,000","-2,000,000","-1,000,000","-200,000","-1,200,000","-2,500,000","-2,000,000","-1,100,000","-1,000,000","-1,500,000","-1,200,000","-400,000","0","-3,100,000","-1,800,000","-500,000","-600,000","-1,200,000","-1,200,000","-200,000","-100,000","-1,000,000","-700,000","-900,000","100,000","-1,100,000","-700,000","-800,000","0","-1,000,000","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"0","0","0","0","0","100,000","-200,000","100,000","100,000","300,000","200,000","200,000","200,000","100,000","200,000","200,000","2,700,000","40,200,000","16,000,000","600,000","-1,000,000","1,000,000","1,100,000","1,000,000","1,100,000","1,100,000","1,200,000","1,000,000","700,000","1,300,000","4,200,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"90,900,000","22,500,000","23,200,000","23,200,000","22,000,000","22,200,000","23,400,000","22,700,000","22,400,000","22,700,000","22,600,000","22,500,000","21,400,000","20,500,000","20,600,000","19,200,000","17,400,000","17,200,000","15,900,000","15,500,000","16,300,000","15,100,000","15,600,000","15,400,000","14,500,000","16,100,000","17,700,000","17,400,000","-4,400,000","26,500,000","28,600,000","28,000,000","32,600,000","30,000,000","30,900,000","29,600,000","30,600,000","30,300,000","28,700,000","27,900,000","40,900,000","52,400,000","3,600,000","27,000,000","16,700,000","14,500,000","14,500,000","14,400,000","15,800,000","14,200,000","14,800,000","14,700,000","60,100,000","-7,100,000","26,300,000","26,200,000","30,300,000","24,000,000","26,900,000","29,600,000","31,600,000","30,800,000","31,000,000","32,400,000","30,600,000","33,100,000","35,900,000","34,000,000","42,400,000","30,000,000","30,700,000","27,700,000","32,600,000","39,900,000","30,600,000","29,500,000","29,700,000","25,400,000","28,100,000","23,900,000",,,"8,300,000","7,600,000","91,600,000","-600,000","11,500,000","8,700,000","53,500,000","6,400,000","6,900,000","4,600,000","57,300,000","5,200,000","5,700,000","5,400,000","49,100,000","5,300,000","5,500,000","5,000,000","46,700,000","4,100,000","4,100,000","3,500,000","33,500,000","3,300,000","3,200,000","2,500,000","16,500,000","2,700,000","2,700,000","2,100,000","16,600,000","2,200,000","1,700,000","1,200,000",,,,"1,300,000","400,000"
			DepreciationAndAmortization,"90,900,000","22,500,000","23,200,000","23,200,000","22,000,000","22,200,000","23,400,000","22,700,000","22,400,000","22,700,000","22,600,000","22,500,000","21,400,000","20,500,000","20,600,000","19,200,000","17,400,000","17,200,000","15,900,000","15,500,000","16,300,000","15,100,000","15,600,000","15,400,000","14,500,000","16,100,000","17,700,000","17,400,000","-4,400,000","26,500,000","28,600,000","28,000,000","32,600,000","30,000,000","30,900,000","29,600,000","30,600,000","30,300,000","28,700,000","27,900,000","40,900,000","52,400,000","3,600,000","27,000,000","16,700,000","14,500,000",,,"15,800,000","14,200,000","14,800,000","14,700,000","60,100,000","-7,100,000","26,300,000","26,200,000","30,300,000","24,000,000","26,900,000","29,600,000","31,600,000","30,800,000","31,000,000","32,400,000","30,600,000","33,100,000","35,900,000","34,000,000","42,400,000","30,000,000","30,700,000","27,700,000","32,600,000","39,900,000","30,600,000","29,500,000","29,700,000","25,400,000","28,100,000","23,900,000",,,"8,300,000","7,600,000","91,600,000","-600,000","11,500,000","8,700,000","53,500,000","6,400,000","6,900,000","4,600,000","57,300,000","5,200,000","5,700,000","5,400,000","49,100,000","5,300,000","5,500,000","5,000,000","46,700,000","4,100,000","4,100,000","3,500,000","33,500,000","3,300,000","3,200,000","2,500,000","16,500,000","2,700,000","2,700,000","2,100,000","16,600,000","2,200,000","1,700,000","1,200,000",,,,"1,300,000","400,000"
				Depreciation,"64,600,000","16,100,000","16,500,000","16,400,000","15,600,000","15,900,000","17,000,000","16,400,000","15,900,000","16,000,000","16,000,000","16,100,000","15,600,000","14,600,000","15,100,000","14,000,000","12,000,000","11,700,000","10,500,000","10,000,000","10,200,000","9,600,000","9,700,000","9,600,000","8,700,000","9,300,000","10,700,000","10,600,000","10,000,000","11,600,000","13,200,000","13,500,000","15,500,000","14,600,000","16,300,000","16,300,000","18,200,000","17,600,000","16,700,000","16,100,000","22,200,000",,,"15,100,000",,,,,,,,,,,"15,600,000","16,200,000","18,400,000","13,200,000","16,300,000","16,700,000","18,500,000","15,600,000","16,000,000","16,900,000","16,700,000","16,700,000","16,800,000","15,600,000","24,000,000","13,100,000","12,600,000","13,400,000","13,700,000","13,500,000","13,300,000","13,000,000","13,200,000","11,600,000","10,700,000","10,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"26,300,000","6,400,000","6,700,000","6,800,000","6,400,000","6,300,000","6,400,000","6,300,000","6,500,000","6,700,000","6,600,000","6,400,000","5,800,000","5,900,000","5,500,000","5,200,000","5,400,000","5,500,000","5,400,000","5,500,000","6,100,000","5,500,000","5,900,000","5,800,000","5,800,000","6,800,000","7,000,000","6,800,000","-14,400,000","14,900,000","15,400,000","14,500,000","17,100,000","15,400,000","14,600,000","13,300,000","12,400,000","12,700,000","12,000,000","11,800,000","18,700,000",,,"11,900,000",,,,,,,,,,,"10,700,000","10,000,000","11,900,000","10,800,000","10,600,000","12,900,000","13,100,000","15,200,000","15,000,000","15,500,000","13,900,000","16,400,000","19,100,000","18,400,000","18,400,000","16,900,000","18,100,000","14,300,000","18,900,000","26,400,000","17,300,000","16,500,000","16,500,000","13,800,000","17,400,000","13,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"26,300,000","6,400,000","6,700,000","6,800,000","6,400,000","6,300,000","6,400,000","6,300,000","6,500,000","6,700,000","6,600,000","6,400,000","5,800,000","5,900,000","5,500,000","5,200,000","5,400,000","5,500,000","5,400,000","5,500,000","6,100,000","5,500,000","5,900,000","5,800,000","5,800,000","6,800,000","7,000,000","6,800,000","-14,400,000","14,900,000","15,400,000","14,500,000","17,100,000","15,400,000","14,600,000","13,300,000","12,400,000","12,700,000","12,000,000","11,800,000","18,700,000",,,"11,900,000",,,,,,,,,,,"10,700,000","10,000,000","11,900,000","10,800,000","10,600,000","12,900,000","13,100,000","15,200,000","15,000,000","15,500,000","13,900,000","16,400,000","19,100,000","18,400,000","18,400,000","16,900,000","18,100,000","14,300,000","18,900,000","26,400,000","17,300,000","16,500,000","16,500,000","13,800,000","17,400,000","13,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-8,400,000","200,000","-500,000","0","-8,100,000","700,000","-700,000","100,000","18,100,000","100,000","-400,000","100,000","5,900,000","-2,300,000","-300,000","0","-7,800,000","9,300,000","5,900,000","300,000","15,400,000","700,000","-300,000","-300,000","18,100,000","400,000","200,000","100,000","-1,500,000","300,000","-2,000,000","-300,000","-3,000,000",,,,"19,500,000",,,,"-37,600,000","100,000","0","0","-4,000,000","0","16,700,000","-15,700,000","32,600,000","300,000","17,100,000","-20,600,000","45,000,000","-13,500,000","38,300,000","-31,100,000","12,600,000","7,700,000","1,300,000","-2,500,000","-2,000,000","3,600,000","26,700,000","-26,900,000","-400,000","3,500,000","11,200,000","-12,500,000","23,700,000","-1,500,000","29,300,000","-31,100,000","3,100,000","1,100,000","15,100,000","-16,300,000","11,700,000","1,100,000","23,500,000","-24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-8,400,000","200,000","-500,000","0","-8,100,000","700,000","-700,000","100,000","18,100,000","100,000","-400,000","100,000","5,900,000","-2,300,000","-300,000","0","-7,800,000","9,300,000","5,900,000","300,000","15,400,000","700,000","-300,000","-300,000","18,100,000","400,000","200,000","100,000","-1,500,000","300,000","-2,000,000","-300,000","-3,000,000",,,,"19,500,000",,,,"-37,600,000","100,000","0","0","-4,000,000","0","16,700,000","-15,700,000","32,600,000","300,000","17,100,000","-20,600,000","45,000,000","-13,500,000","38,300,000","-31,100,000","12,600,000","7,700,000","1,300,000","-2,500,000","-2,000,000","3,600,000","26,700,000","-26,900,000","-400,000","3,500,000","11,200,000","-12,500,000","23,700,000","-1,500,000","29,300,000","-31,100,000","3,100,000","1,100,000","15,100,000","-16,300,000","11,700,000","1,100,000","23,500,000","-24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,800,000","10,800,000","12,400,000","12,100,000",,"12,300,000","12,200,000","12,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"-10,200,000",,,,"-10,200,000",,,,"600,000",,,,"900,000","0","0","0","200,000","4,300,000","0","6,700,000","6,800,000",,,,"7,500,000","6,900,000",,,"12,900,000","0",,,"14,600,000","0",,,"7,200,000",,,,"0",,,,"3,400,000","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"52,800,000","7,300,000","9,500,000","7,000,000","29,000,000","5,500,000","7,100,000","5,600,000","33,200,000","10,200,000","7,800,000","6,800,000","13,700,000","7,100,000","8,400,000","5,400,000","9,300,000","7,100,000","9,100,000","6,500,000","10,000,000","4,000,000","9,200,000","8,100,000","3,400,000","8,400,000","10,200,000","6,400,000","6,700,000","9,800,000","10,900,000","8,500,000","13,700,000","10,100,000","8,800,000","7,200,000","14,200,000","6,100,000","11,200,000","7,200,000","36,800,000","11,500,000","17,200,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600,000",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,600,000","1,600,000","3,000,000","1,500,000","1,500,000","1,400,000","3,100,000","600,000","700,000","700,000","900,000","1,500,000","1,500,000","1,600,000","3,700,000","1,500,000","1,600,000","1,600,000","6,000,000","1,500,000","1,400,000","1,600,000","5,500,000","1,600,000","1,600,000","1,600,000","5,100,000","1,400,000","600,000","1,600,000","5,000,000","1,600,000","1,500,000","1,100,000","5,600,000","1,100,000","1,100,000","1,000,000","2,200,000","2,000,000","2,200,000","2,200,000","5,600,000","2,200,000","2,600,000","2,700,000","3,100,000","5,300,000","2,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
