name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"1,842,884","442,018","432,317","522,957","414,731","121,235"
	SellingGeneralAndAdministration,"1,842,884","442,018","432,317","522,957","414,731","121,235"
		GeneralAndAdministrativeExpense,"1,842,884","442,018","432,317","522,957","414,731","121,235"
			SalariesAndWages,,,"0","0","0",
			OtherGandA,"1,812,023","442,018","432,317","522,957","414,731","121,235"
OperatingIncome,"-1,842,884","-442,018","-432,317","-522,957","-414,731","-121,235"
NetNonOperatingInterestIncomeExpense,"57,052","32,803","7,289","4,439","12,521","6,441"
	InterestIncomeNonOperating,"57,052","32,803","7,289","4,439","12,521","6,441"
	TotalOtherFinanceCost,,,"0",,,"579,585"
OtherIncomeExpense,"7,767,441","2,782,214","-134,385","4,090,597","998,154","-1,218,510"
	GainOnSaleOfSecurity,"7,767,441","2,782,214","-134,385","4,090,597","998,154","-1,218,510"
PretaxIncome,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
NetIncomeCommonStockholders,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
	NetIncome,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
		NetIncomeIncludingNoncontrollingInterests,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
			NetIncomeContinuousOperations,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
DilutedNIAvailtoComStockholders,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
BasicEPS,,"0.05",,"0.08","0.05","-0.15"
DilutedEPS,,"0.05",,"0.08","0.013","-0.15"
BasicAverageShares,,"44,160,000",,"44,160,000","12,209,862","8,891,200"
DilutedAverageShares,,"44,160,000",,"44,160,000","44,219,882","40,913,866"
TotalOperatingIncomeAsReported,"-1,812,023","-442,018","-432,317","-522,957","-414,731","-121,235"
TotalExpenses,"1,842,884","442,018","432,317","522,957","414,731","121,235"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
NormalizedIncome,"1,321,144.4","703,670.6","-425,028","585,943.19","-132,708.42","-114,794"
InterestIncome,"57,052","32,803","7,289","4,439","12,521","6,441"
NetInterestIncome,"57,052","32,803","7,289","4,439","12,521","6,441"
EBIT,"-1,842,884","-442,018","-432,317","-522,957","-414,731","-121,235"
EBITDA,"-1,842,884"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,981,609","2,372,999","-559,413","3,572,079","595,944","-1,333,304"
TotalUnusualItemsExcludingGoodwill,"7,767,441","2,782,214","-134,385","4,090,597","998,154","-1,218,510"
TotalUnusualItems,"7,767,441","2,782,214","-134,385","4,090,597","998,154","-1,218,510"
NormalizedEBITDA,"-9,610,325","-3,224,232","-297,932","-4,613,554","-1,412,885","1,097,275"
TaxRateForCalcs,"0.4","0.4","0","0.27","0.27","0"
TaxEffectOfUnusualItems,"3,106,976.4","1,112,885.6","0","1,104,461.19","269,501.58","0"
