name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"-36,288,000","-18,942,000","-12,185,000","-5,402,000","241,000","20,668,000","-5,709,000","-1,614,000","20,880,000","1,710,000","4,803,000","21,793,000","4,744,000","14,291,000","27,232,000","8,319,000","8,593,000","22,930,000","15,805,000","17,084,000","1,000","6,529,000","12,082,000","1,084,000","3,337,000","10,969,000","4,702,000","10,236,000","1,206,000","1,120,000","10,741,000","4,159,000","1,954,000","5,179,000","-2,864,620","-1,631,392","3,157,481","-4,145,469","-3,164,370","-7,382,380","-7,046,957","-7,689,313","-10,925,195","-12,583,236","-13,888,044","-10,473,628","-14,202,850","-10,852,936","-8,880,786","-6,160,934","-6,136,630","-3,728,071","-4,106,475","-4,459,734","-2,457,914","-5,933,458","-4,684,434","-2,460,126","1,296,420","-2,072,384","-2,039,260","3,555,216","1,179,900","-1,346,889","-2,539,858","-2,289,888","-1,176,466","-1,770,772","-2,701,349","-2,648,922","-3,502,632","-2,729,196","-2,377,457","-1,833,158","-1,382,043","-1,593,950","-1,074,002","-1,471,997","-316,819","-920,322","-1,403,697","-1,321,655","-1,374,286","1,032,229","-696,106","-785,657","-611,557","-691,965","-1,442,894","-461,188"
	CashFlowFromContinuingOperatingActivities,"-36,288,000","-18,942,000","-12,185,000","-5,402,000","241,000","20,668,000","-5,709,000","-1,614,000","20,880,000","1,710,000","4,803,000","21,793,000","4,744,000","14,291,000","27,232,000","8,319,000","8,593,000","22,930,000","15,805,000","17,084,000","1,000","6,529,000","12,082,000","1,084,000","3,337,000","10,969,000","4,702,000","10,236,000","1,206,000","1,120,000","10,741,000","4,159,000","1,954,000","5,179,000","-2,758,436","-1,546,952","3,161,857","-4,145,469","-3,164,370","-7,382,380","-7,046,957","-7,689,313","-10,925,195","-12,583,236","-13,888,044","-10,473,628","-14,202,850","-10,852,936","-8,880,786","-6,160,934","-6,136,630","-3,728,071","-4,106,475","-4,459,734","-2,457,914","-5,933,458","-4,684,434","-2,460,126","1,296,420","-2,072,384","-2,039,260","3,555,216","1,179,900","-1,346,889","-2,539,858","-2,289,888","-1,176,466","-1,770,772","-2,701,349","-2,648,922","-3,502,632","-2,729,196","-2,377,457","-1,833,158","-1,382,043","-1,593,950","-1,074,002","-1,471,997","-316,819","-920,322","-1,403,697","-1,321,655","-1,374,286","1,032,229","-696,106","-785,657","-611,557","-691,965","-1,442,894","-461,188"
		NetIncomeFromContinuingOperations,"-62,819,000","-20,130,000","-24,136,000","-4,447,000","-14,106,000","86,000","-3,635,000","434,000","-12,336,000","-7,011,000","-4,835,000","3,895,000","6,585,000","449,000","5,430,000","5,037,000","2,777,000","2,250,000","-9,629,000","4,720,000","2,681,000","1,152,000","-1,080,000","2,543,000","1,125,000","1,346,000","2,876,000","4,559,000","3,571,000","4,369,000","21,005,000","6,746,000","-2,363,000","3,359,000","3,583,266","1,040,706","-2,032,323","-2,290,649",,,,"-10,264,477",,,,"-17,250,676","-13,271,735",,,"-10,540,419","-32,485,898","-6,370,557","-4,620,701","-4,050,612","-1,165,389","-6,585,084","-6,048,067","-3,626,638","-1,674,064","-1,693,044","-2,400,309","-1,817,018","8,989,729","-745,061","-2,224,900","-3,228,495","-2,445,743","-1,853,216","-2,581,584","-2,770,493","-4,127,183","-2,869,635","-2,574,158","-2,445,231","-1,659,668","-1,438,905","-1,616,100","-1,244,681","-411,399","-801,001","-1,495,364","-1,102,926","-1,411,712","349,164","-858,913","-689,900","-926,462","-620,739","-1,434,174","-455,820"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"-524","0","5,418,524","-1,000,000","929,431","117,362","0","432",,,"0","2,099","5,387",,,,,"0",,,"951","0",,,"0","-2,450",,,,,,"859,013","87,875","87,875","87,875","87,875","87,875","87,875","102,875","293,916","4,000","7,500",,,,,,,"0",,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"-1,000,000","929,431","117,362","0","432",,,"0","2,099","5,387",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"50,911,000","14,557,000","13,684,000","11,346,000","11,324,000","10,898,000","10,899,000","11,358,000","11,198,000","11,183,000","9,564,000","9,473,000","9,472,000","16,103,000","8,686,000","8,548,000","8,313,000","8,195,000","7,022,000","7,099,000","7,101,000","6,706,000","5,812,000","5,966,000","5,956,000","4,609,000","2,111,000","2,047,000","1,415,000","1,327,000","1,282,000","1,187,000","706,000","703,000","437,172","381,699","124,743","166,386","171,398","25,749","30,933","30,866","30,108","35,669","40,519","41,944","39,019","41,000","42,546","45,421","41,393","33,308","33,333","29,246","9,296","11,759","12,309","9,773","10,315","17,993","28,600","32,916","32,490","30,725","27,109","27,457","24,489","25,464","26,042","24,943","26,722","26,198","25,740","23,283","22,805","23,026","23,548","23,548","23,543","23,197","22,697","22,662","22,592","21,458","33,548","32,962","49,423","25,156","24,359","23,852"
			DepreciationAndAmortization,"50,911,000","14,557,000","13,684,000","11,346,000","11,324,000","10,898,000","10,899,000","11,358,000","11,198,000","11,183,000","9,564,000","9,473,000","9,472,000","16,103,000","8,686,000","8,548,000","8,313,000","8,195,000","7,022,000","7,099,000","7,101,000","6,706,000","5,812,000","5,966,000","5,956,000","4,609,000","2,111,000","2,047,000","1,415,000","1,327,000","1,282,000","1,187,000","706,000","703,000","437,172","381,699","124,743","166,386","171,398","25,749","30,933","30,866","30,108","35,669","40,519","41,944","39,019","41,000","42,546","45,421","41,393","33,308","33,333","29,246","9,296","11,759","12,309","9,773","10,315","17,993","28,600","32,916","32,490","30,725","27,109","27,457","24,489","25,464","26,042","24,943","26,722","26,198","25,740","23,283","22,805","23,026","23,548","23,548","23,543","23,197","22,697","22,662","22,592","21,458","33,548","32,962","49,423","25,156","24,359","23,852"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,592","21,458","24,548","23,962",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","9,000","9,000",,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","9,000","9,000",,,,
