name,ttm,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,000","19,000","17,000","18,000","335,000","406,000","358,000","444,000","510,000","198,000","462,000","246,000",,,,,,,,,
		DeferredTax,,"-5,710,000","-1,581,000","4,587,000","-11,079,000","-8,132,000","999,000","4,072,000","-7,356,000","-8,376,000","4,428,000","1,974,000","-4,604,000","-3,354,000","2,726,000","-22,564,000","-11,937,000","-2,429,000","-760,000","8,562,000","-1,223,000","1,979,000","423,000","5,410,000","-21,972,000","-3,757,000","1,692,000","5,124,000","-1,365,000","-1,595,000","-2,215,000","4,859,000","2,679,000","970,000","593,000","3,356,000","-9,076,000","3,726,000","-1,678,000","6,852,000","-7,025,000","12,006,000","157,000","1,374,000","4,004,000","-3,735,000","-1,254,000","6,939,000","-9,982,000","-3,768,000","-4,072,000","-3,040,000","-14,652,000","4,741,000","1,183,000","4,374,000","2,151,000","-1,533,000","-2,366,000","-4,244,000","-6,284,000","-1,470,000","-1,379,000","-3,438,000","3,378,000","-1,395,000","-1,027,000","-3,139,000","412,000","-2,849,000","379,000","-1,023,000","-2,247,000","-340,000","-61,000","-965,000","-2,434,000","-70,000","1,378,000","-977,000","6,133,000","679,000","2,035,000","-7,844,000","-1,815,000","3,063,000","-3,119,000","-2,349,000",,,,,
			DeferredIncomeTax,,"-5,710,000","-1,581,000","4,587,000","-11,079,000","-8,132,000","999,000","4,072,000","-7,356,000","-8,376,000","4,428,000","1,974,000","-4,604,000","-3,354,000","2,726,000","-22,564,000","-11,937,000","-2,429,000","-760,000","8,562,000","-1,223,000","1,979,000","423,000","5,410,000","-21,972,000","-3,757,000","1,692,000","5,124,000","-1,365,000","-1,595,000","-2,215,000","4,859,000","2,679,000","970,000","593,000","3,356,000","-9,076,000","3,726,000","-1,678,000","6,852,000","-7,025,000","12,006,000","157,000","1,374,000","4,004,000","-3,735,000","-1,254,000","6,939,000","-9,982,000","-3,768,000","-4,072,000","-3,040,000","-14,652,000","4,741,000","1,183,000","4,374,000","2,151,000","-1,533,000","-2,366,000","-4,244,000","-6,284,000","-1,470,000","-1,379,000","-3,438,000","3,378,000","-1,395,000","-1,027,000","-3,139,000","412,000","-2,849,000","379,000","-1,023,000","-2,247,000","-340,000","-61,000","-965,000","-2,434,000","-70,000","1,378,000","-977,000","6,133,000","679,000","2,035,000","-7,844,000","-1,815,000","3,063,000","-3,119,000","-2,349,000",,,,,
		AssetImpairmentCharge,,"0",,,"0",,,,"0","2,654,000","0","0","0","0","0","106,555,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,"5,400,000","5,030,000","4,599,000","4,202,000","3,568,000","3,367,000","4,626,000","3,686,000","3,808,000","3,601,000","3,549,000","3,248,000","3,541,000","3,764,000","3,707,000","3,742,000","2,973,000","3,890,000","3,070,000","4,614,000","3,222,000","2,574,000","2,577,000","1,914,000","2,267,000","2,321,000","2,068,000","2,097,000","1,874,000","1,859,000","1,911,000","2,096,000","2,657,000","1,645,000","1,442,000","1,930,000","1,673,000","1,758,000","1,387,000","191,000","1,572,000","2,012,000","1,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,,"7,326,000","7,491,000","7,158,000","6,947,000","7,015,000","7,230,000","5,965,000","5,830,000","5,468,000","6,058,000","5,462,000","5,357,000","5,659,000","6,655,000","5,714,000","5,669,000","5,517,000","5,587,000","4,696,000","4,857,000","4,581,000","4,605,000","4,915,000","5,356,000","4,526,000","5,322,000","3,691,000","3,521,000","3,419,000","3,640,000","3,319,000","3,287,000","3,027,000","2,832,000","2,960,000","3,086,000","2,551,000","3,073,000","3,196,000","3,486,000","3,316,000","3,427,000","3,170,000","3,772,000","3,969,000","3,991,000","3,815,000","4,457,000","4,024,000","4,752,000","4,496,000","3,905,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"-1,713,000","-1,653,000","-531,000","-4,442,000","-4,676,000","-1,794,000","-2,105,000","-757,000","-1,585,000","-1,871,000","-2,338,000","-1,613,000","-1,544,000","-1,656,000","-1,347,000","-1,756,000","-1,793,000","-1,742,000","-2,485,000","-1,602,000","-144,000","-674,000","-2,498,000","-2,183,000","1,494,000","-801,000","-2,494,000","-2,011,000","-3,004,000","-2,231,000","-3,263,000","-1,810,000","-1,845,000","-3,296,000","-1,291,000","-2,266,000",,,"10,418,000","-42,275,000","11,717,000","12,951,000","15,411,000","-9,024,000","1,709,000","570,000","1,826,000","-3,053,000","587,000","-1,029,000","-2,723,000","11,871,000","-6,176,000","7,549,000","5,850,000","7,529,000","6,649,000","7,654,000","6,960,000","6,353,000","6,831,000","6,038,000","4,809,000","19,979,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",
		ChangeInWorkingCapital,,"149,862,000","12,261,000","-263,157,000","130,325,000","96,408,000","-491,000","-129,450,000","153,067,000","128,667,000","-8,966,000","-225,048,000","99,638,000","73,825,000","10,642,000","-178,695,000","106,055,000","79,057,000","627,000","-161,625,000","49,453,000","60,397,000","-3,019,000","-158,039,000","86,246,000","50,119,000","-19,416,000","-128,422,000","58,734,000","39,454,000","7,306,000","-116,158,000","63,548,000","37,446,000","9,037,000","-89,216,000","54,793,000","24,464,000","26,018,000","-100,285,000","60,565,000","11,350,000","23,507,000","-108,868,000","43,311,000","18,949,000","19,003,000","-68,521,000","40,019,000","-11,834,000","-5,579,000","-50,078,000","60,101,000","21,715,000","-5,718,000","-117,817,000","62,850,000","44,035,000","9,008,000","-94,833,000","58,396,000","25,023,000","15,063,000","-64,604,000","33,164,000","20,699,000","11,983,000","-59,885,000","38,773,000","20,993,000","14,260,000","-35,674,000","18,989,000","6,011,000","4,537,000","-16,694,000","15,346,000","9,135,000","9,721,000","-12,594,000","14,438,000","14,570,000","-13,014,000","-81,184,000","26,457,000","18,751,000","17,232,000","-82,162,000","23,748,000","17,700,000","14,800,000","-38,000,000","21,500,000"
			ChangeInReceivables,,"8,954,000","-104,365,000","-66,260,000","1,394,000","-2,951,000","-74,469,000","14,493,000","71,413,000","30,342,000","-39,398,000","-34,626,000","16,258,000","6,717,000","-28,110,000","-24,081,000","6,755,000","8,208,000","-31,884,000","-34,343,000","-13,751,000","14,088,000","-16,161,000","-36,679,000","26,516,000","12,451,000","-43,867,000","-11,913,000","12,980,000","15,362,000","-17,280,000","-28,160,000","13,714,000","3,365,000","-18,871,000","-19,630,000","12,854,000","529,000","-12,847,000","-11,931,000","14,987,000","-5,504,000","4,583,000","-24,957,000","13,603,000","2,543,000","-18,995,000","-25,291,000","1,088,000","-6,006,000","-15,865,000","-12,733,000","26,103,000","27,590,000","10,794,000","-19,848,000","17,962,000","3,432,000","-18,840,000","-25,768,000","13,392,000","-10,089,000","-11,699,000","-17,570,000","6,382,000","-7,215,000","-2,905,000","-15,721,000","8,954,000","-6,383,000","-8,598,000","-16,410,000","2,394,000","-3,869,000","255,000","1,700,000","1,436,000","4,122,000","626,000","14,624,000","3,292,000","10,900,000","-20,525,000","11,493,000","14,862,000","5,188,000","-4,138,000","-31,404,000","-15,559,000","-10,400,000","-11,500,000","-16,400,000",
				ChangesInAccountReceivables,,"13,188,000","-100,250,000","-68,787,000","-4,487,000","-16,623,000","-63,603,000","17,382,000","71,410,000","23,298,000","-29,106,000","-31,450,000","13,707,000","8,204,000","-36,266,000","-16,270,000","9,107,000","-3,444,000","-35,607,000","-23,413,000","-6,823,000","14,461,000","-21,378,000","-28,586,000","15,669,000","13,997,000","-33,230,000","-13,058,000","13,931,000","8,358,000","-11,190,000","-28,312,000","12,900,000","5,608,000","-18,715,000","-22,111,000","1,432,000","5,561,000","-10,838,000","-12,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,,"-2,332,000","3,995,000","-10,325,000","-2,011,000","2,244,000","3,999,000","-8,134,000","8,235,000","-1,051,000","1,705,000","-9,845,000","331,000","4,847,000","-970,000","-4,356,000","-1,624,000","3,400,000","-4,284,000","-10,983,000","397,000","-698,000","1,882,000","-10,066,000","250,000","890,000","-2,581,000","-4,869,000","195,000","1,198,000","371,000","-2,909,000","-145,000","1,263,000","1,604,000","-3,977,000","1,785,000","662,000","217,000","-1,914,000","-280,000","4,391,000","780,000","-2,697,000","-1,764,000","42,000","-357,000","-4,417,000","-1,889,000","2,455,000","-1,276,000","-3,488,000","432,000","2,487,000","-1,703,000","-2,556,000","-1,140,000","-646,000","-777,000","-580,000","-1,195,000","-114,000","995,000","-2,018,000","-458,000","-75,000","-633,000","857,000","-388,000","-1,384,000","-756,000","-1,054,000","-32,000","-122,000","-375,000","804,000","24,000","819,000","-138,000","-777,000","1,886,000","-491,000","-283,000","-1,259,000",,,,,,,,,
			ChangeInPayablesAndAccruedExpense,,"134,418,000","109,300,000","-167,984,000","111,426,000","74,023,000","70,604,000","-135,190,000","56,590,000","78,228,000","38,037,000","-177,620,000","62,219,000","48,834,000","51,529,000","-133,971,000","95,872,000","59,278,000","45,941,000","-102,571,000","54,939,000","41,722,000","7,099,000","-98,212,000","53,188,000","34,387,000","30,913,000","-98,727,000","40,494,000","29,134,000","21,571,000","-82,603,000","45,959,000","31,835,000","19,629,000","-60,786,000","30,865,000","18,860,000","33,972,000","-78,602,000","38,463,000","6,953,000","16,581,000","-75,925,000","24,435,000","19,546,000","36,630,000","-42,188,000","34,201,000","2,112,000","12,366,000","-46,618,000","11,515,000","-17,343,000","1,923,000","-97,240,000","55,547,000","49,070,000","35,928,000","-92,743,000","47,903,000","29,527,000","20,711,000","-53,813,000","24,918,000","32,816,000","12,427,000","-54,691,000","42,219,000","20,225,000","18,112,000","-19,059,000","15,492,000","11,350,000","4,165,000","-20,452,000","14,926,000","893,000","2,296,000","-28,781,000","14,647,000","4,481,000","-4,271,000","-85,106,000","4,757,000","16,609,000","20,405,000","-50,580,000","42,493,000","25,400,000","28,400,000","-24,800,000","14,300,000"
				ChangeInPayable,,"134,418,000","109,300,000","-167,984,000","111,426,000","74,023,000","70,604,000","-135,190,000","56,590,000","78,228,000","38,037,000","-177,620,000","62,219,000","48,834,000","51,529,000","-133,971,000","95,872,000","59,278,000","45,941,000","-102,571,000","54,939,000","41,722,000","7,099,000","-98,212,000","53,188,000","34,387,000","30,913,000","-98,727,000","40,494,000","29,134,000","21,571,000","-82,603,000","45,959,000","31,835,000","19,629,000","-60,786,000","30,865,000","18,860,000","33,972,000","-78,602,000","38,463,000","6,953,000","16,581,000","-75,925,000","24,435,000","19,546,000","36,630,000","-42,188,000","34,201,000","2,112,000","12,366,000","-46,618,000","11,515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,"7,093,000","-7,368,000","5,536,000","11,298,000","-1,158,000","-555,000","-11,409,000","2,690,000","4,695,000","-4,228,000","-1,911,000","745,000","5,366,000","-7,332,000","1,434,000","14,222,000","8,758,000","2,996,000","6,463,000","3,628,000","2,480,000","-1,634,000","-4,346,000","5,142,000","-5,516,000","3,263,000","-1,990,000","-4,195,000","-226,000","194,000","-4,967,000","139,000","3,623,000","1,757,000","2,014,000","-90,000","325,000","474,000","-4,108,000","1,387,000","526,000","2,415,000","-270,000","-7,152,000","3,301,000","3,189,000","-1,024,000","2,293,000","-5,979,000","4,905,000","1,625,000","1,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,"7,093,000","-7,368,000","5,536,000","11,298,000","-1,158,000","-555,000","-11,409,000","2,690,000","4,695,000","-4,228,000","-1,911,000","745,000","5,366,000","-7,332,000","1,434,000","14,222,000","8,758,000","2,996,000","6,463,000","3,628,000","2,480,000","-1,634,000","-4,346,000","5,142,000","-5,516,000","3,263,000","-1,990,000","-4,195,000","-226,000","194,000","-4,967,000","139,000","3,623,000","1,757,000","2,014,000","-90,000","325,000","474,000","-4,108,000","1,387,000","526,000","2,415,000","-270,000","-7,152,000","3,301,000","3,189,000","-1,024,000","2,293,000","-5,979,000","4,905,000","1,625,000","1,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,"127,325,000","116,668,000","-173,520,000","100,128,000","75,181,000","71,159,000","-123,781,000","53,900,000","73,533,000","42,265,000","-175,709,000","61,474,000","43,468,000","58,861,000","-135,405,000","81,650,000","50,520,000","42,945,000","-109,034,000","51,311,000","39,242,000","8,733,000","-93,866,000","48,046,000","39,903,000","27,650,000","-96,737,000","44,689,000","29,360,000","21,377,000","-77,636,000","45,820,000","28,212,000","17,872,000","-62,800,000","30,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,"2,276,000","-1,581,000","-9,313,000","-24,317,000","17,693,000","9,183,000","-11,758,000","-14,818,000","7,798,000","6,006,000","-3,640,000","-17,463,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,409,000","-6,318,000","4,846,000","-1,573,000","2,037,000","957,000","1,453,000","702,000","-610,000","1,440,000","1,692,000","1,720,000","3,570,000","-1,367,000","1,683,000","-3,630,000",,,,"9,134,000","-1,748,000","-2,254,000","1,213,000","-486,000","-1,400,000","2,000,000","-300,000","25,000,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,181,000","-2,220,000","-7,032,000","-7,269,000","-7,963,000","16,982,000","-6,135,000","4,185,000","4,363,000","2,765,000",,,"8,880,000","4,824,000",,"6,532,000","8,217,000","-604,000","2,176,000",,,,"-9,317,000","5,983,000","3,344,000","-635,000",,"-1,593,000","11,096,000","-6,312,000","160,000","-1,298,000","3,219,000","-1,391,000","-2,700,000","4,100,000","-4,100,000","3,500,000",
			ChangeInOtherWorkingCapital,,"8,822,000","3,331,000","-18,588,000","19,516,000","23,092,000","-625,000","-619,000","16,829,000","21,148,000","-9,310,000","-2,957,000","20,830,000","13,427,000","-11,807,000","-16,287,000","5,052,000","8,171,000","-9,146,000","-13,728,000","7,868,000","5,285,000","4,161,000","-13,082,000","6,292,000","2,391,000","-3,881,000","-12,913,000","5,065,000","-6,240,000","2,644,000","-2,486,000","4,020,000","983,000","6,675,000","-4,823,000","9,289,000","4,413,000","4,676,000","-7,838,000","7,395,000","5,510,000","1,563,000","-5,289,000","7,037,000","-3,182,000","1,725,000","3,375,000","6,619,000","-10,395,000","-804,000","12,761,000","22,051,000","2,580,000","-12,551,000","4,047,000","-2,487,000","-552,000","660,000","7,276,000","4,431,000","1,514,000","693,000","6,032,000",,,,,,"-34,000",,,,,"-948,000","-438,000",,,"4,960,000","1,292,000",,,,,,,,,,,,,
InvestingCashFlow,,"-105,283,000","-20,917,000","-10,353,000","-31,078,000","-6,973,000","-10,118,000","-13,210,000","-7,689,000","-168,256,000","-13,608,000","-9,209,000","-9,966,000","-6,085,000","-46,784,000","-6,632,000","-12,655,000","-7,515,000","-12,902,000","-11,767,000","-8,234,000","18,408,000","-20,983,000","-9,796,000","-7,229,000","-254,500,000","-16,673,000","3,824,000","-13,104,000","4,901,000","-20,970,000","-1,397,000","-14,281,000","-1,385,000","-4,212,000","-3,714,000","-6,453,000","-67,142,000","-38,486,000","-4,630,000","-4,613,000","-10,685,000","-8,596,000","-9,133,000","-15,257,000","-12,337,000","-30,679,000","-22,858,000","-3,464,000","-6,600,000","-2,759,000","-10,621,000","-2,763,000","-10,326,000","-4,053,000","-10,638,000","1,585,000","-8,241,000","24,849,000","-16,437,000","-6,277,000","-8,582,000","-25,471,000","-8,192,000","-3,513,000","-3,221,000","-4,054,000","-10,953,000","-1,389,000","-4,856,000","-672,000","-9,007,000","5,565,000","1,610,000","1,492,000","-2,220,000","-3,377,000","-4,277,000","-174,000","-2,569,000","-218,000","-7,599,000","-382,000","5,680,000","-22,538,000","-23,369,000","-21,152,000","11,264,000","-70,849,000","-14,400,000","-21,300,000","-600,000","-31,700,000"
