name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalRevenue,"20,131,300,000","4,801,400,000","5,945,700,000","4,889,200,000","4,495,000,000","4,037,100,000","4,845,400,000","3,978,100,000","3,670,400,000","4,096,000,000","5,400,500,000","4,495,600,000","4,266,500,000","3,820,600,000","4,889,700,000","3,969,800,000","3,903,700,000","3,555,200,000","2,535,500,000","1,947,000,000","1,834,700,000","1,615,200,000","2,158,200,000","1,705,200,000","1,603,600,000","1,336,800,000","1,887,417,000","1,501,267,000","1,373,475,000","1,203,511,000","1,748,981,000","1,365,975,000","1,277,204,000","1,037,442,000","1,509,418,000","1,106,802,000","989,383,000","855,988,000","1,248,704,000","949,491,000","921,341,000","813,294,000","1,148,176,000","903,210,000","845,295,000","687,864,000","956,252,000","708,379,000","680,319,000","580,662,000","815,085,000","595,302,000","576,138,000","494,211,000","797,067,000","677,084,000","659,515,000","563,920,000","861,784,000","624,151,000","676,086,000","490,054,000","704,374,000","462,317,000","509,789,000","337,098,000","498,962,000","326,384,000","325,088,000","240,176,000","412,382,000","269,917,000","263,994,000","220,663,000","322,068,000","218,152,000","213,842,000","185,017,000","279,782,000","206,139,000","190,275,000","161,960,000","267,505,000","213,778,000","197,240,000","194,593,000","287,663,000","223,491,000","216,936,000","181,040,000","278,906,000","191,801,000","177,274,000","101,240,000","112,784,000","64,366,000","73,030,000","50,373,000","63,701,000","60,143,000","63,066,000","30,312,000","56,122,000","38,991,000","33,947,000"
	OperatingRevenue,"11,809,900,000","4,801,400,000","3,603,600,000","2,804,900,000","2,507,500,000","2,129,600,000","2,747,200,000","2,091,400,000","1,828,500,000","2,233,000,000","3,175,000,000","2,545,800,000","2,348,200,000","1,961,600,000","2,821,400,000","2,213,700,000","2,163,300,000","1,891,100,000","2,535,500,000","1,947,000,000","1,834,700,000","1,615,200,000","2,158,200,000","1,705,200,000","1,603,600,000","1,336,800,000","1,887,417,000","1,501,267,000","1,373,475,000","1,203,511,000","1,748,981,000","1,365,975,000","1,277,204,000","1,037,442,000","1,509,418,000","1,106,802,000","989,383,000","855,988,000","1,248,704,000","949,491,000","921,341,000","813,294,000","1,148,176,000","903,210,000","845,295,000","687,864,000","956,252,000","708,379,000","680,319,000","580,662,000","815,085,000","595,302,000","576,138,000","494,211,000","797,067,000","677,084,000","659,515,000","563,920,000","861,784,000","624,151,000","676,086,000","490,054,000","704,374,000","462,317,000","509,789,000","337,098,000","492,251,000","320,607,000","318,765,000","235,182,000","404,911,000","263,949,000","259,556,000","217,040,000","316,559,000","213,169,000","210,105,000","182,046,000","277,795,000","203,477,000","189,549,000","160,275,000","263,394,000","212,516,000","196,202,000","193,748,000","285,836,000","221,462,000","216,238,000","180,423,000","268,593,000","190,979,000","172,018,000","100,704,000","112,229,000","63,611,000","72,554,000","49,902,000","63,014,000","59,704,000","62,744,000","30,136,000","55,808,000","38,965,000","33,648,000"
CostOfRevenue,,,"2,342,100,000","2,084,300,000","1,987,500,000","1,907,500,000","2,098,200,000","1,886,700,000","1,841,900,000","1,863,000,000","2,225,500,000","1,949,800,000","1,918,300,000","1,859,000,000","2,068,300,000","1,756,100,000","1,740,400,000","1,664,100,000",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,,,"3,603,600,000","2,804,900,000","2,507,500,000","2,129,600,000","2,747,200,000","2,091,400,000","1,828,500,000","2,233,000,000","3,175,000,000","2,545,800,000","2,348,200,000","1,961,600,000","2,821,400,000","2,213,700,000","2,163,300,000","1,891,100,000",,,,,,,,,,,,,,,,,,,,,,"949,491,000","921,341,000","813,294,000","1,148,176,000","903,210,000","845,295,000","687,864,000","956,252,000","708,379,000","680,319,000","580,662,000","815,085,000","595,302,000","576,138,000","494,211,000","797,067,000","677,084,000","659,515,000","563,920,000","861,784,000","624,151,000","676,086,000","490,054,000","704,374,000","462,317,000","509,789,000","337,098,000","498,962,000","326,384,000","325,088,000","240,176,000","412,382,000","269,917,000","263,994,000","220,663,000","322,068,000","218,152,000","213,842,000","185,017,000","279,782,000","206,139,000","190,275,000","161,960,000","267,505,000","213,778,000","197,240,000","194,593,000","287,663,000","223,491,000","216,936,000","181,040,000","278,906,000","191,801,000","177,274,000","101,240,000","112,784,000","64,366,000","73,030,000","50,373,000","63,701,000","60,143,000","63,066,000","30,312,000","56,122,000","38,991,000","33,947,000"
OperatingExpense,"10,584,400,000","4,606,200,000","3,124,200,000","2,496,400,000","2,265,100,000","2,031,700,000","2,351,800,000","1,903,000,000","1,789,500,000","2,154,300,000","2,736,600,000","2,304,200,000","2,172,400,000","1,917,600,000","2,463,500,000","2,019,100,000","2,024,600,000","1,836,600,000","2,225,900,000","1,825,500,000","1,725,000,000","1,588,400,000","1,899,300,000","1,616,200,000","1,479,400,000","1,299,800,000","1,620,198,000","1,362,842,000","1,268,680,000","1,150,037,000","1,486,040,000","1,238,554,000","1,180,090,000","1,016,750,000","1,309,992,000","1,014,785,000","916,959,000","832,720,000","1,084,761,000","876,819,000","863,259,000","789,771,000","994,974,000","832,825,000","773,616,000","675,798,000","831,896,000","646,144,000","618,982,000","561,547,000","722,321,000","546,493,000","543,396,000","504,698,000","705,073,000","633,147,000","621,318,000","555,997,000","721,414,000","559,641,000","575,091,000","453,607,000","590,613,000","425,030,000","425,472,000","328,384,000","412,531,000","299,059,000","295,184,000","250,458,000","352,666,000","248,677,000","248,670,000","227,423,000","280,000,000","202,083,000","210,767,000","191,994,000","252,733,000","188,846,000","178,375,000","165,914,000","183,452,000","215,207,000","194,788,000","198,038,000","238,357,000","196,037,000","206,815,000","192,416,000","198,189,000","181,422,000","182,019,000","113,711,000","81,592,000","56,603,000","61,992,000","56,414,000","41,859,000","54,301,000","54,208,000","34,978,000","29,499,000","36,252,000","34,311,000"
	SellingGeneralAndAdministration,"10,365,500,000","4,551,800,000","3,067,000,000","2,443,600,000","2,210,600,000","1,978,700,000","2,292,200,000","1,848,100,000","1,732,600,000","2,099,300,000","2,679,800,000","2,250,600,000","2,126,900,000","1,871,100,000","2,408,500,000","1,976,400,000","1,978,300,000","1,794,500,000","2,181,000,000","1,783,700,000","1,683,800,000","1,549,100,000","1,856,000,000","1,580,300,000","1,448,000,000","1,268,600,000","1,589,116,000","1,336,199,000","1,243,185,000","1,125,114,000","1,458,917,000","1,216,531,000","1,157,310,000","994,339,000","1,289,135,000","995,043,000","896,785,000","813,641,000","1,064,661,000","857,730,000","826,693,000","770,112,000","972,642,000","809,990,000","754,266,000","657,483,000","813,312,000","628,401,000","601,450,000","543,834,000","703,594,000","527,773,000","522,029,000","480,178,000","678,397,000","603,953,000","603,050,000","539,739,000","704,662,000","545,748,000","562,782,000","115,736,000","123,632,000","99,796,000","96,894,000","87,663,000","93,750,000","79,702,000","77,460,000","70,022,000","82,992,000","65,227,000","65,271,000","64,267,000","68,384,000","57,201,000","62,524,000","54,727,000","77,965,000","45,451,000","169,025,000","156,443,000","175,662,000","200,306,000","182,697,000","186,707,000","227,020,000","185,739,000","196,018,000","181,722,000","188,239,000","171,757,000","171,913,000","106,756,000","76,314,000","54,004,000","59,030,000","53,798,000","39,261,000","51,760,000","52,028,000","33,204,000","27,497,000","35,083,000","33,177,000"
		GeneralAndAdministrativeExpense,"10,365,500,000","4,551,800,000","3,067,000,000","2,443,600,000","2,210,600,000","1,978,700,000","2,292,200,000","1,848,100,000","1,732,600,000","2,099,300,000","2,679,800,000","2,250,600,000","2,126,900,000","1,871,100,000","2,408,500,000","1,976,400,000","1,978,300,000","1,794,500,000","2,181,000,000","1,783,700,000","1,683,800,000","1,549,100,000","1,856,000,000","1,580,300,000","1,448,000,000","1,268,600,000","1,589,116,000","1,336,199,000","1,243,185,000","1,125,114,000","1,458,917,000","1,216,531,000","1,157,310,000","994,339,000","1,289,135,000","995,043,000","896,785,000","813,641,000","1,064,661,000","857,730,000","826,693,000","770,112,000","972,642,000","809,990,000","754,266,000","657,483,000","813,312,000","628,401,000","601,450,000","543,834,000","703,594,000","527,773,000","522,029,000","480,178,000","678,397,000","603,953,000","603,050,000","539,739,000","704,662,000","545,748,000","562,782,000",,,,,,,,,,,,,,,,,,,,"169,025,000","156,443,000","175,662,000","200,306,000","182,697,000","186,707,000","227,020,000","185,739,000","196,018,000","181,722,000","188,239,000","171,757,000","171,913,000","106,756,000","76,314,000","54,004,000","59,030,000","53,798,000","39,261,000","51,760,000","52,028,000","33,204,000","27,497,000","35,083,000","33,177,000"
			SalariesAndWages,"7,241,700,000","2,410,800,000","2,192,500,000","1,741,700,000","1,551,300,000","1,334,400,000","1,570,300,000","1,198,700,000","1,175,300,000","1,324,500,000","1,805,500,000","1,488,600,000","1,354,800,000","1,163,800,000","1,582,100,000","1,287,000,000","1,240,500,000","1,097,200,000","1,425,600,000","1,132,300,000","1,049,000,000","965,300,000","1,232,700,000","1,012,000,000","928,000,000","810,400,000","1,105,480,000","896,080,000","825,058,000","737,917,000","1,031,869,000","828,241,000","761,224,000","637,340,000","919,708,000","699,031,000","634,600,000","563,720,000","794,161,000","622,360,000","592,928,000","537,516,000","722,469,000","602,473,000","544,222,000","461,357,000","610,327,000","463,065,000","438,408,000","387,381,000","519,835,000","380,029,000","381,376,000","342,555,000","512,440,000","449,186,000","431,175,000","378,873,000","549,332,000","412,920,000","436,265,000",,,,,,,,,,,,,,,,,,,,"119,859,000","110,943,000","152,298,000","130,923,000","129,219,000","134,477,000","174,200,000","134,349,000","142,536,000","130,237,000","142,409,000","135,170,000","124,640,000","75,439,000","56,207,000","37,739,000","41,683,000","37,353,000","18,919,000","37,649,000","38,341,000","23,581,000","15,491,000","24,995,000","24,346,000"
			OtherGandA,"3,123,800,000","2,141,000,000","874,500,000","701,900,000","659,300,000","644,300,000","721,900,000","649,400,000","557,300,000","774,800,000","874,300,000","762,000,000","772,100,000","707,300,000","826,400,000","689,400,000","737,800,000","697,300,000","755,400,000","651,400,000","634,800,000","583,800,000","623,300,000","568,300,000","520,000,000","458,200,000","483,636,000","440,119,000","418,127,000","387,197,000","427,048,000","388,290,000","396,086,000","356,999,000","369,427,000","296,012,000","262,185,000","249,921,000","270,500,000","235,370,000","233,765,000","232,596,000","250,173,000","207,517,000","210,044,000","196,126,000","202,985,000","165,336,000","163,042,000","156,453,000","183,759,000","147,744,000","140,653,000","137,623,000","165,957,000","154,767,000","171,875,000","160,866,000","155,330,000","132,828,000","126,517,000",,,,,,,,,,,,,,,,,,,,"49,166,000","45,500,000","23,364,000","69,383,000","53,478,000","52,230,000","52,820,000","51,390,000","53,482,000","51,485,000","45,830,000","36,587,000","47,273,000","31,317,000","20,107,000","16,265,000","17,347,000","16,445,000","20,342,000","14,111,000","13,687,000","9,623,000","12,006,000","10,088,000","8,831,000"
	DepreciationAmortizationDepletionIncomeStatement,"218,900,000","54,400,000","57,200,000","52,800,000","54,500,000","53,000,000","59,600,000","54,900,000","56,900,000","55,000,000","56,800,000","53,600,000","45,500,000","46,500,000","55,000,000","42,700,000","46,300,000","42,100,000","44,900,000","41,800,000","41,200,000","39,300,000","43,300,000","35,900,000","31,400,000","31,200,000","31,082,000","26,643,000","25,495,000","24,923,000","27,123,000","22,023,000","22,780,000","22,411,000","20,857,000","19,742,000","20,174,000","19,079,000","20,100,000","19,089,000","19,962,000","19,659,000","22,332,000","22,835,000","19,350,000","18,315,000","18,584,000","17,743,000","17,532,000","17,713,000","18,727,000","18,720,000","21,367,000","24,520,000","26,676,000","29,194,000","18,268,000","16,446,000","16,752,000","13,893,000","12,309,000","12,625,000","17,087,000","11,523,000","10,378,000","9,976,000","8,869,000","8,322,000","8,335,000","8,310,000","8,703,000","8,435,000","7,941,000","8,302,000","8,886,000","9,082,000","9,286,000","9,690,000","8,886,000","9,418,000","9,350,000","9,471,000","11,954,000","12,044,000","12,091,000","11,331,000","11,337,000","10,298,000","10,797,000","10,694,000","9,950,000","9,665,000","10,106,000","6,955,000","5,278,000","2,599,000","2,962,000","2,616,000","2,598,000","2,541,000","2,180,000","1,774,000","2,002,000","1,169,000","1,134,000"
