name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"5,687,000","-35,467,000","40,617,000","-6,918,000","7,455,000","23,494,000","-8,813,000","1,973,000","3,987,000","-14,276,000","-8,574,000","-17,786,000","-2,867,000","-9,690,000","-12,270,000","-13,912,000"
	CashFlowFromContinuingOperatingActivities,"5,687,000","-35,467,000","40,617,000","-6,918,000","7,455,000","23,494,000","-8,813,000","1,973,000","3,987,000","-14,276,000","-8,574,000","-17,786,000","-2,867,000","-9,690,000","-12,270,000","-13,912,000"
		NetIncomeFromContinuingOperations,"-261,727,000","-41,381,000","-77,501,000","-107,335,000","-35,510,000","-39,963,000","-34,021,000","-26,468,000","-26,135,000","-32,746,000","-28,155,000","-40,853,000","-19,706,000","-17,114,000","-16,687,000","-37,989,000"
		OperatingGainsLosses,,,"0",,,,,,,,"0","1,190,000","209,000","118,000","33,000","1,039,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,"0","1,190,000","209,000","118,000","33,000","1,039,000"
		DepreciationAmortizationDepletion,"71,403,000","20,014,000","18,332,000","17,030,000","16,027,000","15,218,000","14,358,000","12,916,000","11,550,000","10,563,000","8,556,000","7,763,000","6,990,000","6,170,000","5,508,000","5,119,000"
			DepreciationAndAmortization,"71,403,000","20,014,000","18,332,000","17,030,000","16,027,000","15,218,000","14,358,000","12,916,000","11,550,000","10,563,000","8,556,000","7,763,000","6,990,000","6,170,000","5,508,000","5,119,000"
		DeferredTax,"10,257,000","6,000","19,416,000","-4,062,000","-5,103,000","-1,513,000","663,000","-4,187,000","-2,504,000","-117,000","370,000","0","0","0","378,000","2,000"
			DeferredIncomeTax,"10,257,000","6,000","19,416,000","-4,062,000","-5,103,000","-1,513,000","663,000","-4,187,000","-2,504,000","-117,000","370,000","0","0","0","378,000","2,000"
		AmortizationOfSecurities,"8,673,000","2,195,000","2,353,000","2,140,000","1,985,000","1,879,000","1,394,000","615,000","89,000","-456,000","-664,000","-285,000","-334,000","-518,000","-492,000","-72,000"
		ProvisionandWriteOffofAssets,"3,302,000","968,000","893,000","902,000","539,000","1,470,000","574,000","301,000","284,000","2,209,000","1,627,000","410,000","192,000","259,000","171,000","0"
