name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-9,270,751","-3,015,795","-3,072,817","-1,665,573","-1,516,566","-1,130,173","-544,103","-417,856","-296,182","-443,938","-234,929","-69,841","-228,446","329,858"
	CashFlowFromContinuingOperatingActivities,"-9,270,751","-3,015,795","-3,072,817","-1,665,573","-1,516,566","-1,130,173","-544,103","-417,856","-296,182","-443,938","-234,929","-69,841","-228,446","329,858"
		NetIncomeFromContinuingOperations,"-45,311,402","-7,942,611","-32,999,030","-2,252,899","-2,116,862","-1,776,859","-992,816","-1,035,199","-546,103","-839,144","-355,507","-574,722","-523,281","99,142"
		DepreciationAmortizationDepletion,"851,839","504,375","210,991","89,380","47,093","70,772","63,018","22,926","19,549","16,619","16,124","225","57","0"
			DepreciationAndAmortization,"851,839","504,375","210,991","89,380","47,093","70,772","63,018","22,926","19,549","16,619","16,124","225","57","0"
				Depreciation,"851,839","504,375","210,991","89,380","47,093","70,772","63,018","22,926",,,,"225",,
		AssetImpairmentCharge,,,"22,078,064","40,264",,,"-15,000","0",,,"100,000","0",,
		StockBasedCompensation,"14,057,573","4,687,093","7,227,719","1,251,635","891,126","838,762","834,277","392,661","343,910","325,429","300,293","323,808","199,850","0"
		OtherNonCashItems,"678,251","-412,340","1,705,204","-763,556","148,943","2,000","12,000","12,000","12,000","10,000",,,,
		ChangeInWorkingCapital,"-1,680,604","147,688","-1,295,765","-30,397","-502,130","-264,848","-445,582","189,756","-140,538","43,158","-335,839","180,848","94,928","230,716"
			ChangeInReceivables,"-1,871,675","310,737","-2,002,950","261,823","-441,285","-176,484","84,696","17,320","-156,516","-52,762","25,473","28,482","-170,318","176,000"
				ChangesInAccountReceivables,"-1,784,864","397,548","-2,002,950","261,823","-441,285","-176,484","84,696","17,320","-156,516","-52,762","25,473","28,482","-170,318","176,000"
			ChangeInInventory,"-24,449","-522,342",,,,,,,,,,,,
			ChangeInPrepaidAssets,,"-865,483",,,,,,"99,661","-130,544","-46,200",,"47,322","-66,341","-2,714"
			ChangeInPayablesAndAccruedExpense,"805,720","1,149,469","-339,604","-115,071","110,926","-62,166","-533,327","141,346","81,495","142,120","-337,433","110,906","315,124","57,430"
			ChangeInOtherCurrentAssets,,,"75,719","-145,005","-147,101","-13,426",,,,,,,,
			ChangeInOtherCurrentLiabilities,"354,867","-16,156","427,837","-32,144","-24,670","-12,772","-2,167","-2,137",,,"-16,479","10,601",,
			ChangeInOtherWorkingCapital,,"91,463",,,,,,,,,,,,
InvestingCashFlow,"-2,971,569","-5,021,626","1,387,881","662,176",,,"31,117","189,143",,,"173,176","-831",,
	CashFlowFromContinuingInvestingActivities,"-2,971,569","-5,021,626","1,387,881","662,176",,,"31,117","189,143",,,"173,176","-831",,
		NetPPEPurchaseAndSale,"-103,858","-103,858",,,,,"-249","0",,,"-8,272","-831",,
			PurchaseOfPPE,"-103,858","-103,858",,,,,"-249","0",,,"-8,272","-831",,
		NetBusinessPurchaseAndSale,"-2,867,711","-4,917,768","1,387,881","662,176",,,"31,366","189,143",,,"181,448","0",,
			PurchaseOfBusiness,,"-4,917,768",,,,,,,,,,,,
			SaleOfBusiness,,,"1,387,881","662,176",,,"31,366","189,143",,,"181,448","0",,
FinancingCashFlow,"8,614,330","9,011,005","1,680,392","-1,991,773","-85,294","3,259,752","3,294,009","601,251","701,907","140,000","1,405,450","149,727","400,300","-125,270"
