name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
	StockholdersEquity,"1,287,293,000","1,276,894,000","1,263,438,000","1,241,303,000","1,197,091,000","1,199,553,000","1,185,559,000","1,172,466,000","1,150,384,000","1,179,348,000","1,170,574,000","1,158,361,000","1,175,951,000","1,188,214,000","1,202,849,000","1,185,962,000","1,197,721,000","1,203,967,000","1,162,283,000","1,170,505,000","1,181,284,000","1,188,241,000","1,194,396,000","1,068,840,000","1,039,638,000","1,036,671,000","992,590,000","914,058,000","921,736,000","923,712,669","913,325,347","904,465,257","674,795,575","676,123,389","687,946,094","658,068,160","605,228,445","466,539,682","472,102,136","454,252,841","449,629,494","450,486,665","378,577,290","389,276,384","394,306,169","390,521,181","388,962,418","392,544,617","396,782,946","398,194,775","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
		CapitalStock,"12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","10,000","10,000","10,000","10,000","9,000","9,000","9,293","9,168","9,043","7,328","7,238","7,200","7,178","6,635","5,260","5,253","5,066","4,959","4,938","4,172","4,164","4,164","4,164","4,156","4,156","4,156","4,156","5,175","5,175","5,175","5,175","5,175","5,175","5,175","5,175","1,035","1,035"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,,,
			CommonStock,"12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","12,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","11,000","10,000","10,000","10,000","10,000","9,000","9,000","9,293","9,168","9,043","7,328","7,238","7,200","7,178","6,635","5,260","5,253","5,066","4,959","4,938","4,172","4,164","4,164","4,164","4,156","4,156","4,156","4,156","5,175","5,175","5,175","5,175","5,175","5,175","5,175","5,175","1,035","1,035"
		AdditionalPaidInCapital,"1,590,655,000","1,577,837,000","1,552,447,000","1,539,263,000","1,499,420,000","1,497,662,000","1,493,989,000","1,488,780,000","1,472,546,000","1,481,466,000","1,461,432,000","1,443,165,000","1,440,754,000","1,441,080,000","1,439,548,000","1,415,286,000","1,413,887,000","1,412,590,000","1,363,114,000","1,361,811,000","1,360,700,000","1,357,910,000","1,355,523,000","1,218,721,000","1,179,074,000","1,166,395,000","1,112,809,000","1,025,398,000","1,022,794,000","1,013,561,443","993,075,023","977,242,954","740,528,002","732,701,858","738,388,691","722,675,337","668,342,198","523,540,268","522,531,679","498,472,541","487,206,209","484,194,434","406,203,187","404,999,044","404,439,065","403,915,775","403,871,752","403,642,605","403,413,458","403,184,312","284,965,097","274,697,319","274,697,319","274,697,319","274,697,319","274,677,214","274,677,214","274,677,214","23,965","23,965"
		RetainedEarnings,"-302,279,000","-297,801,000","-284,144,000","-291,839,000","-294,983,000","-289,309,000","-298,212,000","-304,678,000","-309,325,000","-297,998,000","-285,221,000","-280,488,000","-265,565,000","-256,438,000","-244,690,000","-236,570,000","-221,841,000","-210,490,000","-200,221,000","-188,737,000","-176,414,000","-165,951,000","-155,854,000","-143,563,000","-132,999,000","-122,991,000","-112,951,000","-103,536,000","-92,719,000","-80,975,650","-70,639,196","-62,662,696","-56,270,812","-47,616,570","-40,496,143","-54,892,307","-46,485,714","-38,851,234","-31,186,583","-26,615,522","-24,453,384","-19,617,877","-14,789,556","-13,155,804","-10,066,786","-12,880,840","-12,844,134","-10,233,255","-6,634,668","-4,993,693","1,077,089","3,413,612","4,152,348","4,372,077",,,"2,823,902","1,734,202","-731","-731"
		GainsLossesNotAffectingRetainedEarnings,"-1,095,000","-3,154,000","-4,877,000","-6,133,000","-7,358,000","-8,812,000","-10,230,000","-11,648,000","-12,849,000","-4,132,000","-5,649,000","-4,327,000","751,000","3,561,000","7,980,000","7,235,000","5,664,000","1,856,000","-621,000","-2,580,000","-3,013,000","-3,729,000","-5,284,000","-6,328,000","-6,447,000","-6,743,000","-7,278,000","-7,813,000","-8,348,000","-8,882,417","-9,119,648","-10,124,044","-9,468,943","-8,969,137","-9,953,654","-9,722,048","-16,634,674","-18,154,612","-19,248,213","-17,609,244","-13,128,290","-14,094,830","-12,840,513","-2,571,020","-70,274","-517,918","-2,069,356","-868,889",,,,,,,"4,121,894","3,288,591",,,,
	MinorityInterest,"90,988,000","89,459,000","89,442,000","88,331,000","90,099,000","91,606,000","92,115,000","94,355,000","108,963,000","112,480,000","114,578,000","116,233,000","117,998,000","120,214,000","122,734,000","123,159,000","124,710,000","125,674,000","124,230,000","125,109,000","126,342,000","127,324,000","129,715,000","128,182,000","128,215,000","94,671,000","37,772,000","36,838,000","38,687,000","39,069,549","31,274,851","31,403,970","28,928,945","29,286,677","31,470,896","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389","2,389",,,,,,,,,,,
TotalCapitalization,"2,593,451,000","2,606,368,000","2,592,795,000","2,570,435,000","2,525,998,000","2,528,241,000","2,514,025,000","2,501,545,000","2,479,273,000","2,508,051,000","2,500,107,000","2,487,726,000","2,505,150,000","2,517,250,000","2,531,721,000","2,523,550,000","2,535,223,000","2,550,784,000","2,214,332,000","2,223,133,000","2,241,968,000","2,248,867,000","2,254,971,000","1,929,625,000","1,907,523,000","1,892,603,000","1,848,629,000","1,483,148,000","1,507,742,000","1,510,590,968","1,466,722,165","1,467,009,369","1,238,437,283","1,240,871,967","1,014,856,736","939,211,261","886,981,590","739,229,524","732,513,016","628,252,841","642,493,665","620,392,629","579,127,690","414,276,384","449,304,483","432,938,281","388,962,418","392,544,617","396,782,946","398,194,775","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
CommonStockEquity,"1,287,293,000","1,276,894,000","1,263,438,000","1,241,303,000","1,197,091,000","1,199,553,000","1,185,559,000","1,172,466,000","1,150,384,000","1,179,348,000","1,170,574,000","1,158,361,000","1,175,951,000","1,188,214,000","1,202,849,000","1,185,962,000","1,197,721,000","1,203,967,000","1,162,283,000","1,170,505,000","1,181,284,000","1,188,241,000","1,194,396,000","1,068,840,000","1,039,638,000","1,036,671,000","992,590,000","914,058,000","921,736,000","923,712,669","913,325,347","904,465,257","674,795,575","676,123,389","687,946,094","658,068,160","605,228,445","466,539,682","472,102,136","454,252,841","449,629,494","450,486,665","378,577,290","389,276,384","394,306,169","390,521,181","388,962,418","392,544,617","396,782,946","398,194,775","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
CapitalLeaseObligations,,,,,,,"133,590,000","136,889,000","139,999,000","144,757,000","149,528,000","154,059,000","158,907,000","166,146,000","170,079,000","173,911,000","177,212,000","178,984,000","159,815,000","157,861,000","148,986,000","154,958,000","153,140,000","142,815,000","136,174,000","124,861,000","123,186,000","122,785,000","126,059,000","118,358,661","112,237,902","115,023,731","81,908,906","85,283,882","58,436,655","57,485,197","56,773,932","57,371,803","52,334,566",,,,,"33,749,693",,"20,996,167","11,917,585","3,843,079","2,314,189",,,,,,,,,,,
NetTangibleAssets,"1,237,488,000","1,226,755,000","1,219,096,000","1,195,311,000","1,148,751,000","1,149,443,000","1,132,239,000","1,117,047,000","1,092,406,000","1,119,647,000","1,107,713,000","1,092,076,000","1,106,889,000","1,116,105,000","1,127,356,000","1,107,716,000","1,116,459,000","1,121,189,000","1,082,983,000","1,091,583,000","1,105,818,000","1,109,036,000","1,115,114,000","991,823,000","964,586,000","969,729,000","923,900,000","844,620,000","849,831,000","852,280,005","843,538,181","830,148,563","622,782,735","620,235,918","643,739,582","615,768,543","564,883,170","425,309,066","436,115,094","420,193,527","417,332,740","418,462,512","345,933,763","363,598,498","368,867,784","372,848,573","376,728,699","387,494,377","392,648,493","396,374,624","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
WorkingCapital,"27,340,000","32,764,000","106,023,000","78,486,000","20,550,000","12,237,000","-6,465,000","-30,461,000","-50,374,000","-30,857,000","-49,313,000","-96,332,000","-105,718,000","-110,702,000","-114,994,000","-147,766,000","-125,140,000","-95,392,000","-287,913,000","-244,924,000","-151,858,000","-61,561,000","16,465,000","-294,991,000","-142,824,000","-108,529,000","-3,578,000","-260,678,000","-219,839,000","-127,406,939","-86,703,490","-94,136,688","-98,106,829","-38,545,341","-158,022,544","-74,422,385","16,339,920","-93,374,690","28,302,249","-42,399,361","15,243,257","35,468,919","7,901,337","-23,475,440","13,621,102","86,241,202","157,310,959","273,775,336","332,062,966","377,562,089","401,713,113","394,585,862","395,706,406","395,988,873","396,414,443","395,561,035","395,096,346","394,006,646","24,269","24,269"
InvestedCapital,"2,603,451,000","2,606,368,000","2,592,795,000","2,570,435,000","2,537,456,000","2,573,479,000","2,614,569,000","2,732,178,000","2,629,709,000","2,588,794,000","2,590,442,000","2,636,846,000","2,645,054,000","2,670,939,000","2,666,195,000","2,712,809,000","2,691,767,000","2,691,113,000","2,528,069,000","2,502,350,000","2,426,904,000","2,344,521,000","2,260,344,000","2,260,216,000","2,073,833,000","2,028,103,000","1,864,854,000","1,769,148,000","1,746,242,000","1,667,090,968","1,590,022,165","1,588,759,369","1,360,887,283","1,297,821,967","1,189,606,736","1,044,361,261","904,981,590","858,229,524","732,513,016","689,134,919","642,493,665","620,392,629","579,127,690","455,851,118","449,304,483","432,938,281","408,712,854","392,544,617","396,782,946","398,194,775","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","224,269","224,269"
TangibleBookValue,"1,237,488,000","1,226,755,000","1,219,096,000","1,195,311,000","1,148,751,000","1,149,443,000","1,132,239,000","1,117,047,000","1,092,406,000","1,119,647,000","1,107,713,000","1,092,076,000","1,106,889,000","1,116,105,000","1,127,356,000","1,107,716,000","1,116,459,000","1,121,189,000","1,082,983,000","1,091,583,000","1,105,818,000","1,109,036,000","1,115,114,000","991,823,000","964,586,000","969,729,000","923,900,000","844,620,000","849,831,000","852,280,005","843,538,181","830,148,563","622,782,735","620,235,918","643,739,582","615,768,543","564,883,170","425,309,066","436,115,094","420,193,527","417,332,740","418,462,512","345,933,763","363,598,498","368,867,784","372,848,573","376,728,699","387,494,377","392,648,493","396,374,624","286,047,361","278,116,106","278,854,842","279,074,571","278,824,388","277,970,980","277,506,291","276,416,591","24,269","24,269"
TotalDebt,"1,316,158,000","1,329,474,000","1,329,357,000","1,329,132,000","1,340,365,000","1,373,926,000","1,429,010,000","1,559,712,000","1,479,325,000","1,409,446,000","1,419,868,000","1,478,485,000","1,469,103,000","1,482,725,000","1,463,346,000","1,526,847,000","1,494,046,000","1,487,146,000","1,365,786,000","1,331,845,000","1,245,620,000","1,156,280,000","1,065,948,000","1,191,376,000","1,034,195,000","991,432,000","872,264,000","855,090,000","824,506,000","743,378,299","676,696,818","684,294,112","686,091,708","621,698,578","501,660,642","386,293,101","299,753,145","391,689,842","260,410,880","234,882,078","192,864,171","169,905,964","200,550,400","100,324,427","54,998,314","63,413,267","31,668,021","3,843,079","2,314,189",,,,,,,,,,"200,000","200,000"
NetDebt,"1,298,291,000","1,316,256,000","1,238,207,000","1,284,099,000","1,335,522,000","1,369,104,000","1,370,552,000","1,408,340,000","1,416,248,000","1,405,646,000","1,413,260,000","1,470,997,000","1,459,454,000","1,476,649,000","1,460,300,000","1,515,889,000","1,481,034,000","1,475,593,000","1,355,713,000","1,320,437,000","1,226,190,000","1,143,155,000","1,055,501,000","1,173,841,000","1,019,208,000","982,588,000","865,311,000","847,549,000","812,823,000","732,604,893","665,700,788","674,756,167","673,327,129","613,778,881","491,826,306","379,899,233","292,859,536","386,997,612","236,922,057","222,878,078","182,125,184","135,088,376","192,289,966","49,246,226","43,234,221",,,,,,,,,,,,,,"69,411",
ShareIssued,"123,732,344","122,685,266","121,423,616","120,806,366","118,577,713","118,085,155","117,940,155","117,640,038","116,120,704","116,496,016","115,324,655","114,307,789","114,311,788","113,992,837","113,984,835","112,719,459","112,721,459","112,347,451","109,730,196","109,730,196","109,726,196","109,301,762","109,156,012","101,979,470","99,942,118","99,531,034","99,485,125","93,966,731","93,817,231","92,991,333","91,746,195","90,489,973","73,345,317","72,445,767","72,062,585","71,843,084","66,410,588","52,596,754","52,518,066","50,639,453","49,587,238","49,375,738","41,720,300","41,638,100","41,638,100","41,638,100","41,569,675","41,569,675","41,569,675","41,569,675","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000"
OrdinarySharesNumber,"123,732,344","122,685,266","121,423,616","120,806,366","118,577,713","118,085,155","117,940,155","117,640,038","116,120,704","116,496,016","115,324,655","114,307,789","114,311,788","113,992,837","113,984,835","112,719,459","112,721,459","112,347,451","109,730,196","109,730,196","109,726,196","109,301,762","109,156,012","101,979,470","99,942,118","99,531,034","99,485,125","93,966,731","93,817,231","92,991,333","91,746,195","90,489,973","73,345,317","72,445,767","72,062,585","71,843,084","66,410,588","52,596,754","52,518,066","50,639,453","49,587,238","49,375,738","41,720,300","41,638,100","41,638,100","41,638,100","41,569,675","41,569,675","41,569,675","41,569,675","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000","51,750,000"
