name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
MarketCap,"4,084,863,805","5,221,358,086","7,259,379,073","7,495,461,969","8,010,438,135","6,299,531,150","5,962,523,437","3,945,740,480","3,717,680,920","1,696,190,400","3,017,999,720","2,401,700,000","2,446,119,335","2,546,931,389","1,249,468,640"
EnterpriseValue,"4,165,254,805","5,095,577,086","7,191,384,073","7,455,945,969","7,991,164,135","6,224,755,150","6,010,456,437","4,154,735,480","3,991,045,920","1,970,543,400","3,278,274,720","2,669,073,000","2,744,574,335","2,794,894,389","1,585,161,640"
PeRatio,"20.261","24.992","36.329","37.749","45.455","40.797","61.134","58.103","65.738","33.655","42.1","35.666","38.573","43.841","33.946"
ForwardPeRatio,"16.42","20.877","28.09","28.409","40","33.223","31.153","23.474","42.373","14.577","25.773",,,,
PegRatio,"1.655",,,,,,,,"2.115","0.728","1.288",,,,
PsRatio,"2.883","3.769","5.46","5.938","6.944","5.81","5.91","4.162","3.974","1.845","3.48","2.881","3.051","3.244","1.678"
PbRatio,"9.151","10.083","16.512","19.515","24.933","21.842","26.782","23.344","28.24","13.903","34.35","37.555","69.227","87.913",
EnterprisesValueRevenueRatio,"2.859","17.354","16.229","20.56","22.342","25.145","15.995","14.103","16.162","11.298","11.016","11.649","11.848","17.991","6.573"
EnterprisesValueEBITDARatio,"13.914","118.939","70.734","98.119","101.34","131.582","66.584","53.605","72.393","89.627","170.93","64.909","64.867","181.652","36.672"
