name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
OperatingCashFlow,"100,645,000","-11,983,000","48,902,000","22,208,000","41,518,000","-62,724,000","-27,920,000","16,727,000","-48,219,000","97,016,000","185,192,000","192,632,000","196,033,000","43,865,000","193,549,000","140,027,000","228,613,000","34,764,000","167,168,000","131,180,000","198,020,000","57,855,000","172,442,000","128,583,000","193,104,000","38,391,000","155,987,000","122,849,000","156,000,000","96,057,000","135,191,000","109,452,000","138,032,000","79,070,000","125,871,000","93,314,000","126,701,000","45,203,000","99,246,000","84,229,000","119,395,000","61,038,000","106,374,000","81,846,000","110,389,000","56,493,000","102,124,000","71,819,000","108,479,000","59,022,000","92,032,000","71,553,000","100,887,000","55,644,000","114,362,000","76,885,000","127,838,000","56,351,000","135,998,000","72,402,000","103,085,000","76,744,000","77,983,000","59,282,000","83,041,000","51,247,000","74,173,000","59,765,000","70,310,000","38,058,000","71,547,000","44,043,000","52,765,000","54,763,000","61,181,000","50,839,000","47,524,000","59,861,000","55,478,000","53,686,000","54,860,000","46,221,000","57,331,000","48,487,000","50,692,000","48,852,000","49,595,000","46,001,000","48,395,000","44,354,000","48,221,000","41,500,000","43,500,000","38,400,000","37,000,000","30,500,000","33,300,000","33,600,000","24,325,000","17,900,000","18,000,000","21,000,000","18,543,000","16,100,000","19,000,000","8,100,000","6,440,000"
	CashFlowFromContinuingOperatingActivities,"100,645,000","-11,983,000","48,902,000","22,208,000","41,518,000","-62,724,000","-27,920,000","16,727,000","-48,219,000","97,016,000","185,192,000","192,632,000","196,033,000","43,865,000","193,549,000","140,027,000","228,613,000","34,764,000","167,168,000","131,180,000","198,020,000","57,855,000","172,442,000","128,583,000","193,104,000","38,391,000","155,987,000","122,849,000","156,000,000","96,057,000","135,191,000","109,452,000","138,032,000","79,070,000","125,871,000","93,314,000","126,701,000","45,203,000","99,246,000","84,229,000","119,395,000","61,038,000","106,374,000","81,846,000","110,389,000","56,493,000","102,124,000","71,819,000","108,479,000","59,022,000","92,032,000","71,553,000","100,887,000","55,644,000","114,362,000","76,885,000","127,838,000","56,351,000","135,998,000","72,402,000","103,085,000","76,744,000","77,983,000","59,282,000","83,041,000","51,247,000","74,173,000","59,765,000","70,310,000","38,058,000","71,547,000","44,043,000","52,765,000","54,763,000","61,181,000","50,839,000","47,524,000","59,861,000","55,478,000","53,686,000","54,860,000","46,221,000","57,331,000","48,487,000","50,692,000","48,852,000","49,595,000","46,001,000","48,395,000","44,354,000","48,221,000","41,500,000","43,500,000","38,400,000","37,000,000","30,500,000","33,300,000","33,600,000","24,325,000","17,900,000","18,000,000","21,000,000","18,543,000","16,100,000","19,000,000","8,100,000","6,440,000"
		NetIncomeFromContinuingOperations,"-469,435,000","-119,822,000","-198,789,000","-59,714,000","-91,110,000","-194,990,000","-137,741,000","-102,642,000","-37,349,000","-33,650,000","-14,893,000","40,074,000","8,782,000","225,787,000","-108,860,000","117,099,000","97,289,000","80,206,000","31,545,000","85,728,000","60,699,000","37,171,000","63,186,000","51,812,000","56,061,000","52,051,000","-19,494,000","61,185,000","83,146,000","41,581,000","56,523,000","49,197,000","53,915,000","37,550,000","32,752,000","27,567,000","45,353,000","27,506,000","26,631,000","44,658,000","37,686,000","42,948,000","38,218,000","47,531,000","51,643,000","53,048,000","-92,956,000","50,232,000","23,210,000","40,865,000","32,972,000","48,266,000","51,020,000","61,083,000","54,933,000","40,385,000","-17,079,000","55,756,000","83,454,000","149,860,000","54,282,000","43,372,000","61,866,000","36,563,000","35,377,000","35,233,000","48,201,000","30,585,000","22,411,000","28,706,000","35,856,000","30,504,000","30,986,000","29,542,000","144,132,000","30,897,000","30,582,000","32,602,000","38,736,000","34,645,000","35,490,000","33,331,000","37,166,000","33,274,000","31,428,000","30,088,000","35,992,000","30,440,000","30,305,000","29,534,000","31,029,000","30,400,000","27,600,000","22,900,000","23,682,000","22,100,000","22,600,000","19,600,000","14,253,000","15,100,000","14,900,000","14,900,000","14,964,000","15,500,000","14,600,000","6,600,000","6,949,000"
		OperatingGainsLosses,"-18,264,000","-4,831,000","403,000","-2,252,000","-11,584,000","2,852,000","-3,887,000","1,260,000","12,041,000","7,629,000","2,647,000","8,368,000","-130,000","-159,939,000","366,000","-830,000","18,076,000","-17,967,000","-17,321,000","-29,181,000","-19,890,000","-17,746,000","-16,096,000","-20,254,000","-19,762,000","-17,753,000","20,696,000","-18,152,000","-28,974,000","-15,800,000","-12,831,000","-14,007,000","-14,551,000","-12,245,000","-6,182,000","-8,211,000","-7,545,000","-6,921,000","-21,752,000","-10,423,000","-16,000","-399,000","-4,835,000","2,390,000","-1,248,000","-1,253,000","-87,468,000","44,091,000","-14,787,000","-22,567,000","-69,718,000","-23,227,000","-12,804,000","-12,379,000","-65,667,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,160,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-17,079,000","-5,548,000","-588,000","-94,000","-10,849,000","9,000","-11,916,000","-109,000","2,853,000","6,911,000","0","0","0","-159,535,000",,,,,"0",,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,185,000","717,000","991,000","-2,158,000","-735,000","2,843,000","5,605,000","1,369,000","2,218,000","718,000","2,647,000","-83,000","-130,000","-404,000","366,000","-830,000","-7,000","-44,000","-74,000","-31,000","-374,000","-128,000","-30,000","-13,000","-17,000","-77,000","36,823,000","24,000","-23,000","-72,000","-28,000","-38,000","-125,000","97,000","-115,000","-64,000","-79,000","-76,000","-80,000","-115,000","-76,000","-45,000","-28,000","-28,000","-46,000","-37,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"465,710,000","104,113,000","115,757,000","124,163,000","121,677,000","124,368,000","121,351,000","122,204,000","127,427,000","127,926,000","126,727,000","103,160,000","99,196,000","99,365,000","102,769,000","101,007,000","99,684,000","99,617,000","99,848,000","98,205,000","95,155,000","93,451,000","91,150,000","90,139,000","88,782,000","87,271,000","85,964,000","84,261,000","80,582,000","78,969,000","79,179,000","79,649,000","78,763,000","78,287,000","77,397,000","76,048,000","73,598,000","72,280,000","68,625,000","66,566,000","64,277,000","61,363,000","57,292,000","57,106,000","57,630,000","56,314,000","58,829,000","57,997,000","60,726,000","60,537,000","61,624,000","61,311,000","61,085,000","61,848,000","57,833,000","61,457,000","60,585,000","59,291,000","56,213,000","57,776,000","55,259,000","49,071,000","37,169,000","35,190,000","36,483,000","35,562,000","37,762,000","32,783,000","33,318,000","30,823,000","28,725,000","27,341,000","29,435,000","29,382,000","28,415,000","27,485,000","25,739,000","25,704,000","24,940,000","24,941,000","24,904,000","24,339,000","25,787,000","23,396,000","21,888,000","22,741,000","21,795,000","21,639,000","20,181,000","20,688,000","20,230,000","19,800,000","19,100,000","17,800,000","12,957,000","14,800,000","14,100,000","12,900,000","9,789,000","8,300,000","8,100,000","7,100,000","6,339,000","6,300,000","5,400,000","2,700,000","2,344,000"
			DepreciationAndAmortization,"465,710,000","104,113,000","115,757,000","124,163,000","121,677,000","124,368,000","121,351,000","122,204,000","127,427,000","127,926,000","126,727,000","103,160,000","99,196,000","99,365,000","102,769,000","101,007,000","99,684,000","99,617,000","99,848,000","98,205,000","95,155,000","93,451,000","91,150,000","90,139,000","88,782,000","87,271,000","85,964,000","84,261,000","80,582,000","78,969,000","79,179,000","79,649,000","78,763,000","78,287,000","77,397,000","76,048,000","73,598,000","72,280,000","68,625,000",,,,,,,,"58,829,000","57,997,000","60,726,000","60,537,000","61,624,000","61,311,000","61,085,000","61,848,000","57,833,000","61,457,000","60,585,000","59,291,000","56,213,000","57,776,000","55,259,000","49,071,000","37,169,000","35,190,000","36,483,000","35,562,000","37,762,000","32,783,000","33,318,000","30,823,000","28,725,000","27,341,000","29,435,000","29,382,000","28,415,000","27,485,000","25,739,000","25,704,000","24,940,000","24,941,000","24,904,000","24,339,000","25,787,000","23,396,000","21,888,000","22,741,000","21,795,000","21,639,000","20,181,000","20,688,000","20,230,000","19,800,000","19,100,000","17,800,000","12,957,000","14,800,000","14,100,000","12,900,000","9,789,000","8,300,000","8,100,000","7,100,000","6,339,000","6,300,000","5,400,000","2,700,000","2,344,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,449,000","59,577,000","58,251,000","55,162,000","56,820,000","54,346,000","48,332,000","36,505,000","34,515,000","35,848,000","34,952,000","37,153,000","32,177,000",,,,,"28,749,000","28,696,000","27,732,000","26,858,000","25,147,000","25,070,000","24,296,000","24,258,000","24,186,000","23,734,000",,,,"22,138,000",,,,"20,176,000",,,,,,,,,,,,,,,,,
