name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"110,236,000","30,550,000","28,152,000","26,318,000","25,216,000","22,916,000","17,247,000","13,756,000","11,742,000","7,190,000","7,085,000","2,630,000"
	OperatingRevenue,"110,236,000","30,550,000","28,152,000","26,318,000","25,216,000","22,916,000","17,247,000","13,756,000","11,742,000","7,190,000","7,085,000","2,630,000"
CostOfRevenue,"98,475,000","26,108,000","24,831,000","23,372,000","24,164,000","22,627,000","16,830,000","18,882,000","16,506,000","10,754,000","9,865,000","7,924,000"
GrossProfit,"11,761,000","4,442,000","3,321,000","2,946,000","1,052,000","289,000","417,000","-5,126,000","-4,764,000","-3,564,000","-2,780,000","-5,294,000"
OperatingExpense,"149,079,000","40,917,000","44,120,000","33,084,000","30,958,000","29,965,000","32,032,000","35,607,000","20,145,000","16,646,000","15,790,000","13,156,000"
	SellingGeneralAndAdministration,"109,077,000","30,086,000","32,710,000","23,355,000","22,926,000","22,395,000","24,248,000","26,432,000","14,092,000","10,808,000","9,161,000","7,448,000"
		GeneralAndAdministrativeExpense,"36,779,000","9,709,000","9,719,000","7,629,000","9,722,000","9,246,000","9,050,000","13,088,000","4,848,000","3,526,000","2,278,000","2,439,000"
			OtherGandA,"36,779,000","9,709,000","9,719,000","7,629,000","9,722,000","9,246,000","9,050,000","13,088,000","4,848,000","3,526,000","2,278,000","2,439,000"
		SellingAndMarketingExpense,"72,298,000","20,377,000","22,991,000","15,726,000","13,204,000","13,149,000","15,198,000","13,344,000","9,244,000","7,282,000","6,883,000","5,009,000"
	ResearchAndDevelopment,"40,002,000","10,831,000","11,410,000","9,729,000","8,032,000","7,570,000","7,784,000","9,175,000","6,053,000","5,838,000","6,629,000","5,708,000"
OperatingIncome,"-137,318,000","-36,475,000","-40,799,000","-30,138,000","-29,906,000","-29,676,000","-31,615,000","-40,733,000","-24,909,000","-20,210,000","-18,570,000","-18,450,000"
NetNonOperatingInterestIncomeExpense,"-1,209,000","-302,000","-308,000","-332,000","-267,000","-310,000","-428,000","-431,000","-965,000","-541,000","-646,000","-478,000"
	InterestIncomeNonOperating,"506,000","120,000","123,000","99,000","164,000","112,000","2,000",,"67,000","460,000","374,000","569,000"
	InterestExpenseNonOperating,"1,715,000","422,000","431,000","431,000","431,000","422,000","430,000","431,000","1,032,000","1,001,000","1,020,000","1,047,000"
OtherIncomeExpense,,,,,,,"0","-1,130,000","-631,000","101,000","-230,000","3,546,000"
	GainOnSaleOfSecurity,,,,,,,"0","437,000","-631,000","101,000","-230,000","3,546,000"
	SpecialIncomeCharges,,,"0","0",,,"0","-1,567,000",,,,"0"
		OtherSpecialCharges,,,,,,,"0","1,567,000",,,,
PretaxIncome,"-138,527,000","-36,777,000","-41,107,000","-30,470,000","-30,173,000","-29,986,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-19,446,000","-15,382,000"
TaxProvision,"275,000","115,000","125,000","0","35,000","39,000","0","0","0","0","0","20,000"
NetIncomeCommonStockholders,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-6,084,000","-16,666,000"
	NetIncome,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-19,446,000","-15,402,000"
		NetIncomeIncludingNoncontrollingInterests,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-19,446,000","-15,402,000"
			NetIncomeContinuousOperations,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-19,446,000","-15,402,000"
	OtherunderPreferredStockDividend,,,,,"0",,"0",,"0",,"-13,362,000","1,264,000"
DilutedNIAvailtoComStockholders,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-6,084,000","-16,666,000"
BasicEPS,,"-0.78","-0.87","-0.65","-0.66","-0.7","-0.75","-3.44","-0.669","-0.686",,"-0.554"
DilutedEPS,,"-0.78","-0.87","-0.65","-0.66","-0.7","-0.75","-3.44","-0.669","-0.686",,"-0.554"
BasicAverageShares,,"47,487,000","47,169,000","46,588,000","45,680,000","42,760,000","42,715,000","12,299,000","39,602,737","30,082,358",,"30,082,358"
DilutedAverageShares,,"47,487,000","47,169,000","46,588,000","45,680,000","42,760,000","42,715,000","12,299,000","39,602,737","30,082,358",,"30,082,358"
TotalOperatingIncomeAsReported,"-137,318,000","-36,475,000","-40,799,000","-30,138,000","-29,906,000","-29,676,000","-31,615,000","-40,733,000","-24,909,000","-20,210,000","-18,570,000","-18,450,000"
TotalExpenses,"247,554,000","67,025,000","68,951,000","56,456,000","55,122,000","52,592,000","48,862,000","54,489,000","36,651,000","27,400,000","25,655,000","21,080,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-138,802,000","-36,892,000","-41,232,000","-30,470,000","-30,208,000","-30,025,000","-32,043,000","-42,294,000","-26,505,000","-20,650,000","-19,446,000","-15,402,000"
