name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"154,522,000","38,620,000","37,930,000","39,467,000","38,505,000","38,442,000","30,185,000","26,299,000","20,988,000","20,910,000","24,209,000","26,058,000","22,138,000","12,666,000","17,192,000","17,188,000","11,568,000","9,715,000"
	OperatingRevenue,"154,522,000","38,620,000","37,930,000","39,467,000","38,505,000","38,442,000","30,185,000","26,299,000","20,988,000","20,910,000","24,209,000","26,058,000","22,138,000","12,666,000","17,192,000","17,188,000","11,568,000","9,715,000"
CostOfRevenue,"52,502,000","13,192,000","14,356,000","14,189,000","10,765,000","9,991,000","6,222,000","6,053,000","4,912,000","5,343,000","5,951,000","5,601,000","5,734,000","4,988,000","5,275,000","5,360,000","5,044,000","3,989,000"
GrossProfit,"102,020,000","25,428,000","23,574,000","25,278,000","27,740,000","28,451,000","23,963,000","20,246,000","16,076,000","15,567,000","18,258,000","20,457,000","16,404,000","7,678,000","11,917,000","11,828,000","6,524,000","5,726,000"
OperatingExpense,"332,773,000","88,495,000","85,170,000","81,603,000","77,505,000","69,731,000","68,202,000","57,295,000","52,985,000","50,187,000","42,446,000","38,510,000","32,509,000","27,723,000","26,061,000","20,989,000","19,837,000","18,864,000"
	SellingGeneralAndAdministration,"184,664,000","50,237,000","50,042,000","45,103,000","39,282,000","35,540,000","31,943,000","26,553,000","26,570,000","25,828,000","20,829,000","17,576,000","15,559,000","14,821,000","14,566,000","10,778,000","9,961,000","9,590,000"
		GeneralAndAdministrativeExpense,"83,710,000","24,144,000","23,346,000","20,154,000","16,066,000","14,936,000","13,398,000","12,079,000","12,238,000","11,821,000","8,189,000","8,477,000","6,662,000","7,004,000","6,495,000","4,739,000","4,632,000","4,543,000"
			OtherGandA,"83,710,000","24,144,000","23,346,000","20,154,000","16,066,000","14,936,000","13,398,000","12,079,000","12,238,000","11,821,000","8,189,000","8,477,000","6,662,000","7,004,000","6,495,000","4,739,000","4,632,000","4,543,000"
		SellingAndMarketingExpense,"100,954,000","26,093,000","26,696,000","24,949,000","23,216,000","20,604,000","18,545,000","14,474,000","14,332,000","14,007,000","12,640,000","9,099,000","8,897,000","7,817,000","8,071,000","6,039,000","5,329,000","5,047,000"
	ResearchAndDevelopment,"146,410,000","37,839,000","34,699,000","36,072,000","37,800,000","33,772,000","35,831,000","30,314,000","25,992,000","23,935,000","21,189,000","20,506,000","16,527,000","12,483,000","11,067,000","9,783,000","9,452,000","8,855,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
		DepreciationAndAmortizationInIncomeStatement,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
			Amortization,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
				AmortizationOfIntangiblesIncomeStatement,"1,699,000","419,000","429,000","428,000","423,000","419,000","428,000","428,000","423,000","424,000","428,000","428,000","423,000","419,000","428,000","428,000","424,000","419,000"
OperatingIncome,"-230,753,000","-63,067,000","-61,596,000","-56,325,000","-49,765,000","-41,280,000","-44,239,000","-37,049,000","-36,909,000","-34,620,000","-24,188,000","-18,053,000","-16,105,000","-20,045,000","-14,144,000","-9,161,000","-13,313,000","-13,138,000"
NetNonOperatingInterestIncomeExpense,"1,301,000","271,000","239,000","327,000","464,000","638,000","785,000","1,018,000","1,893,000","2,894,000","3,577,000","4,103,000","446,000","1,659,000","873,000","869,000","820,000","747,000"
	InterestIncomeNonOperating,"1,301,000","271,000","239,000","327,000","464,000","638,000","785,000","1,018,000","1,893,000","2,894,000","3,577,000","4,103,000","446,000","1,659,000","873,000","869,000","820,000","747,000"
	TotalOtherFinanceCost,"-7,081,000",,,,,,,,,,"-3,577,000","-4,103,000","-446,000","-1,659,000","-873,000","-869,000","-820,000","-747,000"
PretaxIncome,"-229,452,000","-62,796,000","-61,357,000","-55,998,000","-49,301,000","-40,642,000","-43,454,000","-36,031,000","-35,016,000","-31,726,000","-20,611,000","-13,950,000","-15,659,000","-18,386,000","-13,271,000","-8,292,000","-12,493,000","-12,391,000"
TaxProvision,,,"0","0","0","0","1,116,000","688,000","-1,481,000","-323,000",,,,,,,,
NetIncomeCommonStockholders,"-229,373,000","-62,736,000","-61,338,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-16,369,000","-18,640,000","-13,167,000","-8,296,000","-12,495,000","-12,387,000"
	NetIncome,"-229,433,000","-62,796,000","-61,338,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-15,659,000","-18,386,000","-13,271,000","-8,292,000","-12,493,000","-12,391,000"
		NetIncomeIncludingNoncontrollingInterests,"-229,452,000","-62,796,000","-61,357,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-15,659,000","-18,386,000","-13,271,000","-8,292,000","-12,493,000","-12,391,000"
			NetIncomeContinuousOperations,"-229,452,000","-62,796,000","-61,357,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-15,659,000","-18,386,000","-13,271,000","-8,292,000","-12,493,000","-12,391,000"
		MinorityInterests,,,"-76,000",,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"-60,000",,,,,"0","0","0","0","0","0","710,000","254,000","-104,000","4,000","2,000","-4,000"
DilutedNIAvailtoComStockholders,"-229,373,000","-62,736,000","-61,338,000","-55,998,000","-49,301,000","-40,642,000","-44,570,000","-36,719,000","-33,535,000","-31,403,000","-20,611,000","-13,950,000","-16,369,000","-18,640,000","-13,167,000","-8,296,000","-12,495,000","-12,387,000"
