name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"737,900,000","768,400,000","805,700,000","13,653,000","41,800,000"
	CurrentAssets,"716,800,000","754,800,000","797,700,000","6,678,000","37,400,000"
		CashCashEquivalentsAndShortTermInvestments,"704,200,000","746,900,000","796,200,000","5,937,000","36,600,000"
			CashAndCashEquivalents,"704,200,000","746,900,000","796,200,000","5,937,000","36,600,000"
		PrepaidAssets,"9,300,000","7,600,000","1,100,000","542,000","800,000"
		RestrictedCash,"2,900,000",,,,
		OtherCurrentAssets,"400,000","300,000","400,000","199,000",
	TotalNonCurrentAssets,"21,100,000","13,600,000","8,000,000","6,975,000","4,400,000"
		NetPPE,"18,600,000","10,400,000","7,000,000","6,259,000","3,900,000"
			GrossPPE,"20,600,000","11,800,000","7,900,000","6,804,000","4,000,000"
				Properties,"0","0","0","0","0"
				MachineryFurnitureEquipment,"6,300,000","5,800,000","3,400,000","2,660,000","1,500,000"
				OtherProperties,"13,200,000","5,000,000","3,200,000","3,191,000","2,400,000"
				ConstructionInProgress,"100,000",,"400,000","189,000",
				Leases,"1,000,000","1,000,000","900,000","764,000","100,000"
			AccumulatedDepreciation,"-2,000,000","-1,400,000","-900,000","-545,000","-100,000"
		GoodwillAndOtherIntangibleAssets,"400,000","500,000","500,000","481,000","500,000"
		OtherNonCurrentAssets,"2,100,000","2,700,000","500,000","235,000",
TotalLiabilitiesNetMinorityInterest,"74,200,000","69,500,000","83,800,000","86,838,000","5,900,000"
	CurrentLiabilities,"34,300,000","28,300,000","29,700,000","23,706,000","3,800,000"
		PayablesAndAccruedExpenses,"20,400,000","15,100,000","19,400,000","21,710,000","2,300,000"
			Payables,"2,400,000","4,000,000","19,400,000","21,710,000","2,100,000"
				AccountsPayable,"1,800,000","3,400,000","19,400,000","21,710,000","2,100,000"
				TotalTaxPayable,"600,000","600,000",,,"0"
			CurrentAccruedExpenses,"18,000,000","11,100,000",,,"200,000"
		CurrentDebtAndCapitalLeaseObligation,"13,100,000","12,600,000","8,700,000","1,329,000","1,400,000"
			CurrentDebt,"9,500,000","9,500,000","7,000,000",,"600,000"
				OtherCurrentBorrowings,"9,500,000","9,500,000","7,000,000",,"600,000"
			CurrentCapitalLeaseObligation,"3,600,000","3,100,000","1,700,000","1,329,000","800,000"
		OtherCurrentLiabilities,"800,000","600,000","1,600,000","667,000","100,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"39,900,000","41,200,000","54,100,000","63,132,000","2,100,000"
		LongTermDebtAndCapitalLeaseObligation,"15,800,000","10,500,000","12,700,000","1,385,000","1,800,000"
			LongTermDebt,"7,000,000","9,300,000","11,700,000",,"300,000"
			LongTermCapitalLeaseObligation,"8,800,000","1,200,000","1,000,000","1,385,000","1,500,000"
		DerivativeProductLiabilities,"23,800,000","30,300,000","40,900,000",,"0"
		PreferredSecuritiesOutsideStockEquity,,,,"61,532,000",
		OtherNonCurrentLiabilities,"300,000","400,000","500,000","215,000","300,000"
TotalEquityGrossMinorityInterest,"663,700,000","698,900,000","721,900,000","-73,185,000","35,900,000"
	StockholdersEquity,"663,700,000","698,900,000","721,900,000","-73,185,000","35,900,000"
		CapitalStock,"0","0","0","5,000","0"
			PreferredStock,"0","0",,,"0"
			CommonStock,"0","0","0","5,000","0"
		AdditionalPaidInCapital,"1,096,500,000","1,072,500,000","1,052,200,000","80,408,000","61,700,000"
		RetainedEarnings,"-432,800,000","-373,600,000","-330,300,000","-153,598,000","-25,800,000"
TotalCapitalization,"670,700,000","708,200,000","733,600,000","-73,185,000","36,200,000"
CommonStockEquity,"663,700,000","698,900,000","721,900,000","-73,185,000","35,900,000"
CapitalLeaseObligations,"12,400,000","4,300,000","2,700,000","2,714,000","2,300,000"
NetTangibleAssets,"663,300,000","698,400,000","721,400,000","-73,666,000","35,400,000"
WorkingCapital,"682,500,000","726,500,000","768,000,000","-17,028,000","33,600,000"
InvestedCapital,"680,200,000","717,700,000","740,600,000","-73,185,000","36,800,000"
TangibleBookValue,"663,300,000","698,400,000","721,400,000","-73,666,000","35,400,000"
TotalDebt,"28,900,000","23,100,000","21,400,000","2,714,000","3,200,000"
ShareIssued,"238,780,811","237,727,536","236,889,750","240,633,554","236,889,750"
OrdinarySharesNumber,"238,780,811","237,727,536","236,889,750","240,633,554","236,889,750"
