name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"6,560,285,000","6,660,507,000","6,304,189,000","6,229,433,000","6,174,660,000","6,136,936,000","6,012,898,000","6,452,211,000","6,589,638,000","6,612,403,000","8,854,199,000","9,728,308,000","9,635,064,000","9,708,154,000","11,866,136,000","11,826,077,000","11,730,168,000","11,728,841,000","11,637,739,000","11,621,336,000","11,421,745,000","11,282,245,000","11,327,259,000","6,380,179,000","6,705,150,000","6,900,031,000","8,397,904,000","8,805,931,000","8,844,887,000","8,746,780,000","8,034,450,000","7,800,558,000","7,482,775,000","7,299,086,000","7,030,630,000","6,930,182,000","6,866,531,000","6,728,735,000","6,657,720,000","6,543,894,000","6,277,945,000","5,845,470,000","5,476,478,000","5,309,907,000","5,615,247,000","5,498,586,000","5,837,165,000","5,762,845,000","5,642,101,000","5,395,881,000","5,396,382,000","5,435,999,000","5,715,258,000","5,562,543,000","5,271,194,000","4,879,656,000","4,487,695,000","4,016,508,000","3,848,426,000","3,675,676,000","3,280,884,000","3,187,674,000","3,051,250,000","2,871,786,000","2,034,953,000","2,018,985,000","1,970,424,000","1,802,678,000","1,617,154,000","1,595,406,000","1,243,591,000","1,219,680,000","842,320,000","830,091,000","736,549,000","743,437,000","742,303,000","658,484,000","637,901,000","640,222,000","644,502,000","682,462,000","739,645,000","712,167,000","676,476,000","689,165,000","687,500,000","700,439,000","727,214,000","752,400,000","775,800,000","895,700,000","905,500,000","921,600,000","1,036,100,000","823,000,000","800,300,000","764,200,000","780,600,000","674,800,000","667,500,000","282,500,000","284,200,000","274,000,000","232,200,000","214,700,000","203,300,000","157,200,000","151,800,000","141,800,000","104,000,000","101,200,000","93,500,000","76,300,000","41,300,000","41,200,000","36,100,000","28,300,000","26,400,000","24,300,000","13,800,000","6,900,000"
	CurrentAssets,"575,795,000","736,665,000","412,355,000","339,712,000","308,632,000","289,840,000","209,147,000","331,839,000","467,117,000","427,802,000","412,458,000","459,099,000","388,478,000","602,185,000","422,484,000","384,872,000","337,947,000","429,234,000","337,250,000","360,614,000","297,537,000","281,883,000","379,210,000","145,712,000","391,726,000","439,074,000","423,428,000","373,608,000","510,639,000","570,292,000","236,642,000","247,579,000","279,345,000","248,301,000","222,732,000","273,448,000","370,640,000","327,614,000","270,535,000","372,343,000","462,879,000","315,263,000","290,770,000","443,888,000","1,015,936,000","261,714,000","276,963,000","373,412,000","560,946,000","175,280,000","197,176,000","293,252,000","412,563,000","404,311,000","315,356,000","438,111,000","273,033,000","261,814,000","231,060,000","237,090,000","345,249,000","320,337,000","311,586,000","302,845,000","145,281,000","207,977,000","212,684,000","122,596,000","134,818,000","136,336,000","100,405,000","106,102,000","80,162,000","66,092,000","63,602,000","73,804,000","75,610,000","37,354,000","39,084,000","48,274,000","48,811,000","77,735,000","88,393,000","88,925,000","51,630,000","62,086,000","50,536,000","58,529,000","66,262,000","72,900,000","80,900,000","110,500,000","104,600,000","106,900,000","54,600,000","45,400,000","40,700,000","49,700,000","46,900,000","37,800,000","36,400,000","35,200,000","34,600,000","26,400,000","21,200,000","19,100,000","14,400,000","14,900,000","15,900,000","15,900,000","12,800,000","14,700,000","8,600,000","10,800,000","7,500,000","8,600,000","7,000,000","6,200,000","5,300,000","4,800,000","3,800,000","2,400,000"
		CashCashEquivalentsAndShortTermInvestments,"112,931,000","214,422,000","478,000","464,000","449,000","458,000","517,000","568,000","528,000","546,000","354,000","507,000","488,000","545,000","357,000","415,000","527,000","448,000","529,000","520,000","545,000","314,000","542,000","382,000","529,000","471,000","490,000","521,000","519,000","448,000","468,000","292,000","246,000","348,000","255,000","284,000","194,000","252,000","151,000","158,000","122,898,000","92,000","51,884,000","288,839,000","1,681,000","2,848,000",,"166,858,000","286,514,000","767,000","859,000","2,152,000","756,000","753,000","265,000","73,000","90,000","4,018,000","187,000","16,594,000","167,855,000","2,382,000","2,251,000","6,788,000","1,349,000","4,750,000","1,388,000","4,941,000","18,979,000","18,382,000","501,000","7,571,000","913,000","631,000","1,635,000","1,309,000","1,388,000","1,334,000","463,000","4,125,000","684,000","3,380,000","4,801,000","2,829,000","1,524,000","2,485,000","1,576,000","210,000","5,552,000","15,000,000","14,500,000","20,200,000","12,600,000","11,000,000","9,700,000","13,500,000","7,300,000","9,700,000","11,200,000","13,300,000","8,400,000","8,600,000","4,900,000","1,900,000","700,000","3,000,000","2,400,000","5,300,000","6,100,000","4,900,000","4,700,000","6,500,000","1,100,000","2,000,000","1,300,000","2,500,000","1,900,000","2,300,000","1,100,000","1,200,000","1,300,000","900,000"
			CashAndCashEquivalents,"112,931,000","214,422,000","478,000","464,000","449,000","458,000","517,000","568,000","528,000","546,000","354,000","507,000","488,000","545,000","357,000","415,000","527,000","448,000","529,000","520,000","545,000","314,000","542,000","382,000","529,000","471,000","490,000","521,000","519,000","448,000","468,000","292,000","246,000","348,000","255,000","284,000","194,000","252,000","151,000","158,000","122,898,000","92,000","51,884,000","288,839,000","1,681,000","2,848,000",,"166,858,000","286,514,000","767,000","859,000","2,152,000","756,000","753,000","265,000","73,000","90,000","4,018,000","187,000","16,594,000","167,855,000","2,382,000","2,251,000","6,788,000","1,349,000","4,750,000","1,388,000","4,941,000","18,979,000","18,382,000","501,000","7,571,000","913,000","631,000","1,635,000","1,309,000","1,388,000","1,334,000","463,000","4,125,000","684,000","3,380,000","4,801,000","2,829,000","1,524,000","2,485,000","1,576,000","210,000","4,122,000","12,900,000","11,300,000","15,800,000","12,600,000","11,000,000","9,700,000","13,500,000","7,300,000","9,700,000","11,200,000","13,300,000","8,400,000","8,600,000","4,900,000","1,900,000","700,000","3,000,000","2,400,000","5,300,000","6,100,000","4,900,000","4,700,000","6,500,000","1,100,000","2,000,000","1,300,000","2,500,000","1,900,000","2,300,000","1,100,000","1,200,000","1,300,000","900,000"
				CashFinancial,,"214,422,000","478,000","464,000","449,000",,"517,000","568,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,430,000","2,100,000","3,200,000","4,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"442,526,000","501,275,000","366,695,000","299,590,000","286,491,000","252,642,000","182,698,000","169,151,000","188,162,000","272,900,000","249,190,000","289,295,000","356,716,000","490,723,000","397,536,000","362,490,000","294,448,000","348,833,000","285,166,000","261,129,000","246,392,000","241,718,000","183,883,000","81,418,000","104,894,000","123,842,000","110,792,000","115,006,000","134,261,000","188,941,000","172,429,000","183,749,000","221,304,000","179,667,000","151,407,000","159,981,000","152,670,000","167,495,000","120,120,000","104,952,000","108,884,000","127,180,000","86,172,000","66,772,000","75,530,000","105,983,000",,"101,299,000","113,467,000","123,622,000","97,172,000","99,065,000","110,372,000","162,201,000","246,682,000","253,512,000","195,013,000","166,484,000","146,618,000","144,973,000","134,132,000","130,349,000","121,362,000","100,520,000","92,508,000","128,532,000","99,953,000","64,862,000","63,725,000","81,942,000","48,919,000","56,312,000","39,295,000","42,145,000","41,283,000","44,894,000","50,850,000","32,932,000","33,892,000","33,415,000","33,593,000","32,295,000","40,912,000","52,774,000","46,129,000","54,021,000","41,487,000","43,851,000","35,513,000","34,100,000","37,000,000","36,300,000","33,300,000","37,500,000","37,100,000","25,900,000","23,100,000","29,200,000","26,600,000","20,900,000","25,300,000","18,100,000","14,900,000","23,200,000","19,200,000","14,900,000","10,600,000","8,200,000","8,200,000","9,400,000","6,600,000","7,300,000","6,000,000","7,800,000","5,700,000","5,600,000","4,700,000","3,600,000","3,800,000","3,200,000","2,300,000","1,200,000"
			AccountsReceivable,"413,026,000","471,775,000","366,695,000","299,590,000","286,491,000","252,642,000","182,698,000","169,151,000","188,162,000","272,900,000","249,190,000","289,295,000","356,716,000","490,723,000","397,536,000","362,490,000","294,448,000","348,833,000","285,166,000","261,129,000","246,392,000","241,718,000","183,883,000","81,418,000","104,894,000","123,842,000","110,792,000","115,006,000","134,261,000","188,941,000","172,429,000","183,749,000","221,304,000","179,667,000","151,407,000","159,981,000","152,670,000","167,495,000","120,120,000","104,952,000","108,884,000","127,180,000","86,172,000","66,772,000","75,530,000","105,983,000",,"101,299,000","113,467,000","123,622,000","97,172,000","99,065,000","110,372,000","162,201,000","246,682,000","253,512,000","195,013,000","166,484,000","146,618,000","144,973,000","134,132,000","130,349,000","121,362,000","100,520,000","92,508,000","128,532,000","99,953,000","64,862,000","63,725,000","81,942,000","46,019,000","51,412,000","34,895,000","37,745,000","36,483,000","39,394,000","45,350,000","26,832,000","23,992,000","25,668,000","26,493,000","25,295,000","29,912,000","38,774,000","33,129,000","54,021,000","41,487,000","43,851,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"413,594,000","472,343,000","367,068,000","299,983,000","289,495,000","255,646,000","185,702,000","175,052,000","197,689,000","281,684,000",,"295,416,000","362,834,000","496,841,000","403,398,000","368,105,000","301,560,000","355,944,000","291,775,000","266,990,000","251,950,000","247,277,000","189,438,000","86,140,000","109,371,000","128,836,000","114,098,000","117,967,000","137,243,000","191,660,000","174,923,000","186,492,000","223,791,000","182,041,000","153,903,000","162,474,000","155,038,000","169,869,000","121,755,000","107,735,000","111,649,000","131,195,000","90,410,000","70,614,000","79,815,000",,,,,,,,"111,155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-568,000","-568,000","-373,000","-393,000","-3,004,000","-3,004,000","-3,004,000","-5,901,000","-9,527,000","-8,784,000",,"-6,121,000","-6,118,000","-6,118,000","-5,862,000","-5,615,000","-7,112,000","-7,111,000","-6,609,000","-5,861,000","-5,558,000","-5,559,000","-5,555,000","-4,722,000","-4,477,000","-4,994,000","-3,306,000","-2,961,000","-2,982,000","-2,719,000","-2,494,000","-2,743,000","-2,487,000","-2,374,000","-2,496,000","-2,493,000","-2,368,000","-2,374,000","-1,635,000","-2,783,000","-2,765,000","-4,015,000","-4,238,000","-3,842,000","-4,285,000",,,,,,,,"-783,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
