Date,Open,High,Low,Close,Adj Close,Volume
1999-07-14,2.794408,3.003989,2.794408,3.003989,2.655185,9304
1999-07-15,2.934129,2.934129,2.934129,2.934129,2.593436,7157
1999-07-16,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-19,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-20,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-21,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-22,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-23,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-26,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-27,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-28,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-07-29,2.934129,2.934129,2.934129,2.934129,2.593436,1431
1999-07-30,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-02,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-03,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-04,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-05,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-06,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-09,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-10,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-11,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-12,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-13,2.794408,2.934129,2.794408,2.934129,2.593436,10736
1999-08-16,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-17,3.213570,3.213570,3.213570,3.213570,2.840430,716
1999-08-18,3.003989,3.003989,2.794408,2.794408,2.469938,11809
1999-08-19,2.934129,2.934129,2.934129,2.934129,2.593436,9304
1999-08-20,2.794408,2.794408,2.794408,2.794408,2.469938,2147
1999-08-23,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-08-24,2.794408,2.794408,2.794408,2.794408,2.469938,1789
1999-08-25,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-08-26,2.899199,2.899199,2.899199,2.899199,2.562562,358
1999-08-27,2.934129,2.934129,2.934129,2.934129,2.593436,3221
1999-08-30,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-08-31,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-01,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-02,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-03,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-07,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-08,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-09,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-10,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-13,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-14,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-15,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-16,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-17,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-20,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-21,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-22,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-23,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-24,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-27,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-28,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-29,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-09-30,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-01,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-04,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-05,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-06,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-07,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-08,2.794408,2.794408,2.794408,2.794408,2.469938,716
1999-10-11,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-10-12,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-10-13,2.794408,2.794408,2.794408,2.794408,2.469938,13956
1999-10-14,2.934129,2.934129,2.934129,2.934129,2.593436,13956
1999-10-15,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-18,2.794408,2.794408,2.794408,2.794408,2.469938,1789
1999-10-19,2.934129,2.934129,2.934129,2.934129,2.593436,1789
1999-10-20,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-21,2.794408,2.934129,2.794408,2.934129,2.593436,10378
1999-10-22,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-10-25,2.794408,2.794408,2.794408,2.794408,2.469938,358
1999-10-26,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-10-27,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-10-28,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-10-29,2.794408,2.794408,2.794408,2.794408,2.469938,1074
1999-11-01,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-11-02,2.934129,2.934129,2.934129,2.934129,2.593436,1074
1999-11-03,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-04,3.073849,3.073849,3.073849,3.073849,2.716933,21471
1999-11-05,3.073849,3.073849,3.073849,3.073849,2.716933,0
1999-11-08,3.073849,3.073849,3.073849,3.073849,2.716933,0
1999-11-09,3.073849,3.073849,3.073849,3.073849,2.716933,0
1999-11-10,2.934129,2.934129,2.934129,2.934129,2.593436,5368
1999-11-11,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-12,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-15,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-16,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-17,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-18,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-19,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-22,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-23,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-24,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-26,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-11-29,2.916664,2.916664,2.916664,2.916664,2.577999,1789
1999-11-30,2.916664,2.916664,2.916664,2.916664,2.577999,0
1999-12-01,2.916664,2.916664,2.916664,2.916664,2.577999,0
1999-12-02,2.794408,2.794408,2.794408,2.794408,2.469938,716
1999-12-03,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-12-06,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-12-07,2.934129,2.934129,2.829338,2.829338,2.500813,5368
1999-12-08,2.934129,2.934129,2.934129,2.934129,2.593436,4652
1999-12-09,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-10,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-13,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-14,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-15,2.794408,2.794408,2.794408,2.794408,2.469938,716
1999-12-16,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-12-17,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-12-20,2.794408,2.794408,2.794408,2.794408,2.469938,0
1999-12-21,2.794408,2.794408,2.794408,2.794408,2.469938,8589
1999-12-22,2.934129,2.934129,2.934129,2.934129,2.593436,1431
1999-12-23,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-27,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-28,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-29,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-30,2.934129,2.934129,2.934129,2.934129,2.593436,0
1999-12-31,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-03,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-04,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-05,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-06,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-07,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-10,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-11,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-01-12,2.654688,2.654688,2.654688,2.654688,2.346442,1431
2000-01-13,2.654688,2.654688,2.654688,2.654688,2.346442,0
2000-01-14,2.654688,2.654688,2.654688,2.654688,2.346442,0
2000-01-18,2.654688,2.654688,2.654688,2.654688,2.346442,5368
2000-01-19,2.724548,2.724548,2.724548,2.724548,2.408191,5368
2000-01-20,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-01-21,2.724548,2.724548,2.724548,2.724548,2.408191,716
2000-01-24,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-01-25,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-01-26,2.654688,2.724548,2.654688,2.724548,2.408191,7157
2000-01-27,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-01-28,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-01-31,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-01,2.794408,2.794408,2.794408,2.794408,2.469938,716
2000-02-02,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-02-03,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-02-04,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-02-07,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-02-08,2.724548,2.724548,2.724548,2.724548,2.408191,4294
2000-02-09,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-10,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-11,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-14,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-15,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-16,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-17,2.724548,2.724548,2.724548,2.724548,2.408191,0
2000-02-18,2.794408,2.864269,2.794408,2.864269,2.531688,8946
2000-02-22,2.794408,2.864269,2.794408,2.864269,2.531688,33996
2000-02-23,2.864269,2.864269,2.864269,2.864269,2.531688,0
2000-02-24,2.864269,2.934129,2.864269,2.934129,2.593436,2863
2000-02-25,2.794408,2.934129,2.794408,2.934129,2.593436,5368
2000-02-28,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-02-29,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-01,2.794408,3.073849,2.794408,2.934129,2.593436,14672
2000-03-02,2.934129,2.934129,2.934129,2.934129,2.593436,3579
2000-03-03,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-06,2.794408,2.794408,2.794408,2.794408,2.469938,18251
2000-03-07,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-08,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-09,2.934129,2.934129,2.934129,2.934129,2.593436,358
2000-03-10,2.934129,2.934129,2.934129,2.934129,2.593436,3579
2000-03-13,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-14,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-15,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-16,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-17,2.934129,2.934129,2.934129,2.934129,2.593436,0
2000-03-20,2.794408,2.864269,2.794408,2.864269,2.531688,5010
2000-03-21,2.794408,2.794408,2.794408,2.794408,2.469938,3579
2000-03-22,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-23,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-24,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-27,2.794408,2.794408,2.794408,2.794408,2.469938,358
2000-03-28,2.654688,2.794408,2.514968,2.794408,2.469938,7157
2000-03-29,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-30,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-03-31,2.794408,2.794408,2.794408,2.794408,2.469938,0
2000-04-03,3.493010,3.493010,3.493010,3.493010,3.087424,0
2000-04-04,3.493010,3.493010,3.493010,3.493010,3.087424,0
2000-04-05,3.493010,3.493010,3.493010,3.493010,3.087424,0
2000-04-06,3.493010,3.493010,3.493010,3.493010,3.087424,0
2000-04-07,3.493010,3.493010,3.493010,3.493010,3.087424,0
2000-04-10,2.794408,2.794408,2.794408,2.794408,2.469938,2577
2000-04-11,2.969059,2.969059,2.969059,2.969059,2.624310,573
2000-04-12,2.969059,2.969059,2.969059,2.969059,2.624310,0
