name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"2,884,032,000","2,968,590,000","3,054,934,000","2,928,399,000","2,673,965,000","2,772,691,000","2,864,972,000","2,968,934,000","2,720,549,000","2,882,540,000","3,020,703,000","2,938,066,000","2,724,907,000","2,517,328,000","2,633,435,000","2,610,392,000","2,443,991,000","2,456,676,000","2,528,288,000","2,543,687,000","2,429,379,000","2,487,672,000","2,648,792,000","2,590,293,000","2,393,355,000","2,428,440,000","2,720,459,000","2,698,296,000","2,480,428,000","2,534,919,000","2,748,769,000","2,728,839,000","2,535,661,000","2,607,814,000","2,746,331,000","2,773,967,000","2,654,195,000","3,056,391,000","2,789,449,000","2,614,612,000","2,524,493,000","2,648,178,000","2,804,036,000","2,704,904,000","2,630,148,000","2,733,253,000","2,861,121,000","2,883,902,000","2,907,652,000","3,075,739,000","2,957,023,000","2,907,335,000","3,030,845,000","2,952,582,000","3,044,960,000","2,942,948,000","2,945,319,000","3,109,016,000","3,112,082,000","3,202,271,000","3,187,616,000","3,387,689,000","3,435,465,000","3,393,327,000","3,493,119,000","3,605,225,000","3,646,845,000","3,535,401,000","3,642,227,000","3,650,725,000","3,748,618,000","4,084,382,000","4,674,716,000","4,381,507,000","4,388,901,000","4,259,571,000","4,245,158,000","4,360,034,000","4,408,340,000","4,738,452,000","4,246,142,000","4,442,312,000","4,392,825,000","4,310,578,000","4,191,339,000","4,242,630,000","4,310,374,000","4,163,644,000","4,161,600,000","4,218,500,000","4,117,300,000","3,964,600,000","4,052,500,000","4,205,800,000","4,107,000,000","827,800,000","611,300,000","612,300,000","589,700,000","557,300,000","304,800,000","252,100,000","235,800,000","162,600,000"
	CurrentAssets,"433,279,000","516,035,000","622,143,000","479,865,000","217,548,000","306,740,000","381,565,000","463,175,000","216,262,000","376,240,000","508,385,000","410,053,000","222,616,000","241,929,000","343,408,000","312,960,000","189,182,000","221,072,000","275,012,000","279,162,000","184,697,000","278,791,000","432,548,000","360,594,000","171,917,000","227,977,000","483,610,000","448,052,000","244,848,000","300,924,000","491,901,000","450,022,000","267,532,000","353,858,000","476,550,000","482,771,000","362,276,000","763,474,000","481,883,000","279,846,000","176,165,000","309,529,000","422,718,000","274,037,000","187,678,000","266,913,000","382,768,000","199,929,000","255,147,000","375,834,000","255,837,000","189,043,000","296,748,000","159,643,000","206,780,000","121,326,000","120,405,000","244,306,000","247,812,000","155,308,000","132,875,000","222,608,000","257,028,000","149,186,000","199,962,000","284,870,000","274,079,000","175,694,000","290,598,000","300,731,000","278,721,000","670,622,000","538,633,000","325,831,000","312,102,000","235,458,000","217,046,000","264,198,000","276,595,000","674,263,000","155,734,000","274,477,000","245,261,000","209,959,000","160,965,000","223,617,000","264,122,000","200,499,000","248,200,000","512,800,000","485,600,000","550,800,000","689,000,000","690,800,000","643,800,000","138,600,000","101,100,000","194,300,000","189,500,000","205,000,000","12,800,000","87,500,000","76,900,000","18,000,000"
		CashCashEquivalentsAndShortTermInvestments,"252,203,000","335,585,000","389,857,000","252,887,000","62,905,000","157,760,000","213,907,000","295,956,000","22,811,000","174,179,000","211,797,000","113,798,000","20,434,000","44,608,000","68,557,000","68,625,000","33,055,000","77,496,000","84,503,000","71,063,000","35,089,000","141,311,000","238,757,000","163,548,000","22,588,000","99,760,000","210,828,000","154,785,000","16,348,000","73,884,000","164,777,000","117,242,000","22,385,000","169,310,000","200,962,000","201,211,000","137,312,000","629,208,000","281,444,000","127,810,000","69,384,000","231,427,000","304,763,000","142,124,000","78,738,000","187,061,000","255,398,000","86,717,000","164,830,000","262,126,000","128,838,000","79,412,000","210,332,000","34,328,000","66,269,000","12,661,000","28,388,000","105,411,000","81,870,000","35,573,000","24,295,000","58,635,000","83,370,000","10,423,000","81,534,000","116,379,000","116,643,000","64,184,000","68,807,000","177,459,000","149,341,000","101,457,000","115,089,000","181,650,000","138,252,000","104,200,000","36,640,000","103,636,000","87,575,000","72,700,000","53,534,000","123,547,000","76,822,000","71,885,000","42,978,000","65,744,000","88,620,000","57,177,000","138,100,000","170,700,000","142,000,000","261,400,000","400,600,000","578,900,000","538,500,000","110,600,000","84,300,000","169,200,000","164,700,000","190,400,000","4,000,000","73,800,000","62,300,000","10,100,000"
			CashAndCashEquivalents,"252,203,000","335,585,000","389,857,000","252,887,000","62,905,000","157,760,000","213,907,000","295,956,000","22,811,000","174,179,000","211,797,000","113,798,000","20,434,000","44,608,000","68,557,000","68,625,000","33,055,000","77,496,000","82,683,000","68,279,000","31,001,000","137,385,000","238,757,000","163,548,000","22,588,000","99,760,000","210,828,000","154,785,000","16,348,000","73,884,000","164,777,000","117,242,000","22,385,000","169,310,000","200,962,000","201,211,000","137,312,000","629,208,000","281,444,000","127,810,000","69,384,000","231,427,000","304,763,000","142,124,000","78,738,000","187,061,000","255,398,000","86,717,000","164,830,000","262,126,000","128,838,000","79,412,000","210,332,000","34,328,000","66,269,000","12,661,000","28,388,000","105,411,000","81,870,000","35,573,000","24,295,000","58,635,000","83,370,000","10,423,000","81,534,000","116,379,000","116,643,000","64,184,000","68,807,000","177,459,000","149,341,000","101,457,000","115,089,000","181,650,000","138,252,000","28,747,000","36,640,000","103,636,000","87,575,000","72,700,000","53,534,000","123,547,000","76,822,000","71,885,000","42,978,000","65,744,000","88,620,000","57,177,000","138,100,000","170,700,000","142,000,000","261,400,000","400,600,000","578,900,000","538,500,000","110,600,000","84,300,000","169,200,000","164,700,000","190,400,000","4,000,000","73,800,000","62,300,000","10,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","1,820,000","2,784,000","4,088,000","3,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75,453,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"86,461,000","97,722,000","137,575,000","124,846,000","46,420,000","36,610,000","48,500,000","47,003,000","71,558,000","108,679,000","199,127,000","180,986,000","93,615,000","116,043,000","171,867,000","139,422,000","58,927,000","72,693,000","109,595,000","109,636,000","55,716,000","69,018,000","112,580,000","102,963,000","59,962,000","63,803,000","107,943,000","91,430,000","45,729,000","58,823,000","110,336,000","101,120,000","42,148,000","51,609,000","94,445,000","80,756,000","41,772,000","29,523,000","133,240,000","63,234,000","20,003,000","18,461,000","50,706,000","48,253,000","28,386,000","20,255,000","56,695,000","24,020,000","19,862,000","48,799,000","44,566,000","25,084,000","20,057,000","56,838,000","52,531,000","25,628,000","26,512,000","73,526,000","84,830,000","34,824,000","40,843,000","90,424,000","81,705,000","50,392,000","51,308,000","97,982,000","65,977,000","27,161,000","22,438,000","62,468,000","57,285,000","25,015,000","37,750,000","85,753,000","86,090,000","47,301,000","40,019,000","92,549,000","100,356,000","52,837,000","35,470,000","96,157,000","87,635,000","48,611,000","40,771,000","79,850,000","74,220,000","38,845,000","29,200,000","72,500,000","68,200,000","18,900,000","31,500,000","58,600,000","46,200,000","11,200,000","7,500,000","16,000,000","11,300,000","4,200,000","1,200,000","8,400,000","6,600,000","1,200,000"
			AccountsReceivable,"86,461,000","97,722,000","137,575,000","124,846,000","46,420,000","36,610,000","48,500,000","47,003,000","71,558,000","108,679,000","199,127,000","180,986,000","93,615,000","116,043,000","171,867,000","139,422,000","58,927,000","72,693,000","109,595,000","109,636,000","55,716,000","69,018,000","112,580,000","102,963,000","59,962,000","63,803,000","107,943,000","91,430,000","45,729,000","58,823,000","110,336,000","101,120,000","42,148,000","51,609,000","94,445,000","80,756,000","41,772,000","29,523,000","133,240,000","63,234,000","20,003,000","18,461,000","50,706,000","48,253,000","28,386,000","20,255,000","56,695,000","24,020,000","19,862,000","48,799,000","44,566,000","25,084,000","20,057,000","56,838,000","52,531,000","25,628,000","26,512,000","73,526,000","84,830,000","34,824,000","40,843,000","90,424,000","81,705,000","50,392,000","51,308,000","97,982,000","65,977,000","27,161,000","22,438,000","62,468,000","57,285,000","25,015,000","37,750,000","85,753,000","86,090,000","47,301,000","40,019,000","92,549,000","100,356,000","52,837,000","35,470,000","96,157,000","87,635,000","48,611,000",,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,"79,158,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-7,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"39,161,000","27,273,000","28,996,000","36,038,000","39,057,000","39,191,000","43,892,000","43,456,000","42,397,000","32,951,000","36,953,000","42,866,000","39,468,000","28,779,000","35,826,000","42,485,000","36,162,000","24,960,000","30,578,000","40,261,000","36,745,000","24,156,000","30,704,000","40,494,000","37,644,000","21,535,000","26,624,000","35,921,000","34,260,000","21,099,000","25,795,000","35,582,000","34,956,000","22,172,000","27,210,000","38,449,000","36,792,000","22,280,000","26,610,000","37,668,000","36,227,000","20,973,000","26,380,000","37,968,000","35,695,000","23,542,000","28,875,000","36,895,000","21,809,000","25,601,000","37,317,000","35,033,000","24,909,000","34,687,000","46,121,000","37,541,000","26,361,000","30,555,000","38,041,000","32,876,000","23,126,000","32,896,000","46,155,000","38,547,000","27,933,000","36,508,000","50,312,000","42,255,000","27,832,000","32,405,000","41,626,000","31,065,000","31,746,000","32,883,000","45,495,000","41,050,000","34,648,000","40,999,000","48,685,000","40,140,000","26,275,000","30,469,000","40,830,000","36,401,000","28,588,000","31,904,000","44,582,000","34,026,000","23,600,000","28,100,000","36,600,000","31,400,000","21,700,000","24,500,000","36,100,000","9,200,000","5,500,000","5,500,000","8,800,000","5,500,000","4,200,000","3,500,000","5,200,000","4,100,000"
