name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
			NetIncomeContinuousOperations,"-75,888,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000","-31,033,000","-23,962,000","-22,078,000","-16,994,000","-15,958,000","-13,618,000","-15,086,000","-6,861,000","-9,090,000","-2,684,000","-11,435,000","-4,578,000","-1,115,000","2,322,000","-888,000","-3,512,000","-1,462,000","-55,000","-376,000","502,000","3,458,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,"0","0",,"-319,000","0","2,141,000",,"0",,,,"-2,741,000",
DilutedNIAvailtoComStockholders,"-75,888,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000","-31,033,000","-23,962,000","-22,078,000","-16,994,000","-15,958,000","-13,618,000","-15,086,000","-6,861,000","-9,090,000","-2,684,000","-11,435,000","-4,259,000","-1,115,000","181,000","-888,000","-3,512,000","-1,462,000","-55,000","-376,000","3,243,000","717,000"
BasicEPS,,"-1.31","-1.18","-0.24","-0.02","-0.66",,"-0.87","-0.79","-0.3","-0.75","-1.15","-0.89","-0.82","-0.64","-0.66","-0.57","-0.63","-0.3","-0.45","-0.13","-0.75",,"-0.079","0.013","-0.01",,,,"-0.004",,
DilutedEPS,,"-1.31","-1.18","-0.24","-0.02","-0.66",,"-0.87","-0.79","-0.3","-0.75","-1.15","-0.89","-0.82","-0.64","-0.66","-0.57","-0.63","-0.3","-0.45","-0.13","-0.75",,"-0.079","0.012","-0.01",,,,"-0.004",,
BasicAverageShares,,"27,713,000","27,534,000","27,436,000","27,391,000","27,361,000",,"27,316,000","27,279,000","27,264,000","27,154,000","27,058,000","27,026,000","26,981,000","26,788,000","24,146,000","23,932,000","23,801,000","23,089,000","20,382,000","20,271,000","15,295,000",,"14,154,000","14,154,000","99,048,000",,,,"99,048,000",,
DilutedAverageShares,,"27,713,000","27,534,000","27,436,000","27,391,000","27,361,000",,"27,316,000","27,279,000","27,264,000","27,154,000","27,058,000","27,026,000","26,981,000","26,788,000","24,146,000","23,932,000","23,801,000","23,089,000","20,382,000","20,271,000","15,295,000",,"14,988,000","14,988,000","99,048,000",,,,"99,048,000",,
TotalOperatingIncomeAsReported,"-70,202,000","-31,749,000","-31,157,000","-6,763,000","-533,000","-18,361,000","33,345,000","-24,336,000","-22,635,000","-10,253,000","-22,258,000","-33,745,000","-26,657,000","-24,772,000","-19,663,000","-16,887,000","-14,415,000","-15,757,000","-7,151,000","-9,087,000","-2,555,000","-9,988,000","-3,174,000","-1,075,000","2,363,000","-1,139,000","-3,592,000","-694,000","613,000","351,000","526,000","3,473,000"
TotalExpenses,"123,100,000","32,719,000","32,168,000","27,653,000","30,560,000","29,608,000","26,655,000","24,336,000","22,635,000","25,253,000","25,258,000","33,745,000","31,657,000","24,772,000","19,663,000","21,887,000","14,415,000","15,757,000","10,151,000","9,087,000","9,555,000","9,988,000","5,928,000","4,289,000","3,487,000","6,005,000","7,646,000","5,232,000","4,269,000","3,746,000","3,179,000","2,681,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-75,888,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000","-31,033,000","-23,962,000","-22,078,000","-16,994,000","-15,958,000","-13,618,000","-15,086,000","-6,861,000","-9,090,000","-2,684,000","-11,435,000","-4,578,000","-1,115,000","2,322,000","-888,000","-3,512,000","-1,462,000","-55,000","-376,000","502,000","3,458,000"
NormalizedIncome,"-75,888,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000","-31,033,000","-23,962,000","-22,078,000","-16,994,000","-15,958,000","-13,618,000","-15,086,000","-6,861,000","-9,090,000","-2,684,000","-10,069,000","-3,487,000","-1,068,000","2,320,200","-1,232,000","-3,662,600","-1,085,000","483,000","237,000","511,750","3,467,100"
InterestIncome,"578,000","342,000","68,000","64,000","104,000","195,000","376,000","625,000","1,061,000","1,897,000","2,282,000","2,757,000","2,957,000","2,988,000","2,834,000","1,369,000","1,297,000","1,185,000","862,000",,,,,,,"22,000",,,,,,
InterestExpense,"6,304,000","4,854,000","1,450,000",,,,"0","0","0","0","200,000","240,000","281,000","320,000","365,000","400,000","436,000","451,000","456,000","452,000","439,000","428,000","111,000","116,000","116,000","115,000","116,000","115,000","115,000","114,000","10,000","1,000"
NetInterestIncome,"-5,726,000","-4,512,000","-1,382,000","64,000","104,000","195,000","376,000","625,000","1,061,000","1,897,000","2,082,000","2,517,000","2,676,000","2,668,000","2,469,000","969,000","861,000","734,000","1,167,000","-452,000","-439,000","-428,000","-111,000","-116,000","-116,000","-93,000","-116,000","-115,000","-115,000","-114,000","-10,000","-1,000"
EBIT,"-69,584,000","-31,401,000","-30,689,000","-6,763,000","-533,000","-18,361,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,085,000","-30,844,000","-23,741,000","-21,777,000","-16,821,000","-15,558,000","-13,182,000","-14,635,000","-6,405,000","-8,638,000","-2,245,000","-11,007,000","-4,467,000","-999,000","2,438,000","-773,000","-3,307,000","-1,297,000","60,000","-262,000","512,000","3,459,000"
EBITDA,"-67,172,000"
ReconciledDepreciation,"2,412,000","573,000","385,000","669,000","911,000","125,000","144,000","138,000","137,000","140,000","140,000","135,000","124,000","115,000","106,000","91,000","64,000","54,000","47,000","46,000","51,000","39,000","58,000","58,000","60,000","57,000","59,000","69,000","72,000","74,000","75,000","77,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-75,888,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000","-31,033,000","-23,962,000","-22,078,000","-16,994,000","-15,958,000","-13,618,000","-15,086,000","-6,861,000","-9,090,000","-2,684,000","-11,435,000","-4,578,000","-1,115,000","2,322,000","-888,000","-3,512,000","-1,462,000","-55,000","-376,000","502,000","3,458,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,"0",,,"-1,366,000","-1,091,000","-47,000","3,000","344,000","251,000","-377,000","-538,000","-613,000","-15,000","-14,000"
TotalUnusualItems,,,,,,,,,,,,,,,,,,,"0",,,"-1,366,000","-1,091,000","-47,000","3,000","344,000","251,000","-377,000","-538,000","-613,000","-15,000","-14,000"
NormalizedEBITDA,"-67,172,000","-30,828,000","-30,304,000","-6,094,000","378,000","-18,236,000","33,790,000","-23,629,000","-21,411,000","-8,122,000","-19,945,000","-30,709,000","-23,617,000","-21,662,000","-16,715,000","-15,467,000","-13,118,000","-14,581,000","-6,358,000","-8,592,000","-2,194,000","-9,602,000","-3,318,000","-894,000","2,495,000","-1,060,000","-3,499,000","-851,000","670,000","425,000","602,000","3,550,000"
TaxRateForCalcs,"0","0","0","0","0","0","0","0","0","0","0.001","0.002","0.002","0.001","0","0","0","0","0","0","0","0","0","0","0.4","0","0.4","0","0","0","0.35","0.35"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,200","0","100,400","0","0","0","-5,250","-4,900"
