name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalRevenue,"642,824,000","164,034,000","160,334,000","165,048,000","153,408,000","145,304,000","151,399,000","146,575,000","141,030,000","170,224,000","194,933,000","192,873,000","176,244,000","167,293,000","199,309,000","186,402,000","178,529,000","168,496,000","183,070,000","187,320,000","177,124,000","164,954,000","179,263,000","175,848,000","165,815,000","157,074,000","165,200,000","175,779,000","164,773,000","151,882,000","170,411,000","169,441,000","155,168,000","140,306,000","127,583,000","62,278,000","59,569,000","62,420,000","83,633,000","59,415,000","57,404,000","59,842,000","95,248,000","68,769,000","63,712,000","67,059,000","59,796,000"
	OperatingRevenue,"620,338,000","161,065,000","157,122,000","152,668,000","149,483,000","143,110,000","142,353,000","144,611,000","138,386,000","168,003,000","189,730,000","188,104,000","174,297,000","164,306,000","158,086,000","164,174,000","159,615,000","144,023,000","156,814,000","162,042,000","155,202,000","138,404,000","151,594,000","154,131,000","144,874,000","136,634,000","142,079,000","147,223,000","144,434,000","130,334,000","145,795,000","148,201,000","136,315,000","123,079,000","109,537,000","51,981,000","51,383,000","54,105,000","66,101,000","47,731,000","49,971,000","52,594,000","87,054,000","61,168,000","56,290,000","59,213,000","51,624,000"
CostOfRevenue,"288,034,000","77,194,000","71,469,000","71,624,000","67,747,000","68,645,000","70,949,000","73,294,000","65,663,000","81,207,000","84,794,000","88,913,000","79,186,000","81,093,000","80,464,000","82,241,000","76,171,000","80,596,000","77,515,000","79,150,000","72,579,000","76,354,000","73,328,000","72,857,000","70,168,000","72,717,000","73,034,000","74,892,000","70,992,000","77,607,000","81,079,000","75,431,000","73,697,000","75,948,000","62,799,000","28,106,000","26,597,000","27,937,000","42,876,000","24,930,000","21,487,000","21,397,000","23,774,000","20,923,000","21,709,000","19,856,000","23,588,000"
GrossProfit,"354,790,000","86,840,000","88,865,000","93,424,000","85,661,000","76,659,000","80,450,000","73,281,000","75,367,000","89,017,000","110,139,000","103,960,000","97,058,000","86,200,000","118,845,000","104,161,000","102,358,000","87,900,000","105,555,000","108,170,000","104,545,000","88,600,000","105,935,000","102,991,000","95,647,000","84,357,000","92,166,000","100,887,000","93,781,000","74,275,000","89,332,000","94,010,000","81,471,000","64,358,000","64,784,000","34,172,000","32,972,000","34,483,000","40,757,000","34,485,000","35,917,000","38,445,000","71,474,000","47,846,000","42,003,000","47,203,000","36,208,000"
OperatingExpense,"280,235,000","80,792,000","60,045,000","80,221,000","59,177,000","58,310,000","61,024,000","59,250,000","70,932,000","62,044,000","63,027,000","58,681,000","60,819,000","60,124,000","60,355,000","55,623,000","52,693,000","52,511,000","54,591,000","51,389,000","53,111,000","51,934,000","53,284,000","49,405,000","51,455,000","50,145,000","54,936,000","55,351,000","48,742,000","50,518,000","58,050,000","47,951,000","40,826,000","38,790,000","42,629,000","23,903,000","21,265,000","20,176,000","5,393,000","17,647,000","19,139,000","18,736,000","24,106,000","29,264,000","23,838,000","20,223,000","14,209,000"
	SellingGeneralAndAdministration,"55,780,000","13,686,000","13,578,000","14,427,000","14,089,000","13,853,000","13,627,000","14,517,000","18,149,000","15,951,000","16,618,000","14,421,000","15,998,000","14,026,000","13,673,000","13,148,000","13,225,000","12,628,000","13,749,000","12,899,000","12,579,000","11,088,000","13,455,000","11,798,000","12,907,000","10,918,000","9,678,000","10,182,000","9,113,000","9,100,000","9,251,000","10,071,000","12,189,000","8,675,000","15,254,000","11,140,000","8,154,000","8,020,000","-5,420,000","6,647,000","8,205,000","8,793,000","14,366,000","19,711,000","15,638,000","12,203,000","5,216,000"
		GeneralAndAdministrativeExpense,"55,780,000","13,686,000","13,578,000","14,427,000","14,089,000","13,853,000","13,627,000","14,517,000","18,149,000","15,951,000","16,618,000","14,421,000","15,998,000","14,026,000","13,673,000","13,148,000","13,225,000","12,628,000","13,749,000","12,899,000","12,579,000","11,088,000","13,455,000","11,798,000","12,907,000","10,918,000","9,678,000","10,182,000","9,113,000","9,100,000","9,251,000","10,071,000","12,189,000","8,675,000","15,254,000","11,140,000","8,154,000","8,020,000",,"6,647,000",,,,,,,
			RentAndLandingFees,,,"2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,332,000","2,331,000","2,330,000","2,333,000","2,332,000","2,331,000","2,332,000","2,331,000","2,375,000","2,066,000",,,,,,,,,,,,,,,
			OtherGandA,"55,780,000","13,686,000","13,578,000","14,427,000","14,089,000","13,853,000","13,627,000","14,517,000","18,149,000","15,951,000","16,618,000","14,421,000","15,998,000","14,026,000","13,673,000","13,148,000","13,225,000","12,628,000","13,749,000","12,899,000","12,579,000","11,088,000","13,455,000","11,798,000","12,907,000","10,918,000","9,678,000","10,182,000","9,113,000","9,100,000","9,251,000","10,071,000","12,189,000","8,675,000","15,254,000","11,140,000","8,154,000","8,020,000",,"6,647,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"224,455,000","67,106,000","46,467,000","65,794,000","45,088,000","44,457,000","47,397,000","44,733,000","52,783,000","46,093,000","46,409,000","44,260,000","44,821,000","46,098,000","46,682,000","42,475,000","39,468,000","39,883,000","40,842,000","38,490,000","40,532,000","40,846,000","39,829,000","37,607,000","38,548,000","39,227,000","45,258,000","45,169,000","39,629,000","41,418,000","48,799,000","37,880,000","28,637,000","30,115,000","27,375,000","12,763,000","13,111,000","12,156,000","10,813,000","11,000,000","10,934,000","9,943,000","9,740,000","9,553,000","8,200,000","8,020,000","8,993,000"
		DepreciationAndAmortizationInIncomeStatement,"224,455,000","67,106,000","46,467,000","65,794,000","45,088,000","44,457,000","47,397,000","44,733,000","52,783,000","46,093,000","46,409,000","44,260,000","44,821,000","46,098,000","46,682,000","42,475,000","39,468,000","39,883,000","40,842,000","38,490,000","40,532,000","40,846,000","39,829,000","37,607,000","38,548,000","39,227,000","45,258,000","45,169,000","39,629,000","41,418,000","48,799,000","37,880,000","28,637,000","30,115,000","27,375,000","12,763,000","13,111,000","12,156,000","10,813,000","11,000,000","10,934,000","9,943,000","9,740,000","9,553,000","8,200,000","8,020,000","8,993,000"
