name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016
TotalRevenue,"63,094,000","15,900,000","16,620,000","16,257,000","14,317,000","13,259,000","13,101,000","12,587,000","11,164,000","11,276,000","11,481,000","8,754,000","8,246,000",,"0","0","0","0","0","0","0","0",
	OperatingRevenue,"63,094,000","15,900,000","16,620,000","16,257,000","14,317,000","13,259,000","13,101,000","12,587,000","11,164,000","11,276,000","11,481,000","8,754,000","8,246,000",,"0","0","0","0","0","0","0","0",
CostOfRevenue,"23,667,000","6,037,000","6,500,000","5,914,000","5,216,000","4,742,000","4,927,000","4,620,000","4,394,000","4,527,000","4,838,000","2,583,000","2,931,000",,,,,,,,,,
GrossProfit,"39,427,000","9,863,000","10,120,000","10,343,000","9,101,000","8,517,000","8,174,000","7,967,000","6,770,000","6,749,000","6,643,000","6,171,000","5,315,000",,,,,,,,,,
OperatingExpense,"70,786,000","19,166,000","18,271,000","17,577,000","15,772,000","15,539,000","15,348,000","15,237,000","14,373,000","19,774,000","18,558,000","16,156,000","18,842,000",,"3,358,236","3,077,815","323,578","196,944","124,989","143,531","144,346","281,359",
	SellingGeneralAndAdministration,"42,093,000","11,540,000","10,826,000","10,632,000","9,095,000","8,955,000","8,890,000","8,542,000","8,158,000","12,303,000","11,208,000","9,323,000","11,835,000",,"3,358,236","3,077,815","323,578","196,944","124,989","143,531","144,346","281,359",
		GeneralAndAdministrativeExpense,"24,346,000","6,295,000","6,182,000","6,281,000","5,588,000","5,193,000","5,136,000","4,667,000","4,491,000","7,449,000","7,206,000","5,774,000","7,676,000",,"3,358,236","3,077,815","323,578","196,944","124,989","143,531","144,346","281,359",
			OtherGandA,"24,346,000","6,295,000","6,182,000","6,281,000","5,588,000","5,193,000","5,136,000","4,667,000","4,491,000","7,449,000","7,206,000","5,774,000","7,676,000",,"3,358,236","3,077,815","323,578","196,944","124,989","143,531","144,346","281,359",
		SellingAndMarketingExpense,"17,747,000","5,245,000","4,644,000","4,351,000","3,507,000","3,762,000","3,754,000","3,875,000","3,667,000","4,854,000","4,002,000","3,549,000","4,159,000",,,,,,,,,,
	ResearchAndDevelopment,"14,120,000","4,033,000","3,777,000","3,277,000","3,033,000","2,985,000","2,775,000","3,012,000","2,573,000","3,798,000","3,936,000","3,003,000","3,135,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000","3,414,000","3,830,000","3,872,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000","3,414,000","3,830,000","3,872,000",,,,,,,,,,
			Amortization,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000","3,414,000","3,830,000","3,872,000",,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"14,573,000","3,593,000","3,668,000","3,668,000","3,644,000","3,599,000","3,683,000","3,683,000","3,642,000","3,673,000","3,414,000","3,830,000","3,872,000",,,,,,,,,,
OperatingIncome,"-31,359,000","-9,303,000","-8,151,000","-7,234,000","-6,671,000","-7,022,000","-7,174,000","-7,270,000","-7,603,000","-13,025,000","-11,915,000","-9,985,000","-13,527,000",,"-3,358,236","-3,077,815","-323,578","-196,944","-124,989","-143,531","-144,346","-281,359",
NetNonOperatingInterestIncomeExpense,"-3,192,000","-687,000","-863,000","-789,000","-853,000","-859,000","-645,000","-441,000","-436,000","-236,000","-23,000","-65,000","-108,000",,"1,834,150","2,668,488","2,539,657","1,711,195","1,415,357","1,426,226","1,062,017","650,801",
	InterestIncomeNonOperating,"8,334,697",,,,,,,,,,"-23,000","-65,000","-108,000",,"1,834,150","2,668,488","2,539,657","1,711,195","1,415,357","1,426,226","1,062,017","650,801",
	InterestExpenseNonOperating,"3,192,000","687,000","863,000","789,000","853,000","859,000",,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,"863,000",,,,"645,000","441,000","436,000","236,000","23,000","65,000","108,000",,,,,,,,,,
OtherIncomeExpense,"-5,628,000","4,592,000","-10,783,000","-1,601,000","2,164,000","-10,317,000","-4,976,000","-698,000","1,102,000","-5,052,000","-30,341,000","201,000","1,563,000",,,,,,"0","0","0","0",
	GainOnSaleOfSecurity,"5,166,000","2,956,000","2,195,000","-456,000","471,000","-4,038,000",,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-10,662,000","1,677,000","-12,825,000","-1,235,000","1,721,000","-6,447,000","-4,617,000","-2,000","468,000","-5,551,000","-30,672,000","242,000","1,376,000",,,,,,,,,,
		RestructuringAndMergernAcquisition,"-2,194,000","-1,677,000","-3,002,000","1,235,000","1,250,000","1,114,000","1,951,000","2,000","198,000","3,495,000","-1,526,000","-370,000","-2,280,000",,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"15,827,000",,,,"2,000,000",,,,"32,198,000",,,,,,,,,,,,
		OtherSpecialCharges,,,"0",,"-2,971,000","5,333,000","666,000",,"-666,000","2,056,000",,"128,000","904,000",,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-132,000","-41,000","-153,000","90,000","-28,000","168,000","-359,000","-696,000","634,000","499,000","331,000","-41,000","187,000",,,,,,,,,,
PretaxIncome,"-40,179,000","-5,398,000","-19,797,000","-9,624,000","-5,360,000","-18,198,000","-12,795,000","-8,409,000","-6,937,000","-18,313,000","-42,279,000","-9,849,000","-12,072,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
TaxProvision,"276,000","-743,000","1,003,000","-93,000","109,000","-170,000","-371,000","-384,000","837,000","-2,521,000","-5,776,000","-1,149,000","-1,670,000",,,,,,,,,,
NetIncomeCommonStockholders,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,585,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
	NetIncome,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,402,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
		NetIncomeIncludingNoncontrollingInterests,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,402,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
			NetIncomeContinuousOperations,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,402,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
	OtherunderPreferredStockDividend,,,,,,,"0","0","0",,"0","0","183,000",,,,,,,,,,
DilutedNIAvailtoComStockholders,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,585,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
BasicEPS,,"-0.08","-0.36","-0.17","-0.1","-0.32","-0.23","-0.15","-0.15","-0.3","-0.7","-0.17","-0.22","0",,"-0.03","0.14","0.1",,"0.08","0.06","0.02","0"
DilutedEPS,,"-0.08","-0.36","-0.17","-0.1","-0.32","-0.23","-0.15","-0.15","-0.3","-0.7","-0.17","-0.22","0",,"-0.03","0.03","0.02",,"0.02","0.01","0.01","0"
BasicAverageShares,,"58,033,000","57,574,000","57,536,000","57,497,000","55,828,000","53,893,000","53,842,000","53,481,000","52,575,000","52,207,635","52,148,047","49,159,484",,,"15,331,793","15,550,521","15,702,699",,"15,960,293","16,052,446","16,089,988",
DilutedAverageShares,,"58,033,000","57,574,000","57,536,000","57,497,000","55,828,000","53,893,000","53,842,000","53,481,000","52,575,000","52,207,635","52,148,047","49,159,484",,,"15,331,793","69,000,000","69,000,000",,"69,000,000","69,000,000","69,000,000",
TotalOperatingIncomeAsReported,"-44,992,000","-7,626,000","-20,976,000","-8,469,000","-7,921,000","-8,136,000","-11,125,000","-7,272,000","-7,801,000","-16,520,000","-42,587,000","-9,615,000","-11,247,000",,"-3,358,236","-3,077,815","-323,578","-196,944","-124,989","-143,531","-144,346","-281,359",
TotalExpenses,"94,453,000","25,203,000","24,771,000","23,491,000","20,988,000","20,281,000","20,275,000","19,857,000","18,767,000","24,301,000","23,396,000","18,739,000","21,773,000",,"3,358,236","3,077,815","323,578","196,944","124,989","143,531","144,346","281,359",
NetIncomeFromContinuingAndDiscontinuedOperation,"-40,455,000","-4,655,000","-20,800,000","-9,531,000","-5,469,000","-18,028,000","-12,424,000","-8,025,000","-7,774,000","-15,792,000","-36,503,000","-8,700,000","-10,402,000",,"-1,524,086","-409,327","2,216,079","1,514,251","1,290,368","1,282,695","917,671","369,442",
