name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014
MarketCap,"9,442,828,422","16,555,040,000","19,994,829,183","24,027,920,000","22,098,750,000","18,189,600,000","15,451,830,200","9,474,140,000","3,948,541,060","1,120,361,673","4,626,222,137","3,091,746,181","3,580,558,372","3,615,392,619","2,804,062,170","3,758,610,616","3,020,127,596","2,548,956,795","2,546,735,324","1,966,754,969","1,532,510,500","892,565,149","798,442,360","662,306,760","715,314,273","537,024,888","514,996,119","418,931,139","363,759,921","233,978,568","188,028,191","195,543,688"
EnterpriseValue,"34,922,828,422","41,750,040,000","45,856,829,183","49,178,920,000","46,808,750,000","43,363,600,000","42,231,830,200","12,246,201,000","7,358,937,060","4,617,568,673","8,567,393,137","6,869,920,181","7,366,847,372","7,589,253,619","5,590,800,170","5,730,763,616","5,010,416,596","4,586,922,795","4,619,493,324","4,072,284,969","2,653,302,500","1,631,962,149","1,544,484,360","1,419,123,760","1,502,540,273","1,324,983,888","1,256,799,119","1,103,666,139","1,067,968,921","925,236,568","889,423,191","332,033,688"
PeRatio,"16.592",,,,,,,,,"13.981","49.7","32.95","31.993","38.27","14.2","18.55","29.179","30.275",,,"42.553","36.394","5.968","5.094","5.778","4.708",,,,,"52.399",
ForwardPeRatio,"9.066",,"37.453","106.383",,,,,,"7.639","27.624","15.949","21.322","16.892","11.905","18.215","20.79","16.181","17.575","14.327","40","31.056",,,,,,,,,,
PsRatio,"0.93","1.706","2.338","3.054","3.587","3.272","2.814","2.381","1.328","0.448","1.797","1.287","1.604","1.778","1.581","2.128","1.727","1.525","1.66","1.356","1.087","1.011","0.929","0.821","0.938","0.747","0.736","0.707","0.77","0.416","0.743","0.767"
PbRatio,"2.495","3.695","4.089","4.68","4.791","3.626","4.585","5.861","4.2","1.003","4.106","2.848","3.36","3.513","2.706","3.774","3.154","2.697","2.982","2.388","5.084","2.991","2.689","2.312","2.602","1.984","3.286","2.775","2.492","1.544","1.147","2.591"
EnterprisesValueRevenueRatio,"3.468","18.216","17.699","18.316","18.709","25.523","28.211","8.893","58.187","9.761","14.469","10.359","11.563","11.936","8.323","11.761","10.968","10.42","9.776","9.154","7.47","8.122","7.481","5.875","6.496","6.204","6.751","6.013","5.848","5.525","5.42","4.206"
EnterprisesValueEBITDARatio,"16.646","142.007","159.225","91.411","47.862","136.364","127.589","-131.68","-443.791","-48.143","74.143","38.248","46.719","42.186","39.271","44.937","45.831","53.506","66.865","41.547","-76.854","54.85","53.361","32.312","33.28","38.516","19.891","30.441","28.789","34.838","40.126","40.028"
