name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
			DeferredIncomeTax,"-52,268,000","1,450,000","-5,720,000","-61,245,000","13,247,000","3,575,000","1,117,000","6,128,000","-2,681,000","-2,052,000","3,088,000","-2,678,000","2,983,000","205,000","-1,306,000","-4,654,000","-687,000","1,667,000","-5,334,000","2,686,000","249,000","-1,640,000","-357,000","-395,000","-4,069,000","2,471,000","4,549,000","-3,169,000","-3,621,000","3,236,000","-96,000"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,"697,000","675,000","303,000","1,625,000","1,436,000","-343,000","-28,000","162,000","139,000","273,000"
		StockBasedCompensation,"16,212,000","6,128,000","3,427,000","2,889,000","3,768,000","4,868,000","5,522,000","3,762,000","1,656,000","4,523,000","3,123,000","2,862,000","4,120,000","1,834,000","2,982,000","4,836,000","3,494,000","2,770,000","3,564,000","3,420,000","3,064,000","3,584,000","2,720,000","4,230,000","4,854,000","9,998,000","2,045,000","11,061,000","661,000","377,000","1,424,000"
		OtherNonCashItems,"9,385,000","3,424,000","4,050,000","3,914,000","-1,954,000","-784,000","1,703,000","-3,636,000","1,996,000","-183,000","2,855,000","-3,991,000","811,000","845,000","2,201,000","-1,077,000","31,000","3,052,000","1,559,000","4,799,000","-3,420,000","240,000","723,000","1,400,000","885,000","850,000","261,000","909,000","910,000","909,000","903,000"
		ChangeInWorkingCapital,"-307,216,000","-203,871,000","-132,578,000","82,126,000","-52,892,000","-88,610,000","-29,528,000","7,662,000","57,863,000","-71,165,000","-14,040,000","31,767,000","15,166,000","-48,207,000","-8,570,000","-31,555,000","14,969,000","-34,885,000","4,752,000","13,384,000","-3,812,000","-36,557,000","-12,840,000","35,805,000","-34,396,000","-10,148,000","23,361,000","84,913,000","-2,277,000","-18,153,000","-21,147,000"
			ChangeInReceivables,"-190,414,000","-82,715,000","-12,301,000","-2,076,000","-93,322,000","-78,879,000","-45,382,000","-27,889,000","37,052,000","-17,382,000","25,139,000","10,216,000","649,000","-26,950,000","22,111,000","-4,259,000","-16,524,000","-43,603,000","19,967,000","3,036,000",,,,,,,,,,,
				ChangesInAccountReceivables,"-190,414,000","-82,715,000","-12,301,000","-2,076,000","-93,322,000","-78,879,000","-45,382,000","-27,889,000","37,052,000","-17,382,000","25,139,000","10,216,000","649,000","-26,950,000","22,111,000","-4,259,000","-16,524,000","-43,603,000","19,967,000","3,036,000",,,,,,,,,,,
			ChangeInInventory,"-177,910,000","-52,699,000","-75,091,000","-48,988,000","-1,132,000","-11,098,000","-20,326,000","2,513,000","44,848,000","-5,079,000","-17,640,000","3,970,000","-3,508,000","4,277,000","4,263,000","-18,490,000","-6,347,000","-6,295,000","-5,396,000","7,185,000",,,,,,,,,,,
			ChangeInPrepaidAssets,"-21,186,000","-2,899,000","-11,591,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"103,367,000","-62,264,000","-36,506,000","172,841,000","27,223,000","29,070,000","13,060,000","661,000","-26,843,000","-3,958,000","-14,898,000","-9,034,000","7,917,000","11,270,000","-30,405,000","6,311,000",,,,,,,,,,,,,,,
				ChangeInPayable,"75,378,000","-47,463,000","-13,335,000","109,382,000","27,223,000","29,070,000","13,060,000","33,603,000","-26,843,000","-3,958,000","-14,898,000","-6,252,000","7,917,000","11,270,000","-30,405,000","-932,000",,,,,,,,,,,,,,,
					ChangeInTaxPayable,"-553,000"
						ChangeInIncomeTaxPayable,"-553,000"
					ChangeInAccountPayable,"75,931,000","32,952,000","-13,335,000","29,091,000","27,223,000","29,070,000","13,060,000","39,864,000","-26,843,000","-3,958,000","-14,898,000","-10,763,000","7,917,000","11,270,000","-30,405,000","2,247,000",,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"27,989,000","-14,801,000","-23,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-21,073,000","-3,294,000","2,911,000","-33,189,000","14,339,000","-27,703,000","23,120,000","43,541,000","2,806,000","-44,746,000","-6,641,000","29,669,000","10,108,000","-36,804,000","-4,539,000","-13,355,000","8,420,000","15,013,000","-9,819,000","17,934,000","30,155,000","-36,557,000","-12,840,000","21,175,000",,,,"42,195,000",,,
InvestingCashFlow,"-97,825,000","-15,775,000","-45,024,000","-23,658,000","-13,368,000","-46,677,000","-14,258,000","-2,757,000","-7,647,000","-7,315,000","-9,794,000","-27,911,000","-32,385,000","-7,880,000","-64,925,000","-11,928,000","-8,504,000","30,397,000","-7,451,000","-174,041,000","-26,477,000","-4,389,000","-926,000","81,000","-4,465,000","-4,320,000","-4,191,000","-1,467,000","-4,722,000","-6,203,000","-34,249,000"
	CashFlowFromContinuingInvestingActivities,"-97,825,000","-15,775,000","-45,024,000","-23,658,000","-13,368,000","-46,677,000","-14,258,000","-2,757,000","-7,647,000","-7,315,000","-9,794,000","-27,911,000","-32,385,000","-7,880,000","-64,925,000","-11,928,000","-8,504,000","30,397,000","-7,451,000","-174,041,000","-26,477,000","-4,389,000","-926,000","81,000","-4,465,000","-4,320,000","-4,191,000","-1,467,000","-9,262,000","-6,203,000","-34,249,000"
		CapitalExpenditureReported,"-69,443,000","-15,985,000","-9,358,000","-30,232,000","-13,868,000","-12,145,000","-8,229,000","-8,180,000","-8,451,000","-7,330,000","-9,809,000","-13,249,000","-6,899,000","-7,837,000","-6,875,000","-12,187,000","-9,141,000","-8,938,000","-8,235,000","-9,838,000","-6,910,000","-4,410,000","-3,964,000","-3,334,000","-4,482,000","-4,351,000","-4,663,000","-6,294,000","-8,008,000","-7,453,000","-5,094,000"
		NetPPEPurchaseAndSale,"-2,394,000","210,000","432,000",,,,,"3,131,000",,,,,,,,,,,,,,,"34,000","13,000","17,000","31,000","14,000","1,428,000","4,000","0","19,000"
			SaleOfPPE,"-2,394,000","210,000","432,000",,,,,"3,131,000",,,,,,,,,,,,,,,"34,000","13,000","17,000","31,000","14,000","1,428,000","4,000","0","19,000"
		NetBusinessPurchaseAndSale,"-35,594,000","0","-36,098,000","0","504,000","-36,513,000","-7,186,000","0","0","0","0","-14,614,000","-25,486,000","0","-57,899,000","-117,000","631,000",,,"-164,317,000",,,,,"0",,,"741,000","-1,200,000","1,410,000","-31,500,000"
			PurchaseOfBusiness,"-35,594,000","0","-36,098,000","0","504,000","-36,513,000","-7,186,000","0","0","0","0","-14,614,000","-25,486,000","0","-57,899,000","-117,000","0",,,"-164,317,000",,,,,"0",,,"741,000","0","210,000","-31,500,000"
			SaleOfBusiness,,,,,,,,,,,,"0","0",,,"0","631,000",,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,"6,493,000","-4,000","1,981,000","1,157,000","2,292,000","15,000","15,000","15,000","-128,000","0","-43,000","-151,000","27,000","6,000","685,000","784,000","14,000","39,000","55,000","3,004,000","2,074,000","0","0","458,000","-2,186,000","-58,000","-160,000","2,326,000"
	CashFromDiscontinuedInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,
FinancingCashFlow,"-394,624,000","-156,524,000","-129,048,000","-49,044,000","-60,008,000","3,577,000","-78,981,000","-44,262,000","504,000","-14,380,000","-3,041,000","-37,908,000","4,513,000","-19,609,000","-25,176,000","5,117,000","-25,147,000","1,764,000","-47,665,000","69,861,000","3,608,000","1,185,000","-142,414,000","-2,241,000","-1,694,000","-18,633,000","-1,340,000","-60,382,000","-17,096,000","-4,740,000","38,112,000"
	CashFlowFromContinuingFinancingActivities,"-394,624,000","-156,524,000","-129,048,000","-49,044,000","-60,008,000","3,577,000","-78,981,000","-44,262,000","504,000","-14,380,000","-3,041,000","-37,908,000","4,513,000","-19,609,000","-25,176,000","5,117,000","-25,147,000","1,764,000","-47,665,000","69,861,000","3,608,000","1,185,000","-142,414,000","-2,241,000","-1,694,000","-18,633,000","-1,340,000","-60,382,000","-17,096,000","-4,740,000","38,112,000"
		NetIssuancePaymentsOfDebt,"-1,120,000","0","0","-27,000,000","25,880,000","0","-40,000,000","-40,000,000","0",,,"-40,000,000","0","-20,285,000","-695,000","-2,300,000","-2,300,000","380,700,000","-44,250,000","83,750,000","-1,250,000","-1,250,000","-142,800,000","-2,100,000","-1,667,000","-18,662,000","-1,365,000","-60,092,000","-17,706,000","-4,750,000","38,379,000"
			NetLongTermDebtIssuance,"2,880,000","0","0","-23,000,000","25,880,000","0","-40,000,000","-40,000,000","0",,,"-40,000,000","0","695,000","-695,000","0","0","383,000,000","-43,000,000","-1,250,000","-1,250,000","-1,250,000","-138,600,000","-2,100,000","-1,050,000","-17,975,000","-1,050,000","-1,050,000","-1,050,000","-1,050,000","-1,050,000"
				LongTermDebtIssuance,"22,000,000",,,"0",,,,"0","0",,,"0","0","17,000,000","0","0","0","531,217,000","204,000,000","0","0","0","498,750,000",,"0",,,"199,000,000","193,000,000","156,000,000","240,000,000"
				LongTermDebtPayments,"-795,120,000","0","0","-23,000,000","-772,120,000","0","-40,000,000","-40,000,000","0",,,"-40,000,000","0","695,000","-695,000","0","0","-148,217,000","-247,000,000","-1,250,000","-1,250,000","-1,250,000","-637,350,000","-2,100,000","-1,050,000","-17,975,000","-1,050,000","-1,050,000","-1,050,000","-1,050,000","-1,050,000"
			NetShortTermDebtIssuance,"0",,,,,,,"0","0",,,"0","0","-20,980,000","0","-2,300,000","-2,300,000","-44,300,000","-44,250,000","85,000,000","0","0","-4,200,000","0","-617,000","-687,000","-315,000","-59,042,000","-16,656,000","-3,700,000","39,429,000"
				ShortTermDebtIssuance,,,,,,,,"0","0",,,"0","22,000,000","17,000,000","0","49,000,000","0","105,000,000","204,000,000",,,,,,"0",,,"199,000,000","194,692,000","156,000,000","240,000,000"
				ShortTermDebtPayments,"0",,,,,,,"0","0",,,"0","-22,000,000","-37,980,000","0","-51,300,000","-2,300,000","-149,300,000","-248,250,000","-12,000,000","0","0","-4,200,000","0","-617,000","-687,000","-315,000","-258,042,000","-211,348,000","-159,700,000","-200,571,000"
		NetCommonStockIssuance,"-382,585,000","-156,524,000","-129,048,000","-22,408,000","-74,605,000","3,571,000","-38,964,000","-1,151,000","559,000","-14,410,000","-2,981,000","2,142,000","3,941,000","1,291,000","-24,419,000","7,618,000","-22,777,000","-373,139,000","-3,367,000","-13,839,000","4,904,000","2,485,000","4,680,000","0","0","26,000","26,000","-833,000","-48,000","-1,000","49,000"
			CommonStockIssuance,,,,"2,595,000",,,,,,,,"2,142,000","3,941,000",,,"9,236,000","5,575,000","1,985,000","3,314,000","99,000","4,904,000","2,485,000","4,680,000","0","0","26,000","26,000","49,000","-48,000","-1,000","49,000"
			CommonStockPayments,"-385,245,000","-156,524,000","-129,048,000","-25,003,000","-74,670,000","3,571,000","-38,964,000","-1,151,000","559,000","-14,410,000","-2,981,000","0","0","0","-24,419,000","-1,618,000","-28,352,000","-375,124,000","-6,681,000",,,,,,,,,,,,
		NetOtherFinancingCharges,,,,"364,000","-11,283,000","6,000","-17,000","-3,111,000","-55,000","30,000","-60,000","-50,000","572,000","-615,000","-62,000","-201,000","-70,000","-5,797,000","-48,000","-50,000","-46,000","-50,000","-4,294,000","-141,000","-27,000","3,000","-1,000","543,000","658,000","11,000","-316,000"
EndCashPosition,"392,835,000","390,399,000","498,959,000","576,289,000","397,142,000","304,469,000","280,420,000","284,471,000","237,309,000","137,202,000","164,135,000","123,415,000","100,734,000","51,498,000","75,919,000","126,662,000","109,519,000","76,892,000","39,761,000","45,718,000","96,200,000","77,931,000","87,973,000","200,279,000","131,109,000","134,477,000","127,210,000","80,598,000","32,839,000","24,608,000","29,705,000"
	ChangesInCash,"88,366,000","-108,332,000","-76,880,000","181,579,000","91,999,000","23,870,000","-6,963,000","45,724,000","99,592,000","-24,584,000","39,338,000","23,696,000","49,518,000","-24,977,000","-49,824,000","18,314,000","33,709,000","36,439,000","-6,176,000","-48,309,000","17,817,000","-10,276,000","-111,171,000","69,468,000","-3,298,000","7,259,000","46,414,000","49,001,000","8,478,000","-4,327,000","-2,826,000"
	EffectOfExchangeRateChanges,"-2,436,000","-228,000","-450,000","-2,432,000","674,000","179,000","2,912,000","1,438,000","515,000","-2,349,000","1,382,000","-1,015,000","-282,000","556,000","-919,000","-1,171,000","-1,082,000","692,000","219,000","-2,173,000","452,000","234,000","-1,135,000","-298,000","-70,000","8,000","198,000","-1,242,000","-247,000","-770,000","-829,000"
	BeginningCashPosition,"304,469,000","498,959,000","576,289,000","397,142,000","304,469,000","280,420,000","284,471,000","237,309,000","137,202,000","164,135,000","123,415,000","100,734,000","51,498,000","75,919,000","126,662,000","109,519,000","76,892,000","39,761,000","45,718,000","96,200,000","77,931,000","87,973,000","200,279,000","131,109,000","134,477,000","127,210,000","80,598,000","32,839,000","24,608,000","29,705,000","33,360,000"
IncomeTaxPaidSupplementalData,,,,,,,,,,,,,,,,,,,,,,,,"46,895,000","-24,488,000","8,134,000","318,000","8,477,000","-6,411,000","1,539,000","1,154,000"
InterestPaidSupplementalData,,,,"23,269,000","-566,000","717,000","306,000",,,,,,,,,,,,,,,,,"80,087,000","-50,707,000","10,161,000","10,314,000","72,463,000","-51,348,000","10,821,000","9,524,000"
CapitalExpenditure,"-69,443,000","-15,985,000","-9,358,000","-30,232,000","-13,868,000","-12,145,000","-8,229,000","-8,180,000","-8,451,000","-7,330,000","-9,809,000","-13,249,000","-6,899,000","-7,837,000","-6,875,000","-12,187,000","-9,141,000","-8,938,000","-8,235,000","-9,838,000","-6,910,000","-4,410,000","-3,964,000","-3,334,000","-4,482,000","-4,351,000","-4,663,000","-6,294,000","-8,008,000","-7,453,000","-5,094,000"
IssuanceOfCapitalStock,,,,"2,595,000",,,,,,,,"2,142,000","3,941,000",,,"9,236,000","5,575,000","1,985,000","3,314,000","99,000","4,904,000","2,485,000","4,680,000","0","0","26,000","26,000","49,000","-48,000","-1,000","49,000"
IssuanceOfDebt,"22,000,000",,,"0",,,,"0","0",,,"0","22,000,000","17,000,000","0","49,000,000","0","531,217,000","204,000,000","97,000,000","0","0","498,750,000",,"0",,,"199,000,000","194,692,000","156,000,000","240,000,000"
RepaymentOfDebt,"-799,120,000","0","0","-27,000,000","-772,120,000","0","-40,000,000","-40,000,000","0",,,"-40,000,000","-22,000,000","-37,285,000","-695,000","-51,300,000","-2,300,000","-150,517,000","-248,250,000","-13,250,000","-1,250,000","-1,250,000","-641,550,000","-2,100,000","-1,667,000","-18,662,000","-1,365,000","-259,092,000","-212,398,000","-160,750,000","-201,621,000"
RepurchaseOfCapitalStock,"-385,245,000","-156,524,000","-129,048,000","-25,003,000","-74,670,000","3,571,000","-38,964,000","-1,151,000","559,000","-14,410,000","-2,981,000","0","0","0","-24,419,000","-1,618,000","-28,352,000","-375,124,000","-6,681,000",,,,,,,,,,,,
FreeCashFlow,"511,372,000","47,982,000","87,834,000","224,049,000","151,507,000","54,825,000","78,047,000","84,563,000","98,284,000","-10,219,000","42,364,000","76,266,000","70,491,000","-5,325,000","33,402,000","12,938,000","58,219,000","-4,660,000","40,705,000","46,033,000","33,776,000","-11,482,000","28,205,000","68,294,000","-1,621,000","25,861,000","47,282,000","104,556,000","22,288,000","-837,000","-11,783,000"
