name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"1,942,444,000","1,627,934,000","1,712,768,000","1,656,628,000","1,551,843,000","1,513,754,000","1,425,116,000","1,427,608,000","1,616,558,000","1,400,774,000","1,397,063,000","1,376,923,000","1,377,319,000","1,183,031,000","1,189,856,000","1,210,124,000","1,214,353,000","1,176,231,000","1,128,688,000","1,150,666,000","1,111,187,000","1,118,588,000","1,052,945,000","1,122,554,000","1,016,910,000","998,200,000","952,007,000","974,539,000","991,033,000","991,244,000","924,478,000","910,878,000","932,431,000","897,458,000","858,784,000","980,229,000","998,676,000","970,156,000","831,480,000","822,838,000","857,736,000","812,357,000","780,072,000","781,778,000","806,395,000","756,299,000","732,672,000","714,324,000","741,687,000","711,969,000","681,812,000","669,467,000","759,402,000","702,623,000","591,936,000","599,582,000","620,899,000","577,992,000","524,956,000","518,578,000","544,577,000","518,282,000","493,900,000","487,891,000","501,044,000","454,578,000","434,640,000","448,066,000","474,336,000","413,773,000","420,639,000","411,222,000","428,582,000","402,145,000","405,841,000","421,393,000","433,829,000","433,111,000","415,211,000","444,427,000","534,167,000","523,408,000","571,421,000","598,922,000","628,462,000","649,494,000","772,613,000","772,667,000","799,828,000","787,300,000","750,500,000","658,100,000","636,000,000","648,700,000","541,600,000","455,500,000","391,700,000","287,600,000","240,600,000","212,100,000","195,700,000","167,300,000","40,300,000","40,400,000","39,700,000","41,800,000","42,800,000","42,500,000","39,900,000","39,900,000"
	CurrentAssets,"611,559,000","451,674,000","535,104,000","509,171,000","471,475,000","436,431,000","425,891,000","472,174,000","675,573,000","456,020,000","447,899,000","458,015,000","457,861,000","423,538,000","423,837,000","446,272,000","463,562,000","448,173,000","403,855,000","428,595,000","432,634,000","441,592,000","383,332,000","458,074,000","392,770,000","372,480,000","336,232,000","352,070,000","366,421,000","379,326,000","334,471,000","328,433,000","360,244,000","350,475,000","314,228,000","434,381,000","378,881,000","350,197,000","293,778,000","293,648,000","327,762,000","292,329,000","275,706,000","295,998,000","315,769,000","253,445,000","260,938,000","250,770,000","274,652,000","267,798,000","246,929,000","253,653,000","345,597,000","281,662,000","241,617,000","239,729,000","262,594,000","249,093,000","247,124,000","240,928,000","268,034,000","245,093,000","220,424,000","215,537,000","237,389,000","209,153,000","194,195,000","209,877,000","237,001,000","184,028,000","193,242,000","186,200,000","207,074,000","184,757,000","185,432,000","196,690,000","204,025,000","202,747,000","179,684,000","200,686,000","207,086,000","197,203,000","230,956,000","250,991,000","275,117,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10,000,000","10,300,000","10,100,000","12,300,000","14,200,000","14,000,000","12,300,000","13,600,000"
		CashCashEquivalentsAndShortTermInvestments,"558,000","1,997,000","2,749,000","4,677,000","6,778,000","4,652,000","6,113,000","9,620,000","216,942,000","567,000","2,723,000","2,628,000","2,143,000","640,000","3,493,000","1,921,000","295,000","424,000","1,278,000","1,161,000","2,424,000","3,494,000","514,000","8,492,000","1,561,000","850,000","1,840,000","2,250,000","128,000","979,000","397,000","3,948,000","4,407,000","771,000","3,553,000","1,187,000","204,000","899,000","454,000","3,069,000","3,189,000","1,613,000","533,000","211,000","231,000","724,000","719,000","408,000","5,360,000","9,257,000","3,589,000","10,124,000","9,568,000","9,672,000","7,501,000","11,622,000","11,086,000","12,144,000","21,534,000","5,683,000","7,736,000","12,971,000","15,477,000","13,574,000","2,919,000","8,909,000","5,515,000","3,506,000","3,338,000","5,291,000","3,977,000","4,262,000","3,344,000","3,791,000","4,422,000","6,444,000","3,287,000","6,351,000","9,818,000","4,904,000","514,000","4,340,000","6,350,000","8,847,000","7,998,000",,,,,,,,,,,,,,,,,,"1,400,000","2,400,000","1,900,000","3,300,000","3,300,000","3,600,000","1,100,000","1,400,000"
			CashAndCashEquivalents,"558,000","1,997,000","2,749,000","4,677,000","6,778,000","4,652,000","6,113,000","9,620,000","216,942,000","567,000","2,723,000","2,628,000","2,143,000","640,000","3,493,000","1,921,000","295,000","424,000","1,278,000","1,161,000","2,424,000","3,494,000","514,000","8,492,000","1,561,000","850,000","1,840,000","2,250,000","128,000","979,000","397,000","3,948,000","4,407,000","771,000","3,553,000","1,187,000","204,000","899,000","454,000","3,069,000","3,189,000","1,613,000","533,000","211,000","231,000","724,000","719,000","408,000","5,360,000","9,257,000","3,589,000","10,124,000","9,568,000","9,672,000","7,501,000","11,622,000","11,086,000","12,144,000","21,534,000","5,683,000","7,736,000","12,971,000","15,477,000","13,574,000","2,919,000","8,909,000","5,515,000","3,506,000","3,338,000","5,291,000","3,977,000","4,262,000","3,344,000","3,791,000","4,422,000","6,444,000","3,287,000","6,351,000","9,818,000","4,904,000","514,000","4,340,000","6,350,000","8,847,000","7,998,000",,,,,,,,,,,,,,,,,,"1,400,000","2,400,000","1,900,000","3,300,000","3,300,000","3,600,000","1,100,000","1,400,000"
		Receivables,"365,758,000","242,168,000","293,890,000","292,496,000","270,610,000","216,175,000","248,886,000","267,198,000","263,180,000","222,031,000","260,969,000","271,781,000","264,434,000","207,287,000","234,906,000","245,639,000","261,336,000","189,113,000","213,418,000","218,317,000","220,859,000","175,354,000","194,419,000","193,155,000","197,248,000","154,574,000","175,755,000","177,228,000","189,120,000","143,048,000","179,790,000","179,122,000","184,452,000","143,107,000","161,715,000","161,402,000","193,218,000","154,973,000","166,633,000","164,083,000","179,834,000","140,971,000","158,312,000","155,663,000","169,672,000","142,117,000","156,848,000","157,202,000","170,631,000","132,795,000","150,399,000","151,156,000","171,157,000","136,228,000","135,219,000","134,633,000","146,713,000","118,003,000","122,431,000","125,694,000","134,555,000","108,460,000","116,071,000","120,165,000","134,561,000","105,227,000","109,149,000","115,498,000","128,040,000","118,206,000","113,541,000","119,142,000","135,368,000","113,309,000","112,605,000","122,571,000","129,679,000","109,968,000","109,351,000","119,995,000","134,821,000","124,670,000","147,589,000","154,274,000","172,884,000",,,,,,,,,,,,,,,,,,"7,200,000","6,200,000","6,800,000","7,600,000","8,900,000","9,000,000","10,000,000","10,900,000"
			AccountsReceivable,"226,704,000","190,710,000","200,584,000","213,251,000","177,104,000","167,575,000","173,980,000","197,725,000","177,788,000","176,375,000","175,724,000","200,721,000","167,624,000","159,992,000","155,521,000","181,572,000","173,434,000","139,730,000","139,447,000","153,156,000","140,290,000","132,880,000","129,371,000","136,653,000","128,894,000","118,916,000","120,878,000","127,954,000","117,672,000","107,174,000","122,129,000","127,935,000","118,151,000","109,739,000","111,144,000","120,276,000","137,405,000","125,787,000","166,633,000","164,083,000","179,834,000","137,073,000","158,312,000","114,679,000","113,801,000","138,433,000","155,781,000","156,160,000","169,507,000","127,638,000","148,945,000","149,678,000","169,718,000","130,824,000","133,355,000","132,699,000","145,391,000","116,281,000","121,064,000","124,295,000","133,396,000","106,299,000","113,987,000","118,936,000","127,192,000","99,185,000","107,782,000","114,248,000","126,832,000","109,683,000","112,116,000","118,482,000","134,255,000","111,556,000","112,271,000","119,364,000","127,727,000","102,982,000","106,120,000","117,968,000","132,564,000","119,612,000","135,896,000","145,328,000","172,231,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"177,462,000","174,566,000","189,559,000",,"168,096,000","125,042,000","123,868,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,829,000","-10,483,000","-9,725,000",,"-9,784,000","-10,363,000","-10,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,133,000","1,864,000","1,934,000","1,322,000","1,722,000","1,367,000","1,399,000","1,159,000","2,161,000","2,084,000","1,229,000","7,369,000","6,042,000","1,367,000","1,250,000","1,208,000","1,377,000","1,425,000","660,000","1,113,000","1,315,000","334,000","3,207,000","1,952,000","2,029,000","1,570,000","2,027,000","2,257,000","2,260,000","774,000","585,000","653,000",,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"636,000",,,,,,,,,,,,,,,,,,"1,067,000","1,042,000","1,124,000","1,766,000","1,454,000","1,478,000","1,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
