name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
TotalAssets,"1,453,402,000","1,474,453,000","1,156,555,000","893,078,000","693,241,000","451,677,000","278,273,000","299,975,000","322,638,000","156,099,000","170,553,000","180,547,000","167,012,000"
	CurrentAssets,"1,239,484,000","1,273,007,000","941,424,000","677,993,000","514,580,000","308,321,000","208,707,000","234,829,000","259,634,000","94,544,000","114,779,000","129,389,000","148,275,000"
		CashCashEquivalentsAndShortTermInvestments,"1,222,600,000","965,647,000","933,405,000","615,279,000","503,479,000","299,671,000","202,220,000","227,950,000","253,442,000","91,848,000","110,892,000","126,760,000","146,443,000"
			CashAndCashEquivalents,"296,821,000","559,994,000","612,023,000","212,015,000","97,241,000","162,171,000","137,903,000","125,301,000","126,050,000","37,221,000","37,764,000","37,852,000","146,443,000"
			OtherShortTermInvestments,"925,779,000","405,653,000","321,382,000","403,264,000","406,238,000","137,500,000","64,317,000","102,649,000","127,392,000","54,627,000","73,128,000","88,908,000",
		Receivables,"0","300,000,000",,"50,000,000",,,,,,,,,
			AccountsReceivable,"0","300,000,000",,"50,000,000",,,,,,,,,
		PrepaidAssets,"16,884,000","7,360,000","8,019,000","12,714,000","11,101,000","8,650,000","6,487,000","6,879,000","6,192,000","2,696,000","3,887,000","2,629,000","1,832,000"
	TotalNonCurrentAssets,"213,918,000","201,446,000","215,131,000","215,085,000","178,661,000","143,356,000","69,566,000","65,146,000","63,004,000","61,555,000","55,774,000","51,158,000","18,737,000"
		NetPPE,"199,831,000","186,976,000","174,702,000","169,658,000","158,788,000","125,372,000","51,180,000","48,595,000","46,928,000","43,247,000","37,957,000","36,771,000","16,944,000"
			GrossPPE,"219,165,000","203,057,000","188,224,000","181,506,000","169,041,000","134,271,000","58,807,000","55,004,000","52,192,000","47,411,000","41,119,000","39,025,000","17,605,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"105,543,000","102,718,000","103,169,000","105,315,000","106,794,000","86,859,000","21,776,000","22,856,000","22,126,000","18,957,000","16,242,000","15,732,000",
				MachineryFurnitureEquipment,"5,565,000","5,325,000","1,657,000","1,657,000","1,656,000","1,625,000","1,597,000","1,587,000","1,587,000","1,587,000","1,394,000","1,439,000","1,030,000"
				OtherProperties,"35,489,000","29,905,000","24,374,000","23,633,000","20,506,000","17,201,000","16,268,000","14,826,000","13,573,000","12,029,000","10,951,000","9,473,000","6,313,000"
