name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
				ConstructionInProgress,"14,527,000","7,349,000","46,255,000","38,151,000","27,379,000","15,880,000","6,460,000","3,030,000","2,236,000","2,185,000","817,000","637,000",
				Leases,"58,041,000","57,760,000","12,769,000","12,750,000","12,706,000","12,706,000","12,706,000","12,705,000","12,670,000","12,653,000","11,715,000","11,744,000","10,262,000"
			AccumulatedDepreciation,"-19,334,000","-16,081,000","-13,522,000","-11,848,000","-10,253,000","-8,899,000","-7,627,000","-6,409,000","-5,264,000","-4,164,000","-3,162,000","-2,254,000","-661,000"
		InvestmentsAndAdvances,,,"24,538,000","29,430,000",,,,,,,,,
			LongTermEquityInvestment,,,"24,538,000","29,430,000",,,,,,,,,
		OtherNonCurrentAssets,"14,087,000","14,470,000","15,891,000","15,997,000","19,873,000","17,984,000","18,386,000","16,551,000","16,076,000","18,308,000","17,817,000","14,387,000","1,793,000"
TotalLiabilitiesNetMinorityInterest,"624,334,000","647,715,000","302,741,000","344,527,000","270,812,000","206,116,000","78,202,000","69,153,000","61,244,000","55,154,000","43,832,000","36,896,000","32,984,000"
	CurrentLiabilities,"218,798,000","213,435,000","101,391,000","128,715,000","102,086,000","102,337,000","47,451,000","38,950,000","31,440,000","29,138,000","19,909,000","15,310,000","25,587,000"
		PayablesAndAccruedExpenses,"51,777,000","56,513,000","19,287,000","17,412,000","16,330,000","12,957,000","20,397,000","10,983,000","12,146,000","10,935,000","8,230,000","7,653,000","21,774,000"
			Payables,"6,266,000","7,474,000","7,282,000","8,030,000","7,983,000","6,314,000","6,569,000","6,154,000","6,101,000","7,846,000","3,857,000","3,587,000","21,101,000"
				AccountsPayable,"6,266,000","7,474,000","7,282,000","8,030,000","7,983,000","6,314,000","6,569,000","6,154,000","6,101,000","7,846,000","3,857,000","3,587,000","7,351,000"
				OtherPayable,,,,,,,,,,,,,"13,750,000"
			CurrentAccruedExpenses,"45,511,000","49,039,000","12,005,000","9,382,000","8,347,000","6,643,000","13,828,000","4,829,000","6,045,000","3,089,000","4,373,000","4,066,000","673,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"6,771,000","11,661,000","5,841,000","6,064,000","1,821,000","7,591,000","3,207,000","2,130,000","1,253,000","3,531,000","1,723,000","1,099,000","954,000"
		CurrentDebtAndCapitalLeaseObligation,"11,696,000","9,827,000","8,722,000","5,680,000","6,027,000","6,336,000","6,073,000","6,394,000","6,359,000","5,640,000","3,553,000","1,962,000",
			CurrentDebt,"2,337,000","2,287,000","2,238,000","2,189,000","2,142,000","2,118,000","1,733,000","1,696,000","1,660,000","1,303,000","801,000",,
				OtherCurrentBorrowings,"2,337,000","2,287,000","2,238,000","2,189,000","2,142,000","2,118,000","1,733,000","1,696,000","1,660,000","1,303,000","801,000",,
			CurrentCapitalLeaseObligation,"9,359,000","7,540,000","6,484,000","3,491,000","3,885,000","4,218,000","4,340,000","4,698,000","4,699,000","4,337,000","2,752,000","1,962,000",
		CurrentDeferredLiabilities,"115,049,000","86,270,000","12,822,000","10,024,000",,,,,,"0","0","0","352,000"
			CurrentDeferredRevenue,"115,049,000","86,270,000","12,822,000","10,024,000",,,,,,,,,
		OtherCurrentLiabilities,"33,505,000","49,164,000","54,719,000","89,535,000","77,908,000","75,453,000","17,774,000","19,443,000","11,682,000","9,032,000","6,403,000","4,596,000","2,507,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"405,536,000","434,280,000","201,350,000","215,812,000","168,726,000","103,779,000","30,751,000","30,203,000","29,804,000","26,016,000","23,923,000","21,586,000","7,397,000"
		LongTermDebtAndCapitalLeaseObligation,"138,438,000","137,817,000","136,718,000","136,969,000","130,566,000","101,308,000","28,258,000","29,797,000","29,392,000","25,598,000","23,474,000","21,132,000",
			LongTermDebt,"2,404,000","3,007,000","3,598,000","4,176,000","4,741,000","5,294,000","4,448,000","4,896,000","5,333,000","4,411,000","2,830,000",,
			LongTermCapitalLeaseObligation,"136,034,000","134,810,000","133,120,000","132,793,000","125,825,000","96,014,000","23,810,000","24,901,000","24,059,000","21,187,000","20,644,000","21,132,000",
		NonCurrentDeferredLiabilities,"225,093,000","262,303,000","36,820,000","40,381,000",,,,,,"0","0","0","7,224,000"
			NonCurrentDeferredRevenue,"225,093,000","262,303,000","36,820,000","40,381,000",,,,,,,,,
		OtherNonCurrentLiabilities,"42,005,000","34,160,000","27,812,000","38,462,000","38,160,000","2,471,000","2,493,000","406,000","412,000","418,000","449,000","454,000","173,000"
TotalEquityGrossMinorityInterest,"829,068,000","826,738,000","853,814,000","548,551,000","422,429,000","245,561,000","200,071,000","230,822,000","261,394,000","100,945,000","126,721,000","143,651,000","134,028,000"
	StockholdersEquity,"829,068,000","826,738,000","853,814,000","548,551,000","422,429,000","245,561,000","200,071,000","230,822,000","261,394,000","100,945,000","126,721,000","143,651,000","134,028,000"
		CapitalStock,"698,000","684,000","677,000","645,000","617,000","573,000","504,000","496,000","491,000","302,122,000","360,000","295,813,000","251,490,000"
			PreferredStock,"0",,,,,"0","0","0","0","302,049,000","0","295,524,000","251,434,000"
			CommonStock,"698,000","684,000","677,000","645,000","617,000","573,000","504,000","496,000","491,000","73,000","360,000","289,000","56,000"
		AdditionalPaidInCapital,"1,668,567,000","1,594,378,000","1,556,685,000","1,223,324,000","1,021,032,000","642,633,000","501,698,000","497,873,000","494,749,000","1,851,000","301,507,000","3,944,000","7,256,000"
		RetainedEarnings,"-837,488,000","-768,274,000","-703,567,000","-675,449,000","-599,196,000","-397,636,000","-302,172,000","-267,720,000","-233,502,000","-203,044,000","-175,194,000","-156,189,000","-124,718,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,709,000","-50,000","19,000","31,000","-24,000","-9,000","41,000","173,000","-344,000","16,000","48,000","83,000",
TotalCapitalization,"831,472,000","829,745,000","857,412,000","552,727,000","427,170,000","250,855,000","204,519,000","235,718,000","266,727,000","105,356,000","129,551,000","143,651,000","134,028,000"
PreferredStockEquity,,,,,,,,,,"302,049,000","298,786,000","295,524,000","251,434,000"
CommonStockEquity,"829,068,000","826,738,000","853,814,000","548,551,000","422,429,000","245,561,000","200,071,000","230,822,000","261,394,000","-201,104,000","126,721,000","-151,873,000","-117,406,000"
CapitalLeaseObligations,"145,393,000","142,350,000","139,604,000","136,284,000","129,710,000","100,232,000","28,150,000","29,599,000","28,758,000","25,524,000","23,396,000","23,094,000",
NetTangibleAssets,"829,068,000","826,738,000","853,814,000","548,551,000","422,429,000","245,561,000","200,071,000","230,822,000","261,394,000","100,945,000","126,721,000","143,651,000","134,028,000"
WorkingCapital,"1,020,686,000","1,059,572,000","840,033,000","549,278,000","412,494,000","205,984,000","161,256,000","195,879,000","228,194,000","65,406,000","94,870,000","114,079,000","122,688,000"
InvestedCapital,"833,809,000","832,032,000","859,650,000","554,916,000","429,312,000","252,973,000","206,252,000","237,414,000","268,387,000","-195,390,000","130,352,000","-151,873,000","-117,406,000"
TangibleBookValue,"829,068,000","826,738,000","853,814,000","548,551,000","422,429,000","245,561,000","200,071,000","230,822,000","261,394,000","-201,104,000","126,721,000","-151,873,000","-117,406,000"
TotalDebt,"150,134,000","147,644,000","145,440,000","142,649,000","136,593,000","107,644,000","34,331,000","36,191,000","35,751,000","31,238,000","27,027,000","23,094,000",
ShareIssued,"69,753,023","68,389,425","67,734,484","64,452,682","61,735,119","58,446,016","51,930,943","49,645,737","51,345,290","45,324,846","45,324,846","45,324,846","45,324,846"
OrdinarySharesNumber,"69,753,023","68,389,425","67,734,484","64,452,682","61,735,119","57,254,178","50,438,740","49,645,737","49,077,350","45,324,846","45,324,846","45,324,846","45,324,846"
TreasurySharesNumber,,,,"592,631",,"1,191,838","1,492,203",,"2,267,940",,,,
