name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"1,290,656,000","339,228,000","303,961,000","335,872,000","311,596,000","245,524,000","228,286,000","231,502,000","220,648,000","200,395,000","164,772,000","194,551,000","206,453,000","179,571,000","139,971,000","166,380,000","206,692,000","171,207,000","122,212,000","140,194,000","157,941,000","144,806,000","95,322,000","106,168,000","146,450,000","131,676,000","89,202,000","94,023,000","136,779,000","120,800,000","74,202,000","95,502,000","121,311,000","100,645,000","63,831,000","72,249,000","98,551,000","107,880,000","46,155,000","70,819,000","94,279,000","96,100,000","51,461,000","67,916,000","78,405,000","69,006,000","75,272,000","60,579,000","115,499,000","66,340,000","51,232,000","61,949,000","91,455,000","67,650,000","29,289,000","85,379,000","94,998,000","119,529,000","30,289,000","63,971,000","118,779,000","115,913,000","32,107,000","78,098,000","121,454,000","105,297,000","43,993,000","77,371,000","82,865,000","89,904,000","29,614,000","64,350,000","83,407,000","76,257,000","21,908,000","41,224,000","59,198,000","68,678,000","19,637,000","49,522,000","45,924,000","51,996,000","17,069,000","29,868,000","27,727,000","42,196,000","18,870,000","25,078,000","35,556,000","38,064,000","12,200,000","20,000,000","19,800,000","22,400,000"
	OperatingRevenue,"1,290,656,000","339,228,000","303,961,000","335,872,000","311,596,000","245,524,000","228,286,000","231,502,000","220,648,000","200,395,000","164,772,000","194,551,000","206,453,000","179,571,000","139,971,000","166,380,000","206,692,000","171,207,000","122,212,000","140,194,000","157,941,000","144,806,000","95,322,000","106,168,000","146,450,000","131,676,000","89,202,000","94,023,000","136,779,000","120,800,000","74,202,000","95,502,000","121,311,000","100,645,000","63,831,000","72,249,000","98,551,000","107,880,000","46,155,000","70,819,000","94,279,000","96,100,000","51,461,000","67,916,000","78,405,000","69,006,000","75,272,000","60,579,000","115,499,000","66,340,000","51,232,000","61,949,000","91,455,000","67,650,000","29,289,000","85,379,000","94,998,000","119,529,000","30,289,000","63,971,000","118,779,000","115,913,000","32,107,000","78,098,000","121,454,000","105,297,000","43,993,000","77,371,000","82,865,000","89,904,000","29,614,000","64,350,000","83,407,000","76,257,000","21,908,000","41,224,000","59,198,000","68,678,000","19,637,000","49,522,000","45,924,000","51,996,000","17,069,000","29,868,000","27,727,000","42,196,000","18,870,000","25,078,000","35,556,000","38,064,000","12,200,000","20,000,000","19,800,000","22,400,000"
CostOfRevenue,"791,041,000","204,316,000","185,780,000","207,622,000","193,323,000","149,723,000","135,895,000","146,538,000","128,243,000","110,699,000","93,510,000","112,120,000","123,009,000","110,206,000","80,115,000","99,170,000","115,577,000","94,494,000","71,307,000","84,910,000","85,927,000","79,637,000","57,209,000","76,223,000","85,040,000","74,049,000","57,247,000","71,880,000","84,255,000","72,553,000","47,567,000","65,133,000","76,285,000","62,478,000","44,146,000","72,098,000","61,629,000","66,020,000","32,729,000","68,673,000","60,689,000","60,681,000","52,514,000","50,644,000","54,863,000","45,977,000","58,534,000","51,305,000","84,775,000","50,260,000","34,082,000","43,467,000","62,893,000","50,896,000","22,436,000","61,827,000","66,881,000","86,665,000","34,999,000","73,631,000","89,615,000","91,284,000","36,267,000","55,277,000","86,091,000","80,036,000","44,309,000","53,035,000","59,992,000","56,568,000","18,920,000","39,667,000","46,425,000","46,274,000","14,247,000","21,779,000","32,300,000","38,920,000","11,700,000","25,069,000","21,676,000","32,034,000","12,219,000","16,716,000","16,060,000","21,084,000","10,462,000","10,271,000","15,839,000","18,411,000","5,500,000","8,500,000","7,300,000","9,000,000"
GrossProfit,"499,615,000","134,912,000","118,181,000","128,250,000","118,273,000","95,801,000","92,391,000","84,964,000","92,405,000","89,696,000","71,262,000","82,431,000","83,444,000","69,365,000","59,856,000","67,210,000","91,115,000","76,713,000","50,905,000","55,284,000","72,014,000","65,169,000","38,113,000","29,945,000","61,410,000","57,627,000","31,955,000","22,143,000","52,524,000","48,247,000","26,635,000","30,369,000","45,026,000","38,167,000","19,685,000","151,000","36,922,000","41,860,000","13,426,000","2,146,000","33,590,000","35,419,000","-1,053,000","17,272,000","23,542,000","23,029,000","16,738,000","9,274,000","30,724,000","16,080,000","17,150,000","18,482,000","28,562,000","16,754,000","6,853,000","23,552,000","28,117,000","32,864,000","-4,710,000","-9,660,000","29,164,000","24,629,000","-4,160,000","22,821,000","35,363,000","25,261,000","-316,000","24,336,000","22,873,000","33,336,000","10,694,000","24,683,000","36,982,000","29,983,000","7,661,000","19,445,000","26,898,000","29,758,000","7,937,000","24,453,000","24,248,000","19,962,000","4,850,000","13,152,000","11,667,000","21,112,000","8,408,000","14,807,000","19,717,000","19,653,000","6,700,000","11,500,000","12,500,000","13,400,000"
OperatingExpense,"147,535,000","39,960,000","42,241,000","30,154,000","35,916,000","31,312,000","34,224,000","28,027,000","29,009,000","34,561,000","25,023,000","27,409,000","35,705,000","30,166,000","27,622,000","28,132,000","33,513,000","28,959,000","25,584,000","24,919,000","27,221,000","23,269,000","18,354,000","19,379,000","24,795,000","20,612,000","18,700,000","15,698,000","22,472,000","20,593,000","17,902,000","15,902,000","20,344,000","18,222,000","15,358,000","15,375,000","23,392,000","19,842,000","16,603,000","15,836,000","20,866,000","18,601,000","13,608,000","12,991,000","17,364,000","16,657,000","15,459,000","14,024,000","21,228,000","17,053,000","17,320,000","13,964,000","17,423,000","16,550,000","14,982,000","15,112,000","18,330,000","20,896,000","27,465,000","52,074,000","22,860,000","17,039,000","16,562,000","15,460,000","23,649,000","17,552,000","15,455,000","17,093,000","25,025,000","19,416,000","10,768,000","12,947,000","18,528,000","14,139,000","7,918,000","10,457,000","15,903,000","12,559,000","9,645,000","13,546,000","11,823,000","7,136,000","-36,801,000","7,478,000","10,721,000","6,403,000","6,703,000","6,351,000","9,644,000","8,001,000","4,900,000","4,800,000","7,800,000","5,000,000"
	SellingGeneralAndAdministration,"147,535,000","39,960,000","42,241,000","30,154,000","35,916,000","31,312,000","34,224,000","28,027,000","29,009,000","34,561,000","25,023,000","27,409,000","35,705,000","30,166,000","27,622,000","28,132,000","33,513,000","28,959,000","25,584,000","24,919,000","27,221,000","23,269,000","18,354,000","19,379,000","24,795,000","20,612,000","18,700,000","15,698,000","22,472,000","20,593,000","17,902,000","15,902,000","20,344,000","18,222,000","15,358,000","15,375,000","23,392,000","19,842,000","16,603,000","15,836,000","20,866,000","18,601,000","13,608,000","12,991,000","17,364,000","16,657,000","15,459,000","14,024,000","21,228,000","17,053,000","17,320,000","13,964,000","17,423,000","16,550,000","14,982,000","15,112,000","18,330,000","20,896,000","27,465,000","52,074,000","22,860,000","17,039,000","16,562,000","15,460,000","23,649,000","17,552,000","15,455,000","17,093,000","25,025,000","19,416,000","10,768,000","12,947,000","18,528,000","14,139,000","7,918,000","10,457,000","15,903,000","12,559,000","9,645,000","13,546,000","11,823,000","7,136,000","7,199,000","7,478,000","10,721,000","6,403,000","4,733,000","4,647,000","7,940,000","6,510,000","3,500,000","3,900,000","6,900,000","4,100,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,894,000","1,970,000","1,704,000","1,704,000","1,491,000","1,400,000","900,000","900,000","900,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,894,000","1,970,000","1,704,000","1,704,000","1,491,000","1,400,000","900,000","900,000","900,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,251,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,894,000",,,,,,,,
OperatingIncome,"352,080,000","94,952,000","75,940,000","98,096,000","82,357,000","64,489,000","58,167,000","56,937,000","63,396,000","55,135,000","46,239,000","55,022,000","47,739,000","39,199,000","32,234,000","39,078,000","57,602,000","47,754,000","25,321,000","30,365,000","44,793,000","41,900,000","19,759,000","10,566,000","36,615,000","37,015,000","13,255,000","6,445,000","30,052,000","27,654,000","8,733,000","14,467,000","24,682,000","19,945,000","4,327,000","-15,224,000","13,530,000","22,018,000","-3,177,000","-13,690,000","12,724,000","16,818,000","-14,661,000","4,281,000","6,178,000","6,372,000","1,279,000","-4,750,000","9,496,000","-973,000","-170,000","4,518,000","11,139,000","204,000","-8,129,000","8,440,000","9,787,000","11,968,000","-32,175,000","-61,734,000","6,304,000","7,590,000","-20,722,000","7,361,000","11,714,000","7,709,000","-15,771,000","7,243,000","-2,152,000","13,920,000","-74,000","11,736,000","18,454,000","15,844,000","-257,000","8,988,000","10,995,000","17,199,000","-1,708,000","10,907,000","12,425,000","12,826,000","41,651,000","5,674,000","946,000","14,709,000","1,705,000","8,456,000","10,073,000","11,652,000","1,800,000","6,700,000","4,700,000","8,400,000"
NetNonOperatingInterestIncomeExpense,"-2,000","-14,000","15,000","10,000","-13,000","3,000","198,000","208,000","71,000","522,000","702,000","744,000","1,000","56,000","569,000","222,000","-369,000","-229,000","54,000","-59,000","-251,000","-204,000","-17,000","-77,000","-458,000","-572,000","-137,000","-157,000","-188,000","-137,000","-87,000","-167,000","-301,000","-323,000","-71,000","-70,000","-210,000","-251,000","-83,000","-153,000","-4,299,000","-4,411,000","-3,595,000","-4,795,000","-4,010,000","-3,963,000","-3,711,000","-3,907,000","-3,868,000","-3,803,000","-3,687,000","-3,930,000","-3,643,000","-3,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"15,000","10,000",,"3,000","198,000","208,000","71,000","522,000","702,000","744,000","1,000","56,000","569,000","222,000","-369,000","-229,000","54,000","-59,000","-251,000","-204,000","-17,000","-77,000","-458,000","-572,000","-137,000","-157,000","-188,000","-137,000","-87,000","-167,000","-301,000","-323,000","-71,000","-70,000","-210,000","-251,000","-83,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,000","4,299,000","4,411,000","3,595,000","4,795,000","4,010,000","3,963,000","3,711,000","3,907,000","3,868,000","3,803,000","3,687,000","3,930,000","3,643,000","3,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"14,000",,,"13,000",,,,,"-522,000","-702,000","-744,000","-1,000","-56,000","-569,000","-222,000","369,000","229,000","-54,000","59,000","251,000","204,000","17,000","77,000","458,000","572,000","137,000","157,000","188,000","137,000","87,000","167,000","301,000","323,000","71,000","70,000","210,000","251,000","83,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
